"","GEO","Characteristics","Hours.and.wages","YEAR","VALUE"
"1","Canada","15 to 24 years","Employees, #K","2001",2228.275
"2","Canada","15 years and over","Employees, #K","2001",12654.4166666667
"3","Canada","25 years and over","Employees, #K","2001",10426.1333333333
"4","Canada","Business, finance and administration occupations [1]","Employees, #K","2001",2292.28333333333
"5","Canada","Females","Employees, #K","2001",6134.25833333333
"6","Canada","Health occupations [3]","Employees, #K","2001",718.283333333333
"7","Canada","Males","Employees, #K","2001",6520.175
"8","Canada","Management occupations [0]","Employees, #K","2001",876.383333333333
"9","Canada","Natural and applied sciences and related occupations [2]","Employees, #K","2001",891.925
"10","Canada","Natural resources, agriculture and related production occupations [8]","Employees, #K","2001",248.966666666667
"11","Canada","No union coverage","Employees, #K","2001",8560.96666666667
"12","Canada","Occupations in art, culture, recreation and sport [5]","Employees, #K","2001",262.15
"13","Canada","Occupations in education, law and social, community and government services [4]","Employees, #K","2001",1286.68333333333
"14","Canada","Occupations in manufacturing and utilities [9]","Employees, #K","2001",1072.11666666667
"15","Canada","Permanent employees","Employees, #K","2001",11037.2416666667
"16","Canada","Sales and service occupations [6]","Employees, #K","2001",3245.09166666667
"17","Canada","Temporary employees","Employees, #K","2001",1617.15833333333
"18","Canada","Trades, transport and equipment operators and related occupations [7]","Employees, #K","2001",1760.55
"19","Canada","Union coverage","Employees, #K","2001",4093.46666666667
"20","Canada","15 to 24 years","Employees, average hourly wages","2001",9.9375
"21","Canada","15 years and over","Employees, average hourly wages","2001",17.22
"22","Canada","25 years and over","Employees, average hourly wages","2001",18.7716666666667
"23","Canada","Business, finance and administration occupations [1]","Employees, average hourly wages","2001",16.8516666666667
"24","Canada","Females","Employees, average hourly wages","2001",15.3475
"25","Canada","Health occupations [3]","Employees, average hourly wages","2001",19.6583333333333
"26","Canada","Males","Employees, average hourly wages","2001",18.9791666666667
"27","Canada","Management occupations [0]","Employees, average hourly wages","2001",26.18
"28","Canada","Natural and applied sciences and related occupations [2]","Employees, average hourly wages","2001",24.6575
"29","Canada","Natural resources, agriculture and related production occupations [8]","Employees, average hourly wages","2001",14.455
"30","Canada","No union coverage","Employees, average hourly wages","2001",15.9416666666667
"31","Canada","Occupations in art, culture, recreation and sport [5]","Employees, average hourly wages","2001",16.39
"32","Canada","Occupations in education, law and social, community and government services [4]","Employees, average hourly wages","2001",21.3391666666667
"33","Canada","Occupations in manufacturing and utilities [9]","Employees, average hourly wages","2001",15.43
"34","Canada","Permanent employees","Employees, average hourly wages","2001",17.8058333333333
"35","Canada","Sales and service occupations [6]","Employees, average hourly wages","2001",11.5675
"36","Canada","Temporary employees","Employees, average hourly wages","2001",13.2675
"37","Canada","Trades, transport and equipment operators and related occupations [7]","Employees, average hourly wages","2001",17.5058333333333
"38","Canada","Union coverage","Employees, average hourly wages","2001",19.8875
"39","Canada","15 to 24 years","Employees, Wages","2001",304.894166666667
"40","Canada","15 years and over","Employees, Wages","2001",635.604166666667
"41","Canada","25 years and over","Employees, Wages","2001",706.025833333333
"42","Canada","Business, finance and administration occupations [1]","Employees, Wages","2001",607.725
"43","Canada","Females","Employees, Wages","2001",519.59
"44","Canada","Health occupations [3]","Employees, Wages","2001",658.134166666667
"45","Canada","Males","Employees, Wages","2001",744.830833333333
"46","Canada","Management occupations [0]","Employees, Wages","2001",1058.9225
"47","Canada","Natural and applied sciences and related occupations [2]","Employees, Wages","2001",954.900833333333
"48","Canada","Natural resources, agriculture and related production occupations [8]","Employees, Wages","2001",619.979166666667
"49","Canada","No union coverage","Employees, Wages","2001",592.2625
"50","Canada","Occupations in art, culture, recreation and sport [5]","Employees, Wages","2001",548.965
"51","Canada","Occupations in education, law and social, community and government services [4]","Employees, Wages","2001",737.889166666667
"52","Canada","Occupations in manufacturing and utilities [9]","Employees, Wages","2001",612.8
"53","Canada","Permanent employees","Employees, Wages","2001",668.6075
"54","Canada","Sales and service occupations [6]","Employees, Wages","2001",383.728333333333
"55","Canada","Temporary employees","Employees, Wages","2001",409.680833333333
"56","Canada","Trades, transport and equipment operators and related occupations [7]","Employees, Wages","2001",709.823333333333
"57","Canada","Union coverage","Employees, Wages","2001",726.264166666667
"58","Canada","15 to 24 years","Employees, week hours","2001",28.725
"59","Canada","15 years and over","Employees, week hours","2001",35.7
"60","Canada","25 years and over","Employees, week hours","2001",37.1583333333333
"61","Canada","Business, finance and administration occupations [1]","Employees, week hours","2001",35.3333333333333
"62","Canada","Females","Employees, week hours","2001",32.8333333333333
"63","Canada","Health occupations [3]","Employees, week hours","2001",33.375
"64","Canada","Males","Employees, week hours","2001",38.4
"65","Canada","Management occupations [0]","Employees, week hours","2001",40.6333333333333
"66","Canada","Natural and applied sciences and related occupations [2]","Employees, week hours","2001",38.7583333333333
"67","Canada","Natural resources, agriculture and related production occupations [8]","Employees, week hours","2001",41.6583333333333
"68","Canada","No union coverage","Employees, week hours","2001",35.4666666666667
"69","Canada","Occupations in art, culture, recreation and sport [5]","Employees, week hours","2001",31.7166666666667
"70","Canada","Occupations in education, law and social, community and government services [4]","Employees, week hours","2001",34.2166666666667
"71","Canada","Occupations in manufacturing and utilities [9]","Employees, week hours","2001",39.3916666666667
"72","Canada","Permanent employees","Employees, week hours","2001",36.5833333333333
"73","Canada","Sales and service occupations [6]","Employees, week hours","2001",31.0083333333333
"74","Canada","Temporary employees","Employees, week hours","2001",29.3
"75","Canada","Trades, transport and equipment operators and related occupations [7]","Employees, week hours","2001",40.3333333333333
"76","Canada","Union coverage","Employees, week hours","2001",36.175
"77","Canada","15 to 24 years","FT employees, #K","2001",1264.49166666667
"78","Canada","15 years and over","FT employees, #K","2001",10405.0583333333
"79","Canada","25 years and over","FT employees, #K","2001",9140.55833333333
"80","Canada","Business, finance and administration occupations [1]","FT employees, #K","2001",1964.33333333333
"81","Canada","Females","FT employees, #K","2001",4550.78333333333
"82","Canada","Health occupations [3]","FT employees, #K","2001",530.2
"83","Canada","Males","FT employees, #K","2001",5854.3
"84","Canada","Management occupations [0]","FT employees, #K","2001",849.508333333333
"85","Canada","Natural and applied sciences and related occupations [2]","FT employees, #K","2001",864.608333333333
"86","Canada","Natural resources, agriculture and related production occupations [8]","FT employees, #K","2001",217.1
"87","Canada","No union coverage","FT employees, #K","2001",6875.75833333333
"88","Canada","Occupations in art, culture, recreation and sport [5]","FT employees, #K","2001",188.508333333333
"89","Canada","Occupations in education, law and social, community and government services [4]","FT employees, #K","2001",1008.95833333333
"90","Canada","Occupations in manufacturing and utilities [9]","FT employees, #K","2001",1031.375
"91","Canada","Permanent employees","FT employees, #K","2001",9450.325
"92","Canada","Sales and service occupations [6]","FT employees, #K","2001",2095.33333333333
"93","Canada","Temporary employees","FT employees, #K","2001",954.725
"94","Canada","Trades, transport and equipment operators and related occupations [7]","FT employees, #K","2001",1655.16666666667
"95","Canada","Union coverage","FT employees, #K","2001",3529.30833333333
"96","Canada","15 to 24 years","FT employees, Wages","2001",442.721666666667
"97","Canada","15 years and over","FT employees, Wages","2001",725.42
"98","Canada","25 years and over","FT employees, Wages","2001",764.506666666667
"99","Canada","Business, finance and administration occupations [1]","FT employees, Wages","2001",669.176666666667
"100","Canada","Females","FT employees, Wages","2001",619.436666666667
"101","Canada","Health occupations [3]","FT employees, Wages","2001",751.04
"102","Canada","Males","FT employees, Wages","2001",807.825
"103","Canada","Management occupations [0]","FT employees, Wages","2001",1081.31
"104","Canada","Natural and applied sciences and related occupations [2]","FT employees, Wages","2001",972.66
"105","Canada","Natural resources, agriculture and related production occupations [8]","FT employees, Wages","2001",691.236666666667
"106","Canada","No union coverage","FT employees, Wages","2001",693.444166666667
"107","Canada","Occupations in art, culture, recreation and sport [5]","FT employees, Wages","2001",698.6475
"108","Canada","Occupations in education, law and social, community and government services [4]","FT employees, Wages","2001",845.1975
"109","Canada","Occupations in manufacturing and utilities [9]","FT employees, Wages","2001",629.159166666667
"110","Canada","Permanent employees","FT employees, Wages","2001",740.4
"111","Canada","Sales and service occupations [6]","FT employees, Wages","2001",509.483333333333
"112","Canada","Temporary employees","FT employees, Wages","2001",583.59
"113","Canada","Trades, transport and equipment operators and related occupations [7]","FT employees, Wages","2001",740.999166666667
"114","Canada","Union coverage","FT employees, Wages","2001",787.844166666667
"115","Canada","15 to 24 years","FT employees, week hours","2001",39.025
"116","Canada","15 years and over","FT employees, week hours","2001",39.6583333333333
"117","Canada","25 years and over","FT employees, week hours","2001",39.7416666666667
"118","Canada","Business, finance and administration occupations [1]","FT employees, week hours","2001",38.325
"119","Canada","Females","FT employees, week hours","2001",38.05
"120","Canada","Health occupations [3]","FT employees, week hours","2001",37.9833333333333
"121","Canada","Males","FT employees, week hours","2001",40.8833333333333
"122","Canada","Management occupations [0]","FT employees, week hours","2001",41.2833333333333
"123","Canada","Natural and applied sciences and related occupations [2]","FT employees, week hours","2001",39.4333333333333
"124","Canada","Natural resources, agriculture and related production occupations [8]","FT employees, week hours","2001",45.6666666666667
"125","Canada","No union coverage","FT employees, week hours","2001",40.0583333333333
"126","Canada","Occupations in art, culture, recreation and sport [5]","FT employees, week hours","2001",38.9083333333333
"127","Canada","Occupations in education, law and social, community and government services [4]","FT employees, week hours","2001",38.85
"128","Canada","Occupations in manufacturing and utilities [9]","FT employees, week hours","2001",40.275
"129","Canada","Permanent employees","FT employees, week hours","2001",39.675
"130","Canada","Sales and service occupations [6]","FT employees, week hours","2001",38.625
"131","Canada","Temporary employees","FT employees, week hours","2001",39.55
"132","Canada","Trades, transport and equipment operators and related occupations [7]","FT employees, week hours","2001",41.7833333333333
"133","Canada","Union coverage","FT employees, week hours","2001",38.85
"134","Canada","15 to 24 years","PT employees, #K","2001",963.775
"135","Canada","15 years and over","PT employees, #K","2001",2249.35833333333
"136","Canada","25 years and over","PT employees, #K","2001",1285.59166666667
"137","Canada","Business, finance and administration occupations [1]","PT employees, #K","2001",327.95
"138","Canada","Females","PT employees, #K","2001",1583.49166666667
"139","Canada","Health occupations [3]","PT employees, #K","2001",188.1
"140","Canada","Males","PT employees, #K","2001",665.875
"141","Canada","Management occupations [0]","PT employees, #K","2001",26.875
"142","Canada","Natural and applied sciences and related occupations [2]","PT employees, #K","2001",27.3
"143","Canada","Natural resources, agriculture and related production occupations [8]","PT employees, #K","2001",31.8666666666667
"144","Canada","No union coverage","PT employees, #K","2001",1685.2
"145","Canada","Occupations in art, culture, recreation and sport [5]","PT employees, #K","2001",73.6416666666667
"146","Canada","Occupations in education, law and social, community and government services [4]","PT employees, #K","2001",277.733333333333
"147","Canada","Occupations in manufacturing and utilities [9]","PT employees, #K","2001",40.7416666666667
"148","Canada","Permanent employees","PT employees, #K","2001",1586.90833333333
"149","Canada","Sales and service occupations [6]","PT employees, #K","2001",1149.75833333333
"150","Canada","Temporary employees","PT employees, #K","2001",662.45
"151","Canada","Trades, transport and equipment operators and related occupations [7]","PT employees, #K","2001",105.383333333333
"152","Canada","Union coverage","PT employees, #K","2001",564.175
"153","Canada","15 to 24 years","PT employees, Wages","2001",130.425
"154","Canada","15 years and over","PT employees, Wages","2001",222.099166666667
"155","Canada","25 years and over","PT employees, Wages","2001",290.644166666667
"156","Canada","Business, finance and administration occupations [1]","PT employees, Wages","2001",240.0475
"157","Canada","Females","PT employees, Wages","2001",233.821666666667
"158","Canada","Health occupations [3]","PT employees, Wages","2001",397.315
"159","Canada","Males","PT employees, Wages","2001",194.195
"160","Canada","Management occupations [0]","PT employees, Wages","2001",352.500833333333
"161","Canada","Natural and applied sciences and related occupations [2]","PT employees, Wages","2001",396.810833333333
"162","Canada","Natural resources, agriculture and related production occupations [8]","PT employees, Wages","2001",152.67
"163","Canada","No union coverage","PT employees, Wages","2001",182.035833333333
"164","Canada","Occupations in art, culture, recreation and sport [5]","PT employees, Wages","2001",180.799166666667
"165","Canada","Occupations in education, law and social, community and government services [4]","PT employees, Wages","2001",348.575833333333
"166","Canada","Occupations in manufacturing and utilities [9]","PT employees, Wages","2001",199.555
"167","Canada","Permanent employees","PT employees, Wages","2001",241.854166666667
"168","Canada","Sales and service occupations [6]","PT employees, Wages","2001",156.163333333333
"169","Canada","Temporary employees","PT employees, Wages","2001",174.916666666667
"170","Canada","Trades, transport and equipment operators and related occupations [7]","PT employees, Wages","2001",222.183333333333
"171","Canada","Union coverage","PT employees, Wages","2001",341.8075
"172","Canada","15 to 24 years","PT employees, week hours","2001",15.6333333333333
"173","Canada","15 years and over","PT employees, week hours","2001",17.475
"174","Canada","25 years and over","PT employees, week hours","2001",18.8416666666667
"175","Canada","Business, finance and administration occupations [1]","PT employees, week hours","2001",17.3416666666667
"176","Canada","Females","PT employees, week hours","2001",17.9
"177","Canada","Health occupations [3]","PT employees, week hours","2001",20.3833333333333
"178","Canada","Males","PT employees, week hours","2001",16.45
"179","Canada","Management occupations [0]","PT employees, week hours","2001",19.375
"180","Canada","Natural and applied sciences and related occupations [2]","PT employees, week hours","2001",17.9333333333333
"181","Canada","Natural resources, agriculture and related production occupations [8]","PT employees, week hours","2001",15.1166666666667
"182","Canada","No union coverage","PT employees, week hours","2001",16.8
"183","Canada","Occupations in art, culture, recreation and sport [5]","PT employees, week hours","2001",13.7916666666667
"184","Canada","Occupations in education, law and social, community and government services [4]","PT employees, week hours","2001",17.4166666666667
"185","Canada","Occupations in manufacturing and utilities [9]","PT employees, week hours","2001",17.0666666666667
"186","Canada","Permanent employees","PT employees, week hours","2001",18.425
"187","Canada","Sales and service occupations [6]","PT employees, week hours","2001",17.275
"188","Canada","Temporary employees","PT employees, week hours","2001",15.1916666666667
"189","Canada","Trades, transport and equipment operators and related occupations [7]","PT employees, week hours","2001",17.5916666666667
"190","Canada","Union coverage","PT employees, week hours","2001",19.375
"191","Canada","15 to 24 years","Employees, #K","2002",2287.70833333333
"192","Canada","15 years and over","Employees, #K","2002",12966.9166666667
"193","Canada","25 years and over","Employees, #K","2002",10679.2166666667
"194","Canada","Business, finance and administration occupations [1]","Employees, #K","2002",2314.325
"195","Canada","Females","Employees, #K","2002",6298.15
"196","Canada","Health occupations [3]","Employees, #K","2002",767.316666666667
"197","Canada","Males","Employees, #K","2002",6668.75833333333
"198","Canada","Management occupations [0]","Employees, #K","2002",890.908333333333
"199","Canada","Natural and applied sciences and related occupations [2]","Employees, #K","2002",905.933333333333
"200","Canada","Natural resources, agriculture and related production occupations [8]","Employees, #K","2002",245.183333333333
"201","Canada","No union coverage","Employees, #K","2002",8791.31666666667
"202","Canada","Occupations in art, culture, recreation and sport [5]","Employees, #K","2002",253.175
"203","Canada","Occupations in education, law and social, community and government services [4]","Employees, #K","2002",1300.05
"204","Canada","Occupations in manufacturing and utilities [9]","Employees, #K","2002",1122.34166666667
"205","Canada","Permanent employees","Employees, #K","2002",11291.0416666667
"206","Canada","Sales and service occupations [6]","Employees, #K","2002",3351.00833333333
"207","Canada","Temporary employees","Employees, #K","2002",1675.86666666667
"208","Canada","Trades, transport and equipment operators and related occupations [7]","Employees, #K","2002",1816.675
"209","Canada","Union coverage","Employees, #K","2002",4175.6
"210","Canada","15 to 24 years","Employees, average hourly wages","2002",10.0966666666667
"211","Canada","15 years and over","Employees, average hourly wages","2002",17.665
"212","Canada","25 years and over","Employees, average hourly wages","2002",19.285
"213","Canada","Business, finance and administration occupations [1]","Employees, average hourly wages","2002",17.4116666666667
"214","Canada","Females","Employees, average hourly wages","2002",15.8416666666667
"215","Canada","Health occupations [3]","Employees, average hourly wages","2002",20.6133333333333
"216","Canada","Males","Employees, average hourly wages","2002",19.3891666666667
"217","Canada","Management occupations [0]","Employees, average hourly wages","2002",27.3333333333333
"218","Canada","Natural and applied sciences and related occupations [2]","Employees, average hourly wages","2002",25.1875
"219","Canada","Natural resources, agriculture and related production occupations [8]","Employees, average hourly wages","2002",14.6941666666667
"220","Canada","No union coverage","Employees, average hourly wages","2002",16.3158333333333
"221","Canada","Occupations in art, culture, recreation and sport [5]","Employees, average hourly wages","2002",16.9833333333333
"222","Canada","Occupations in education, law and social, community and government services [4]","Employees, average hourly wages","2002",22.0341666666667
"223","Canada","Occupations in manufacturing and utilities [9]","Employees, average hourly wages","2002",15.5958333333333
"224","Canada","Permanent employees","Employees, average hourly wages","2002",18.2733333333333
"225","Canada","Sales and service occupations [6]","Employees, average hourly wages","2002",11.7616666666667
"226","Canada","Temporary employees","Employees, average hourly wages","2002",13.6175
"227","Canada","Trades, transport and equipment operators and related occupations [7]","Employees, average hourly wages","2002",17.8183333333333
"228","Canada","Union coverage","Employees, average hourly wages","2002",20.5075
"229","Canada","15 to 24 years","Employees, Wages","2002",304.6375
"230","Canada","15 years and over","Employees, Wages","2002",650.078333333333
"231","Canada","25 years and over","Employees, Wages","2002",723.815
"232","Canada","Business, finance and administration occupations [1]","Employees, Wages","2002",627.908333333333
"233","Canada","Females","Employees, Wages","2002",535.181666666667
"234","Canada","Health occupations [3]","Employees, Wages","2002",683.848333333333
"235","Canada","Males","Employees, Wages","2002",758.670833333333
"236","Canada","Management occupations [0]","Employees, Wages","2002",1102.64
"237","Canada","Natural and applied sciences and related occupations [2]","Employees, Wages","2002",974.19
"238","Canada","Natural resources, agriculture and related production occupations [8]","Employees, Wages","2002",629.008333333333
"239","Canada","No union coverage","Employees, Wages","2002",604.206666666667
"240","Canada","Occupations in art, culture, recreation and sport [5]","Employees, Wages","2002",556.719166666667
"241","Canada","Occupations in education, law and social, community and government services [4]","Employees, Wages","2002",763.105833333333
"242","Canada","Occupations in manufacturing and utilities [9]","Employees, Wages","2002",617.77
"243","Canada","Permanent employees","Employees, Wages","2002",683.8325
"244","Canada","Sales and service occupations [6]","Employees, Wages","2002",386.911666666667
"245","Canada","Temporary employees","Employees, Wages","2002",421.269166666667
"246","Canada","Trades, transport and equipment operators and related occupations [7]","Employees, Wages","2002",722.48
"247","Canada","Union coverage","Employees, Wages","2002",746.74
"248","Canada","15 to 24 years","Employees, week hours","2002",28.3166666666667
"249","Canada","15 years and over","Employees, week hours","2002",35.5416666666667
"250","Canada","25 years and over","Employees, week hours","2002",37.05
"251","Canada","Business, finance and administration occupations [1]","Employees, week hours","2002",35.325
"252","Canada","Females","Employees, week hours","2002",32.675
"253","Canada","Health occupations [3]","Employees, week hours","2002",32.975
"254","Canada","Males","Employees, week hours","2002",38.2333333333333
"255","Canada","Management occupations [0]","Employees, week hours","2002",40.4083333333333
"256","Canada","Natural and applied sciences and related occupations [2]","Employees, week hours","2002",38.7333333333333
"257","Canada","Natural resources, agriculture and related production occupations [8]","Employees, week hours","2002",41.3583333333333
"258","Canada","No union coverage","Employees, week hours","2002",35.2833333333333
"259","Canada","Occupations in art, culture, recreation and sport [5]","Employees, week hours","2002",30.8583333333333
"260","Canada","Occupations in education, law and social, community and government services [4]","Employees, week hours","2002",34.1833333333333
"261","Canada","Occupations in manufacturing and utilities [9]","Employees, week hours","2002",39.2666666666667
"262","Canada","Permanent employees","Employees, week hours","2002",36.4083333333333
"263","Canada","Sales and service occupations [6]","Employees, week hours","2002",30.7
"264","Canada","Temporary employees","Employees, week hours","2002",29.3083333333333
"265","Canada","Trades, transport and equipment operators and related occupations [7]","Employees, week hours","2002",40.3333333333333
"266","Canada","Union coverage","Employees, week hours","2002",36.05
"267","Canada","15 to 24 years","FT employees, #K","2002",1271.44166666667
"268","Canada","15 years and over","FT employees, #K","2002",10612.775
"269","Canada","25 years and over","FT employees, #K","2002",9341.33333333333
"270","Canada","Business, finance and administration occupations [1]","FT employees, #K","2002",1986.85833333333
"271","Canada","Females","FT employees, #K","2002",4641.69166666667
"272","Canada","Health occupations [3]","FT employees, #K","2002",559.525
"273","Canada","Males","FT employees, #K","2002",5971.09166666667
"274","Canada","Management occupations [0]","FT employees, #K","2002",865.366666666667
"275","Canada","Natural and applied sciences and related occupations [2]","FT employees, #K","2002",876.241666666667
"276","Canada","Natural resources, agriculture and related production occupations [8]","FT employees, #K","2002",212.141666666667
"277","Canada","No union coverage","FT employees, #K","2002",7018.91666666667
"278","Canada","Occupations in art, culture, recreation and sport [5]","FT employees, #K","2002",173.958333333333
"279","Canada","Occupations in education, law and social, community and government services [4]","FT employees, #K","2002",1025.43333333333
"280","Canada","Occupations in manufacturing and utilities [9]","FT employees, #K","2002",1077.06666666667
"281","Canada","Permanent employees","FT employees, #K","2002",9621.38333333333
"282","Canada","Sales and service occupations [6]","FT employees, #K","2002",2124.44166666667
"283","Canada","Temporary employees","FT employees, #K","2002",991.383333333333
"284","Canada","Trades, transport and equipment operators and related occupations [7]","FT employees, #K","2002",1711.71666666667
"285","Canada","Union coverage","FT employees, #K","2002",3593.875
"286","Canada","15 to 24 years","FT employees, Wages","2002",447.76
"287","Canada","15 years and over","FT employees, Wages","2002",744.915833333333
"288","Canada","25 years and over","FT employees, Wages","2002",785.419166666667
"289","Canada","Business, finance and administration occupations [1]","FT employees, Wages","2002",691.9525
"290","Canada","Females","FT employees, Wages","2002",642.220833333333
"291","Canada","Health occupations [3]","FT employees, Wages","2002",786.3525
"292","Canada","Males","FT employees, Wages","2002",824.785
"293","Canada","Management occupations [0]","FT employees, Wages","2002",1124.76333333333
"294","Canada","Natural and applied sciences and related occupations [2]","FT employees, Wages","2002",993.305833333333
"295","Canada","Natural resources, agriculture and related production occupations [8]","FT employees, Wages","2002",707.763333333333
"296","Canada","No union coverage","FT employees, Wages","2002",710.965
"297","Canada","Occupations in art, culture, recreation and sport [5]","FT employees, Wages","2002",723.736666666667
"298","Canada","Occupations in education, law and social, community and government services [4]","FT employees, Wages","2002",873.729166666667
"299","Canada","Occupations in manufacturing and utilities [9]","FT employees, Wages","2002",635.765
"300","Canada","Permanent employees","FT employees, Wages","2002",760.450833333333
"301","Canada","Sales and service occupations [6]","FT employees, Wages","2002",519.409166666667
"302","Canada","Temporary employees","FT employees, Wages","2002",600.066666666667
"303","Canada","Trades, transport and equipment operators and related occupations [7]","FT employees, Wages","2002",753.239166666667
"304","Canada","Union coverage","FT employees, Wages","2002",811.42
"305","Canada","15 to 24 years","FT employees, week hours","2002",38.8916666666667
"306","Canada","15 years and over","FT employees, week hours","2002",39.5583333333333
"307","Canada","25 years and over","FT employees, week hours","2002",39.65
"308","Canada","Business, finance and administration occupations [1]","FT employees, week hours","2002",38.325
"309","Canada","Females","FT employees, week hours","2002",37.9833333333333
"310","Canada","Health occupations [3]","FT employees, week hours","2002",37.6666666666667
"311","Canada","Males","FT employees, week hours","2002",40.7666666666667
"312","Canada","Management occupations [0]","FT employees, week hours","2002",41.025
"313","Canada","Natural and applied sciences and related occupations [2]","FT employees, week hours","2002",39.4
"314","Canada","Natural resources, agriculture and related production occupations [8]","FT employees, week hours","2002",45.5833333333333
"315","Canada","No union coverage","FT employees, week hours","2002",39.9666666666667
"316","Canada","Occupations in art, culture, recreation and sport [5]","FT employees, week hours","2002",38.65
"317","Canada","Occupations in education, law and social, community and government services [4]","FT employees, week hours","2002",38.7166666666667
"318","Canada","Occupations in manufacturing and utilities [9]","FT employees, week hours","2002",40.1833333333333
"319","Canada","Permanent employees","FT employees, week hours","2002",39.5666666666667
"320","Canada","Sales and service occupations [6]","FT employees, week hours","2002",38.525
"321","Canada","Temporary employees","FT employees, week hours","2002",39.55
"322","Canada","Trades, transport and equipment operators and related occupations [7]","FT employees, week hours","2002",41.7333333333333
"323","Canada","Union coverage","FT employees, week hours","2002",38.75
"324","Canada","15 to 24 years","PT employees, #K","2002",1016.25833333333
"325","Canada","15 years and over","PT employees, #K","2002",2354.13333333333
"326","Canada","25 years and over","PT employees, #K","2002",1337.875
"327","Canada","Business, finance and administration occupations [1]","PT employees, #K","2002",327.466666666667
"328","Canada","Females","PT employees, #K","2002",1656.48333333333
"329","Canada","Health occupations [3]","PT employees, #K","2002",207.791666666667
"330","Canada","Males","PT employees, #K","2002",697.65
"331","Canada","Management occupations [0]","PT employees, #K","2002",25.5333333333333
"332","Canada","Natural and applied sciences and related occupations [2]","PT employees, #K","2002",29.6916666666667
"333","Canada","Natural resources, agriculture and related production occupations [8]","PT employees, #K","2002",33.025
"334","Canada","No union coverage","PT employees, #K","2002",1772.40833333333
"335","Canada","Occupations in art, culture, recreation and sport [5]","PT employees, #K","2002",79.225
"336","Canada","Occupations in education, law and social, community and government services [4]","PT employees, #K","2002",274.608333333333
"337","Canada","Occupations in manufacturing and utilities [9]","PT employees, #K","2002",45.275
"338","Canada","Permanent employees","PT employees, #K","2002",1669.65833333333
"339","Canada","Sales and service occupations [6]","PT employees, #K","2002",1226.56666666667
"340","Canada","Temporary employees","PT employees, #K","2002",684.475
"341","Canada","Trades, transport and equipment operators and related occupations [7]","PT employees, #K","2002",104.933333333333
"342","Canada","Union coverage","PT employees, #K","2002",581.716666666667
"343","Canada","15 to 24 years","PT employees, Wages","2002",133.13
"344","Canada","15 years and over","PT employees, Wages","2002",224.59
"345","Canada","25 years and over","PT employees, Wages","2002",293.954166666667
"346","Canada","Business, finance and administration occupations [1]","PT employees, Wages","2002",239.783333333333
"347","Canada","Females","PT employees, Wages","2002",236.448333333333
"348","Canada","Health occupations [3]","PT employees, Wages","2002",408.58
"349","Canada","Males","PT employees, Wages","2002",196.39
"350","Canada","Management occupations [0]","PT employees, Wages","2002",353.678333333333
"351","Canada","Natural and applied sciences and related occupations [2]","PT employees, Wages","2002",412.275
"352","Canada","Natural resources, agriculture and related production occupations [8]","PT employees, Wages","2002",145.259166666667
"353","Canada","No union coverage","PT employees, Wages","2002",184.155
"354","Canada","Occupations in art, culture, recreation and sport [5]","PT employees, Wages","2002",202.0725
"355","Canada","Occupations in education, law and social, community and government services [4]","PT employees, Wages","2002",350.756666666667
"356","Canada","Occupations in manufacturing and utilities [9]","PT employees, Wages","2002",190.283333333333
"357","Canada","Permanent employees","PT employees, Wages","2002",242.978333333333
"358","Canada","Sales and service occupations [6]","PT employees, Wages","2002",159.190833333333
"359","Canada","Temporary employees","PT employees, Wages","2002",179.814166666667
"360","Canada","Trades, transport and equipment operators and related occupations [7]","PT employees, Wages","2002",224.5475
"361","Canada","Union coverage","PT employees, Wages","2002",348.1025
"362","Canada","15 to 24 years","PT employees, week hours","2002",15.525
"363","Canada","15 years and over","PT employees, week hours","2002",17.4333333333333
"364","Canada","25 years and over","PT employees, week hours","2002",18.9
"365","Canada","Business, finance and administration occupations [1]","PT employees, week hours","2002",17.2416666666667
"366","Canada","Females","PT employees, week hours","2002",17.8333333333333
"367","Canada","Health occupations [3]","PT employees, week hours","2002",20.35
"368","Canada","Males","PT employees, week hours","2002",16.5333333333333
"369","Canada","Management occupations [0]","PT employees, week hours","2002",19.325
"370","Canada","Natural and applied sciences and related occupations [2]","PT employees, week hours","2002",18.6416666666667
"371","Canada","Natural resources, agriculture and related production occupations [8]","PT employees, week hours","2002",15.2166666666667
"372","Canada","No union coverage","PT employees, week hours","2002",16.85
"373","Canada","Occupations in art, culture, recreation and sport [5]","PT employees, week hours","2002",14.15
"374","Canada","Occupations in education, law and social, community and government services [4]","PT employees, week hours","2002",17.2416666666667
"375","Canada","Occupations in manufacturing and utilities [9]","PT employees, week hours","2002",17.4416666666667
"376","Canada","Permanent employees","PT employees, week hours","2002",18.3583333333333
"377","Canada","Sales and service occupations [6]","PT employees, week hours","2002",17.2666666666667
"378","Canada","Temporary employees","PT employees, week hours","2002",15.1833333333333
"379","Canada","Trades, transport and equipment operators and related occupations [7]","PT employees, week hours","2002",17.4166666666667
"380","Canada","Union coverage","PT employees, week hours","2002",19.2666666666667
"381","Canada","15 to 24 years","Employees, #K","2003",2331.15833333333
"382","Canada","15 years and over","Employees, #K","2003",13248.6916666667
"383","Canada","25 years and over","Employees, #K","2003",10917.5166666667
"384","Canada","Business, finance and administration occupations [1]","Employees, #K","2003",2348.03333333333
"385","Canada","Females","Employees, #K","2003",6484.93333333333
"386","Canada","Health occupations [3]","Employees, #K","2003",779.116666666667
