Product code	Product label	Turkey's imports from France-Value in 2001	Turkey's imports from France-Value in 2002	Turkey's imports from France-Value in 2003	Turkey's imports from France-Value in 2004	Turkey's imports from France-Value in 2005	Turkey's imports from France-Value in 2006	Turkey's imports from France-Value in 2007	Turkey's imports from France-Value in 2008	Turkey's imports from France-Value in 2009	Turkey's imports from France-Value in 2010	Turkey's imports from France-Value in 2011	Turkey's imports from France-Value in 2012	Turkey's imports from France-Value in 2013	Turkey's imports from France-Value in 2014	Turkey's imports from France-Value in 2015	Turkey's imports from France-Value in 2016	Turkey's imports from France-Value in 2017	France's exports to world- 	France's exports to world-Value in 2001	France's exports to world-Value in 2002	France's exports to world-Value in 2003	France's exports to world-Value in 2004	France's exports to world-Value in 2005	France's exports to world-Value in 2006	France's exports to world-Value in 2007	France's exports to world-Value in 2008	France's exports to world-Value in 2009	France's exports to world-Value in 2010	France's exports to world-Value in 2011	France's exports to world-Value in 2012	France's exports to world-Value in 2013	France's exports to world-Value in 2014	France's exports to world-Value in 2015	France's exports to world-Value in 2016	France's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
3005	"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ..."	38	197	19	260	456	817	737	517	425	388	405	399	519	508	661	633	510		123360	125702	167791	171079	179086	183868	203958	213380	184452	158777	192266	230648	274243	275570	252051	240559	260251		5050	5618	9365	10414	11013	13770	13285	20620	16557	20572	28185	25624	26026	24088	22490	19651	23443	
9010	"Apparatus and equipment for photographic or cinematographic laboratories, not elsewhere specified ..."	1274	199	1843	5316	1511	392	533	171	323	236	669	836	742	881	524	528	510		79250	61613	94943	153525	138210	128451	92363	74800	65170	62899	51022	33951	31893	23969	17962	17430	13813		15857	20420	35854	53052	45644	24831	22164	18587	13167	11797	10684	9090	7476	7826	4593	3436	2866	
2201	"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added ..."	51	66	71	60	73	245	303	226	290	235	372	364	1010	491	767	446	510		580243	665580	757222	832360	830254	1029399	1035832	1084764	855617	859118	960222	846967	886743	916135	858721	907181	928303		87	105	106	151	206	535	744	1165	825	1099	1751	1909	3262	2467	2975	2518	2063	
7229	"Wire of alloy steel other than stainless, in coils (excluding bars and rods)"	248	384	367	597	544	799	592	611	319	123	15	139	22	301	233	181	513		18012	15412	18706	21971	20830	27611	31421	31765	14402	19996	22413	27157	29091	32132	24616	31884	44424		1531	2050	2686	4355	6751	8144	10069	13911	11367	16617	22573	18461	18949	22086	20392	25232	20182	
1516	"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ..."	32	191	245	258	656	497	703	768	462	146	200	139	138	386	322	336	519		8941	12016	17049	23113	22724	31804	35823	39248	36454	45090	44466	37721	41549	42866	31173	34399	88910		7179	10407	11504	10015	7870	12546	16957	23488	22078	21121	49645	51308	42844	51948	40924	32883	57419	
3819	"Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ..."	793	260	298	523	427	662	696	964	1009	769	824	814	847	508	444	461	521		11140	10952	12181	14312	14609	15539	16344	20215	18179	19495	22934	25047	32648	35865	32146	29866	35543		4955	5197	5627	7062	6394	7736	8927	10830	7746	10200	12837	12018	12837	16501	10725	11600	17261	
8434	"Milking machines and dairy machinery (excluding refrigerating or heat treatment equipment, ..."	100	1105	652	4180	7523	2737	5867	4259	4376	1313	13731	3125	1835	2990	1120	1189	521		39532	59792	59900	83257	94523	78169	88419	83843	78469	75822	85810	63265	110378	79642	59645	71990	69815		3806	3838	6140	9618	14304	11230	24563	21453	11312	27888	44857	35811	28183	49852	21474	23282	13229	
2827	"Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and ..."	319	460	841	972	1205	1129	957	395	297	1239	1383	782	839	871	1133	622	522		49677	58111	63428	73749	86283	100457	95983	101153	66112	68989	83257	91907	91413	77452	62182	55535	49445		5347	6497	7192	8796	11304	10970	17911	16400	12205	23785	21670	18054	20508	20240	16947	18655	20024	
0511	"Animal products n.e.s.; dead animals of all types, unfit for human consumption"	0	8	25	53	11	52	459	2	382	370	473	342	271	487	693	463	522		17793	27944	28678	28077	26672	27803	44588	54243	51530	48632	58293	61548	74184	78174	74264	69874	72985		1393	1372	2408	3219	6103	6257	11250	9334	9547	11056	16205	14829	9254	16874	17196	20806	24208	
3823	"Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols"	72	44	60	127	281	679	598	1210	586	284	536	618	741	706	103	175	527		69793	60753	65926	56190	42399	40301	42585	66324	52355	60859	132486	87386	80012	79840	74240	85229	102267		12384	18702	28989	38249	38361	42419	57586	73162	58599	85787	115136	117302	103988	114712	93477	100429	108255	
4801	"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ..."	102	6074	7843	5056	10053	4338	3971	7636	11205	18539	9650	17390	13970	17461	4992	1091	530		369072	298336	350272	396570	432516	468911	540343	546529	446669	441345	494480	467654	491573	449380	267487	294972	292601		124395	106773	165615	235249	311629	362340	382491	395413	294970	299436	336595	294786	276277	243789	172708	131627	112524	
7413	"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ..."	144	65	50	126	91	332	574	910	296	668	860	531	444	485	506	460	534		21223	22532	25771	28344	34061	32064	37184	41694	26440	31510	37707	30004	32077	49455	47956	51364	63869		883	1840	1092	1284	1819	2652	3238	4548	6427	12742	5473	5502	12696	7757	38475	26961	6549	
8907	"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ..."	55	160	115	75	265	127	179	1856	88	2143	260	259	138	1343	92	119	534		23253	26550	30703	38015	41097	65997	62288	75582	62529	76226	66985	51648	50207	64157	71764	43718	60147		18131	7022	1954	28825	46113	6106	4496	14077	3964	10113	3516	5810	2873	3839	6141	3882	4990	
2829	"Chlorates and perchlorates; bromates and perbromates; iodates and periodates"	775	485	353	381	579	538	519	523	345	467	471	748	945	937	763	485	534		7876	7488	7725	8915	37402	47761	51197	15444	12362	13523	17302	13647	15177	14533	11246	13332	19147		1513	1357	2097	1545	1938	3698	3059	3908	4065	5374	8508	5609	5925	5857	5305	5234	5373	
8607	"Parts of railway or tramway locomotives or rolling stock, n.e.s."	173	318	92	348	2960	2200	1996	1992	802	1529	2484	522	2329	4105	2786	4203	539		319052	444918	494033	454442	351528	409492	855222	511289	467142	501551	435571	412156	589207	522425	348352	393323	460906		11062	21860	11351	50566	44036	33979	55618	76558	57697	74581	103737	86498	94247	96559	80854	105234	69697	
7226	"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ..."	1086	382	325	557	378	1680	512	1226	2950	77	267	1236	909	1530	659	1090	540		147385	148346	167175	232714	275225	395941	505046	534120	264359	237465	238200	199313	233415	219236	191068	198705	240812		7922	9788	16255	18816	30065	38945	45782	73200	46327	67164	100357	75289	92239	67280	55172	37497	43263	
7406	"Powders and flakes, of copper (excluding grains of copper and spangles of heading 8308)"	65	63	66	155	276	318	243	1068	545	447	306	454	659	445	498	380	540		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1019	1515	1975	2658	2687	3538	3630	4857	3006	4619	5277	4808	5506	5015	4523	3543	4626	
0811	"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not ..."	0	0	3	128	78	84	90	88	161	175	106	223	81	280	256	395	545		24245	21342	28981	28119	22151	21768	24593	28962	23521	26609	28879	27323	30621	35396	34738	36164	39106		126	77	213	372	588	421	1336	2549	1085	2302	4068	3613	2800	5358	7491	7400	6844	
5807	"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ..."	351	357	498	513	506	533	1388	682	825	507	756	775	670	532	572	496	546		38917	43101	63932	75192	75093	65770	63888	65132	51676	45105	51776	45150	41658	38651	33375	49814	45032		9638	13595	15108	17735	17076	19177	23884	21423	18781	19653	20219	19674	19434	21772	18594	19907	18598	
7415	"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ..."	32	38	26	171	41	85	212	234	93	129	89	547	755	726	524	590	546		10192	9355	12539	15431	17047	22348	32162	32464	22547	28576	35372	35233	38499	39600	27295	25821	30095		604	992	1602	2172	2648	3656	4749	5147	3961	6714	8774	9056	11118	12898	13878	11063	10831	
6104	"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, ..."	458	320	595	758	643	550	764	1492	644	1045	1287	1281	856	520	516	594	559		178435	177805	186961	204540	213050	258148	379414	423900	434816	494893	540847	536007	577453	627296	591022	630911	688667		4602	9663	9651	21391	12532	20891	38754	57793	57419	77604	76755	68352	72559	86825	85613	81051	77559	
0813	"Dried apricots, prunes, apples, peaches, pears, papaws "papayas", tamarinds and other edible ..."	0	51	18	962	105	165	512	967	468	644	685	499	1131	441	1104	871	562		56362	62259	70232	107411	123134	124780	124137	118142	104308	87584	102009	97798	112232	111831	88049	94581	101239		1396	1366	2498	3261	3051	2632	3854	3183	2822	4462	11731	6580	6631	7593	10001	10637	7200	
3501	"Casein, caseinates and other casein derivatives; casein glues (excluding those packaged as ..."	233	402	512	1428	1101	1547	1450	2778	1543	2420	1355	2537	1115	6772	2159	785	564		195511	151673	173823	245002	282310	237145	285011	342376	186296	206958	300685	289931	274510	338627	234372	183958	211279		3081	2394	3998	6526	6364	8373	13889	12797	9990	22810	9796	7719	9816	16848	10040	5926	5662	
8416	"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, ..."	82	45	83	361	994	5729	2427	1883	1127	1105	669	1138	732	820	393	388	566		59210	61568	71293	80523	92172	92067	101784	154411	107616	89790	79981	79007	71808	69670	55558	49101	60606		10507	35138	32198	28341	34769	41480	45698	52804	33522	39521	52840	53067	80585	64182	50033	48770	67207	
6903	"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ..."	152	138	223	401	358	359	470	426	332	149	415	736	559	647	336	394	575		20967	24373	30816	32137	35860	31394	30026	35167	24737	26576	29693	29042	33009	46121	33093	43806	48077		17619	22228	26329	30167	30355	36886	52584	47839	36889	50308	58033	57021	56850	63567	49801	45872	58888	
6214	"Shawls, scarves, mufflers, mantillas, veils and similar articles (excluding knitted or crocheted)"	330	197	201	212	237	161	636	1080	367	512	462	358	496	695	554	581	587		72761	67129	81526	90626	97832	94531	109197	172462	183121	237061	279234	293480	326428	372879	375537	382108	437405		3596	4440	6858	12253	14591	16081	21079	36257	32695	42839	51552	45230	51521	56333	56067	39745	26361	
4809	"Carbon paper, self-copy paper and other copying or transfer papers, incl. coated or impregnated ..."	740	2804	4651	5473	1116	1083	55	157	68	33	224	552	500	555	758	304	596		45865	45223	39668	43430	10353	18858	11182	10552	7306	7427	6378	5595	5077	10572	11344	9854	11466		8039	17419	20641	29303	29593	32471	38111	42830	34286	52772	54029	47064	46558	51738	44415	34416	36424	
7014	"Signalling glassware and optical elements of glass, not optically worked (excluding clock or ..."	496	416	349	533	546	769	2488	2315	2404	2280	1975	1295	1640	1197	804	835	599		39519	36663	46332	47993	46073	53483	61112	59819	37813	52181	47274	39376	47693	45060	44401	49001	47571		2040	2299	2112	2660	3061	3475	4761	4399	4088	4362	3938	3261	3862	2837	2792	3033	2790	
9105	"Clocks (excluding wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ..."	68	74	58	19	63	185	283	417	344	442	610	282	615	325	295	1006	610		13976	11799	12746	13362	13325	14231	15680	18915	20172	22104	23731	27648	25313	29026	33807	31145	42284		2611	2645	4979	8033	8252	9197	11547	11716	6254	9533	14393	10432	13263	11992	8193	9016	6773	
3203	"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ..."	49	96	203	358	321	235	336	451	346	483	425	590	441	612	457	446	610		24503	18750	24093	36691	33077	27220	30835	35572	30301	40939	52518	56969	66508	56899	45924	43486	57682		1132	1572	2372	3583	3208	4632	4537	5809	5732	11517	15320	10144	11052	14068	11395	13059	15237	
5702	"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made ..."	156	230	131	188	78	53	101	312	109	47	18	10	82	14	54	222	618		47396	48354	48510	56496	50169	47137	42530	45944	27800	23501	21263	21460	27733	25262	21617	22130	23573		4962	8103	10783	23170	21227	20510	21518	22137	15404	19564	23516	21940	28823	26881	21635	15135	13753	
9013	"Liquid crystal devices not constituting articles provided for more specifically in other heading; ..."	267	91	38	64	239	795	47	371	233	105	771	123	216	187	139	493	624		127699	114669	165852	195100	183615	242035	238794	335021	235824	229012	343963	317268	301591	209271	181801	219901	278972		20050	20566	18020	14758	18200	22173	35475	41947	36278	47238	57294	153354	265575	290365	327240	305711	345964	
6804	"Millstones, grindstones, grinding wheels and the like, without frameworks, for milling, grinding, ..."	351	229	307	306	420	483	535	515	164	300	419	401	312	598	558	524	631		55862	54137	61561	66864	63887	65697	72788	73774	52184	62912	69193	67475	73473	76975	60118	57407	59281		10425	13070	16514	23966	26116	28939	43968	43260	23030	40755	56644	60139	65910	70280	70788	70023	68477	
8105	"Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, ..."	115	917	1356	579	1736	953	2504	1353	874	1097	1312	1100	1259	1070	835	662	643		20542	18165	16791	28970	29148	26755	38586	47842	24403	33097	37055	33783	34961	35794	31543	29775	41183		2167	2387	4386	8883	7811	9670	14549	15971	7078	7967	8834	8393	9000	9075	8398	9079	11822	
1502	"Fats of bovine animals, sheep or goats (excluding oil and oleostearin)"	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654		17617	32215	48130	60361	50102	60289	82545	104699	79597	92122	123728	93745	79824	70439	54637	66539	88000		32074	47237	61550	55930	68082	69605	94343	131660	84807	106988	111854	110253	55815	69058	18897	14325	15684	
0405	"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy ..."	59	487	715	357	197	283	588	449	1388	1164	1668	1440	2316	4021	1042	627	657		176957	179483	224343	259076	274796	229655	296004	348697	289526	392485	473706	415303	432759	540314	449984	428081	583552		2773	4959	8804	10209	14687	12994	19597	28183	35821	49161	52266	64701	88920	99892	72469	45629	46248	
5515	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, other ..."	2113	3074	2272	9580	6906	9117	2236	2971	1223	714	1181	2014	1708	1086	832	877	662		242259	226798	228638	229213	183796	216210	233036	226244	150068	131437	122473	116218	125556	123527	91255	87733	88799		39471	84814	81109	91705	76393	88637	102322	99851	101692	144183	139121	114691	129470	125760	98203	84003	79449	
7311	"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ..."	48	45	695	66	96	86	12377	340	148	238	265	399	257	300	430	938	670		36842	40168	51813	52887	53051	61890	110037	119144	119185	120186	115388	108784	116575	110167	80834	59558	65899		2415	2524	5416	13553	23888	59299	55894	35661	21032	33268	40017	33083	75732	38913	38695	43980	36850	
4004	"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom"	39	0	0	0	0	0	1	0	0	1	0	53	554	41	0	40	673		2398	3755	5108	5570	6999	11076	11986	12834	8989	12491	13901	10552	6721	8769	6150	5984	8361		467	120	293	517	585	1314	1015	1023	68	1261	1251	2550	6235	5294	3494	3267	5295	
7605	"Aluminium wire (excluding stranded wire, cables, plaited bands and the like and other articles ..."	400	294	532	1141	1084	725	1221	1285	720	3584	6283	4666	1112	866	729	610	676		99475	108170	117645	146443	163688	226669	217444	217628	137336	203015	204535	170234	158371	173282	163962	134438	152210		6492	7540	9574	15513	20571	17118	21901	43380	21247	36645	47189	58331	71526	64337	46675	47327	90798	
7312	"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel (excluding ..."	391	614	818	481	368	324	322	213	147	368	746	548	1217	761	812	951	689		144671	155617	184690	225603	294136	282320	307969	300024	191086	235123	249100	217511	239278	236822	164202	186187	156491		11100	11130	14116	17073	27825	32070	45955	55921	49159	55707	63034	55888	70622	88029	114475	67653	88222	
8532	"Electrical capacitors, fixed, variable or adjustable "pre-set"; parts thereof"	1001	1041	1365	1860	1709	1687	3455	3626	1910	1470	2359	720	883	1134	803	649	692		146500	125022	117862	125508	123155	147472	153696	177067	141450	175247	240270	234735	166471	202747	173750	159703	172951		40055	56633	67807	93803	83319	87291	88858	85197	65655	82603	105384	94020	94797	93298	84715	85394	98110	
9107	"Time switches with clock or watch movement or with synchronous motor"	296	480	478	766	447	1638	2179	2663	2694	2426	2979	2377	2514	2361	2067	889	695		28013	36545	50652	39986	30642	31188	33886	42131	34616	38181	43759	41505	42343	43100	38088	37258	39136		9066	11777	15141	18723	19107	16317	13773	14180	12205	13142	18224	17893	18345	19221	16440	15065	21659	
7403	"Copper, refined, and copper alloys, unwrought (excluding copper alloys of heading 7405)"	28	109	434	226	167	909	1062	2120	951	763	745	476	1320	627	534	339	702		51278	39778	67696	175706	183342	325098	784692	489193	273152	290596	439616	381533	281128	157501	102600	179267	186550		218608	328866	416969	644943	883138	1465473	2139496	2108924	1490742	2584684	3125552	2878811	2730446	2577339	2208298	1998686	2438222	
9001	"Optical fibres and optical fibre bundles; optical fibre cables (excluding made up of individually ..."	1820	1933	2349	1927	1854	1703	2122	3400	1812	1371	1352	1707	2100	705	652	559	712		367254	278679	289528	340936	317565	365663	414228	468279	369292	345421	394780	362559	352881	342983	321973	306129	322663		30904	27323	25708	30831	40075	47124	58202	80132	70313	104503	122209	113700	137283	186882	169667	165564	175584	
7608	"Aluminium tubes and pipes (excluding hollow profiles)"	324	541	250	31	103	524	966	5339	3771	6649	7434	3323	1178	3594	234	177	712		34504	41076	48900	62095	53976	56822	65262	84089	71828	52578	41243	34381	38159	43331	36191	33148	34729		5864	9670	13393	12262	9691	8070	17449	31330	18572	34638	53252	43479	41767	40540	35079	35928	41158	
4823	"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ..."	3692	5972	6419	6971	2518	1754	1378	876	562	408	1632	1587	664	520	323	425	715		295123	88549	97779	74701	75227	78671	78191	90425	81413	79176	86720	75008	85587	86849	71463	72187	69003		38259	43405	46123	62444	54832	48450	52793	57122	44875	39699	63170	60715	69419	82773	67386	59964	52161	
4303	"Articles of apparel, clothing accessories and other furskin articles (excluding gloves made ..."	9	94	343	216	185	308	509	336	248	308	828	662	853	677	912	715	732		19026	24563	30769	32879	41549	54186	52985	60462	68983	57767	74356	83272	101862	114885	102308	89473	109679		1976	1495	4219	3281	7048	6294	5636	10121	7442	11907	16438	17738	21927	23918	8319	5154	5382	
1803	"Cocoa paste, whether or not defatted"	9	289	346	226	2	50	0	66	0	91	113	0	0	0	0	407	732		41911	73582	130925	95865	52177	62025	81492	94738	108419	119257	144470	164552	171939	184515	169311	175851	170205		543	1607	3241	4428	4269	4389	4719	4910	8405	10720	24775	24876	57183	76638	82197	71672	64338	
