Product code	Product label	Turkey's imports from Iran, Islamic Republic of-Value in 2001	Turkey's imports from Iran, Islamic Republic of-Value in 2002	Turkey's imports from Iran, Islamic Republic of-Value in 2003	Turkey's imports from Iran, Islamic Republic of-Value in 2004	Turkey's imports from Iran, Islamic Republic of-Value in 2005	Turkey's imports from Iran, Islamic Republic of-Value in 2006	Turkey's imports from Iran, Islamic Republic of-Value in 2007	Turkey's imports from Iran, Islamic Republic of-Value in 2008	Turkey's imports from Iran, Islamic Republic of-Value in 2009	Turkey's imports from Iran, Islamic Republic of-Value in 2010	Turkey's imports from Iran, Islamic Republic of-Value in 2011	Turkey's imports from Iran, Islamic Republic of-Value in 2012	Turkey's imports from Iran, Islamic Republic of-Value in 2013	Turkey's imports from Iran, Islamic Republic of-Value in 2014	Turkey's imports from Iran, Islamic Republic of-Value in 2015	Turkey's imports from Iran, Islamic Republic of-Value in 2016	Turkey's imports from Iran, Islamic Republic of-Value in 2017	Iran, Islamic Republic of's exports to world- 	Iran, Islamic Republic of's exports to world-Value in 2001	Iran, Islamic Republic of's exports to world-Value in 2002	Iran, Islamic Republic of's exports to world-Value in 2003	Iran, Islamic Republic of's exports to world-Value in 2004	Iran, Islamic Republic of's exports to world-Value in 2005	Iran, Islamic Republic of's exports to world-Value in 2006	Iran, Islamic Republic of's exports to world-Value in 2007	Iran, Islamic Republic of's exports to world-Value in 2008	Iran, Islamic Republic of's exports to world-Value in 2009	Iran, Islamic Republic of's exports to world-Value in 2010	Iran, Islamic Republic of's exports to world-Value in 2011	Iran, Islamic Republic of's exports to world-Value in 2012	Iran, Islamic Republic of's exports to world-Value in 2013	Iran, Islamic Republic of's exports to world-Value in 2014	Iran, Islamic Republic of's exports to world-Value in 2015	Iran, Islamic Republic of's exports to world-Value in 2016	Iran, Islamic Republic of's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
3818	"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	6643	0	0	0	0	0	0	0	0	0	0	0	0		0			18	26	37	20	63	130	84	111	225	354	344	571	708	1069	1492	1454	2144	
3826	"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1		0	0	0	0	0	0	0	0	0	0	0	1528	1192	1697	1382	1032	1047	
3905	"Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers, ..."	0	0	0	0	0	0	0	0	0	14	512	126	0	264	115	0	0		258	314	869	1848	1504	1425	1542	823	1387	715	1260	786	1225	1397		932	233		16222	22361	28643	41719	48792	57345	69767	78639	60899	76153	98431	95777	99461	103121	99522	106076	111302	
3910	"Silicones in primary forms"	13	0	0	0	8	0	0	3	0	0	1	6	12	0	0	0	0		0	0	1	0	8	0	9	2	14	0	2	6	10	71		0	73		20461	32463	40576	55248	62268	67328	79499	92848	83403	93625	106685	105342	116845	127153	111129	117045	141464	
4404	"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ..."	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	7	4	39	11	2	0	0	15	0	0	0	0	0		0	6		34	29	55	203	166	119	176	111	117	102	73	150	752	1437	1763	1941	1762	
4406	"Railway or tramway sleepers "cross-ties" of wood"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	26	0	3	0	0	0	0	0	4	1		6			207	387	1340	1719	440	2674	1059	2910	3554	1046	1696	935	905	550	103	119	154	
4413	"Metallised wood and other densified wood in blocks, plates, strips or profile shapes"	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0		6	26	46	89	39	73	23	100	25	14	16	31	175	629		700	2		726	854	1263	2035	3346	3448	6163	6941	5476	7063	9976	6554	9887	10042	8118	8259	11173	
4415	"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		41	44	58	34	120	73	52	8	63	46	48	391	1231	838		2439	5		840	828	1635	2889	3752	4009	3969	6409	3228	7121	6661	8846	9322	9424	8305	6930	8206	
4901	"Printed books, brochures and similar printed matter, whether or not in single sheets (excluding ..."	0	0	0	15	16	4	4	1	16	2	1	4	12	16	0	16	0		1132	1004	2780	1759	6034	12337	14097	18298	20627	26007	28091	20924	8384	9858		4295	1147		16943	16950	21470	36165	40651	44960	50920	51822	43695	46389	57547	62055	64517	65741	72933	50579	60053	
4907	"Unused postage, revenue or similar stamps of current or new issue in the country in which they ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	81		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5004	"Silk yarn (excluding that spun from silk waste and that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	19	0	0	0	200	0	0	0	0		0			425	265	426	1208	1630	1381	4183	3960	2599	3136	1588	1243	3208	3089	2778	1113	1308	
5005	"Yarn spun from silk waste (excluding that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	6	0	0		0			6	46	55	120	427	1278	2096	3651	1722	851	610	663	621	891	596	784	799	
5101	"Wool, neither carded nor combed"	11	0	0	0	0	0	14	7	0	0	30	9	30	16	0	0	0		2075	745	4306	2675	822	3786	10042	3195	7125	8194	7477	10923	7075	7935		4397	1476		32388	37008	48769	56812	46841	50374	56226	43371	21859	30284	34682	31321	29627	33128	26229	16088	28144	
5107	"Yarn of combed wool (excluding that put up for retail sale)"	0	0	0	9	0	182	150	99	110	0	99	89	0	0	0	0	0		539	2919	1563	117	206	0	304	9108	4073	5528	9159	7592	7434	8737		437	143		25127	33204	38874	38975	41301	42151	42127	47373	42159	45947	64346	51833	45367	43413	39375	31479	31113	
5113	"Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	28	0	0		0			412	192	532	374	442	432	421	368	251	349	481	321	498	249	325	332	172	
5303	"Jute and other textile bast fibres, raw or processed, but not spun; tow and waste of such fibres, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15	0	0	24	12	83	33	21	4	17	6	0	8	15		51			25	108	3	71	126	19	58	41	24	37	65	7	39	119	13	35	14	
5516	"Woven fabrics of artificial staple fibres"	0	18	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0		27	110	396	1212	454	333	32	10	46	12	11	181	3847	26		91	39		54359	76424	65022	68603	47842	73261	95608	83388	67594	91881	122983	108868	122254	125084	110802	98239	89062	
5605	"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading ..."	0	0	0	0	0	0	0	0	0	0	0	57	0	1	1	0	0		0	0	0	0	1	0	0	0	0	0	0	0	198	0		0			3581	2672	2758	3420	4550	8279	12517	9680	5370	7009	7372	10217	19591	19015	19476	6891	7755	
5801	"Woven pile fabrics and chenille fabrics (excluding terry towelling and similar woven terry ..."	0	0	0	0	0	0	0	0	0	166	109	141	3	0	0	5	0		588	704	1210	1599	1704	1202	982	1140	1496	1441	1908	1352	4559	5271		2185	55		31186	71519	120415	118791	130163	143430	81345	37289	32654	40135	59682	42282	46281	33746	24765	21963	31657	
5809	"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		0	118	0	9	5	0	0	102	0	77	93	3239	3254	4024		3480	96		12	29	17	84	191	138	83	99	30	23	106	70	69	92	32	49	306	
6001	"Pile fabrics, incl. "long pile" fabrics and terry fabrics, knitted or crocheted"	1	9	27	14	0	0	5	0	21	12	0	0	0	0	0	6	0		160	11	63	23	3	23	165	115	0	0	0	4	285	24		108	47		10391	18618	29362	39330	35717	32138	35811	47366	48028	78946	159394	123210	168664	213834	197711	147784	167590	
6102	"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0		1	9	223	1	133	183	2073	4373	7891	39	25	155	361	28		8	1		1077	1785	2657	3338	3468	4830	6041	9961	8263	9859	11318	8116	9224	13009	13620	13607	17356	
6210	"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated; ..."	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0		9298	3014	6927	6701	7057	5172	5535	2869	399	64	970	2492	1348	1723		551	22		3156	1622	2528	4117	4876	6093	9963	11391	27459	49683	152858	172285	211565	214767	310271	425122	132326	
6602	"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	0	0	39	1	6	2		0			6	11	26	52	98	132	250	289	196	314	577	374	366	502	340	415	378	
6805	"Natural or artificial abrasive powder or grain, on a base of textile material, paper, paperboard ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		250	341	546	351	404	413	210	358	332	430	391	263	444	169		576			12376	18053	24369	31928	37964	41500	44776	49130	33912	45782	55126	51751	56293	62817	51390	47791	52266	
0101	"Live horses, asses, mules and hinnies"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	139	49	5	20	0	42	0	0	0	0	0	0		5	4632		12912	6605	1512	1351	1568	4265	7684	8554	5190	14660	4235	2674	8628	4506	3010	1770	1618	
0103	"Live swine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	108		0			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0302	"Fish, fresh or chilled (excluding fish fillets and other fish meat of heading 0304)"	0	0	1	0	0	2	6	0	6	0	0	2	0	2	0	0	0		312	2180	4280	4609	6828	9963	16450	11223	25657	84042	133418	131862	147998	128512		63716	11275		331	273	1011	2933	6420	10865	14589	20509	20130	26722	38604	46229	44060	50475	65548	45218	43300	
0503	"Horsehair and horsehair waste, whether or not put up as a layer, with or without supporting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			190	291	325	202	274	410	0	0	0	0	0	0	0	0	0	0	0	
1214	"Swedes, mangolds, fodder roots, hay, alfalfa, clover, sainfoin, forage kale, lupines, vetches ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		40	5	184	325	858	1747	2555	1318	97	59	74	414	4310	4452		3533	1085		12	2	0	0	0	425	2111	0	23	2208	3030	6482	5694	1397	522	583	3533	
1502	"Fats of bovine animals, sheep or goats (excluding oil and oleostearin)"	0	0	0	0	0	0	0	0	0	0	0	0	0	28	159	161	0		1922	2151	2369	2140	3257	3920	3812	10029	14509	16157	16269	15754	28223	30060		27024	57		32074	47237	61550	55930	68082	69605	94343	131660	84807	106988	111854	110253	55815	69058	18897	14325	15684	
1605	"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved (excluding smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		17	60	0	0	0	26	1	0	0	0	0	0	0	0		0	14		28	140	152	395	235	221	377	263	330	1169	316	651	911	1617	2557	1693	3034	
2002	"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	21	13	0	0		22601	11363	51953	26626	16403	34337	48795	99584	128545	111303	162872	196337	174763	205922		208484	6948		9	754	142	501	838	134	143	1589	2691	2789	2875	614	827	1203	1142	651	669	
2201	"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		189	280	518	1721	3405	6834	5967	1738	134	120	555	572	651	1333		372	125		87	105	106	151	206	535	744	1165	825	1099	1751	1909	3262	2467	2975	2518	2063	
2308	"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	7	0	0	3	2	5	7	311	2177	4686	8518	5715	19607		37632	12		17	40	102	130	113	215	688	682	463	464	521	1475	17308	20735	3438	2422	11410	
2403	"Manufactured tobacco and manufactured tobacco substitutes and "homogenised" or "reconstituted" ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	59	413	2234	1068	483	272	3627	384	6962	1543	1108	2739		898	137		39804	45745	57956	73323	93446	84111	81816	103570	108667	91298	99695	127116	125657	151301	144314	161585	135384	
2502	"Unroasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			17	30	46	59	47	75	91	112	43	192	155	86	126	157	289	270	279	
0809	"Apricots, cherries, peaches incl. nectarines, plums and sloes, fresh"	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0		918	657	848	507	2640	8995	12673	13000	8319	33204	93443	61051	36974	30453		18296	3288		15	64	12	88	237	101	160	563	89	156	167	197	67	40	133	102	226	
1104	"Cereal grains otherwise worked, e.g. hulled, rolled, flaked, pearled, sliced or kibbled; germ ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	28	7	0	48	64	105	72	77	40	62	101	114	95		61	59		246	335	632	146	505	687	894	2023	9087	20384	26722	37235	39020	37777	42152	42478	41428	
2514	"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		158	11	62	71	80	218	11	0	0	0	0	0	4	5		25			1	9	5	20	19	306	0	38	40	166	196	127	233	78	81	113	179	
2521	"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ..."	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		140	680	32	0	2	1	0	2	0	0	0	0	267	364		8695	6802		5	4	0	0	4	28	2	6	6	2	0	0	9	18	9	2	25	
2613	"Molybdenum ores and concentrates"	0	0	0	0	0	0	0	0	1197	0	0	0	0	0	0	0	0		49111	3608	2338	2667	16342	108775	5868	9086	8691	453	0	0	0	0		1	20460		0	8	62	62	25	101	153	203	1644	841	506	104	9	410	125	8	12	
2615	"Niobium, tantalum, vanadium or zirconium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	33	16	0	0	0	210	4	100	10	15		0	167		938	1618	1682	2343	4555	5851	5415	4740	2945	4874	9693	7728	5098	5293	5708	7847	8388	
2704	"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon"	0	0	3	189	57	11	10	28	30	0	7	45	19	3	43	19	0		44	0	5	102	17	173	32	165	37	120	137	115	11	78		173	1552		48372	60020	56742	94738	107591	76638	95719	96879	58367	54984	128276	115869	131467	73004	110419	100617	468781	
2706	"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		570	7516	18558	144	63	23	17	0	110	0	0	0	0	0		0			1	8	2	9	27	44	51	55	0	26	628	73	34	108	142	207	231	
2715	"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ..."	0	0	0	0	5	7	24	0	373	359	0	225	0	38	9	1	0		114	851	1600	1227	774	859	105	367	731	770	4908	4356	4383	3926		4361	13231		267	1178	813	1317	1443	3274	6257	7381	3302	5164	5724	3020	2269	1587	1980	4061	3159	
2806	"Hydrogen chloride "hydrochloric acid"; chlorosulphuric acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		20	2	14	31	48	136	44	29	75	107	85	352	1153	1164		1006	523		124	737	794	1234	1614	2035	2653	2541	595	539	684	837	888	717	712	937	839	
2819	"Chromium oxides and hydroxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	0	0	26	0	0	0	0	20	132	4	6	22		0			1091	2070	2173	3309	3383	3878	4452	6037	4327	6291	5424	6637	6252	5218	5374	5227	5543	
2918	"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ..."	0	0	0	0	0	4	54	147	56	27	0	0	0	0	0	0	0		31	8	180	10	84	52	415	838	556	100	120	0	135	2		30	53		39500	52089	67990	73712	90602	82074	84926	103825	73759	85250	108148	101875	106828	116894	100235	94536	118878	
2921	"Amine-function compounds"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	97	22	0	127	2907	2	194	0	53	1398	80	0		800	3262		54498	58044	65935	71365	84045	80130	89925	105642	98071	117154	122894	104944	100110	100699	86384	72981	105391	
2923	"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ..."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	4	11	2	38	25	10	111	16	2	1	1	11	45		435	2		3121	3946	4814	5527	6614	7922	7672	9199	9653	12672	15528	16369	21511	24484	23734	19788	22334	
2935	"Sulphonamides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	62	0	0	0	0	0	0	0	0	0	85		1	146		37333	29808	33338	34254	29444	39208	27118	21879	21368	28312	31759	24855	21159	22739	21796	21311	27096	
2937	"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	21	0	0	0	0	198	197	14	62	418	8	3	5		49			27903	34803	36116	47370	48270	42382	38800	41551	31308	37209	35347	30468	40173	27619	28965	26688	28921	
3006	"Pharmaceutical preparations and products of subheadings 3006.10.10 to 3006.60.90"	27	0	20	0	0	0	0	0	0	0	0	8	32	0	0	0	0		25	0	20	40	292	211	182	995	453	163	78	40	51	29		53	128		44875	58658	79020	102433	108454	106939	139175	146967	115924	132140	141272	130512	126403	139185	120164	128314	126983	
2844	"Radioactive chemical elements and radioactive isotopes, incl. their fissile or fertile chemical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	3	0	0	0	0	0	0	0	0	0		0	161		4476	4347	4628	6380	8016	6792	7275	11397	13170	15483	18940	18624	19920	20122	19063	22543	21194	
2904	"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated"	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	23	0		0	437	927	311	65	298	78	144	311	77	112	8	34	33		4	27		2414	3010	3392	3329	5252	6157	7232	6817	6687	8354	8581	7551	7426	7240	7375	7297	8577	
3203	"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13	43	7	24	81	207	27	100	5	55	8	3	10	6		55	161		1132	1572	2372	3583	3208	4632	4537	5809	5732	11517	15320	10144	11052	14068	11395	13059	15237	
3205	"Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ..."	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0		820	257	620	1158	617	493	376	239	237	662	355	925	3197	1946		884	2		393	374	560	674	816	1113	1142	1158	1071	2270	1913	1531	1529	1572	1843	2352	2221	
3303	"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)"	141	0	0	0	0	0	0	3	0	0	0	0	2	0	20	0	0		124	112	75	3451	4423	8229	14178	21255	6149	3811	1399	313	158	277		228	314		25062	31299	35847	34165	43812	41868	50980	57880	63720	77647	93019	89684	103198	99853	92120	89670	95213	
3305	"Preparations for use on the hair"	0	0	21	0	39	80	13	29	99	134	78	459	407	343	280	0	0		4308	5682	6984	6761	6609	7563	7528	6380	8815	7733	15033	19096	19776	19323		20178	600		41018	48144	59177	81316	90915	125710	138746	159282	156974	194081	171443	154638	184822	188884	164798	168656	190646	
3307	"Shaving preparations, incl. pre-shave and aftershave products, personal deodorants, bath and ..."	5	30	0	0	0	3	0	0	0	35	0	0	63	85	0	1	0		60	180	67	81	352	405	2020	69	12	27	390	291	187	757		440	109		22248	25096	31126	40795	48338	55135	64767	61515	59349	73424	86952	75287	75887	86307	75840	68785	75330	
3503	"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		51	57	36	48	95	132	140	123	27	1	0	1	16	2		9	10		4520	6053	7607	9372	10059	11991	15949	19442	28832	22956	24064	32993	30116	29379	22896	19165	13050	
3505	"Dextrins and other modified starches, e.g. pregelatinised or esterified starches; glues based ..."	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0		445	662	1266	1766	2205	3321	2149	1373	960	2416	368	574	357	478		2643	122		19688	26569	31549	40395	50088	47971	64300	76564	65842	76952	100031	96272	99118	102122	81936	75326	76345	
3805	"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			113	162	249	214	322	343	311	242	338	387	579	558	460	598	376	506	558	
3807	"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			2	0	10	39	134	212	1115	710	735	539	572	1059	998	755	743	629	720	
3820	"Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ..."	12	0	0	0	0	21	0	0	0	0	8	743	64	0	0	5	0		1086	856	1411	747	1553	2112	1483	2269	2395	1777	5205	5199	4098	4488		2052	102		3026	4203	6406	8953	9540	10053	12728	11281	7340	11678	12197	15570	12928	12772	15248	17107	21871	
4205	"Articles of leather or composition leather (excluding saddlery and harness bags; cases and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14	45	36	21	8	4	2	9	63	952	94	125	16	14		2	8		3506	8664	12694	11698	11608	11011	14936	18626	13873	16381	16851	16255	23974	29795	27811	28195	28234	
4301	"Raw furskins, incl. heads, tails, paws and other pieces or cuttings suitable for use in furriery ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	3	6	0	0	0	0	0	0	0	0		0			227	157	65	238	160	285	97	743	414	640	3094	4460	5096	5647	1566	2627	7417	
4303	"Articles of apparel, clothing accessories and other furskin articles (excluding gloves made ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		526	0	18	0	0	0	0	0	0	0	0	5	0	724		0			1976	1495	4219	3281	7048	6294	5636	10121	7442	11907	16438	17738	21927	23918	8319	5154	5382	
4421	"Other articles of wood, n.e.s."	1	0	0	0	0	0	1	0	0	0	0	10	0	0	3	3	0		598	537	403	523	751	921	801	811	506	1169	575	1258	2046	4313		3634	133		3841	4468	5702	7274	10639	12361	16993	20049	13809	21291	24659	27040	30071	29609	27417	24846	24481	
4501	"Natural cork, raw or merely surface-worked or otherwise cleaned; cork waste; crushed, powdered ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	77	420	1	0	0	0	0	0	0	0		0	35		306	370	325	296	224	305	308	318	197	221	242	186	258	261	214	215	384	
4704	"Chemical wood pulp, sulphite (excluding dissolving grades)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	5	0	0	0	0	0	0	0	5	0	0	0		0			6904	8481	8116	6845	6898	7315	7040	4455	2519	5223	9808	6526	4496	4151	4300	3198	14789	
4706	"Pulps of fibres derived from recovered "waste and scrap" paper or paperboard or of other fibrous ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		113	105	12	0	251	1425	3003	3376	3192	1625	232	0	11	0		1172	1776		188	384	290	467	580	650	654	930	3357	2785	3379	4450	4046	2715	3276	2236	2686	
4905	"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps, topographical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	11	2	1	2	0	0	0	0	0	0	0	4		19	15		360	1588	625	621	1172	1066	2105	2312	2042	1449	1272	1451	1541	1783	1222	596	316	
4910	"Calendars of any kinds, printed, incl. calendars blocks"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		5	28	42	19	10	23	18	29	40	54	29	241	174	74		35	15		647	847	1002	1069	951	1243	1275	1275	1151	1143	1174	1255	1182	1026	973	825	714	
5002	"Raw silk "non-thrown""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		353	0	310	0	43	0	0	0	0	0	88	0	0	39		0			3792	2931	2951	3821	2910	2448	2764	1924	1146	2205	3359	1575	2425	2291	1524	1014	614	
5007	"Woven fabrics of silk or of silk waste"	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0		0	31	63	0	7	0	0	8	0	15	0	0	0	0		11			4449	5706	7765	15717	24027	25174	30041	34603	26811	33348	38645	30754	37050	37115	32253	29061	29676	
5103	"Waste of wool or of fine or coarse animal hair, incl. yarn waste (excluding garnetted stock, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	63	110	15	10	100	6	268	100	10	0	0	0	235		396	133		301	437	598	1560	1279	1471	1944	1939	1053	1353	818	1594	901	1316	594	785	445	
