Product code	Product label	Turkey's imports from Algeria-Value in 2001	Turkey's imports from Algeria-Value in 2002	Turkey's imports from Algeria-Value in 2003	Turkey's imports from Algeria-Value in 2004	Turkey's imports from Algeria-Value in 2005	Turkey's imports from Algeria-Value in 2006	Turkey's imports from Algeria-Value in 2007	Turkey's imports from Algeria-Value in 2008	Turkey's imports from Algeria-Value in 2009	Turkey's imports from Algeria-Value in 2010	Turkey's imports from Algeria-Value in 2011	Turkey's imports from Algeria-Value in 2012	Turkey's imports from Algeria-Value in 2013	Turkey's imports from Algeria-Value in 2014	Turkey's imports from Algeria-Value in 2015	Turkey's imports from Algeria-Value in 2016	Turkey's imports from Algeria-Value in 2017	Algeria's exports to world- 	Algeria's exports to world-Value in 2001	Algeria's exports to world-Value in 2002	Algeria's exports to world-Value in 2003	Algeria's exports to world-Value in 2004	Algeria's exports to world-Value in 2005	Algeria's exports to world-Value in 2006	Algeria's exports to world-Value in 2007	Algeria's exports to world-Value in 2008	Algeria's exports to world-Value in 2009	Algeria's exports to world-Value in 2010	Algeria's exports to world-Value in 2011	Algeria's exports to world-Value in 2012	Algeria's exports to world-Value in 2013	Algeria's exports to world-Value in 2014	Algeria's exports to world-Value in 2015	Algeria's exports to world-Value in 2016	Algeria's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
3820	"Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3026	4203	6406	8953	9540	10053	12728	11281	7340	11678	12197	15570	12928	12772	15248	17107	21871	
3822	"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	2	0	0	0	0	3	47	1	16	0	2		50939	65197	73474	105997	110976	139186	189361	223938	190391	204966	224536	226499	235595	255168	238745	244166	249749	
7103	"Precious stones and semi-precious stones, whether or not worked or graded, but not strung, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		709	803	819	2879	1763	965	1249	2451	1362	2753	2116	2007	1457	1514	1593	2282	2484	
7105	"Dust and powder of natural or synthetic precious or semi-precious stones"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2748	2475	3138	3364	4462	4172	4415	3640	3822	4722	5280	5888	5653	5692	4904	4212	4524	
7117	"Imitation jewellery"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0		2	0	0	5	3	6	16	6	32	11	0	0	0	1	0	0	1		4380	6528	10920	22106	33332	37556	48510	75081	63281	81003	106848	91194	103726	109277	101082	73161	63677	
7207	"Semi-finished products of iron or non-alloy steel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		33847	64447	1467	3727	130	365	14	1113	0	2668	818	4188	1809	1048	121	0	0		180204	172055	392722	628754	783499	1220885	1760684	3195545	1471923	1262581	1442835	1966077	2880981	2515445	1856027	1477335	2047602	
7217	"Wire of iron or non-alloy steel, in coils (excluding bars and rods)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0		18959	18065	26968	41780	41829	43462	64039	77709	41166	65224	98020	76331	76219	77904	66267	58744	64702	
7221	"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		185	414	518	609	1021	545	567	1327	529	547	719	361	443	653	654	489	245	
7306	"Tubes, pipes and hollow profiles "e.g., open seam or welded, riveted or similarly closed", ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0		19	68	46	32	226	280	329	4435	257	315	179	118	0	278	0	146	20		24393	50241	47309	79779	114731	155398	257709	250928	157776	176423	234721	249134	314156	243694	213313	192710	220077	
7410	"Copper foil "whether or not printed or backed with paper, paperboard, plastics or similar backing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10677	16150	18686	26148	27206	34347	33277	22132	13912	19039	21725	19944	19468	15906	17267	15667	17392	
7505	"Bars, rods, profiles and wire, of nickel (excluding electrically insulated products)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1148	2621	3710	5600	6257	7909	13001	10252	4889	8333	9581	6392	8178	9049	7893	6503	9170	
7614	"Stranded wire, cables, plaited bands and the like, of aluminium (excluding such products electrically ..."	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0		0	1	0	0	0	0	0	0	166	0	164	0	0	0	0	0	5		14384	3128	590	347	387	330	1873	18961	14738	9586	3566	13944	22396	2436	2375	12321	9576	
7902	"Zinc waste and scrap (excluding ash and residues from zinc production "heading 2620", ingots ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		461	219	259	257	160	1972	959	103	0	0	0	0	0	0	0	0	0		0	159	54	306	150	2164	5573	2951	304	282	87	139	146	360	312	409	1339	
8101	"Tungsten "wolfram" and articles thereof, n.e.s.; tungsten waste and scrap (excluding ash and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		1214	1482	1178	1823	2041	3035	3981	4254	2862	4684	7232	8145	5419	7008	5769	7014	7252	
8103	"Tantalum and articles thereof, n.e.s.; tantalum waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	37	22	148	18	50	198	144	46	26	196	39	515	28	346	69	
8208	"Knives and cutting blades, of base metal, for machines or for mechanical appliances"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	0	0	0	0	0	0	0	0	0	0	92	0	9	24	1	3		10609	13790	18606	22359	23748	32638	36147	39868	30401	37170	46838	49023	50152	50566	45120	44420	45506	
8215	"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		202	52	128	46	37	59	6	5	29	0	0	1	0	5	1	0	0		6290	4833	8126	17274	23811	36590	45123	46432	39387	50064	66700	49165	38628	46141	55595	30995	26016	
3303	"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)"	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0		3	18	56	13	54	105	255	288	290	364	346	255	9	8	17	244	124		25062	31299	35847	34165	43812	41868	50980	57880	63720	77647	93019	89684	103198	99853	92120	89670	95213	
7405	"Master alloys of copper (excluding phosphorus-copper compounds "copper phosphide" containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		698	227	353	38	770	2670	593	1272	637	137	0	0	0	0	0	0	0		198	301	490	772	611	765	1232	1901	930	1716	2475	3064	3348	3343	3404	3213	3748	
8303	"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		1624	1202	1656	2224	2689	3905	3749	4603	3346	4885	4422	5717	6236	7372	6593	5300	3534	
8404	"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1		73893	81028	29742	15935	27298	24665	34771	29691	28360	11351	82660	59790	125460	24168	47110	106370	13515	
8407	"Spark-ignition reciprocating or rotary internal combustion piston engine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	110	2	0	223	2	0	2	7	4	0	0	0	0		98128	68903	128673	213171	191285	248156	331501	363323	424755	434508	451885	458114	662895	662083	617072	824284	1134781	
8409	"Parts suitable for use solely or principally with internal combustion piston engine of heading ..."	0	0	0	0	0	70	0	0	1	0	2	0	0	0	0	0	0		190	338	86	145	15	103	29	15	67	277	153	19	8	16	45	20	9		149663	196530	304472	437257	566294	569642	652859	638547	543484	653297	784527	734639	753265	816679	849975	930892	1033513	
8411	"Turbojets, turbopropellers and other gas turbines"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		409	14	8651	1395	1749	58	195	732	8	6	152	63	5	0	15	1	0		780990	380019	237616	276709	345952	196778	207389	390549	598276	928994	532821	660236	576726	773408	786211	1104469	1413173	
8430	"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring ..."	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0		0	233	0	0	109	0	47	71	0	0	0	0	6	131	0	0	0		16797	35991	26180	24054	112322	199380	217807	169135	132785	224816	258477	344936	344797	243627	168493	258937	332571	
8453	"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	30	0	70	71	0	0	0	0	1	0		7438	73196	25321	27288	28760	26648	31448	23588	13475	20827	29638	29853	31016	24090	21662	19937	16127	
8460	"Machine tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	6	0	1	0	0	78	2	7	0	0	0	13	0	0	1	0		35248	37746	20060	57204	60791	69770	74410	91547	43137	67389	77733	102397	99782	81916	80654	85197	70037	
8473	"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16	27	31	40	36	6	45	30	30	19	36	43	72	56	1	4	14		141935	184655	209825	309224	448342	505948	402508	295157	246331	268024	235376	171313	180266	201500	167889	140682	147204	
8481	"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, ..."	0	0	0	2	0	26	41	0	0	0	0	0	0	3	119	2	0		426	485	978	659	326	506	445	559	485	528	435	565	1055	714	333	432	688		158455	197916	275621	388540	420211	564667	694232	742847	549057	709186	962655	927653	1106145	1056526	1005408	1132064	1184064	
8487	"Machinery parts, n.e.s. in chapter 84 (excluding parts containing electrical connectors, insulators, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	1	0	26	3	2	23	0	6	0	0		0	0	0	0	0	0	79284	117157	70624	53313	72962	58314	49267	79887	64790	83714	68497	
8510	"Electric shavers, hair clippers and hair-removing appliances, with self-contained electric ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6105	8363	16074	27210	37532	47046	40793	50912	30658	47174	44047	43134	44700	42354	37477	43617	35894	
8520	"Magnetic tape recorders and other sound recording apparatus whether or not incorporating a ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		947	1187	2255	4503	16442	25448	0	0	0	0	0	0	0	0	0	0	0	
8607	"Parts of railway or tramway locomotives or rolling stock, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0		0	4	0	0	68	0	0	0	1	0	0	0	3	0	0	0	0		11062	21860	11351	50566	44036	33979	55618	76558	57697	74581	103737	86498	94247	96559	80854	105234	69697	
8609	"Containers, incl. containers for the transport of fluids, specially designed and equipped for ..."	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0		17	43	34	164	37	8	94	149	131	22	27	14	1	203	1	4	1		1406	7374	1601	8333	5251	2245	1975	5315	2912	7843	8804	8169	7710	19301	5287	6066	14089	
8703	"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ..."	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0		21	53	0	24	876	3868	1210	23	165	10	0	0	0	0	0	33	0		588036	814397	2220483	4214588	4297925	4270786	4748663	4554346	4266673	6821775	8477252	7251417	9130102	7721017	9227428	9841764	8606797	
8705	"Special purpose motor vehicles (other than those principally designed for the transport of ..."	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0		501	398	0	26	0	0	0	158	0	0	0	0	0	0	0	0	0		67096	16804	31515	64448	98796	104970	159104	234511	154745	126184	109908	118512	179098	150020	97951	174666	125834	
8902	"Fishing vessels; factory ships and other vessels for processing or preserving fishery products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	31	0	0	0	126	339	0	2818	0	0	0	0	0	
9003	"Frames and mountings for spectacles, goggles or the like, and parts thereof, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0		10580	11040	17793	27686	36102	44274	49736	42609	31206	40146	47133	47065	49717	55939	49561	47740	47606	
9005	"Binoculars, monoculars, astronomical and other optical telescopes, and mountings therefor; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4109	780	922	1116	2085	2624	5657	3581	14673	14020	4218	6553	5499	7995	5233	10949	9383	
9023	"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		32	100	89	29	10	16	18	15	17	59	82	0	1	0	18	6	157		5719	7674	11964	13713	13350	20831	12596	15308	13153	18310	15551	19302	30191	30088	42042	29506	16454	
9025	"Hydrometers, areometers and similar floating instruments, thermometers, pyrometers, barometers, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	2	4	8	31	123	3	7	1	4	0	61	39	26	4	1	8		10637	12885	18275	24667	28729	32456	41684	46277	32506	45441	53254	53739	57468	64433	68448	82489	93642	
9030	"Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking ..."	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0		14	1000	5	35	116	57	35	112	41	17	136	241	34	25	923	2	7		30216	26915	27402	36816	44053	52588	77624	101476	65432	80581	97264	88305	91741	93373	99575	92584	122143	
9101	"Wrist-watches, pocket-watches and other watches, incl. stop-watches, with case of precious ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		10441	13214	17060	18011	19697	24672	41761	51714	34967	37692	35778	32178	47670	44600	37623	29753	30122	
9113	"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		961	1636	1844	2347	2219	2944	3203	2824	2656	2665	3369	2582	3530	4105	4295	2875	2424	
9202	"String musical instruments, e.g. guitars, violins, and harps (excluding with keyboard)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		1543	2553	2270	2189	2736	2744	4479	4994	5922	7630	8147	10281	7451	6163	7662	5309	5454	
9404	"Mattress supports (excluding spring interiors for seats); articles of bedding and similar furnishing, ..."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0		0	1	12	12	1	3	7	2	4	15	253	46	18	0	14	35	15		3434	2776	6541	12895	22284	34360	39058	45356	36089	63825	94937	90406	116099	127363	88189	59222	57701	
9406	"Prefabricated buildings, whether or not complete or already assembled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		26	282	0	0	1	0	192	23	6	0	0	0	226	1	0	0	0		11299	5584	6282	14183	25349	19607	25786	35423	23025	37858	45173	26730	28016	24361	18661	42363	16993	
9508	"Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2130	758	3745	1399	9975	3572	8046	16679	13161	11293	24905	19691	97133	98153	34548	11629	10584	
9616	"Scent sprays and similar toilet sprays, and mounts and heads therefor; powder puffs and pads ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4888	7480	11924	18079	25952	29216	28019	25533	21441	27896	31245	30733	28879	33070	29016	25997	31764	
9618	"Tailors' dummies and other lay figures, automata and other animated displays used for shop ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		420	552	781	1091	1134	1673	3801	3318	1934	3540	5245	4329	5039	5723	4177	3763	4649	
9620	"Monopods, bipods, tripods and similar articles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4257	
9702	"Original engravings, prints and lithographs"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	2	1	4	3	30	16	71	3	6	243	481	582	155	360	349	122	
0204	"Meat of sheep or goats, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	28	8	0	0	33	477	0	0	0	0	0	0	0	0	0	0		112	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0303	"Frozen fish (excluding fish fillets and other fish meat of heading 0304)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		20	21	15	1	55	54	306	84	18	13	8	4	2	0	11	198	373		8676	14367	26114	40004	31799	36225	47874	56412	53405	66419	73177	70696	81856	76838	103583	78174	115447	
0407	"Birds' eggs, in shell, fresh, preserved or cooked"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	1	0	0	4	4	0	0	6	0	0	0	0	0	0	241		5113	12640	10750	13293	14764	7568	10649	9360	8155	11590	13869	13676	24281	37014	25810	22617	31865	
0510	"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14	12	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	
0701	"Potatoes, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		108	2	152	30	129	82	12	8	0	60	179	0	418	222	12	981	348		821	5765	5221	5857	7693	12969	17043	13304	8059	16955	21660	16467	7880	21744	28562	20264	11285	
0708	"Leguminous vegetables, shelled or unshelled, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	1	38	3	9	8	11	85	9	16	4	0	2	9	1	42	59		48	1	0	0	0	0	0	2	19	0	1	0	0	0	0	0	33	
0711	"Vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		47	0	35	173	159	259	483	226	59	19	82	89	81	72	19	14	20		2991	4457	2831	2898	4414	4335	7626	14377	8176	8705	12275	14968	19526	21944	15028	12312	10604	
0801	"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1163	3824	5488	4799	9461	9160	13378	21359	18342	22490	33289	26598	24429	39325	43859	39944	41890	
0806	"Grapes, fresh or dried"	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	3	0	0	0	0	0	0	0	0	0	1	7	1	26	7		1474	1228	2190	2071	3003	3734	3838	3764	5083	5589	4836	4946	6150	6857	8974	7152	5810	
0812	"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	0	0	1	25	17	10	0	0	0	0	0	0	0	4	1	1	
0904	"Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	6	0	0	1	0	0	0	0	0	3	0	0	0	0	0		2480	3849	4767	4520	5154	5526	6943	7778	8912	8676	8014	10152	16261	8869	10698	12710	32676	
1302	"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	28	28	0	0	84	0	0	0	4	6		18008	24465	36662	39252	36106	27488	18988	22954	24654	29375	33538	34455	38870	36608	34213	35593	37367	
1401	"Vegetable materials of a kind used primarily for plaiting, e.g. bamboos, rattans, reeds, rushes, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		101	118	171	317	417	494	689	846	822	869	1035	868	1357	1728	1552	1356	1678	
1504	"Fats and oils and their fractions of fish or marine mammals, whether or not refined (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		743	1043	1400	3855	4020	13267	14221	21006	20300	28034	34129	45841	69589	66131	60554	59128	58279	
1509	"Olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		40	3	35	9	261	1308	206	90	218	100	53	96	200	57	149	159	91		28	3453	1940	90	233	60	48	16	39	24	121	150	413	515	9515	4842	141	
1514	"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	495	0	0	0	10498	4	8	1	0	0	0	6	23	2	1	0		4957	7259	5824	1990	6011	2490	416	15377	423	757	3270	369	151	2691	2558	2326	536	
1521	"Vegetable waxes, beeswax, other insect waxes and spermaceti, whether or not refined or coloured ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		355	400	510	979	1286	1795	1565	1534	2238	5488	4847	3046	2195	3270	2420	1650	2487	
1601	"Sausages and similar products, of meat, offal or blood; food preparations based on these products"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0		56	23	2	36	25	74	118	157	122	219	243	457	727	1194	2059	825	98	
1603	"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	1	0	3	4	0	1	84	44	57	61	19	13	11	17	
1702	"Other sugars, incl. chemically pure lactose, maltose, glucose and fructose, in solid form; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	18	0	0	0	3	1	7	94	1	22	14	18	26	19	44		5739	8171	21384	15901	14419	14173	15278	24787	15632	20464	26114	24600	28708	30623	33586	42068	29053	
1803	"Cocoa paste, whether or not defatted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0		543	1607	3241	4428	4269	4389	4719	4910	8405	10720	24775	24876	57183	76638	82197	71672	64338	
2004	"Vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	42	1	0	19	15	1	1	6	2	0	0	125	0	0	17		552	303	281	956	685	412	793	1835	1852	873	1403	1431	1816	3291	8373	1178	1788	
2204	"Wine of fresh grapes, incl. fortified wines; grape must, partly fermented and of an actual ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3381	4369	3368	4512	2960	2161	2281	1882	1353	1755	1123	1215	657	969	604	641	574		152	185	160	1550	2634	3238	3132	4561	3197	5610	7076	9281	9646	15528	11386	7024	8093	
2505	"Natural sands of all kinds, whether or not coloured (excluding gold- and platinum-bearing sands, ..."	0	0	0	0	3	0	0	0	11	0	0	0	0	0	0	0	0		0	3	2	276	530	1	112	388	40	138	0	7	4	2	3	2	3		3990	5012	5993	6473	8431	9491	12065	18830	12729	13615	20168	16801	25472	33403	27532	33936	37260	
2516	"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0		7281	8209	8568	15906	19292	21415	26968	23034	10567	6790	3258	5338	8506	7058	3200	2162	2395	
2525	"Mica, whether or not rifted into sheets or splittings; mica waste"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		131	79	237	351	541	553	460	456	458	436	624	427	627	617	476	595	550	
2603	"Copper ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		14680	13479	9348	4588	37067	27340	157	6155	1	362	35	354	230	43	6772	10	98	
2608	"Zinc ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		125	273	289	143	66	94	57	0	2	21	3	4	61	48	22	23	120	
2611	"Tungsten ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		0	0	0	5	0	0	0	0	0	0	2	15	3	5	0	0	0	
2703	"Peat, incl. peat litter, whether or not agglomerated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2362	3147	2886	4353	6211	5889	9263	12282	8171	12747	15395	14429	21320	19887	15209	15201	16873	
2714	"Bitumen and asphalt, natural; bituminous or oil-shale and tar sands; asphaltites and asphaltic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	3	3	2	0	141	0	0	10	0	19	0		145	295	183	227	755	324	353	230	157	249	751	1617	828	401	890	1601	1244	
2802	"Sulphur, sublimed or precipitated; colloidal sulphur"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	164	100	0	0	0	0	0	0	0	0	0	0	0	0	0		55	481	479	146	122	133	235	457	1633	938	358	533	264	179	103	348	1019	
2825	"Hydrazine and hydroxylamine and their inorganic salts; inorganic bases, metal oxides, hydroxides ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4410	4121	5701	10952	12985	18266	20881	33566	15101	27418	28911	35832	33351	35013	36138	34989	33364	
