Product code	Product label	Turkey's imports from Poland-Value in 2001	Turkey's imports from Poland-Value in 2002	Turkey's imports from Poland-Value in 2003	Turkey's imports from Poland-Value in 2004	Turkey's imports from Poland-Value in 2005	Turkey's imports from Poland-Value in 2006	Turkey's imports from Poland-Value in 2007	Turkey's imports from Poland-Value in 2008	Turkey's imports from Poland-Value in 2009	Turkey's imports from Poland-Value in 2010	Turkey's imports from Poland-Value in 2011	Turkey's imports from Poland-Value in 2012	Turkey's imports from Poland-Value in 2013	Turkey's imports from Poland-Value in 2014	Turkey's imports from Poland-Value in 2015	Turkey's imports from Poland-Value in 2016	Turkey's imports from Poland-Value in 2017	Poland's exports to world- 	Poland's exports to world-Value in 2001	Poland's exports to world-Value in 2002	Poland's exports to world-Value in 2003	Poland's exports to world-Value in 2004	Poland's exports to world-Value in 2005	Poland's exports to world-Value in 2006	Poland's exports to world-Value in 2007	Poland's exports to world-Value in 2008	Poland's exports to world-Value in 2009	Poland's exports to world-Value in 2010	Poland's exports to world-Value in 2011	Poland's exports to world-Value in 2012	Poland's exports to world-Value in 2013	Poland's exports to world-Value in 2014	Poland's exports to world-Value in 2015	Poland's exports to world-Value in 2016	Poland's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
TOTAL	"All products"	168070	244217	415359	996105	1244447	1436586	1646232	1977852	1817093	2620956	3496189	3058078	3184533	3082128	2977656	3244193	3445936		35367141	40253902	52755502	73778928	89378069	109584113	138784983	171859898	136641305	157064948	188105090	179603599	203847918	214476794	194461157	196455270	221307621		41399079	51270196	69339692	97539766	116774151	139576174	170062715	201963574	140928421	185544332	240841676	236545141	251661250	242177117	207206509	198618235	233791662	
9105	"Clocks (excluding wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ..."	0	4	0	4	2	0	0	4	0	0	0	4	0	0	0	0	0		570	668	949	1691	1542	1748	2733	3877	2584	3044	3384	3015	3908	4359	7394	8451	9769		2611	2645	4979	8033	8252	9197	11547	11716	6254	9533	14393	10432	13263	11992	8193	9016	6773	
9111	"Cases for wrist-watches, pocket-watches and other watches, incl. stop-watches, of heading 9101 ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	4	23	7	19	2	3	12	57	11	27	19	2	9	7		154	616	748	1818	1784	1662	1901	1490	1040	2130	2155	2040	3143	3845	2500	3556	3663	
9204	"Accordions and similar instruments; mouth organs"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	8	7	1	0	0	0	0	0	0	0	0	0	0	0		26	20	33	56	41	75	0	0	0	0	0	0	0	0	0	0	0	
9209	"Parts and accessories for musical instruments, e.g. mechanisms for musical boxes, cards, discs ..."	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0		1034	1405	1826	2746	2272	2353	2893	3635	2865	3027	2850	2590	3648	4304	7697	8018	8614		787	1232	1453	1718	2220	2736	3084	3244	2965	3823	4491	4086	4253	4166	3679	2979	3413	
9301	"Military weapons, incl. sub-machine guns (excluding revolvers and pistols of heading 9302 and ..."	4467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3010	832	1363	1720	8611	6508	25244	1732	22149	1176	4518	3239	4449	19208	15333	8628	38815		11718	33899	10210	2173	0	0	0	0	0	0	0	39871	16563	8651	0	0	0	
0203	"Meat of swine, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		39581	36164	177308	209587	306328	445313	431661	608402	364424	573231	805155	966883	1221172	922314	757948	836970	1062392		0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	
0304	"Fish fillets and other fish meat, whether or not minced, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	5	31	0	0	0	0	55	0	0		80300	77555	94263	137029	161079	194540	228564	277399	279497	368898	380034	333072	419323	448425	441449	507796	612638		929	1428	1868	4024	6517	10064	12509	14905	15051	26120	29362	26467	26972	26009	28869	23396	30218	
0306	"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1566	1276	1986	2613	1538	3268	5403	4266	4936	4580	4807	1999	3786	2475	3983	5260	4342		35	37	257	787	2717	1723	2174	2084	2407	3565	9636	6948	5634	9082	6856	3671	5220	
0505	"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0		25674	27796	31563	38433	43021	50057	40916	43240	33090	44878	60359	74064	96533	72477	51489	58569	70419		213	265	511	768	1227	1461	2018	1697	907	1283	2672	6439	7064	4012	3647	1827	2010	
0508	"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0		296	467	1151	1984	1732	1082	1224	1154	614	578	813	253	567	640	484	545	440		144	197	435	941	527	420	778	1079	354	934	376	482	443	741	482	552	370	
0601	"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8536	7411	9770	9278	8966	8154	7951	6910	5670	5071	6986	8739	6956	3722	4307	6705	9912		994	861	1299	1521	2211	4125	5052	5387	4881	5560	6081	5805	7100	7381	9995	9093	6846	
0706	"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, fresh ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1450	2193	5544	5406	7862	6690	9704	18762	10490	14961	21490	15264	24063	21844	18945	18284	19168		0	0	5	0	13	0	3	15	7	7	6	5	7	23	0	0	1	
0807	"Melons, incl. watermelons, and papaws (papayas), fresh"	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		58	0	129	396	816	2350	1204	2008	1728	1058	891	691	1069	1524	882	1580	2624		8	3	33	35	72	703	736	1310	1611	1129	3208	3469	4825	4406	3619	4467	5720	
0105	"Live poultry, "fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls""	0	0	0	0	248	586	664	0	0	0	0	0	0	491	402	0	0		1507	3137	7570	12372	18423	21928	25781	30890	43486	40243	46774	56912	95667	88421	78113	80033	47638		8367	8312	6323	7379	7793	8955	8082	14473	13659	16294	24863	28750	18850	18105	16452	10292	10054	
0903	"Mate"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	16	0	15	3	3	6	13	10	5	21	129	222	625	106		0	0	0	21	68	88	58	81	60	140	126	240	480	350	724	3180	2048	
1402	"Vegetable materials of a kind used primarily as stuffing or as padding, e.g. kapok, vegetable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	70	65	83	81	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
1515	"Fixed vegetable fats and oils, incl. jojoba oil, and their fractions, whether or not refined, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		655	78	154	534	516	474	3223	1993	13240	5124	2183	1805	4545	3199	4653	4113	7760		40630	65725	75264	75171	95586	93726	107832	150775	80218	68277	69777	53437	57063	36601	41644	60217	46003	
1517	"Margarine, other edible mixtures or preparations of animal or vegetable fats or oils and edible ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0		16743	13689	15371	19194	32918	43515	77486	144138	122617	147120	198834	186229	186773	165037	146885	153268	161860		3128	3828	8263	11768	11909	12253	18073	18043	24899	21325	30515	23079	28365	44170	40792	33691	53234	
2617	"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	162	0	1	0	0	7	0	0	0	0	7	4	0	0	0	20		219	189	0	64	2	4	11	16	22	352	110	193	232	189	132	136	1430	
2619	"Slag, dross, scalings and other waste from the manufacture of iron or steel (excluding granulated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1061	1490	264	73	15	154	136	289	1163	6105	5170	565	50	0	0	1	556		0	0	2	0	0	0	0	0	9	0	0	3	4	0	0	5	10	
2702	"Lignite, whether or not agglomerated (excluding jet)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		173	505	550	633	157	7	0	37	2389	4348	5809	5032	8679	11216	8112	6642	7966		0	634	0	0	0	0	0	26	20	0	0	5	0	0	0	0	0	
2711	"Petroleum gas and other gaseous hydrocarbons"	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0		12311	6844	7281	10722	16356	27335	32568	39743	21353	45180	67134	113262	236303	176456	95344	103996	147348		955365	990349	977424	1164601	1646662	1664203	1856993	2349681	1640119	2366455	2973579	2945722	2734484	2677438	1454607	1217931	1647131	
2713	"Petroleum coke, petroleum bitumen and other residues of petroleum oil or of oil obtained from ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2448	3687	4980	16454	29995	72148	142461	244614	105460	177358	300358	317914	301195	284469	191506	111304	121325		49844	53155	62893	98593	125042	138008	213865	348689	184184	348213	432538	490068	569121	587042	395632	268805	463800	
2808	"Nitric acid; sulphonitric acids"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		686	1362	1953	1336	1965	2988	3488	4333	3627	4034	3486	3865	8119	9584	7072	7501	7232		191	113	83	79	115	138	258	358	790	567	689	1271	450	376	375	361	474	
2823	"Titanium oxides"	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		120	323	88	70	384	17	81	186	64	533	133	82	91	275	160	845	815		5247	5737	5986	8147	7431	8248	8883	8589	6216	9264	14280	12066	12978	12268	7539	8478	13483	
2846	"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	2	2	90	908	939	29	795	9300	374	269	349	190	199	975		655	774	942	892	785	773	1456	1815	1209	3856	6070	3447	2571	1727	1893	2369	1525	
2848	"Phosphides, whether or not chemically defined (excluding ferrophosphorus, and inorganic or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		62	109	0	0	0	0	0	6	11	2	0	0	1	9	1	0	0		0	0	7	1	15	9	22	16	17	71	27	41	6	0	17	8	0	
2906	"Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	506	1141	2203	2599	5272	5040	1991	3865	3395	2943	1936	2359	1808	2658	2484		1781	2571	3165	3327	3260	4325	5753	6739	3937	6999	9883	11111	12441	11911	10168	11039	12552	
2927	"Diazo-, azo- or azoxy-compounds"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	49	23	75	23	29	568	1126	1030	97	339	464	87	201	164		2304	2534	2467	3581	3765	4595	4510	4848	4044	6223	7240	7628	9561	10055	11122	10559	13989	
3803	"Tall oil, whether or not refined"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2751	3168	4110	5462	4904	6519	5461	5574	6420	8354	8689	6323	8586	8387	4329	2980	3298		41	8	113	258	293	363	621	1431	676	1365	2115	2062	1933	3003	2381	2836	2552	
3811	"Anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive ..."	4	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0		209	582	831	742	489	1336	642	730	1900	4477	6922	3496	22253	116914	11011	11447	7873		39344	50916	61167	80303	86603	121968	135085	163383	148316	170550	187941	188169	201946	207334	187461	176928	203741	
3813	"Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ..."	0	0	0	7	48	29	65	0	18	0	0	0	0	0	0	113	0		0	0	0	114	489	407	518	362	246	66	206	398	653	1590	943	981	1099		1546	1731	1590	3276	3756	4834	4455	5138	4325	3378	5390	6980	6744	6989	6256	6008	4735	
3201	"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	15	16	14	41	50	20	44	71	76	27	25	55	59	85		1926	2550	3297	4764	4533	5798	7116	8717	5165	7924	8348	8728	9483	8067	8733	9891	10205	
3826	"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	138497	195037	261030	332953	586756	484259		0	0	0	0	0	0	0	0	0	0	0	1528	1192	1697	1382	1032	1047	
4102	"Raw skins of sheep or lambs, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	169	162	147	39	83	67	28	129	414	211	200	75	46	52	34		248462	402786	371161	338861	234875	274104	242480	179840	89215	167722	311596	334036	317107	184291	61800	32532	56845	
4404	"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ..."	21	17	22	68	10	5	38	0	37	63	33	14	0	0	0	0	0		21261	19328	20576	21914	26618	19999	28687	35390	25678	25564	22732	22105	27646	21464	22488	25032	38181		34	29	55	203	166	119	176	111	117	102	73	150	752	1437	1763	1941	1762	
4406	"Railway or tramway sleepers "cross-ties" of wood"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		427	360	1040	2321	932	824	1390	1922	1066	1970	4563	4778	3705	9085	3797	5090	1982		207	387	1340	1719	440	2674	1059	2910	3554	1046	1696	935	905	550	103	119	154	
4413	"Metallised wood and other densified wood in blocks, plates, strips or profile shapes"	0	0	0	2	0	163	54	0	0	0	2	0	0	0	0	4	0		8356	8772	12777	13666	18982	24837	23620	26251	28289	13623	12301	9114	11800	17527	16238	18651	7837		726	854	1263	2035	3346	3448	6163	6941	5476	7063	9976	6554	9887	10042	8118	8259	11173	
4907	"Unused postage, revenue or similar stamps of current or new issue in the country in which they ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1348	1544	1931	9137	554	1035	3353	3066	4566	4300	8992	1653	251	554	407	842	617		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5004	"Silk yarn (excluding that spun from silk waste and that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	2	2	6	3	4	1	6	7	12	7	23	14	1	1		425	265	426	1208	1630	1381	4183	3960	2599	3136	1588	1243	3208	3089	2778	1113	1308	
5005	"Yarn spun from silk waste (excluding that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	1	2	13	0	0	0	0	0	0		6	46	55	120	427	1278	2096	3651	1722	851	610	663	621	891	596	784	799	
5101	"Wool, neither carded nor combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		206	261	322	498	272	82	117	163	163	405	656	113	1207	281	629	832	186		32388	37008	48769	56812	46841	50374	56226	43371	21859	30284	34682	31321	29627	33128	26229	16088	28144	
5113	"Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	31	1	0	7	36	127	10	1	0	1	60	4	3	10		412	192	532	374	442	432	421	368	251	349	481	321	498	249	325	332	172	
5303	"Jute and other textile bast fibres, raw or processed, but not spun; tow and waste of such fibres, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	48	34	44	122	79	44	46	19	97	68	35	24	72	8		25	108	3	71	126	19	58	41	24	37	65	7	39	119	13	35	14	
5516	"Woven fabrics of artificial staple fibres"	0	14	0	9	0	1	0	0	7	1	0	3	18	78	2	1	0		4785	10108	14305	10294	7647	6034	4851	3476	3247	1717	1923	1942	2591	2562	2908	2917	2796		54359	76424	65022	68603	47842	73261	95608	83388	67594	91881	122983	108868	122254	125084	110802	98239	89062	
5605	"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading ..."	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0		525	633	1134	1555	2047	2105	2754	3428	3523	4216	5300	5383	6596	8200	1735	782	571		3581	2672	2758	3420	4550	8279	12517	9680	5370	7009	7372	10217	19591	19015	19476	6891	7755	
5809	"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	183	19	101	84	71	28	21	3	16	43	179	30	20	28		12	29	17	84	191	138	83	99	30	23	106	70	69	92	32	49	306	
6001	"Pile fabrics, incl. "long pile" fabrics and terry fabrics, knitted or crocheted"	0	0	0	0	0	0	0	0	0	0	92	71	83	63	4043	7964	0		4690	7470	7824	7203	7230	8018	10140	11266	5793	5494	7144	7884	8229	5557	4120	5176	7952		10391	18618	29362	39330	35717	32138	35811	47366	48028	78946	159394	123210	168664	213834	197711	147784	167590	
6905	"Roofing tiles, chimney pots, cowls, chimney liners, architectural ornaments and other ceramic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9106	8438	11391	11800	11038	23058	21002	23588	18778	19624	27341	26505	30484	34199	30859	29281	28619		51	118	274	600	867	1112	1540	1656	991	787	1148	751	1481	1057	1521	705	473	
7016	"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ..."	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0		598	1173	1956	2550	2901	2580	4805	6697	3527	3990	4155	3666	3773	4659	5608	5274	4882		1559	1979	2419	4548	7658	5973	10425	9248	5384	8198	11060	9957	10017	10893	9962	10092	5593	
7018	"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ..."	0	0	6	4	23	13	11	10	72	1	5	0	0	0	0	0	0		1865	2514	3328	5689	5203	5781	4811	5328	4054	4477	7151	6131	6682	7288	6630	5958	8964		6758	9002	12657	22218	30723	32538	38714	38746	30108	36242	35736	34420	39158	36852	25306	25814	24782	
7107	"Base metals clad with silver, not further worked than semi-manufactured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	99	16	74	1	212	267	12	0	312	82	54	55	42	10	176		46	29	64	23	101	7	54	89	10	524	1834	976	1147	1675	1295	1197	1535	
7109	"Base metals or silver, clad with gold, not further worked than semi-manufactured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	77	1	3	8	1	1	2	2	0	0	0	0	2	1		3	0	0	3	2	3	0	16	57	8	15	4313	16	4	120	199	3	
7110	"Platinum, incl. palladium, rhodium, iridium, osmium and ruthenium, unwrought or in semi-manufactured ..."	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0		1462	3459	5772	3571	17072	13643	9848	6884	11655	14930	70550	43261	23604	25748	27407	23459	32134		2101	5309	5487	1293	2535	1966	8101	4738	5081	4675	8027	4203	4634	4290	2596	3705	3677	
7115	"Articles of precious metal or of metal clad with precious metal, n.e.s."	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0		1861	1370	1935	4836	4227	9133	9702	3881	3991	3802	1699	2051	4846	9180	6664	4838	3068		1829	2246	2294	4104	1297	4980	8715	4512	3823	5403	20427	25791	35094	8910	9124	4910	3404	
7203	"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	48	4	58	0	383	65	409	3607	1	4	30	3	2	1		1847	8091	8697	2793	17471	10907	38119	34543	18945	99634	74569	140592	171171	76431	130190	75357	169027	
6811	"Articles of asbestos-cement, cellulose fibre-cement or the like"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1253	4177	6263	11700	15173	11615	12300	12748	13474	16237	18303	17139	24280	22127	15187	15820	19314		503	132	104	661	268	2089	986	1842	1079	856	2000	1113	5338	2750	2285	1764	2053	
7414	"Cloth "incl. endless bands", grill and netting, of copper wire, and expanded metal, of copper ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		96	0	0	314	251	389	0	0	0	0	0	0	0	0	0	0	0		248	262	448	680	610	845	0	0	0	0	0	0	0	0	0	0	0	
7501	"Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy :"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	0	0	0	0	25484	0	0	0	391	29	1646	0	0		0	3	17	43	43	22	29	0	11	30	69	360	77	50	23	33	21	
7507	"Tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves", of nickel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	314	449	590	1226	2551	2603	1520	1850	1657	1290	1523	817	691	1065	1762		875	848	861	1100	891	1113	1666	1651	808	933	1702	786	722	1479	4389	1514	1615	
7802	"Lead waste and scrap (excluding ashes and residues from lead production "heading No 2620", ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		722	790	1107	735	1172	2655	5447	2106	1925	2376	1648	2179	1908	1651	3406	3860	3536		0	20	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
8213	"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0		57	0	0	321	749	704	808	977	758	963	1229	1456	2087	1865	2755	3264	3543		2419	3072	4520	5584	5360	5504	5739	7211	5447	6976	8521	7776	9842	9197	8356	6397	7137	
8449	"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ..."	0	0	0	0	981	0	2	0	0	948	981	0	0	0	1121	0	0		0	126	157	926	316	646	922	620	879	2771	758	801	931	940	46	7352	1070		5178	1311	33674	21481	35078	6349	4548	26432	15499	60670	75942	39129	45121	26335	125876	32259	27704	
9008	"Image projectors, and photographic enlargers and reducers (excluding cinematographic)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	52	107	51	1490	1301	419	1103	73	34	74	292	443	512	382		2488	2784	3376	1237	1570	908	1242	1192	174	195	302	164	196	119	77	47	106	
9011	"Optical microscopes, incl. those for photomicrography, cinephotomicrography or microprojection ..."	0	0	0	0	0	0	0	0	0	3	0	0	0	11	0	8	0		75	52	208	309	524	1289	4457	6432	389	491	2212	950	2108	1470	1675	1062	1807		6628	5188	9175	12426	16869	15666	21751	21492	16813	18238	21248	21739	21858	27858	22108	20620	20763	
0101	"Live horses, asses, mules and hinnies"	0	15	0	0	0	0	0	2	4	7	4	2	0	5	1	1	0		37699	31476	41472	47279	43308	41809	39058	38994	35477	29229	29916	23462	23524	20049	18006	16242	12736		12912	6605	1512	1351	1568	4265	7684	8554	5190	14660	4235	2674	8628	4506	3010	1770	1618	
0103	"Live swine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		917	1136	2761	17217	35905	91310	73151	80865	81551	51688	26784	28065	21845	15495	5452	7625	13251		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0302	"Fish, fresh or chilled (excluding fish fillets and other fish meat of heading 0304)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9218	5810	8180	9881	8093	10130	18021	14186	13148	12274	25285	12427	26312	26160	17689	21061	20839		331	273	1011	2933	6420	10865	14589	20509	20130	26722	38604	46229	44060	50475	65548	45218	43300	
0503	"Horsehair and horsehair waste, whether or not put up as a layer, with or without supporting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	58	47	36	0	0	0	0	0	0	0	0	0	0	0		190	291	325	202	274	410	0	0	0	0	0	0	0	0	0	0	0	
0704	"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0		6056	8081	17651	18020	34107	32939	49183	72498	50515	54889	65354	59430	73973	77876	50424	49083	45140		0	0	0	0	0	1	0	4	14	18	1052	430	162	15	394	75	27	
0809	"Apricots, cherries, peaches incl. nectarines, plums and sloes, fresh"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5077	4788	12264	25404	18901	31357	37539	62563	50520	35215	46492	72900	60462	53971	32004	28970	18739		15	64	12	88	237	101	160	563	89	156	167	197	67	40	133	102	226	
1104	"Cereal grains otherwise worked, e.g. hulled, rolled, flaked, pearled, sliced or kibbled; germ ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	10	18	30	0		0	107	0	180	1214	411	3772	3776	3881	3908	2675	10329	10344	13968	11001	13426	15420		246	335	632	146	505	687	894	2023	9087	20384	26722	37235	39020	37777	42152	42478	41428	
1106	"Flour, meal and powder of peas, beans, lentils and other dried leguminous vegetables of heading ..."	32	0	68	0	0	0	0	0	0	0	0	0	12	21	0	0	0		0	58	59	90	161	276	544	512	479	496	435	179	130	243	668	7786	8429		1212	878	711	547	1570	1406	1415	1910	1859	1649	2577	617	1444	849	1035	1530	2798	
1214	"Swedes, mangolds, fodder roots, hay, alfalfa, clover, sainfoin, forage kale, lupines, vetches ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	63	111	366	96	1460	3474	3538	991	3034	4835	8789	11127	15432	18933	16437		12	2	0	0	0	425	2111	0	23	2208	3030	6482	5694	1397	522	583	3533	
1605	"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved (excluding smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0		12397	12731	17614	20834	21314	19925	29049	29878	20069	16775	15813	16872	20794	17864	11771	7833	5962		28	140	152	395	235	221	377	263	330	1169	316	651	911	1617	2557	1693	3034	
2002	"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		84	84	133	769	1956	2387	8677	6425	5785	5599	7180	6134	7739	10274	7387	12390	13690		9	754	142	501	838	134	143	1589	2691	2789	2875	614	827	1203	1142	651	669	
2511	"Natural barium sulphate "barytes"; natural barium carbonate "witherite", whether or not calcined ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		0	0	0	2	6	50	0	0	0	3	8	18	28	36	39	45	47		101	89	65	151	368	162	262	208	177	169	579	1226	4570	5562	1961	1945	2425	
2514	"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	4	5	1	1	2	1	2	11	1213	1620	1964	1254	1179	969		1	9	5	20	19	306	0	38	40	166	196	127	233	78	81	113	179	
2521	"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10097	7612	9162	8711	6293	3991	4275	4071	2146	1595	5034	6630	9422	8784	12051	9662	10272		5	4	0	0	4	28	2	6	6	2	0	0	9	18	9	2	25	
2601	"Iron ores and concentrates, incl. roasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		146	0	0	922	6	0	8	1535	1070	3230	5959	2072	4343	4229	856	61	1658		82142	163995	161185	205182	315080	538019	636803	749438	902329	923743	1169657	1148803	1159543	1067142	800476	697767	1010678	
