Product code	Product label	Turkey's imports from Poland-Value in 2001	Turkey's imports from Poland-Value in 2002	Turkey's imports from Poland-Value in 2003	Turkey's imports from Poland-Value in 2004	Turkey's imports from Poland-Value in 2005	Turkey's imports from Poland-Value in 2006	Turkey's imports from Poland-Value in 2007	Turkey's imports from Poland-Value in 2008	Turkey's imports from Poland-Value in 2009	Turkey's imports from Poland-Value in 2010	Turkey's imports from Poland-Value in 2011	Turkey's imports from Poland-Value in 2012	Turkey's imports from Poland-Value in 2013	Turkey's imports from Poland-Value in 2014	Turkey's imports from Poland-Value in 2015	Turkey's imports from Poland-Value in 2016	Turkey's imports from Poland-Value in 2017	Poland's exports to world- 	Poland's exports to world-Value in 2001	Poland's exports to world-Value in 2002	Poland's exports to world-Value in 2003	Poland's exports to world-Value in 2004	Poland's exports to world-Value in 2005	Poland's exports to world-Value in 2006	Poland's exports to world-Value in 2007	Poland's exports to world-Value in 2008	Poland's exports to world-Value in 2009	Poland's exports to world-Value in 2010	Poland's exports to world-Value in 2011	Poland's exports to world-Value in 2012	Poland's exports to world-Value in 2013	Poland's exports to world-Value in 2014	Poland's exports to world-Value in 2015	Poland's exports to world-Value in 2016	Poland's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
3104	"Mineral or chemical potassic fertilisers (excluding those in tablets or similar forms, or in ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	55	88	205	248	563	1105	5494	11338	4002	4686	2238	7168	10595	4396	3313	5474		15818	19515	23965	32762	38582	33135	57918	57052	40317	54420	63095	72599	63762	65396	82589	57950	59886	
3207	"Prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes, ..."	0	0	0	0	0	0	0	0	0	0	15	41	6	26	109	21	0		238	881	1327	4293	7714	11761	13718	19661	8239	8000	5952	10105	11426	17406	9910	16197	17027		31401	38114	49512	59522	71175	82820	99798	105742	79392	104902	136994	136590	125917	110922	94399	90081	100014	
3602	"Prepared explosives (excluding propellent powders)"	0	0	0	0	0	0	0	0	0	0	46	0	0	0	853	140	0		4334	6528	8715	11238	10798	11454	15545	22259	31424	48336	27700	22244	19666	20256	16794	19700	22096		1836	849	485	1023	3697	1097	1996	2319	1774	4036	4012	2274	4561	1632	4002	2246	1453	
3809	"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ..."	0	0	0	0	0	8	0	0	1	7	0	0	0	0	0	0	0		3201	4333	6266	11433	12416	13312	20609	19475	13473	14462	21234	22168	22750	23381	21553	22104	24863		39988	55685	70590	81911	87154	90341	99480	98571	70151	82361	86281	85860	90918	86410	69538	60754	65543	
3825	"Residual products of the chemical or allied industries, n.e.s.; municipal waste; sewage sludge; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	52	90	63	96	185	329	1594	1886	232	22	160	447	11	544	46		0	334	1	0	4	1	1	5	37	2	26	0	13	5	0	0	0	
4001	"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary ..."	0	0	0	0	0	0	0	0	0	0	916	0	0	0	0	0	0		310	1970	2642	5429	9080	3285	5489	10340	1756	7939	12390	8707	20892	7701	7634	5571	14046		55959	76729	117162	167595	192590	287709	321855	397758	202531	432165	724018	461134	396084	326238	256518	228051	345116	
4103	"Other raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		106	128	292	1330	7068	4975	6162	6448	5570	7879	8174	7525	7429	10493	4120	1751	1271		4518	10814	11305	6082	5007	7487	10196	7913	4176	5752	11015	13616	13000	10147	3519	3013	2479	
4115	"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	8813	13983	13028	7879	6518	7081	4751	2768	1974	2354	435	381	323	509	563	475		0	4327	5190	4592	5509	6913	6096	4731	2832	2755	3581	3198	3143	3142	3620	3998	3363	
4304	"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	111	111	118	217	271	223	160	224	218	126	112	147	122	228		163	179	91	96	153	577	1569	1638	503	1354	620	399	276	511	509	463	529	
4503	"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ..."	0	0	0	0	0	1	4	2	1	1	3	9	4	0	0	0	0		266	0	81	447	330	228	423	357	341	363	451	511	476	433	351	393	529		1212	711	900	1911	2612	1730	1971	1841	1819	2397	2776	2971	2515	2167	2160	1634	1245	
4702	"Chemical wood pulp, dissolving grades"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	67	26	37	63	7	0	131	48	1	2	0	0	0		780	424	648	2756	6481	5058	3599	6147	979	1388	756	747	609	829	798	764	465	
4816	"Carbon paper, self-copy paper and other copying or transfer papers, in rolls of a width of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0		807	887	1080	1462	860	1878	4107	3332	2607	2622	3626	4078	5410	6146	4562	3747	3897		4185	5964	7692	11269	13607	13139	18383	17675	10342	14684	14688	15982	13789	13134	12204	11626	16475	
4909	"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ..."	0	0	0	0	0	6	4	0	0	0	2	0	0	0	0	0	0		1222	2290	4718	4952	5369	8689	15856	19234	12086	5733	1939	1538	2573	3675	3902	3349	3475		118	227	140	210	483	376	361	572	684	674	773	656	584	533	425	363	257	
5108	"Carded or combed yarn of fine animal hair (excluding that of wool or that put up for retail ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	570	51	42	91	24	0	1	0	0	0	169	42	640	831	619		21	50	109	441	409	1549	2318	1738	1508	2215	3169	3638	1878	2752	2743	3766	3293	
5301	"Flax, raw or processed, but not spun; flax tow and waste, incl. yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0		3053	4008	5047	10243	8918	9987	8635	5352	2356	2664	1763	1154	1241	1783	1683	1533	1627		1359	2571	3078	2560	2316	2312	3331	2131	1479	3179	4249	3989	5861	5512	5575	6687	4107	
5302	"True hemp "Cannabis sativa L.", raw or processed, but not spun; tow and waste of true hemp, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	47	4	8	51	148	94	76	56	109	41	39	47	30	64		1476	1439	0	474	218	585	845	0	104	3	0	1	0	1	5	3	69	
5405	"Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	3	0	10071	19316	18044	4936	12075	19060	7582	35	16	24	30	42		8	12	30	35	61	185	146	116	7	75	14	44	6	10	5	26	20	
5406	"Man-made filament yarn, put up for retail sale (excluding sewing thread)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	10	46	15	6	11	3	18	126	411	107	185	121	40	24		97	29	59	167	309	178	161	154	383	173	78	84	153	394	270	60	117	
5503	"Synthetic staple fibres, not carded, combed or otherwise processed for spinning"	96	97	0	0	0	0	194	13	0	0	14	0	184	397	0	0	0		17925	19405	23668	31786	41306	36360	23071	22120	11138	15343	18185	18078	21348	20981	16831	13708	15488		85422	128252	161068	170367	190079	219489	260377	251775	191710	265867	341148	322860	353682	390371	376570	351190	422360	
5506	"Synthetic staple fibres, carded, combed or otherwise processed for spinning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		56	222	66	191	38	311	91	118	93	119	159	144	120	73	144	235	109		4329	8034	8384	9313	12563	13014	12632	14151	11979	15986	24516	23289	20403	22066	16220	15417	18645	
5803	"Gauze (excluding narrow woven fabrics of heading 5806)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	5	0	12	3	11	4	1	88	7	22	54	27	57	90		123	76	76	90	148	64	122	431	167	273	330	265	467	32	78	47	34	
5905	"Textile wallcoverings"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	24	12	168	287	1172	674	478	614	571	242	79	86	75	105		61	157	188	201	263	394	1128	1565	649	781	861	672	1154	1698	976	678	844	
5907	"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ..."	0	0	4	0	0	0	0	0	0	0	2	41	23	0	53	0	0		6342	4237	3188	4379	5410	5139	6168	5723	3983	5654	5426	4144	7230	5478	5050	4706	7323		4621	4791	4833	4210	5904	5455	6533	11129	10489	18729	18384	16950	20880	19046	15892	16490	15854	
6101	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	0	0	0	1	12	1	1	1	0	0	1	5	1	1	1	41	0		4626	4304	4882	5300	4960	4744	6075	5504	5471	5298	8729	6077	9820	9125	9886	13000	15976		1107	872	1352	2946	1823	3254	5431	7866	7889	11438	13817	9459	11175	10154	9826	10649	14791	
6701	"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	34	283	199	243	256	118	189	141	144	132	100	266	251	535		98	226	260	272	509	553	424	450	423	518	745	501	287	416	405	248	518	
6904	"Ceramic building bricks, flooring blocks, support or filler tiles and the like (excluding those ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1064	1266	3683	6857	7808	13353	16536	15436	7991	6202	9260	9846	12402	11813	9841	8989	9248		28	254	147	230	752	666	943	449	255	115	135	373	2435	2289	2063	1069	902	
6310	"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ..."	0	0	0	0	0	0	0	0	0	31	40	16	0	0	0	0	0		12868	13422	17426	16433	13945	15878	19164	20664	14930	17647	17145	18328	16969	17770	13314	12899	10871		242	528	741	857	1405	2136	3462	2226	2475	8238	14580	7865	5286	7602	6801	8225	14765	
7101	"Pearls, natural or cultured, whether or not worked or graded, but not strung, mounted or set, ..."	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0		0	0	0	33	21	7	2	1	0	22	8	19	5	5	5	7	8		117	169	160	355	630	459	768	597	249	309	362	249	179	237	256	219	255	
7227	"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils"	0	0	0	0	0	0	0	0	0	0	0	30	391	0	0	0	0		0	0	65	541	590	231	446	9363	714	6385	49168	64054	76782	50436	46278	39539	59637		11368	18464	23876	46101	40607	35284	44261	84171	26272	46531	66338	56515	59735	104077	123027	128155	98946	
7303	"Tubes, pipes and hollow profiles, of cast iron"	0	0	3	0	0	0	664	1295	0	2	2	5	4	0	0	0	0		741	1186	1183	2741	3249	3160	5673	5893	4430	3610	4351	3700	10313	20849	7373	3140	4503		11786	19161	20566	12925	7092	6005	21624	7531	4096	5707	24439	9011	16234	15755	15812	24551	16092	
7316	"Anchors, grapnels and parts thereof, of iron or steel"	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0		571	363	289	129	173	144	246	121	20	152	463	810	1031	2155	882	116	707		347	356	423	806	1248	2540	2660	2229	1912	931	613	837	381	673	456	490	345	
7502	"Unwrought nickel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	326	1302	6125	8243	17115	5923	1662	43197	5785	15704	38068	57871	26920	9333	8615		11121	14164	23712	49308	51345	76576	146565	99304	41677	77963	100514	75239	67317	75581	68631	51461	52243	
7803	"Lead bars, rods, profiles and wire, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		53	0	173	1815	2440	4478	0	0	0	0	0	0	0	0	0	0	0		76	286	183	162	375	374	0	0	0	0	0	0	0	0	0	0	0	
7804	"Lead plates, sheets, strip and foil; lead powders and flakes (excluding grains of lead, and ..."	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0		73	61	221	517	854	1148	1913	2053	1401	3256	1941	1644	2032	3831	2102	25110	10466		46	115	155	248	313	475	590	494	182	418	397	520	1514	497	1200	457	317	
8107	"Cadmium and articles thereof, n.e.s.; cadmium waste and scrap (excluding ash and residues containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		110	152	306	374	521	737	981	2622	1586	1833	1796	663	845	1194	6639	315	451		14	29	39	23	18	47	92	91	77	65	93	49	57	42	145	11	34	
8113	"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	552	275	223	497	859	98	529	539	358	850	383	2820	1431	386		250	280	442	889	1136	1443	1299	3480	1841	2924	4989	4973	5614	7200	11019	10183	12391	
8210	"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ..."	0	0	0	0	0	0	0	0	0	0	4	3	76	0	68	37	0		1459	245	273	705	452	333	427	406	215	319	349	2164	1316	1054	602	1764	2041		292	580	1676	2839	2187	5663	8601	4918	2979	6158	8928	10781	11649	12494	9550	7966	7754	
8305	"Fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing ..."	0	0	0	0	0	0	0	1	0	1	0	3	1	0	4	2	0		2117	2969	4212	7142	8160	8506	9665	9822	6412	7764	10498	9058	9985	9156	9134	9263	9298		2852	4069	4787	6815	8971	9218	11149	13477	11410	14552	15211	14792	14240	16320	13871	13248	12183	
8446	"Weaving machines "looms""	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0		145	0	149	1564	676	2176	3594	1067	829	3381	5210	3692	3280	2298	2370	3222	1209		80524	207914	378428	306531	290736	300522	208692	161688	39834	148464	277749	412513	443435	320874	149690	205693	244402	
8485	"Machinery parts not specified or included elsewhere in this chapter (excluding parts containing ..."	10	3	11	12	15	37	0	0	0	0	0	0	0	0	0	0	0		19531	20406	21020	35496	36823	38992	0	0	0	0	0	0	0	0	0	0	0		29642	14987	31951	33715	53265	46711	0	0	0	0	0	0	0	0	0	0	0	
8604	"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1639	0	0	776	2	212	535	5028	4436	8565	9414	1987	2313	11157	1427	1	1607		1394	165	1022	6668	3251	2527	1888	14586	8261	5252	46137	78068	36829	5236	12496	19732	3324	
8710	"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25696	4662	59071	19026	104017	139408	84738	152052	118323	101603	11084	7320	19624	4176	7127	56432	43566		3311	25225	11704	4686	0	0	0	0	0	0	0	0	0	0	0	0	0	
8904	"Tugs and pusher craft"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7065	12877	21099	8106	62389	68343	114756	153666	168036	313278	72872	113873	350131	4380	40293	12816	69513		11091	30007	1	0	288	2670	0	0	0	10100	1803	15444	18	0	7093	13276	0	
8907	"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ..."	0	4	4	0	0	0	46	0	0	0	0	0	0	0	0	0	0		5938	347	1815	3082	759	291	1220	1336	956	10837	5485	1603	1580	902	1154	10538	5032		18131	7022	1954	28825	46113	6106	4496	14077	3964	10113	3516	5810	2873	3839	6141	3882	4990	
9009	"Photocopying apparatus incorporating an optical system or of the contact type and thermo-copying ..."	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0		1755	1116	2131	3951	3783	8150	0	0	0	0	0	0	0	0	0	0	0		36394	44464	53103	79882	84424	96447	0	0	0	0	0	0	0	0	0	0	0	
9104	"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ..."	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		336	0	0	245	20	32	97	64	122	137	143	93	210	86	357	122	1073		223	235	382	785	564	620	477	511	255	6025	6063	5808	6736	5395	1046	1360	2952	
9109	"Clock movements, complete and assembled (excluding watch movements)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1236	669	787	428	233	255	302	220	69	66	152	285	227	196	222	230	62		333	443	566	687	884	1022	1285	1466	1454	1548	2861	2226	2210	3028	1967	1769	2122	
9307	"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ..."	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0		0	0	93	24	34	78	31	16	16	13	24	50	9	16	219	212	178		0	1	2	119	25	150	3	44	4	312	46	176	117	62	47	0	1	
9601	"Worked ivory, bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ..."	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0		59	0	0	169	304	199	338	433	182	154	273	226	174	252	1329	298	422		174	219	365	441	571	746	676	855	668	864	1302	654	969	724	550	612	626	
9605	"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0		122	60	0	49	94	322	964	777	824	614	793	1083	1064	1135	1100	1113	1041		87	71	84	194	188	253	343	240	165	226	336	396	490	455	468	395	479	
9704	"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery, stamped paper ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0		94	115	307	362	269	121	76	372	1342	557	126	391	311	32	13	100	95		4	0	12	0	3	2	5	2	1	0	1	7	10	183	0	9	10	
0207	"Meat and edible offal of fowls of the species Gallus domesticus, ducks, geese, turkeys and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		104182	125578	240421	299899	468999	529727	799101	945602	811292	957315	1249743	1290560	1473116	1794391	1796750	1850208	2107386		183	32	65	14	254	33	97	789	1581	863	1567	1118	940	1119	1933	366	2075	
0308	"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	7	1665	382	2261	255	1145		0	0	0	0	0	0	0	0	0	0	0	94	172	239	178	201	114	
0404	"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products ..."	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0		20309	27225	19469	25916	51785	92251	167127	89832	86395	133182	186518	220530	268027	257472	189531	161981	232453		607	549	604	1632	1583	1538	848	1102	1200	1454	1149	1251	1534	3128	2523	1880	2269	
0501	"Human hair, unworked, whether or not washed or scoured; waste of human hair"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	114	0	0	8	0	0	0	0	0	0	0	0	0	0		0	3	6	13	27	2	9	63	72	172	742	422	53	24	33	19	12	
0603	"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1743	1297	1272	5310	9095	7256	15230	25664	21369	21985	15035	7309	20847	20369	20374	18370	12672		146	126	158	308	426	432	244	329	401	731	1433	2012	2563	6342	4883	4129	3529	
0702	"Tomatoes, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0		3430	8139	24033	26035	54813	56780	89543	99173	69383	77012	70768	98699	110024	96023	79748	65832	65609		8	29	9	16	31	0	24	89	11	467	616	101	45	61	426	570	450	
0907	"Cloves, whole fruit, cloves and stems"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	72	707	181	201	344	279	334	402	631	520	495	389	404	455		14	178	148	126	121	195	137	99	253	363	406	382	173	571	594	353	726	
0908	"Nutmeg, mace and cardamoms"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		79	0	105	157	627	367	416	564	375	735	936	667	828	488	505	672	593		35	41	44	61	26	36	53	67	82	91	109	140	105	160	588	774	1109	
1004	"Oats"	0	0	0	0	0	0	0	0	0	0	911	0	0	0	0	0	0		61	410	231	145	13996	9517	11562	4047	3497	7546	5939	12258	16286	8554	20544	15865	16578		13	318	43	2770	789	75	3017	1450	760	0	2815	495	0	27	674	7	36	
1005	"Maize or corn"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	753	274	2106	38550	37012	19927	17851	36689	36627	97891	292959	267507	190964	138782	163240	215602		65635	133754	276182	190477	47335	12702	269337	381938	135136	124157	136119	245919	473138	350247	344333	128639	428738	
1101	"Wheat or meslin flour"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		79	2135	1998	1891	3598	2977	4130	14397	27531	21953	30716	25840	30717	29872	26542	31593	30394		4	1	1	13	24	22	26	4	1382	78	40	97	146	1595	1415	21238	33218	
1201	"Soya beans, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	2	249	8	12	23	97	1695	96	1338	432	766	1177	17156		67387	139614	226525	226828	328533	264797	409656	647900	429299	742426	687498	684804	642979	1119756	968176	885301	947920	
1208	"Flours and meals of oil seeds or oleaginous fruits (excluding mustard)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		162	0	0	7	3	35	910	20	30	1	43	4	84	129	52	27	35		123	27	129	912	950	2531	2957	6502	42343	6888	8065	22042	14921	34566	50967	33379	3093	
1404	"Vegetable products, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	158	180	174	94	1020	2752	2778	1405	917	595	272	1043	626	748	892	1195		2277	1584	2481	2620	2043	2521	3022	4074	3449	5991	7358	6577	8902	10907	11223	9554	10459	
1505	"Wool grease and fatty substances derived therefrom, incl. lanolin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	29	26	17	24	31	53	48	41	61	40	88	239	278	196		534	553	739	792	868	967	936	1264	933	1300	2002	2031	2235	1910	1935	777	1161	
1508	"Groundnut oil and its fractions, whether or not refined, but not chemically modified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	5	0	2	1	2	0	0	2	0	0	0	2	2	5		7	14	28	17	15	18	20	13	10	65	77	58	71	64	72	76	52	
1510	"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	70	799	1109	17	111	174	63	288	262	208	743	1132	771	938	1271		0	102	0	0	0	0	0	109	13	58	148	1	0	41	37	90	0	
1511	"Palm oil and its fractions, whether or not refined (excluding chemically modified)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	22	70	91	159	1581	1170	4264	3612	4008	3623	2689	1567	2531	3052		80555	103051	157664	182276	205014	255350	263039	462337	264408	318412	453718	439480	499240	491540	418368	406078	435002	
1804	"Cocoa butter, fat and oil"	0	0	0	0	5	0	0	0	0	0	0	0	87	0	0	0	0		4180	1579	9487	7981	8692	11961	7859	11485	13888	8533	7759	7480	12800	21351	15044	10809	9947		598	1495	3498	2890	1932	10395	6597	20159	22524	29979	25815	38007	57081	68352	71043	59459	92658	
1903	"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	6	0	4	0	8	5	1	0	20	0	4		0	1	1	1	5	2	1	5	3	2	0	18	1	2	0	0	0	
0805	"Citrus fruit, fresh or dried"	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0		2852	2713	2037	4695	6872	8877	21617	29806	31532	36712	50904	73021	69506	49011	33524	29492	28882		212	6637	9043	8859	15137	8054	14569	13630	12698	13120	18164	19326	17661	15365	19686	18661	20578	
2105	"Ice cream and other edible ice, whether or not containing cocoa"	446	629	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0		4464	7563	10489	13084	27681	42793	54374	73553	57991	64570	68590	80851	90091	103441	94885	92437	104613		1394	1295	720	1150	1795	4676	5903	7074	954	8421	7834	3680	3216	4984	9047	3311	1880	
2209	"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	49	79	170	209	439	664	1084	681	525	1410	1280	2913	3833	4801		125	180	386	260	635	705	227	466	293	412	618	433	555	722	710	462	436	
2303	"Residues of starch manufacture and similar residues, beet-pulp, bagasse and other waste of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3834	6294	0		8828	7108	7967	6181	3480	5880	5645	15441	2364	2925	2713	5655	6357	6634	5287	9216	9779		240	1544	2670	10150	26721	43122	165791	293336	159935	198716	120643	191378	272729	228985	206710	329602	445186	
2306	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		28969	23459	21782	20585	40907	49130	65251	109142	110292	127588	117425	163123	215897	201278	190912	140367	138212		6661	8841	13797	59971	40347	49172	72684	74873	51322	127546	182821	223258	179791	251182	224117	189809	200043	
2527	"Natural cryolite and natural chiolite"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2528	"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	44	0	0	0	3	0	2	2	0	1155		0	34	0	14	2	2	164	9	5	30	7	14	95	11	12	1	1	
2604	"Nickel ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	2	1	0	0	1	1	1	1	0	0	3	1	
2607	"Lead ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12316	13554	17046	34326	36703	40188	85352	67046	35529	31908	31318	34957	37758	36817	20218	20443	16339		1	0	8	0	0	0	1	5	0	14	7	0	909	97	221	12	20	
2812	"Halides and halide oxides of non-metals"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		524	98	147	117	143	178	10	58	927	1133	1216	699	2263	2966	1611	2947	2651		828	466	306	451	525	1093	997	1338	1621	890	1168	1358	1925	2020	1506	1327	1874	
2813	"Sulphides of non-metals; commercial phosphorus trisulphide"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8888	8000	9539	10206	10360	10595	11817	22785	13052	10839	11673	9506	3873	0	364	12	15		2	10	3	4	6	6	8	14	16	15	27	32	41	43	34	32	60	
2817	"Zinc oxide; zinc peroxide"	0	0	0	0	0	0	1	0	0	0	26	0	0	5	22	23	0		4337	6983	7819	10545	13946	30639	38091	21678	11935	18148	22178	23087	30792	40543	38081	47080	59075		4594	4383	3585	4669	4222	9503	16471	12058	8146	12200	12358	9112	11423	10756	9117	8566	12033	
2829	"Chlorates and perchlorates; bromates and perbromates; iodates and periodates"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0		0	0	0	178	84	68	293	229	432	430	508	724	603	412	176	169	218		1513	1357	2097	1545	1938	3698	3059	3908	4065	5374	8508	5609	5925	5857	5305	5234	5373	
2849	"Carbides, whether or not chemically defined"	0	0	0	0	0	0	14	0	0	15	0	0	75	93	0	0	0		7805	3515	4669	5177	6019	7865	6498	4850	1756	3594	5826	2729	2845	4061	2789	2444	2985		1667	3289	4176	6606	8350	7541	7275	11994	7145	10937	13714	9922	11044	13743	12526	17372	20732	
