Product code	Product label	Turkey's imports from Japan-Value in 2001	Turkey's imports from Japan-Value in 2002	Turkey's imports from Japan-Value in 2003	Turkey's imports from Japan-Value in 2004	Turkey's imports from Japan-Value in 2005	Turkey's imports from Japan-Value in 2006	Turkey's imports from Japan-Value in 2007	Turkey's imports from Japan-Value in 2008	Turkey's imports from Japan-Value in 2009	Turkey's imports from Japan-Value in 2010	Turkey's imports from Japan-Value in 2011	Turkey's imports from Japan-Value in 2012	Turkey's imports from Japan-Value in 2013	Turkey's imports from Japan-Value in 2014	Turkey's imports from Japan-Value in 2015	Turkey's imports from Japan-Value in 2016	Turkey's imports from Japan-Value in 2017	Japan's exports to world- 	Japan's exports to world-Value in 2001	Japan's exports to world-Value in 2002	Japan's exports to world-Value in 2003	Japan's exports to world-Value in 2004	Japan's exports to world-Value in 2005	Japan's exports to world-Value in 2006	Japan's exports to world-Value in 2007	Japan's exports to world-Value in 2008	Japan's exports to world-Value in 2009	Japan's exports to world-Value in 2010	Japan's exports to world-Value in 2011	Japan's exports to world-Value in 2012	Japan's exports to world-Value in 2013	Japan's exports to world-Value in 2014	Japan's exports to world-Value in 2015	Japan's exports to world-Value in 2016	Japan's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
1605	"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved (excluding smoked)"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		135462	146698	171231	202488	269822	299159	369321	343447	367498	508486	508633	464609	472727	414738	399609	433955	411960		28	140	152	395	235	221	377	263	330	1169	316	651	911	1617	2557	1693	3034	
2002	"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid"	0	70	0	10	0	0	17	142	114	0	0	0	0	0	0	62	0		146	0	208	47	62	160	23	91	82	13	79	7	22	47	50	18	133		9	754	142	501	838	134	143	1589	2691	2789	2875	614	827	1203	1142	651	669	
2008	"Fruits, nuts and other edible parts of plants, prepared or preserved, whether or not containing ..."	0	0	0	5	0	0	33	0	0	0	28	0	0	0	0	0	0		8718	9924	10375	12509	13894	15307	16078	17525	16521	18969	18561	18599	18604	22221	32947	37443	32593		2693	4692	4635	7303	20857	22646	26849	25565	20766	18732	36169	27415	32889	42797	51489	33869	30421	
2201	"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		758	1144	1255	1652	1835	1616	2152	3100	3361	4665	4263	6259	5247	7494	9825	11956	10302		87	105	106	151	206	535	744	1165	825	1099	1751	1909	3262	2467	2975	2518	2063	
2308	"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14	106	198	234	74	153	116	185	209	195	189	198	294	286	231	302	445		17	40	102	130	113	215	688	682	463	464	521	1475	17308	20735	3438	2422	11410	
2403	"Manufactured tobacco and manufactured tobacco substitutes and "homogenised" or "reconstituted" ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		181	127	126	458	583	398	311	482	460	430	232	73	55	9	44	203	2885		39804	45745	57956	73323	93446	84111	81816	103570	108667	91298	99695	127116	125657	151301	144314	161585	135384	
2502	"Unroasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19	3	34	16	18	6	10	19	53	151	151	64	40	18	33	14	0		17	30	46	59	47	75	91	112	43	192	155	86	126	157	289	270	279	
2511	"Natural barium sulphate "barytes"; natural barium carbonate "witherite", whether or not calcined ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10	4	42	27	32	19	8	18	22	5	5	17	73	0	3	0	39		101	89	65	151	368	162	262	208	177	169	579	1226	4570	5562	1961	1945	2425	
2514	"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6	50	15	4	153	8	154	103	227	235	418	519	719	745	351	226	98		1	9	5	20	19	306	0	38	40	166	196	127	233	78	81	113	179	
2521	"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		17016	13983	17799	21695	25290	26581	25927	32113	27456	38636	46825	49741	47419	46170	44069	48740	50067		5	4	0	0	4	28	2	6	6	2	0	0	9	18	9	2	25	
2704	"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		190341	214712	248556	328780	375225	328784	263433	336608	209075	303267	289837	471137	330603	125232	102501	155242	343081		48372	60020	56742	94738	107591	76638	95719	96879	58367	54984	128276	115869	131467	73004	110419	100617	468781	
2706	"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		185	513	221	173	575	404	283	579	24146	5221	5955	1404	6378	12346	340	1424	3525		1	8	2	9	27	44	51	55	0	26	628	73	34	108	142	207	231	
2715	"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ..."	0	0	0	0	4	38	26	17	0	0	0	0	0	0	0	0	0		682	706	770	735	823	576	551	1065	287	624	763	2271	598	112348	62241	9109	46456		267	1178	813	1317	1443	3274	6257	7381	3302	5164	5724	3020	2269	1587	1980	4061	3159	
2601	"Iron ores and concentrates, incl. roasted iron pyrites"	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		252	221	328	29	228	125	144	106	105	69	114	88	249	156	144	98	45		82142	163995	161185	205182	315080	538019	636803	749438	902329	923743	1169657	1148803	1159543	1067142	800476	697767	1010678	
2613	"Molybdenum ores and concentrates"	0	0	0	0	0	0	0	0	0	29	53	0	0	1	0	0	0		13	927	160	76	4614	1606	712	1226	980	849	550	344	670	462	237	0	618		0	8	62	62	25	101	153	203	1644	841	506	104	9	410	125	8	12	
2806	"Hydrogen chloride "hydrochloric acid"; chlorosulphuric acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2907	3744	4934	7363	8933	8426	10574	13040	12850	19771	22917	28430	25892	27892	23940	29398	31686		124	737	794	1234	1614	2035	2653	2541	595	539	684	837	888	717	712	937	839	
2819	"Chromium oxides and hydroxides"	25	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0		12182	11957	12356	13899	15347	12545	12090	17695	10540	16765	16728	13452	13355	11905	10277	9851	9624		1091	2070	2173	3309	3383	3878	4452	6037	4327	6291	5424	6637	6252	5218	5374	5227	5543	
2844	"Radioactive chemical elements and radioactive isotopes, incl. their fissile or fertile chemical ..."	16	2	79	0	0	0	0	0	0	4	1	0	0	0	0	0	0		5562	5365	106827	12942	3601	29858	3438	4430	3450	22878	18656	24708	55803	19181	4362	8909	2575		4476	4347	4628	6380	8016	6792	7275	11397	13170	15483	18940	18624	19920	20122	19063	22543	21194	
2937	"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0		3637	5688	6560	9668	18656	12841	19968	13875	32324	36830	43141	43837	33344	21848	25602	24379	35675		27903	34803	36116	47370	48270	42382	38800	41551	31308	37209	35347	30468	40173	27619	28965	26688	28921	
3102	"Mineral or chemical nitrogenous fertilisers (excluding those in pellet or similar forms, or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		55454	59146	60789	71228	72901	68797	89182	168912	66688	108957	156963	157024	112924	76434	75327	57408	71496		163365	180797	249522	390788	415316	519158	679057	941530	688096	664070	831557	848335	1036281	987545	736409	694886	849798	
3203	"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ..."	0	0	0	0	0	0	27	19	53	40	53	5	2	0	0	0	0		13445	16268	16657	19528	18174	17577	19143	17041	14638	19527	19125	17166	15843	14822	16736	19762	19659		1132	1572	2372	3583	3208	4632	4537	5809	5732	11517	15320	10144	11052	14068	11395	13059	15237	
3503	"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ..."	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	133	0		19327	18323	23805	18057	21220	19085	19097	23427	23073	22335	20270	26000	32412	29896	27567	25049	21167		4520	6053	7607	9372	10059	11991	15949	19442	28832	22956	24064	32993	30116	29379	22896	19165	13050	
3505	"Dextrins and other modified starches, e.g. pregelatinised or esterified starches; glues based ..."	0	0	0	1	0	20	24	36	12	106	6	8	75	34	71	28	0		18104	22071	23983	26847	25790	24752	23992	21837	15992	22436	23799	28686	25567	23717	24485	26355	29311		19688	26569	31549	40395	50088	47971	64300	76564	65842	76952	100031	96272	99118	102122	81936	75326	76345	
3601	"Propellent powders"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		21	592	978	3208	5499	5912	8751	10404	7897	13192	14207	18968	13840	13442	8944	7346	9831		678	165	1547	1353	3098	1098	1278	2673	3760	5702	8073	6506	6068	8415	9146	8001	8903	
3805	"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		80	173	201	214	283	464	302	313	278	612	517	523	320	158	194	161	245		113	162	249	214	322	343	311	242	338	387	579	558	460	598	376	506	558	
3807	"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		484	451	442	529	542	200	172	178	201	141	202	123	184	162	100	82	117		2	0	10	39	134	212	1115	710	735	539	572	1059	998	755	743	629	720	
4003	"Reclaimed rubber in primary forms or in plates, sheets or strip"	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0		377	254	274	128	95	258	186	151	203	335	515	380	380	414	376	592	1409		473	525	523	981	1275	1858	3854	4796	3128	5550	9259	8950	8862	8953	6011	4875	6026	
4301	"Raw furskins, incl. heads, tails, paws and other pieces or cuttings suitable for use in furriery ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		95	18	197	120	131	45	25	15	12	0	9	10	0	9	0	0	0		227	157	65	238	160	285	97	743	414	640	3094	4460	5096	5647	1566	2627	7417	
4303	"Articles of apparel, clothing accessories and other furskin articles (excluding gloves made ..."	0	0	16	34	18	12	0	0	3	0	2	0	0	4	3	10	0		495	487	462	458	698	603	581	677	437	577	925	1944	729	834	482	550	594		1976	1495	4219	3281	7048	6294	5636	10121	7442	11907	16438	17738	21927	23918	8319	5154	5382	
4402	"Wood charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding wood charcoal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1032	2080	2615	2352	2806	2648	3261	3408	2790	3980	4432	4250	2907	2743	3163	3494	3214		319	246	505	1708	2379	3943	5844	4878	6053	7777	10642	17630	32954	29869	36676	39262	39486	
4411	"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ..."	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0		4028	4810	5970	2361	1589	1705	3334	5248	6557	5980	6350	6169	6546	5709	6053	8260	6369		26353	54218	88739	132613	248116	238061	335173	274492	150219	238788	289802	323336	301876	195293	164079	128583	89142	
4501	"Natural cork, raw or merely surface-worked or otherwise cleaned; cork waste; crushed, powdered ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		167	165	177	204	234	223	224	146	204	320	214	297	262	209	150	118	131		306	370	325	296	224	305	308	318	197	221	242	186	258	261	214	215	384	
4704	"Chemical wood pulp, sulphite (excluding dissolving grades)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0		210	349	11	394	462	318	195	972	1044	1880	512	199	244	43	38	21	33		6904	8481	8116	6845	6898	7315	7040	4455	2519	5223	9808	6526	4496	4151	4300	3198	14789	
4706	"Pulps of fibres derived from recovered "waste and scrap" paper or paperboard or of other fibrous ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1063	1418	1019	1561	3036	1759	2592	1079	2084	2829	2067	1388	3305	3371	2616	1161	970		188	384	290	467	580	650	654	930	3357	2785	3379	4450	4046	2715	3276	2236	2686	
4905	"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps, topographical ..."	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0		268	626	474	537	431	702	531	546	520	842	705	633	468	465	890	528	454		360	1588	625	621	1172	1066	2105	2312	2042	1449	1272	1451	1541	1783	1222	596	316	
5002	"Raw silk "non-thrown""	0	0	0	1110	0	0	0	0	0	0	0	0	0	0	0	0	0		53	48	1208	10270	2834	330	289	334	266	1632	1869	1458	1089	52	5	0	6		3792	2931	2951	3821	2910	2448	2764	1924	1146	2205	3359	1575	2425	2291	1524	1014	614	
5007	"Woven fabrics of silk or of silk waste"	0	0	0	1	246	10	17	56	2	17	0	3	0	0	4	0	0		96895	93163	108622	123053	121308	109001	99373	100526	96222	96830	103249	105013	88678	77748	54531	55232	50115		4449	5706	7765	15717	24027	25174	30041	34603	26811	33348	38645	30754	37050	37115	32253	29061	29676	
5103	"Waste of wool or of fine or coarse animal hair, incl. yarn waste (excluding garnetted stock, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		171	224	172	108	177	72	32	41	162	150	598	565	421	0	0	0	0		301	437	598	1560	1279	1471	1944	1939	1053	1353	818	1594	901	1316	594	785	445	
5202	"Cotton waste, incl. yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2504	2085	2255	2617	1694	1194	1487	1096	579	874	790	781	271	143	220	134	165		2551	3510	6888	7300	2767	3891	4998	5597	5176	5600	14053	4542	7132	7165	10124	7909	21983	
5204	"Cotton sewing thread, whether or not put up for retail sale"	1	0	0	0	1	2	0	0	1	0	9	0	0	1	0	0	0		1034	906	861	1073	2178	1363	2024	2002	2073	1872	3456	2381	1931	1544	1308	1287	1136		680	723	606	482	246	336	644	944	1195	2224	3220	4447	4278	2658	3088	3200	2206	
5306	"Flax yarn"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		375	462	420	589	727	1333	1359	833	648	1409	1808	1635	1503	1231	1019	1095	1188		4293	7967	7215	9782	10200	12020	20859	14000	10677	13489	21196	27356	25975	24683	23928	19826	19869	
5311	"Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0		3068	2783	3557	3447	3937	3927	3302	2753	2243	1950	2630	2251	1893	1586	1238	1617	1413		4887	4932	9024	18913	16209	6356	2302	1321	1280	1749	2468	3857	6398	9149	3756	3913	3917	
6302	"Bedlinen, table linen, toilet linen and kitchen linen of all types of textile materials (excluding ..."	0	2	4	2	3	8	0	3	3	6	12	8	11	10	7	1	0		8768	6915	6251	7254	7605	8278	9034	10860	8399	10183	10727	9769	10910	10984	9464	11014	11886		3199	2996	5682	9970	14872	21380	22549	24731	21618	34611	59640	24030	26705	29097	23663	16608	16754	
6309	"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		40019	36284	35813	39142	42350	43535	50394	65798	79076	86357	117254	124999	119582	127486	113181	94082	85299		14	2	5	4	1	13	73	48	6	8	5	2	13	1	0	0	9	
6801	"Setts, curbstones and flagstones, of natural stone (excluding slate)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		66	43	11	25	208	211	319	83	40	22	100	14	74	96	18	55	318		583	20	419	812	6115	9041	5060	1283	2137	1109	809	1310	2756	1066	509	1574	2616	
6803	"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0		416	180	2	38	24	313	400	192	50	13	29	0	0	67	58	11	30		356	1165	999	1199	1207	1409	592	640	414	594	624	706	1427	898	863	432	454	
6812	"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ..."	10	2	0	18	0	8	8	5	4	4	1	0	0	0	0	0	0		4776	4653	3462	3671	2957	1811	429	89	57	43	99	115	27	5	255	171	0		5714	7482	6508	4716	3684	2117	2430	2133	1296	1901	143	1	0	0	0	0	0	
5805	"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		38	313	1076	98	341	12	95	87	2246	39	64	109	13	37	28	14	14		18	52	194	232	113	71	76	50	41	66	27	37	35	40	133	65	120	
5909	"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ..."	0	0	0	0	0	1	3	0	0	0	2	0	0	0	0	1	0		1832	1570	1466	2917	3021	1867	2357	2890	2953	2886	3806	6946	8350	6241	6310	7383	6769		447	566	671	776	1090	1202	2493	2795	1654	1788	2083	1555	1398	1091	1470	887	1259	
6108	"Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, ..."	0	0	0	0	3	0	1	0	0	0	0	2	0	0	0	0	0		5812	5584	6281	8599	7461	6106	5161	6665	5707	6165	8556	6606	5495	4731	3419	3777	3669		3132	2750	4211	7039	7248	8611	13935	17328	18062	20358	27036	21859	22200	26736	23007	20100	18245	
7003	"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting ..."	0	0	0	230	0	0	49	473	349	170	0	44	41	48	0	0	0		2835	3059	3778	8624	6644	12404	7238	5067	6806	6562	37526	114544	71898	49871	61904	75286	90483		588	953	2150	2126	3771	6966	4768	4569	3716	3516	2895	3203	3996	3127	2304	2446	2897	
7105	"Dust and powder of natural or synthetic precious or semi-precious stones"	0	0	0	0	0	0	0	0	0	45	0	2	0	0	0	0	0		12943	6488	7997	8221	8617	7640	7592	5566	4261	7685	9940	7971	5381	5992	5642	3991	7332		2748	2475	3138	3364	4462	4172	4415	3640	3822	4722	5280	5888	5653	5692	4904	4212	4524	
7221	"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils"	0	0	0	0	0	0	0	0	0	0	0	0	0	60	54	0	0		98695	130380	149170	230240	245691	296811	372295	425177	180211	310113	356372	289931	258229	270424	248739	201900	264294		185	414	518	609	1021	545	567	1327	529	547	719	361	443	653	654	489	245	
7405	"Master alloys of copper (excluding phosphorus-copper compounds "copper phosphide" containing ..."	0	0	0	74	33	0	0	0	0	0	0	0	0	0	0	0	0		479	524	774	3838	2263	4214	4916	5391	5135	9715	8503	6359	4703	5647	4220	2746	4691		198	301	490	772	611	765	1232	1901	930	1716	2475	3064	3348	3343	3404	3213	3748	
7410	"Copper foil "whether or not printed or backed with paper, paperboard, plastics or similar backing ..."	0	2	6	1	1	1	0	1	2	0	0	0	0	0	2	3	0		405843	415784	541081	799880	790595	972105	1097900	1153514	989089	1399105	1379825	1202561	1045569	1007169	939008	944216	1166790		10677	16150	18686	26148	27206	34347	33277	22132	13912	19039	21725	19944	19468	15906	17267	15667	17392	
7505	"Bars, rods, profiles and wire, of nickel (excluding electrically insulated products)"	34	172	0	0	0	18	4	37	0	0	0	0	9	0	0	0	0		16377	14390	17089	25314	33336	31198	46733	52427	46273	53945	55459	66541	57884	74887	57577	63763	55712		1148	2621	3710	5600	6257	7909	13001	10252	4889	8333	9581	6392	8178	9049	7893	6503	9170	
7614	"Stranded wire, cables, plaited bands and the like, of aluminium (excluding such products electrically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		595	1700	2594	8976	5743	20159	30010	27779	54458	47777	22062	30741	19207	13133	4742	11655	7201		14384	3128	590	347	387	330	1873	18961	14738	9586	3566	13944	22396	2436	2375	12321	9576	
7902	"Zinc waste and scrap (excluding ash and residues from zinc production "heading 2620", ingots ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3973	3246	3312	3378	4659	6988	9190	6128	4019	8121	8594	6804	6373	6515	5442	5064	6767		0	159	54	306	150	2164	5573	2951	304	282	87	139	146	360	312	409	1339	
8103	"Tantalum and articles thereof, n.e.s.; tantalum waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		165926	136058	172618	184231	200583	203696	177667	154785	124636	221694	204006	244208	154434	190547	109678	102077	104725		3	0	37	22	148	18	50	198	144	46	26	196	39	515	28	346	69	
8520	"Magnetic tape recorders and other sound recording apparatus whether or not incorporating a ..."	329	209	240	125	681	36	0	0	0	0	0	0	0	0	0	0	0		225604	210357	164257	177036	128646	65677	0	0	0	0	0	0	0	0	0	0	0		947	1187	2255	4503	16442	25448	0	0	0	0	0	0	0	0	0	0	0	
8609	"Containers, incl. containers for the transport of fluids, specially designed and equipped for ..."	0	7	0	0	0	0	0	0	0	0	50	0	5	4	7	0	0		21290	11684	33008	62197	84171	79316	34979	109860	26180	13433	17364	14054	15480	23041	15228	19523	10644		1406	7374	1601	8333	5251	2245	1975	5315	2912	7843	8804	8169	7710	19301	5287	6066	14089	
8902	"Fishing vessels; factory ships and other vessels for processing or preserving fishery products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18641	23681	19432	8732	6793	23038	12980	14047	18019	16519	17055	24275	9131	25077	20487	17597	24891		0	0	0	0	31	0	0	0	126	339	0	2818	0	0	0	0	0	
9101	"Wrist-watches, pocket-watches and other watches, incl. stop-watches, with case of precious ..."	366	1	0	8	21	12	13	29	2	2	1	306	1	3	3	2	0		721	1763	675	988	1341	3431	2138	2051	1747	3065	1452	1373	1670	2022	2324	4268	4159		10441	13214	17060	18011	19697	24672	41761	51714	34967	37692	35778	32178	47670	44600	37623	29753	30122	
9202	"String musical instruments, e.g. guitars, violins, and harps (excluding with keyboard)"	27	40	24	10	1	0	67	38	25	26	33	43	34	28	8	2	0		10440	10219	13686	16635	15640	11179	11219	13927	9503	9055	10789	8938	7183	4489	6937	7467	8666		1543	2553	2270	2189	2736	2744	4479	4994	5922	7630	8147	10281	7451	6163	7662	5309	5454	
9618	"Tailors' dummies and other lay figures, automata and other animated displays used for shop ..."	0	0	2	1	0	0	6	10	0	0	3	0	2	0	0	0	0		1063	663	1021	850	904	1264	1053	3456	4540	3360	5267	4750	5496	5980	4154	3695	2063		420	552	781	1091	1134	1673	3801	3318	1934	3540	5245	4329	5039	5723	4177	3763	4649	
9702	"Original engravings, prints and lithographs"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		748	5386	5697	1218	1607	4227	3912	4840	2294	2188	4021	6849	4118	2653	5082	4234	5924		2	2	1	4	3	30	16	71	3	6	243	481	582	155	360	349	122	
0204	"Meat of sheep or goats, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		112	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0303	"Frozen fish (excluding fish fillets and other fish meat of heading 0304)"	38	0	0	60	0	1	0	38	0	0	0	0	0	0	0	0	0		207759	189315	236572	329936	380115	480898	548778	518129	477433	611780	467055	485598	556231	484978	447476	430957	527805		8676	14367	26114	40004	31799	36225	47874	56412	53405	66419	73177	70696	81856	76838	103583	78174	115447	
0407	"Birds' eggs, in shell, fresh, preserved or cooked"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		90	125	135	273	415	555	700	1199	2196	2784	951	1878	2615	3706	5144	8339	9563		5113	12640	10750	13293	14764	7568	10649	9360	8155	11590	13869	13676	24281	37014	25810	22617	31865	
0510	"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		48	61	61	116	82	94	0	100	399	0	118	128	18	110	0	5	167		14	12	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	
0701	"Potatoes, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		367	375	31	44	42	127	192	12	8	32	119	11	61	35	58	58	88		821	5765	5221	5857	7693	12969	17043	13304	8059	16955	21660	16467	7880	21744	28562	20264	11285	
0708	"Leguminous vegetables, shelled or unshelled, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		107	11	15	94	23	0	29	15	6	0	0	0	0	0	2	30	0		48	1	0	0	0	0	0	2	19	0	1	0	0	0	0	0	33	
0711	"Vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		148	286	273	566	809	556	241	473	455	393	267	222	173	313	430	1487	2361		2991	4457	2831	2898	4414	4335	7626	14377	8176	8705	12275	14968	19526	21944	15028	12312	10604	
0801	"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	23	16	0	17	0	0	106	0	0	6	0	0	8	4	0		1163	3824	5488	4799	9461	9160	13378	21359	18342	22490	33289	26598	24429	39325	43859	39944	41890	
1504	"Fats and oils and their fractions of fish or marine mammals, whether or not refined (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8290	8252	9471	12334	11962	12937	8023	13667	8831	8271	6637	11116	12688	19452	16015	16605	20059		743	1043	1400	3855	4020	13267	14221	21006	20300	28034	34129	45841	69589	66131	60554	59128	58279	
1509	"Olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ..."	0	26	26	0	0	0	36	0	0	0	0	0	0	0	53	0	0		172	255	157	320	360	1023	583	855	865	1385	1473	1158	1211	880	1041	895	928		28	3453	1940	90	233	60	48	16	39	24	121	150	413	515	9515	4842	141	
