Product code	Product label	Turkey's imports from Belgium-Value in 2001	Turkey's imports from Belgium-Value in 2002	Turkey's imports from Belgium-Value in 2003	Turkey's imports from Belgium-Value in 2004	Turkey's imports from Belgium-Value in 2005	Turkey's imports from Belgium-Value in 2006	Turkey's imports from Belgium-Value in 2007	Turkey's imports from Belgium-Value in 2008	Turkey's imports from Belgium-Value in 2009	Turkey's imports from Belgium-Value in 2010	Turkey's imports from Belgium-Value in 2011	Turkey's imports from Belgium-Value in 2012	Turkey's imports from Belgium-Value in 2013	Turkey's imports from Belgium-Value in 2014	Turkey's imports from Belgium-Value in 2015	Turkey's imports from Belgium-Value in 2016	Turkey's imports from Belgium-Value in 2017	Belgium's exports to world- 	Belgium's exports to world-Value in 2001	Belgium's exports to world-Value in 2002	Belgium's exports to world-Value in 2003	Belgium's exports to world-Value in 2004	Belgium's exports to world-Value in 2005	Belgium's exports to world-Value in 2006	Belgium's exports to world-Value in 2007	Belgium's exports to world-Value in 2008	Belgium's exports to world-Value in 2009	Belgium's exports to world-Value in 2010	Belgium's exports to world-Value in 2011	Belgium's exports to world-Value in 2012	Belgium's exports to world-Value in 2013	Belgium's exports to world-Value in 2014	Belgium's exports to world-Value in 2015	Belgium's exports to world-Value in 2016	Belgium's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
TOTAL	"All products"	984547	1147102	1523584	1991728	2241112	2476928	2868671	3150747	2371516	3213606	3959279	3690309	3843376	3863892	3146924	3200764	3728849		190309487	215803005	255553661	307690420	335691778	366835492	431743843	471797820	370879194	407595914	475957504	446854421	511505015	472201274	397739157	398033265	429980168		41399079	51270196	69339692	97539766	116774151	139576174	170062715	201963574	140928421	185544332	240841676	236545141	251661250	242177117	207206509	198618235	233791662	
9105	"Clocks (excluding wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ..."	3	1	12	7	4	3	2	1	0	2	1	11	3	0	0	0	0		13124	13712	15810	15457	12937	13542	18246	19815	18127	19393	18524	15070	15222	13467	15689	11481	10432		2611	2645	4979	8033	8252	9197	11547	11716	6254	9533	14393	10432	13263	11992	8193	9016	6773	
9111	"Cases for wrist-watches, pocket-watches and other watches, incl. stop-watches, of heading 9101 ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		112	40	63	7	67	127	32	121	205	222	71	296	740	721	3267	924	174		154	616	748	1818	1784	1662	1901	1490	1040	2130	2155	2040	3143	3845	2500	3556	3663	
9204	"Accordions and similar instruments; mouth organs"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		60	49	94	53	64	52	0	0	0	0	0	0	0	0	0	0	0		26	20	33	56	41	75	0	0	0	0	0	0	0	0	0	0	0	
9207	"Musical instruments, the sound of which is produced, or must be amplified, electrically, e.g. ..."	0	14	2	0	27	0	0	1	15	0	0	0	0	0	0	0	0		16617	19170	68272	85932	91155	121468	155411	176521	152324	45040	28732	25683	8866	19288	19868	33676	68839		2180	3563	4445	6599	8702	8216	10629	12482	10679	15590	16759	17443	14822	13515	13461	13391	14207	
9209	"Parts and accessories for musical instruments, e.g. mechanisms for musical boxes, cards, discs ..."	3	7	1	0	3	3	8	16	0	0	0	1	0	0	0	0	0		7264	8252	12712	15724	18014	19517	30938	29539	32659	22292	16953	15453	13279	13809	14606	14222	17412		787	1232	1453	1718	2220	2736	3084	3244	2965	3823	4491	4086	4253	4166	3679	2979	3413	
9301	"Military weapons, incl. sub-machine guns (excluding revolvers and pistols of heading 9302 and ..."	47	1303	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0																				11718	33899	10210	2173	0	0	0	0	0	0	0	39871	16563	8651	0	0	0	
0105	"Live poultry, "fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls""	1	26	1	0	1	6	6	0	0	1	19	0	0	0	0	0	0		34312	38915	25825	30803	49455	46870	62835	69453	63820	67036	67922	64795	94106	99199	101495	101913	123982		8367	8312	6323	7379	7793	8955	8082	14473	13659	16294	24863	28750	18850	18105	16452	10292	10054	
0201	"Meat of bovine animals, fresh or chilled"	0	0	0	0	0	0	0	0	0	3597	6309	0	0	0	0	0	0		264210	332736	392599	444380	477034	507820	618938	678777	621881	628003	757754	708455	779919	777683	678546	682611	768872		0	5	0	0	0	0	0	0	0	230253	509114	90230	20306	5258	55092	41636	45688	
0203	"Meat of swine, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1067306	933008	1003279	1268583	1241201	1336584	1439211	1728184	1611139	1539602	1712925	1751237	2036212	1684892	1310014	1318556	1442361		0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	
0304	"Fish fillets and other fish meat, whether or not minced, fresh, chilled or frozen"	84	0	0	0	22	6	5	0	0	0	0	0	0	0	0	0	0		173180	164082	192225	231584	266371	288953	317200	324962	279361	280661	287697	234312	249910	230532	211254	247507	264068		929	1428	1868	4024	6517	10064	12509	14905	15051	26120	29362	26467	26972	26009	28869	23396	30218	
0306	"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine, ..."	0	0	0	8	16	8	3	0	0	0	0	0	0	0	0	0	0		151528	172971	233409	268319	282197	360933	406977	432917	333264	370838	470296	359177	391217	413415	332489	356681	431096		35	37	257	787	2717	1723	2174	2084	2407	3565	9636	6948	5634	9082	6856	3671	5220	
0505	"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1259	233	178	479	1232	1450	271	193	280	318	44	31	37	58	66	87	593		213	265	511	768	1227	1461	2018	1697	907	1283	2672	6439	7064	4012	3647	1827	2010	
0508	"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ..."	0	0	0	0	0	0	10	11	7	0	0	0	4	0	0	14	0		288	360	354	522	17232	18950	16279	16078	1623	1090	1263	1339	1546	1288	1469	1779	1764		144	197	435	941	527	420	778	1079	354	934	376	482	443	741	482	552	370	
0601	"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower, ..."	0	0	0	0	0	0	0	0	1	1	0	0	0	1	17	32	0		10313	14288	21216	24017	24951	28533	28541	30806	31540	36408	34157	32824	35479	26707	31581	52159	50482		994	861	1299	1521	2211	4125	5052	5387	4881	5560	6081	5805	7100	7381	9995	9093	6846	
0706	"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, fresh ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		44689	46271	53402	46616	53366	52193	61379	78231	81457	75973	78567	74115	93778	70535	70186	71668	65845		0	0	5	0	13	0	3	15	7	7	6	5	7	23	0	0	1	
0807	"Melons, incl. watermelons, and papaws (papayas), fresh"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19897	19446	21590	30275	39418	22792	27081	20195	16158	13804	15490	21520	26207	19749	16414	15148	17682		8	3	33	35	72	703	736	1310	1611	1129	3208	3469	4825	4406	3619	4467	5720	
0903	"Mate"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	242	169	354	656	554	307	202	39	26	2	4	41	36	176		0	0	0	21	68	88	58	81	60	140	126	240	480	350	724	3180	2048	
1001	"Wheat and meslin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		61261	70270	112951	170283	127762	162270	248088	411002	189934	183160	225803	241973	261967	254938	252060	177817	185133		49621	148010	277543	221868	25031	52624	570390	1483190	901858	655044	1623089	1125977	1289235	1545853	1103420	892409	1043332	
1402	"Vegetable materials of a kind used primarily as stuffing or as padding, e.g. kapok, vegetable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13	4	8	18	10	26	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
2006	"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar "drained, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		612	555	613	900	1203	1936	2200	2309	2389	2277	1705	2290	2917	2939	2376	3217	2469		167	238	232	420	795	785	1052	1286	624	436	492	343	302	300	362	530	1017	
2617	"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ..."	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0		20449	21937	21194	24551	7576	9502	5618	1950	1508	2894	3760	5764	44	242	102	0	0		219	189	0	64	2	4	11	16	22	352	110	193	232	189	132	136	1430	
2619	"Slag, dross, scalings and other waste from the manufacture of iron or steel (excluding granulated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6036	6838	19385	41710	20788	28863	16104	40646	21236	20328	18524	13554	7635	12303	4907	4345	8279		0	0	2	0	0	0	0	0	9	0	0	3	4	0	0	5	10	
2702	"Lignite, whether or not agglomerated (excluding jet)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		315	417	418	328	420	670	352	4315	3065	3885	13336	14170	13657	12837	9650	10465	10851		0	634	0	0	0	0	0	26	20	0	0	5	0	0	0	0	0	
2823	"Titanium oxides"	14	48	4	47	11	10	92	181	83	264	497	359	2	63	41	0	0		33631	16724	6959	8187	9506	23772	30352	42912	32028	34665	67500	58818	96822	77634	47425	47202	50831		5247	5737	5986	8147	7431	8248	8883	8589	6216	9264	14280	12066	12978	12268	7539	8478	13483	
2846	"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ..."	10	1	25	1	1	0	45	1	1	1	0	618	32	1	1	1	0		7264	2238	3383	3127	2022	2532	7156	4674	3238	6568	14747	3590	3159	1767	1601	1122	1327		655	774	942	892	785	773	1456	1815	1209	3856	6070	3447	2571	1727	1893	2369	1525	
2848	"Phosphides, whether or not chemically defined (excluding ferrophosphorus, and inorganic or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0		1538	832	1236	1244	1174	1666	1177	995	864	1191	1252	1349	1580	1654	1271	1886	0		0	0	7	1	15	9	22	16	17	71	27	41	6	0	17	8	0	
2927	"Diazo-, azo- or azoxy-compounds"	1	2	6	0	6	0	0	2	0	4	8	0	0	1	1	1	0		7846	11975	16217	15081	15570	17966	17092	14053	9900	9518	12971	13879	15893	15948	9572	6526	7519		2304	2534	2467	3581	3765	4595	4510	4848	4044	6223	7240	7628	9561	10055	11122	10559	13989	
3803	"Tall oil, whether or not refined"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0		50	428	348	626	817	1165	142	688	49	113	5151	3438	3716	2175	1470	1361	1402		41	8	113	258	293	363	621	1431	676	1365	2115	2062	1933	3003	2381	2836	2552	
4404	"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ..."	0	0	0	10	54	0	0	0	0	0	0	0	0	0	0	0	0		6640	6336	7576	7899	5933	4815	6407	6397	4807	3733	4639	4965	6012	10017	7309	7806	7399		34	29	55	203	166	119	176	111	117	102	73	150	752	1437	1763	1941	1762	
4406	"Railway or tramway sleepers "cross-ties" of wood"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5370	7502	10307	12791	9951	8781	14160	20753	10747	10521	10601	14254	11435	11412	12317	16743	11609		207	387	1340	1719	440	2674	1059	2910	3554	1046	1696	935	905	550	103	119	154	
4413	"Metallised wood and other densified wood in blocks, plates, strips or profile shapes"	0	2	0	0	68	21	0	0	0	0	1	3	0	0	0	0	0		338	806	865	2120	3053	3682	5979	7721	7969	15306	20521	12166	9058	8457	776	1076	640		726	854	1263	2035	3346	3448	6163	6941	5476	7063	9976	6554	9887	10042	8118	8259	11173	
4907	"Unused postage, revenue or similar stamps of current or new issue in the country in which they ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9060	3606	2431	5238	2267	833	1657	1199	665	255	518	6094	6551	5680	135	3803	4156		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5004	"Silk yarn (excluding that spun from silk waste and that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0		23	29	29	125	264	138	361	351	239	278	221	277	217	150	357	381	364		425	265	426	1208	1630	1381	4183	3960	2599	3136	1588	1243	3208	3089	2778	1113	1308	
5005	"Yarn spun from silk waste (excluding that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	7	82	257	242	229	231	145	45	4	10	4	5	5	0	4	1		6	46	55	120	427	1278	2096	3651	1722	851	610	663	621	891	596	784	799	
5101	"Wool, neither carded nor combed"	0	6	0	9	15	0	13	0	0	0	0	52	14	0	0	0	0		15069	21001	25643	23500	23120	30686	37288	35546	25197	28178	34549	29088	34466	34708	32480	25770	24304		32388	37008	48769	56812	46841	50374	56226	43371	21859	30284	34682	31321	29627	33128	26229	16088	28144	
5107	"Yarn of combed wool (excluding that put up for retail sale)"	16	8	38	20	1	76	44	43	88	10	40	0	0	0	0	0	0		7999	7378	6198	7437	7357	10162	8755	8420	7182	4489	5565	4386	3165	2270	2745	2407	2588		25127	33204	38874	38975	41301	42151	42127	47373	42159	45947	64346	51833	45367	43413	39375	31479	31113	
5113	"Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ..."	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0		70	50	222	371	363	180	241	96	123	102	233	115	158	220	43	8	13		412	192	532	374	442	432	421	368	251	349	481	321	498	249	325	332	172	
4102	"Raw skins of sheep or lambs, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	1924	311	49	151	12	0	34	53	0	23	103	155	279	51	0	0	0		9188	6508	9833	7557	3010	2207	2261	2703	1354	425	1920	1181	1463	522	652	94	165		248462	402786	371161	338861	234875	274104	242480	179840	89215	167722	311596	334036	317107	184291	61800	32532	56845	
4822	"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ..."	9	10	4	6	9	9	0	7	0	1	5	33	52	5	0	1	0		13532	14383	16450	17450	17108	15766	19359	20718	13506	11967	15993	14703	17203	16333	14211	14906	15634		969	1151	767	529	1099	1832	2693	4682	4396	6736	4817	2654	3189	3141	2967	1919	2700	
5303	"Jute and other textile bast fibres, raw or processed, but not spun; tow and waste of such fibres, ..."	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	18	0		3158	2444	2895	2890	2399	1886	2088	2081	1403	1592	2748	3510	3783	4535	3515	4347	4302		25	108	3	71	126	19	58	41	24	37	65	7	39	119	13	35	14	
6210	"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated; ..."	53	0	0	0	33	53	0	16	1	2	1	1	0	1	2	1	0		117937	169331	248652	298129	343451	378799	376974	479675	408239	426962	508102	372553	359518	322988	302184	363036	465587		3156	1622	2528	4117	4876	6093	9963	11391	27459	49683	152858	172285	211565	214767	310271	425122	132326	
6602	"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ..."	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		101	198	175	163	436	356	761	1382	2495	2691	859	1435	1346	663	595	487	1191		6	11	26	52	98	132	250	289	196	314	577	374	366	502	340	415	378	
6905	"Roofing tiles, chimney pots, cowls, chimney liners, architectural ornaments and other ceramic ..."	0	2	0	0	0	0	0	0	3	174	0	0	0	0	0	0	0		16076	3954	5612	7593	8698	11279	11161	14874	6456	1295	26070	21828	22166	19466	17649	15852	16790		51	118	274	600	867	1112	1540	1656	991	787	1148	751	1481	1057	1521	705	473	
7107	"Base metals clad with silver, not further worked than semi-manufactured"	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0		39	38	41	26	94	40	95	256	48	18	17	601	8	117	205	216	50		46	29	64	23	101	7	54	89	10	524	1834	976	1147	1675	1295	1197	1535	
7109	"Base metals or silver, clad with gold, not further worked than semi-manufactured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	48	16	4	0	1	833	4	2	0	2	0	7	127	202	13	87		3	0	0	3	2	3	0	16	57	8	15	4313	16	4	120	199	3	
7110	"Platinum, incl. palladium, rhodium, iridium, osmium and ruthenium, unwrought or in semi-manufactured ..."	0	1	0	0	15	0	0	33	0	0	146	0	1	0	0	0	0		394132	267197	194500	328818	623442	1098783	1790242	2042316	895089	1408757	1433892	1113313	897198	416399	392390	332033	388794		2101	5309	5487	1293	2535	1966	8101	4738	5081	4675	8027	4203	4634	4290	2596	3705	3677	
7115	"Articles of precious metal or of metal clad with precious metal, n.e.s."	0	0	0	2	0	0	0	13	0	0	1	0	0	0	5	0	0		131098	100122	115254	149039	193862	309848	379683	376289	162006	303517	46499	12783	20046	12387	15684	8548	14081		1829	2246	2294	4104	1297	4980	8715	4512	3823	5403	20427	25791	35094	8910	9124	4910	3404	
7203	"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	38	292	1157	192	1	21141	25148	2444	4428	1660	27	48	185	145	230	29297		1847	8091	8697	2793	17471	10907	38119	34543	18945	99634	74569	140592	171171	76431	130190	75357	169027	
7319	"Sewing needles, knitting needles, bodkins, crochet hoods, embroidery stilettos and similar ..."	0	0	2	3	3	0	5	6	1	3	8	3	6	2	1	1	0		640	716	721	880	1125	1403	1682	1811	1355	1509	1416	1993	917	842	654	568	808		1051	1137	1350	1417	1897	2010	2330	3039	1944	2631	2341	2575	2640	2302	2202	1954	2438	
7414	"Cloth "incl. endless bands", grill and netting, of copper wire, and expanded metal, of copper ..."	0	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0		213	97	97	613	290	348	0	0	0	0	0	0	0	0	0	0	0		248	262	448	680	610	845	0	0	0	0	0	0	0	0	0	0	0	
7501	"Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy :"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14	2369	9937	11063	3313	4271	2264	2216	2005	10103	5565	2556	15649	16165	4455	4813	697		0	3	17	43	43	22	29	0	11	30	69	360	77	50	23	33	21	
7507	"Tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves", of nickel"	23	0	0	22	6	0	2	144	0	0	54	0	0	0	0	0	0		2254	3730	5414	9171	9661	18318	20844	25664	12502	5392	13721	13110	14436	7415	8966	5646	9085		875	848	861	1100	891	1113	1666	1651	808	933	1702	786	722	1479	4389	1514	1615	
7612	"Casks, drums, cans, boxes and similar containers, incl. rigid or collapsible tubular containers, ..."	0	2	16	0	8	8	25	18	1	411	24	125	231	72	3	3	0		11574	39395	44774	47270	47001	53073	61621	69363	62396	52466	55389	54324	61439	42402	46600	57026	59904		2359	4412	5125	7743	8824	11586	13844	20289	19728	35787	41085	42413	53937	54713	51604	45347	33526	
7802	"Lead waste and scrap (excluding ashes and residues from lead production "heading No 2620", ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2640	1745	1650	6250	5257	12844	26601	23724	25328	30724	29987	22032	24612	25063	22462	21710	27125		0	20	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
8449	"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ..."	0	0	0	0	0	0	69	2933	0	0	0	15	0	0	15	15	0		2439	2311	836	2201	2957	3552	4853	27510	785	2990	1319	10474	1291	714	1655	3559	544		5178	1311	33674	21481	35078	6349	4548	26432	15499	60670	75942	39129	45121	26335	125876	32259	27704	
8457	"Machining centres, unit construction machines "single station" and multi-station transfer machines ..."	30	650	121	46	19	244	1408	0	0	25	18	1621	136	0	373	164	0		160958	101267	112209	125948	168354	202162	236005	359978	148182	139182	228967	268759	279485	310599	284378	307658	369550		38335	80144	86611	130933	181625	176648	213231	212256	66239	138248	231656	263682	254217	272875	268031	265425	258399	
8715	"Baby carriages and parts thereof, n.e.s."	28	32	14	22	0	7	0	0	0	0	4	0	0	0	1	0	0		5579	6631	29970	27757	11423	17862	13626	19487	18643	22945	18248	23725	18151	29587	17468	7836	10595		2847	4345	6944	9234	8284	14024	13433	19781	13394	26349	39916	39568	36656	48350	44241	34457	33760	
9008	"Image projectors, and photographic enlargers and reducers (excluding cinematographic)"	3	17	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0		1409	3897	2255	1690	1063	1941	3203	4127	1287	973	1260	1300	1034	1658	1873	2147	1901		2488	2784	3376	1237	1570	908	1242	1192	174	195	302	164	196	119	77	47	106	
9015	"Surveying, incl. photogrammetrical surveying, hydrographic, oceanographic, hydrological, meteorological ..."	26	3	2	0	0	0	29	161	119	37	2	0	25	22	1	0	0		7434	6866	9371	15088	25684	33697	32087	33810	26304	26521	39498	24284	33982	29850	31231	36512	48442		12234	23623	16972	21316	46124	34709	48906	47202	59403	58677	62740	69588	75274	79863	73106	51377	67053	
0103	"Live swine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		77114	57262	64288	66521	70662	90698	97588	139379	132847	138781	177805	164493	198661	166383	114851	146837	192937		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0302	"Fish, fresh or chilled (excluding fish fillets and other fish meat of heading 0304)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		74241	57641	85584	87930	90810	95864	99880	92729	78711	79300	86886	75017	76421	97719	88768	95819	89228		331	273	1011	2933	6420	10865	14589	20509	20130	26722	38604	46229	44060	50475	65548	45218	43300	
0503	"Horsehair and horsehair waste, whether or not put up as a layer, with or without supporting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	118	14	39	35	21	0	0	0	0	0	0	0	0	0	0	0		190	291	325	202	274	410	0	0	0	0	0	0	0	0	0	0	0	
0704	"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13170	13114	14560	12046	12853	12681	19027	23210	21754	23716	24668	20658	32857	29261	26310	28550	33692		0	0	0	0	0	1	0	4	14	18	1052	430	162	15	394	75	27	
0809	"Apricots, cherries, peaches incl. nectarines, plums and sloes, fresh"	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0		27556	33274	46895	57156	61533	75106	79013	69050	47718	59258	70543	78167	104178	67698	63625	60313	60585		15	64	12	88	237	101	160	563	89	156	167	197	67	40	133	102	226	
1214	"Swedes, mangolds, fodder roots, hay, alfalfa, clover, sainfoin, forage kale, lupines, vetches ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2032	2238	2772	3500	11823	13811	10699	7471	8726	8302	5915	6078	3510	4447	3924	3188	2838		12	2	0	0	0	425	2111	0	23	2208	3030	6482	5694	1397	522	583	3533	
1502	"Fats of bovine animals, sheep or goats (excluding oil and oleostearin)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5720	10249	12837	18609	14258	7486	13936	9698	10056	14048	15768	13715	14300	15020	13847	17058	18349		32074	47237	61550	55930	68082	69605	94343	131660	84807	106988	111854	110253	55815	69058	18897	14325	15684	
1605	"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved (excluding smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		51507	50916	85259	96683	118463	126961	151861	142786	126929	114943	126180	111286	143361	143137	122814	129961	155863		28	140	152	395	235	221	377	263	330	1169	316	651	911	1617	2557	1693	3034	
2002	"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid"	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0		6938	5869	7043	7245	7642	9089	11027	11466	8278	12121	12904	12605	11393	16117	12886	11750	17085		9	754	142	501	838	134	143	1589	2691	2789	2875	614	827	1203	1142	651	669	
2201	"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added ..."	0	0	0	0	0	0	0	72	39	29	28	0	30	8	7	0	0		110318	106631	131547	129341	132795	194351	237219	328646	205169	156349	198436	189265	261490	284162	258570	240511	257153		87	105	106	151	206	535	744	1165	825	1099	1751	1909	3262	2467	2975	2518	2063	
2308	"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ..."	0	0	0	0	10	41	358	371	291	58	52	59	28	0	0	0	0		5743	6443	10034	7725	6737	10111	7772	10115	8469	7277	8261	18037	22781	15512	13771	11590	12909		17	40	102	130	113	215	688	682	463	464	521	1475	17308	20735	3438	2422	11410	
2403	"Manufactured tobacco and manufactured tobacco substitutes and "homogenised" or "reconstituted" ..."	197	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0		74032	73248	100230	139272	128529	145814	180304	218730	275410	295780	343158	326165	368427	386773	343351	333169	305412		39804	45745	57956	73323	93446	84111	81816	103570	108667	91298	99695	127116	125657	151301	144314	161585	135384	
2502	"Unroasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18	17	14	1	2	30	0	35	1	1	27	0	5	34	8	4	0		17	30	46	59	47	75	91	112	43	192	155	86	126	157	289	270	279	
2511	"Natural barium sulphate "barytes"; natural barium carbonate "witherite", whether or not calcined ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	7	30	0	0		533	186	164	355	783	2149	185	531	636	358	129	776	3172	9577	1878	121	1827		101	89	65	151	368	162	262	208	177	169	579	1226	4570	5562	1961	1945	2425	
2514	"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1080	2715	1226	1720	1317	1905	2309	1042	864	1318	1729	1337	1840	1741	1433	1294	1009		1	9	5	20	19	306	0	38	40	166	196	127	233	78	81	113	179	
2521	"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0		10019	9724	12358	15269	14433	13680	17532	19074	15796	14093	14736	14854	22493	22298	19925	26510	22699		5	4	0	0	4	28	2	6	6	2	0	0	9	18	9	2	25	
2601	"Iron ores and concentrates, incl. roasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2212	2845	2501	1317	3691	3121	3675	6618	14757	44143	66647	12708	1540	523	601	945	1373		82142	163995	161185	205182	315080	538019	636803	749438	902329	923743	1169657	1148803	1159543	1067142	800476	697767	1010678	
2613	"Molybdenum ores and concentrates"	0	0	0	0	0	0	0	0	310	615	0	0	0	0	0	0	0		38584	49279	70951	223704	570011	651764	657512	400352	159770	311843	328529	216575	155995	145282	113118	36455	65113		0	8	62	62	25	101	153	203	1644	841	506	104	9	410	125	8	12	
2615	"Niobium, tantalum, vanadium or zirconium ores and concentrates"	28	21	24	65	60	0	0	19	0	18	72	0	0	61	0	36	0		8979	10159	6857	9438	20000	25101	25976	17874	29408	20599	29579	32162	29782	14438	17326	28292	38390		938	1618	1682	2343	4555	5851	5415	4740	2945	4874	9693	7728	5098	5293	5708	7847	8388	
1106	"Flour, meal and powder of peas, beans, lentils and other dried leguminous vegetables of heading ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2241	2728	3349	3594	3216	2245	2012	2300	2413	2265	4437	5766	8768	5305	8116	12719	6018		1212	878	711	547	1570	1406	1415	1910	1859	1649	2577	617	1444	849	1035	1530	2798	
