Product code	Product label	Turkey's imports from Russian Federation-Value in 2001	Turkey's imports from Russian Federation-Value in 2002	Turkey's imports from Russian Federation-Value in 2003	Turkey's imports from Russian Federation-Value in 2004	Turkey's imports from Russian Federation-Value in 2005	Turkey's imports from Russian Federation-Value in 2006	Turkey's imports from Russian Federation-Value in 2007	Turkey's imports from Russian Federation-Value in 2008	Turkey's imports from Russian Federation-Value in 2009	Turkey's imports from Russian Federation-Value in 2010	Turkey's imports from Russian Federation-Value in 2011	Turkey's imports from Russian Federation-Value in 2012	Turkey's imports from Russian Federation-Value in 2013	Turkey's imports from Russian Federation-Value in 2014	Turkey's imports from Russian Federation-Value in 2015	Turkey's imports from Russian Federation-Value in 2016	Turkey's imports from Russian Federation-Value in 2017	Russian Federation's exports to world- 	Russian Federation's exports to world-Value in 2001	Russian Federation's exports to world-Value in 2002	Russian Federation's exports to world-Value in 2003	Russian Federation's exports to world-Value in 2004	Russian Federation's exports to world-Value in 2005	Russian Federation's exports to world-Value in 2006	Russian Federation's exports to world-Value in 2007	Russian Federation's exports to world-Value in 2008	Russian Federation's exports to world-Value in 2009	Russian Federation's exports to world-Value in 2010	Russian Federation's exports to world-Value in 2011	Russian Federation's exports to world-Value in 2012	Russian Federation's exports to world-Value in 2013	Russian Federation's exports to world-Value in 2014	Russian Federation's exports to world-Value in 2015	Russian Federation's exports to world-Value in 2016	Russian Federation's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
7114	"Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal ..."	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1971	4949	1544	4050	1440	1598		893	800	554	941	556	1025	1467	1315	1119	930	906	1073	1710	874	529	1156	1383	
7116	"Articles of natural or cultured pearls, precious or semi-precious stones "natural, synthetic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0		0	0	0	0	0	0	0	0	0	0	0	16977	1867	1770	1606	314	491		109	140	137	369	388	445	794	1025	849	2554	2784	1854	1597	1608	1995	2224	1668	
7206	"Iron and non-alloy steel in ingots or other primary forms (excluding remelting scrap ingots, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19974	3564	3312	6624	2166	692	3	75	312	6278	8343	337	460	857	915	1996	1547		5	8	2	101	10	599	1276	8300	284	23	72	28	172	952	540	509	520	
7223	"Wire of stainless steel, in coils (excluding bars and rods)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		1696	1542	2275	1869	2249	2294	2830	2974	2051	1223	2710	3324	1626	2281	1201	1358	1946		5575	8659	11579	14606	18407	21209	36952	33900	17988	30314	38336	34428	34881	38388	36015	31549	38954	
7309	"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material "other than ..."	0	0	0	0	0	0	0	0	176	0	6	0	0	0	1	1	0		24713	21311	18025	28681	26915	18836	28666	37379	43134	8111	17274	41878	32504	27108	33510	32175	64848		7579	12872	19075	11705	9761	15798	19999	25217	13181	25564	45827	29582	30384	30660	28840	115056	45816	
7506	"Plates, sheets, strip and foil, of nickel (excluding expanded plates, sheets or strip)"	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0		2230	6864	4575	5074	4680	7713	10787	12394	10770	8937	16087	11153	11775	6144	3956	3544	1640		3420	3276	5000	7240	10033	13146	16359	17831	11246	12295	13481	12480	7897	7734	7966	6517	4987	
7609	"Aluminium tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0		297	395	224	239	327	3567	3842	8465	583	202	804	1010	1479	1434	1444	1640	2913		643	718	744	1983	2384	2657	7890	5618	4568	6475	8451	8949	9168	10687	9071	7953	10811	
7613	"Aluminium containers for compressed or liquefied gas"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		15	67	58	69	1118	2141	2913	5744	362	60	183	493	538	239	177	240	451		671	671	1083	1459	1495	1036	2186	3794	1474	2357	2408	2167	2289	3042	8055	4943	7534	
7903	"Zinc dust, powders and flakes (excluding grains of zinc, and spangles of heading 8308)"	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0		5	19	8	2	179	29	183	117	30	303	16	16	37	32	98	63	176		484	484	566	1081	1180	4160	4969	3244	2113	2203	3116	4089	3884	5137	5942	4714	4906	
7406	"Powders and flakes, of copper (excluding grains of copper and spangles of heading 8308)"	0	16	20	89	0	133	0	0	46	5	5	0	0	1	5	0	0		12074	15257	17726	21776	35955	59758	75647	80973	54387	99100	127730	562830	70354	48937	45738	31509	37448		1019	1515	1975	2658	2687	3538	3630	4857	3006	4619	5277	4808	5506	5015	4523	3543	4626	
8426	"Ships' derricks; cranes, incl. cable cranes (excluding wheel-mounted cranes and vehicle cranes ..."	0	0	0	54	44	0	0	0	0	0	0	0	0	20	0	0	0		30936	11192	14943	21994	59925	71369	84319	93037	101238	33365	16152	34963	65395	35615	49899	49047	61390		50837	49077	47512	114935	98559	165479	274299	255363	188173	164583	174605	220142	328321	323232	433066	271208	132317	
8508	"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners"	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		4144	0	0	0	0	0	512	290	575	631	2535	6739	16736	13891	12508	21722	26690		21252	0	0	0	0	0	93762	103299	80039	102493	136810	134031	194837	195886	155434	110218	136919	
8608	"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0		12724	6166	6988	8677	17380	21183	39293	43195	27524	12097	12708	52723	56158	53376	39201	35973	27917		26002	5992	2086	2699	14613	39859	54126	26768	22370	39984	12950	6873	43232	37781	26310	13622	11324	
8704	"Motor vehicles for the transport of goods, incl. chassis with engine and cab"	1061	0	11	98	26537	7094	83	152	0	0	0	425	2567	2982	0	0	0		193747	371435	267296	368968	475206	587314	805881	733271	367765	235554	308477	513929	608182	508422	451529	352856	335878		201224	233162	843944	1872141	1593243	1144359	1089041	1168033	405141	784208	1279881	1069581	1088993	1132926	1323416	1153914	1291360	
8706	"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ..."	0	0	0	0	11	0	5	0	0	0	0	0	0	0	0	0	0		2040	836	450	1230	1718	2620	4043	1078	251	116	1424	7908	9964	5492	3135	839	5501		1098	779	4455	3969	3727	1692	2542	5480	234	841	1967	425	10532	6456	1726	4977	3971	
9004	"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ..."	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		296	506	1585	1002	1647	1135	1554	1424	1019	609	744	3420	4237	4827	4251	4360	7795		15074	16157	22522	32572	45563	53504	79078	91637	65624	85850	123577	128763	140100	155905	153419	146670	140067	
9112	"Clock and watch cases and parts thereof, n.e.s. (excluding for wrist-watches, pocket-watches ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	33	0	2	0	0	0	0	0	0	10	0	0	0	8		41	105	97	112	155	188	127	158	35	137	95	189	175	268	151	211	105	
9114	"Clock or watch parts, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		51	31	75	112	77	122	67	325	124	174	296	284	276	92	225	212	232		576	1335	526	516	969	944	1209	1091	1009	1128	1440	1342	1608	1972	1530	1632	1522	
9203	"Keyboard pipe organs; harmoniums and similar keyboard instruments with free metal reeds (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6	4	47	0	7	2	0	0	0	0	0	0	0	0	0	0	0	
9205	"Wind musical instruments "e.g. clarinets, trumpets, bagpipes, keyboard pipe organs, harmoniums ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		277	639	672	723	675	557	1132	537	337	111	340	261	190	204	107	373	195		335	581	717	1221	1420	1757	2242	3778	3239	3167	3502	3556	3617	3479	4316	5158	6652	
9208	"Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		4	23	31	32	220	367	431	263	130	35	37	73	119	34	39	40	48		153	278	271	359	289	430	398	351	319	534	859	592	651	615	783	630	1219	
9507	"Fishing rods, fish-hooks and other line fishing tackle n.e.s; fish landing nets, butterfly ..."	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0		39	56	304	108	256	154	770	2320	3207	5684	4960	4619	5854	5630	4841	4401	4120		2795	2657	4167	6945	6370	7324	8103	10423	7014	12746	15280	14883	14896	17992	18254	16523	17324	
9609	"Pencils, crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' ..."	0	103	0	0	0	0	0	0	1	2	1	1	4	0	0	0	0		284	369	493	434	521	562	601	720	481	382	395	1426	2102	2131	1452	1944	2294		4692	7143	8874	10253	15153	16558	14509	17288	14561	18606	25639	18952	22637	23227	23420	45871	30433	
9615	"Combs, hair-slides and the like; hairpins; curling pins, curling grips, hair-curlers and the ..."	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0		78	88	91	144	166	211	327	723	696	304	476	1522	1426	1763	1280	1634	2456		3788	5056	5383	7545	9858	9791	16169	36223	25120	27088	33079	26561	25582	25295	17283	16329	17207	
9617	"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		126	157	378	424	729	648	709	762	559	224	340	1670	1486	1228	611	728	1486		1893	2466	4442	5528	4838	6688	8493	9075	5206	8156	14520	14086	17043	13986	17024	18238	19420	
9705	"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ..."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0		456	115	238	282	282	319	206	366	1051	1623	1386	2563	3130	4290	3637	4212	4998		7514	82	523	196	324	286	1040	134	218	817	2534	3116	1069	616	862	1015	469	
8452	"Sewing machines (other than book-sewing machines of heading 8440); furniture, bases and covers ..."	0	7	132	2	0	3	0	27	0	1	0	51	0	8	1	46	1		4740	5295	5972	10347	4871	4471	7502	3754	941	3593	1548	2601	6004	2690	2054	2126	2764		53904	139035	201255	140676	137787	127441	147913	108625	58724	105296	131157	153317	137879	125509	96503	108063	116267	
8214	"Articles of cutlery, n.e.s., e.g. hair clippers, butchers' or kitchen cleavers, choppers and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		274	247	325	300	333	384	374	384	195	209	790	645	722	855	840	1129	1147		1530	1802	2092	2945	3580	3991	5065	5341	3800	5356	6521	7140	7526	8452	7642	7971	8162	
6802	"Monumental or building stone, natural (excluding slate), worked, and articles; mosaic cubes ..."	0	18	0	0	0	0	16	0	0	1	1	2	33	25	30	28	1		1111	1217	1091	2053	1606	2355	2639	4554	1782	3001	3647	4315	8616	6677	3870	3510	5470		14693	14812	18971	28390	63283	115147	127758	144888	139139	168472	209023	187049	235329	230479	200872	197877	172203	
2805	"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed ..."	0	0	0	0	0	0	0	0	0	0	37	45	59	0	42	0	1		17234	16087	16245	20662	24135	24043	27592	23410	14043	21998	22929	23886	19384	23625	21176	23054	24288		86	56	165	251	226	256	296	448	270	958	2862	1074	911	2092	1021	2239	4193	
8306	"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments); statuettes ..."	0	0	0	0	0	1	0	0	0	0	13	2	2	0	0	0	1		680	559	695	1231	25758	30695	23903	13108	9562	1536	2334	2140	1986	1164	1455	2049	2834		1615	1975	2227	2912	4068	4904	5858	7800	5045	9434	13409	11663	14998	14476	13352	12037	9471	
6402	"Footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear of ..."	0	4	0	0	0	0	0	0	0	4	16	20	8	0	0	1	1		2481	2783	2637	1967	2872	3628	3878	2042	1852	1846	4164	10050	20089	33929	34680	36313	34910		18019	28900	54029	95971	145110	179234	163655	207971	172104	218085	301904	283309	295706	260288	177899	135862	123844	
5705	"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ..."	0	0	0	0	2	0	0	0	0	6	0	1	0	0	0	0	1		92	84	46	394	61	29	134	110	90	17	79	220	552	495	835	920	1359		885	919	1511	2088	2818	3235	4559	4858	3291	3761	5191	2985	5801	4498	4314	4367	4007	
5407	"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ..."	0	0	18	1	12	18	60	0	17	321	23	47	4	196	134	472	1		3239	1633	2109	3951	3594	3157	5444	2987	2469	2118	1447	9332	11258	12602	14962	17416	16834		187480	204835	237291	296105	308067	308631	353280	356894	343368	469684	522791	526911	484640	548712	462740	429763	445359	
2202	"Waters, incl. mineral waters and aerated waters, containing added sugar or other sweetening ..."	0	0	0	0	5	0	25	36	0	21	2646	1	0	0	1	1	1		9222	13620	20405	25374	42459	63804	80389	82576	70018	44522	47297	94891	91066	95835	115363	117121	128817		6871	2161	5650	17818	11626	20891	30766	36974	30157	32542	49025	46922	68567	68388	71102	71794	72114	
6116	"Gloves, mittens and mitts, knitted or crocheted (excluding for babies)"	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1		176	192	168	196	235	818	657	520	376	225	305	4138	4447	4318	4091	4898	6779		608	1462	4082	9789	5523	13437	25029	36264	26469	59295	80244	101965	76087	90018	77978	68684	46851	
6211	"Tracksuits, ski suits, swimwear and other garments, n.e.s. (excluding knitted or crocheted)"	0	2	1	13	11	2	0	0	0	15	1	7	5	4	14	24	1		12087	14543	10528	7870	10781	7329	10877	10544	9136	3441	7710	8074	10009	16730	14005	14136	18453		4252	5392	8747	11610	17097	23880	34004	46101	43285	54204	73137	47366	67818	53925	47254	84586	43570	
4820	"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ..."	0	0	0	1	52	1	1	4	1	1	15	5	3	3	25	1	1		8982	9654	12415	15727	13476	15793	19203	15725	12860	4119	4388	12488	13597	18005	14181	16566	21800		9754	15130	20561	27619	29549	35120	45469	50929	37268	62078	62797	54578	48095	45395	37326	27749	16873	
2519	"Natural magnesium carbonate "magnesite"; fused magnesia; dead-burned "sintered" magnesia, whether ..."	0	0	0	0	0	0	0	33	0	0	0	0	0	1	1	0	1		16238	15786	17517	25595	27638	33484	41603	50922	27241	50221	62273	59255	46762	41215	28115	26160	38184		8804	16138	20556	17263	25160	26329	34816	42665	29247	42385	46361	36845	39493	40807	28863	31626	34597	
8505	"Electromagnets (excluding magnets for medical use); permanent magnets and articles intended ..."	0	0	5	0	0	1	3	8	59	4	50	13	1	57	0	24	1		14768	55540	12148	13546	16413	14112	15039	16352	11820	12442	21871	25101	31270	25391	8979	8590	11643		8652	14542	23570	35905	46136	49102	58814	58524	36614	52613	78496	64090	65699	70099	68864	64901	72304	
9608	"Ball-point pens; felt tipped and other porous-tipped pens and markers; fountain pens, stylograph ..."	0	1	0	1	0	0	1	2	0	0	2	0	2	2	0	0	1		428	3523	795	638	600	454	448	550	748	470	308	2785	3402	4195	3192	5087	6682		21583	33516	38206	48104	55214	62613	67271	74391	52680	76533	96513	81763	88550	93021	82410	83783	64794	
9305	"Parts and accessories for weapons and the like of heading 9301 to 9304, n.e.s."	0	0	0	0	0	0	1	0	0	0	337	286	0	102	3	33	1		0	0	0	0	0	0	0	0	0	0	0	59542	108669	109050	50311	0	14858		4090	17104	23756	41668	2106	2105	4348	4103	4255	5342	15177	7690	11866	10924	18477	9759	10787	
8547	"Insulating fittings for electrical machines, appliances or equipment, being fittings wholly ..."	2	6	31	14	0	0	0	6	0	2	0	0	0	1	19	4	1		4480	9998	7464	2241	2766	3753	4056	6553	3397	2762	3674	5446	7107	5151	3089	3574	5313		41929	34276	35587	41973	41301	67848	93907	91583	63231	72122	83634	72672	83873	68636	72119	80158	95431	
7418	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of copper; pot ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1		194	617	462	209	319	109	59	211	100	35	77	79	376	152	286	500	854		269	525	548	515	919	629	2101	2327	1856	2470	5056	4101	6018	6660	6640	5095	5036	
3701	"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ..."	33	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1		985	532	826	530	727	894	874	1097	1077	633	438	2046	2182	2407	2632	2660	3618		41213	49798	65703	82448	96716	105272	131978	129716	129968	138488	147321	133576	133320	122000	97782	90470	82459	
8432	"Agricultural, horticultural or forestry machinery for soil preparation or cultivation (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	14	43	0	1		3275	1970	2621	7535	8644	8616	22546	25711	14269	6413	6948	21785	26185	37170	32429	35820	58213		2014	1664	3889	5986	9482	15046	17290	26870	16839	32410	51083	50020	37151	36388	20529	18806	19847	
4414	"Wooden frames for paintings, photographs, mirrors or similar objects"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1		10	17	35	29	141	55	152	134	134	38	9	249	150	132	155	173	788		742	681	1307	1310	1871	2165	2304	3031	1819	3320	3982	3091	3911	3654	3139	3030	3001	
7117	"Imitation jewellery"	0	0	0	0	0	0	3	0	1	0	3	1	4	0	0	0	1		1435	1671	2722	3355	8532	4648	2508	2444	1788	2105	1177	3298	4314	7104	5087	13226	6423		4380	6528	10920	22106	33332	37556	48510	75081	63281	81003	106848	91194	103726	109277	101082	73161	63677	
6914	"Ceramic articles, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1		174	166	136	890	683	1113	3299	8727	34788	79783	63436	41374	17012	22495	13582	4193	11569		1172	1256	1599	1837	1884	2297	2665	2670	1776	3938	2889	2375	3824	4940	4438	7625	3950	
2511	"Natural barium sulphate "barytes"; natural barium carbonate "witherite", whether or not calcined ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		6	527	451	704	566	936	1250	1409	456	1168	1711	2811	2438	1443	632	710	829		101	89	65	151	368	162	262	208	177	169	579	1226	4570	5562	1961	1945	2425	
9209	"Parts and accessories for musical instruments, e.g. mechanisms for musical boxes, cards, discs ..."	0	0	0	0	0	0	0	0	0	0	2	2	2	3	3	1	1		22	11	13	29	19	6	6	36	61	7	17	45	53	70	65	106	146		787	1232	1453	1718	2220	2736	3084	3244	2965	3823	4491	4086	4253	4166	3679	2979	3413	
8425	"Pulley tackle and hoists (other than skip hoists); winches and capstans; jacks"	0	15	0	0	0	0	0	0	1	2	6	1	1	1	2	0	1		11345	10626	15083	14311	21735	21484	28069	33504	21296	14019	31804	40172	27904	65800	22649	22480	28841		6551	7879	11880	17766	31839	38098	44136	63958	36044	41767	54972	61361	72428	82565	72268	75476	73670	
8415	"Air conditioning machines comprising a motor-driven fan and elements for changing the temperature ..."	0	0	0	2	3	2	0	0	2	3	2	0	1	2	1	0	1		24199	7168	11828	9920	15504	10434	12250	20865	18766	12650	13733	28543	31777	34302	34563	36054	47031		140276	126884	181407	247886	317355	375859	471837	515219	309715	383827	615388	557350	700444	544960	550041	633957	691274	
8206	"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale"	0	0	0	0	0	0	0	0	0	0	0	18	37	3	0	0	1		841	964	1133	1148	1274	2401	2216	2683	1670	2960	1791	5811	9209	6931	4981	6625	6986		2386	2216	1715	1821	2058	1570	2451	4263	1525	2951	6063	4949	13506	9189	6527	4974	5958	
6805	"Natural or artificial abrasive powder or grain, on a base of textile material, paper, paperboard ..."	0	0	0	1	1	0	0	6	4	0	2	1	1	3	3	1	1		1088	1382	2360	3123	3828	4147	5230	5508	3866	2703	3528	6624	6011	5305	4084	4255	6137		12376	18053	24369	31928	37964	41500	44776	49130	33912	45782	55126	51751	56293	62817	51390	47791	52266	
3811	"Anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive ..."	0	0	0	33	83	0	0	0	0	0	0	0	36	6	120	34	1		42900	15383	26199	11987	13164	16913	33561	23001	18561	11210	10622	25261	36602	68675	26348	18469	27295		39344	50916	61167	80303	86603	121968	135085	163383	148316	170550	187941	188169	201946	207334	187461	176928	203741	
8451	"Machinery (excluding of heading 8450) for washing, cleaning, wringing, drying, ironing, pressing ..."	0	40	12	0	2	2	67	0	26	0	0	0	61	91	12	26	2		1161	1104	1721	2461	1325	1227	2008	1812	1284	769	2253	2959	3581	2597	2891	2573	2786		97161	254608	302325	272387	298842	218338	199338	149816	82678	174191	211253	262530	249128	241504	196181	197288	202100	
9025	"Hydrometers, areometers and similar floating instruments, thermometers, pyrometers, barometers, ..."	2	0	0	1	5	0	0	1	36	0	41	1	2	2	5	3	2		265704	87938	8853	8763	8760	14121	12750	16931	13260	23147	14536	19034	22693	22219	19383	20608	21410		10637	12885	18275	24667	28729	32456	41684	46277	32506	45441	53254	53739	57468	64433	68448	82489	93642	
6112	"Track-suits, ski-suits and swimwear, knitted or crocheted"	1	0	0	0	2	0	1	0	10	36	1	5	0	0	31	62	2		691	226	220	147	118	146	354	350	805	647	649	3188	4772	6372	3946	4752	5853		2859	1898	3853	7650	6621	8405	11048	16039	17947	24017	29686	24536	28216	30907	28904	31650	29170	
5907	"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ..."	0	0	0	0	0	1	0	0	0	0	0	46	0	0	0	179	2		459	261	477	446	668	754	660	538	506	132	485	1338	770	1031	1013	828	1125		4621	4791	4833	4210	5904	5455	6533	11129	10489	18729	18384	16950	20880	19046	15892	16490	15854	
3814	"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ..."	0	0	5	0	0	0	0	22	0	0	1	2	14	25	1	40	2		9213	22315	17253	20537	38077	103345	14141	12217	11377	10246	14925	31273	42218	56807	37268	27647	40893		3325	4864	7367	8790	9508	10918	15593	20325	15189	17419	33138	21617	22648	23205	20344	18713	19470	
2942	"Separate chemically defined organic compounds, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		4	4	42	1	41	93	17	5	160	211	203	299	1072	1584	1545	849	2478		1063	1020	1703	2260	6354	9667	12594	15093	7511	5527	6292	6238	7198	4591	4497	6135	4731	
2105	"Ice cream and other edible ice, whether or not containing cocoa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		9024	9489	11987	17317	20583	21930	27219	32557	24815	10060	11861	38387	41224	39611	31098	38186	48654		1394	1295	720	1150	1795	4676	5903	7074	954	8421	7834	3680	3216	4984	9047	3311	1880	
7312	"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel (excluding ..."	937	528	964	428	66	0	0	1	0	1	0	7	2	1	2	0	2		22931	13969	18189	24221	37465	41388	52232	64932	31769	24824	35032	61977	59541	54528	50396	51708	60854		11100	11130	14116	17073	27825	32070	45955	55921	49159	55707	63034	55888	70622	88029	114475	67653	88222	
6809	"Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ..."	1	0	0	0	0	0	0	24	0	114	0	0	0	4	0	0	2		8343	9573	10610	15990	14736	15306	10131	1259	2419	1196	1513	9290	13887	18620	24368	24261	25837		684	277	507	1697	973	1146	6160	9136	4532	5359	7359	10724	26714	20846	18424	12852	7659	
8518	"Microphones and stands therefor (excluding cordless microphones with built-in transmitter); ..."	0	71	0	7	0	0	0	3	0	7	0	1	0	4	2	2	2		7397	9284	7934	7098	3746	4179	3501	4089	4245	2850	5179	7910	10913	11218	10442	12811	20411		34767	50565	80492	108202	130620	128134	112975	130370	89254	116927	159632	160914	165804	169623	154590	155102	187803	
8310	"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ..."	3	0	0	0	2	3	0	1	22	0	0	0	1	1	0	0	2		446	77	252	223	232	845	627	754	1938	599	741	455	337	697	669	2269	3319		740	1104	2102	4159	4058	5082	7593	8108	5150	7210	9559	8951	9132	8275	6738	6405	7407	
9029	"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ..."	14	0	9	9	13	17	9	43	3	1	2	2	4	5	4	2	2		2723	2158	2564	2816	3129	5096	6984	6139	5174	17351	5486	11996	8331	7411	4594	4957	8070		9721	16675	30317	53866	59316	61213	78597	102242	64917	83079	95076	91484	106618	112553	133422	152642	199607	
6403	"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ..."	5	2	0	0	0	1	12	45	176	2	14	35	1	2	439	7	2		8674	6551	6283	9282	8792	10138	9631	8429	9323	7900	6733	36797	56505	83689	63250	65717	69576		40055	53514	84852	128145	169485	224995	269830	302161	230190	263087	320274	314181	351106	337290	280482	251420	225563	
8437	"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; machinery ..."	32	0	0	0	22	0	0	0	0	119	12	0	0	0	2	92	2		2851	2810	3132	5707	4343	10253	5939	7944	4174	1406	3388	8933	8360	6967	8996	11697	12353		4607	8330	10537	12367	17611	23549	15881	23235	19240	23356	37215	33617	33119	28140	24883	25994	35000	
5701	"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ..."	15	35	12	57	29	12	107	265	124	65	3	19	2	61	1	0	2		36	73	17	0	49	72	0	9	71	0	0	2	51	33	36	14	119		27797	25447	29246	40124	55387	83672	109902	122329	89382	111617	110970	104804	100034	94097	30164	9326	5393	
7324	"Sanitary ware, and parts thereof, of iron or steel (excluding cans, boxes and similar containers ..."	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	2	2		3532	4049	5654	5576	6386	8999	10707	9931	6922	2533	2518	12426	15368	13605	10833	9951	12117		3006	3180	4523	7774	10338	12591	14139	13520	9958	13802	15425	13126	16448	14983	13038	11739	12257	
8714	"Parts and accessories for motorcycles and bicycles and for carriages for disabled persons, ..."	118	69	270	300	312	271	50	121	0	38	0	1	0	2	2	1	2		3833	6359	5119	5197	6044	5970	5778	8018	3905	3193	4108	3576	4183	4482	3808	3662	4518		19643	19615	35148	66570	76052	72809	86992	102278	70972	113569	153930	147010	130889	141296	149232	130240	99240	
5602	"Felt, whether or not impregnated, coated, covered or laminated, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3		226	184	149	339	323	426	507	371	329	260	332	1688	1690	1532	937	1440	1391		3974	6065	8277	12117	11861	15036	18871	20213	12540	16334	18402	22592	24305	26179	27386	25062	27459	
4202	"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, ..."	1	6	1	3	4	190	74	10	5	2	14	30	3	1	17	0	3		1886	1834	1787	2563	7343	9642	17276	13434	10297	11091	16750	14501	24582	33561	25906	32675	36285		27709	36711	56714	122573	231568	296114	390297	405386	222534	264521	353072	334251	403519	415528	339255	237777	227601	
4401	"Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chips or particles; sawdust ..."	30	0	159	1201	4711	9333	6314	1187	392	243	907	165	179	0	0	428	3		19641	19487	27795	44711	61857	76684	100221	135707	185627	195127	235885	238237	265374	246786	190609	193364	243981		3544	9135	26601	54987	71674	125860	148705	153768	129127	161452	190033	316104	207551	225878	316863	234983	198288	
