Product code	Product label	Turkey's imports from Switzerland-Value in 2001	Turkey's imports from Switzerland-Value in 2002	Turkey's imports from Switzerland-Value in 2003	Turkey's imports from Switzerland-Value in 2004	Turkey's imports from Switzerland-Value in 2005	Turkey's imports from Switzerland-Value in 2006	Turkey's imports from Switzerland-Value in 2007	Turkey's imports from Switzerland-Value in 2008	Turkey's imports from Switzerland-Value in 2009	Turkey's imports from Switzerland-Value in 2010	Turkey's imports from Switzerland-Value in 2011	Turkey's imports from Switzerland-Value in 2012	Turkey's imports from Switzerland-Value in 2013	Turkey's imports from Switzerland-Value in 2014	Turkey's imports from Switzerland-Value in 2015	Turkey's imports from Switzerland-Value in 2016	Turkey's imports from Switzerland-Value in 2017	Switzerland's exports to world- 	Switzerland's exports to world-Value in 2001	Switzerland's exports to world-Value in 2002	Switzerland's exports to world-Value in 2003	Switzerland's exports to world-Value in 2004	Switzerland's exports to world-Value in 2005	Switzerland's exports to world-Value in 2006	Switzerland's exports to world-Value in 2007	Switzerland's exports to world-Value in 2008	Switzerland's exports to world-Value in 2009	Switzerland's exports to world-Value in 2010	Switzerland's exports to world-Value in 2011	Switzerland's exports to world-Value in 2012	Switzerland's exports to world-Value in 2013	Switzerland's exports to world-Value in 2014	Switzerland's exports to world-Value in 2015	Switzerland's exports to world-Value in 2016	Switzerland's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
6403	"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ..."	13	13	19	13	1	185	272	329	107	206	336	285	65	36	0	29	18		125498	109034	114720	110326	137901	146282	162346	225514	213807	186590	246047	278217	285419	300525	379580	424366	518433		40055	53514	84852	128145	169485	224995	269830	302161	230190	263087	320274	314181	351106	337290	280482	251420	225563	
7612	"Casks, drums, cans, boxes and similar containers, incl. rigid or collapsible tubular containers, ..."	177	143	146	122	155	251	227	299	315	381	369	143	55	5	32	0	19		57323	57337	64242	68232	69272	71471	89241	118357	107630	104264	97029	99145	90642	62868	52307	58053	86545		2359	4412	5125	7743	8824	11586	13844	20289	19728	35787	41085	42413	53937	54713	51604	45347	33526	
7018	"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ..."	6	24	13	66	6	7	0	360	52	41	6	238	170	48	34	41	20		1568	1248	1223	1922	1761	1820	2384	2244	2100	1430	3799	3725	2743	2203	3220	1741	1314		6758	9002	12657	22218	30723	32538	38714	38746	30108	36242	35736	34420	39158	36852	25306	25814	24782	
2402	"Cigars, cheroots, cigarillos and cigarettes of tobacco or of tobacco substitutes"	1	72	1	0	1	1	0	2	93	154	28	37	44	23	30	18	20		204999	266136	285677	332514	311253	375899	450062	641221	636109	635214	731465	592040	570391	650875	554692	547649	495521		7	84	11	7	13	15	323	446	1581	1454	2926	326	1692	1339	1754	407	1088	
7117	"Imitation jewellery"	3	1	26	30	79	210	94	96	26	39	31	29	97	19	105	189	20		32110	29437	32883	52333	65581	81484	111167	139224	120285	114191	140065	142506	141279	142830	86989	78685	67818		4380	6528	10920	22106	33332	37556	48510	75081	63281	81003	106848	91194	103726	109277	101082	73161	63677	
1521	"Vegetable waxes, beeswax, other insect waxes and spermaceti, whether or not refined or coloured ..."	0	1	0	0	0	0	0	0	0	0	20	16	15	15	23	5	20		42	32	75	23	19	44	41	85	40	45	75	72	81	190	136	97	94		355	400	510	979	1286	1795	1565	1534	2238	5488	4847	3046	2195	3270	2420	1650	2487	
8308	"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base ..."	52	76	59	80	53	83	38	37	50	20	43	33	42	65	28	30	20		18471	16577	18600	23750	23992	23930	29823	36683	34154	35908	50325	54435	54767	56389	56690	61572	67763		9836	14360	17944	25785	29009	31401	40851	43178	35444	48576	51762	55191	57458	54948	42634	37589	44202	
7219	"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ..."	274	71	143	248	589	2307	1290	609	169	0	30	15	0	31	2	0	21		9652	9955	13857	15257	11721	17141	23425	26606	18274	21279	23473	18337	22636	26407	25078	23525	23081		102969	165451	248347	376470	471588	541656	819419	767627	511514	783938	925029	798642	999711	1043680	931976	770545	1040624	
8402	"Steam or other vapour generating boilers (excluding central heating hot water boilers capable ..."	1777	206	0	14	33	56	0	936	2	0	0	7	174	219	7	9	21		15031	10523	1393	2564	3501	2363	3397	3624	2418	1773	6652	3776	4615	4873	2942	6757	4329		97230	198376	68993	30700	34589	52731	91608	175388	341611	216590	57362	339994	709329	155570	273721	420179	104572	
8714	"Parts and accessories for motorcycles and bicycles and for carriages for disabled persons, ..."	0	3	8	19	16	14	35	27	4	37	12	40	16	72	32	16	22		31562	34820	41734	53947	59945	62864	85718	91418	60100	85799	102542	90535	87646	90724	80973	74026	69495		19643	19615	35148	66570	76052	72809	86992	102278	70972	113569	153930	147010	130889	141296	149232	130240	99240	
5804	"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics); lace in the piece, ..."	0	30	7	1	9	13	25	28	7	27	25	26	83	13	18	43	22		3670	4771	5064	5696	6828	6941	5765	7644	5521	6332	6579	6908	6014	6312	6403	6761	6020		2272	3972	4870	4854	8047	8541	6351	6807	4920	5802	8619	8277	9949	12019	8381	7673	4751	
9208	"Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical ..."	3	0	0	0	0	45	39	0	0	0	0	0	0	46	0	0	23		5404	4600	3150	5334	6762	4859	7754	7133	3619	3094	3695	5719	4852	6736	4360	2982	3842		153	278	271	359	289	430	398	351	319	534	859	592	651	615	783	630	1219	
6914	"Ceramic articles, n.e.s."	4	1	3	0	28	92	168	139	31	53	143	47	41	13	46	53	23		1921	1499	2351	2700	3703	4561	5874	7531	7318	6466	6145	5394	4201	4297	3407	5094	10300		1172	1256	1599	1837	1884	2297	2665	2670	1776	3938	2889	2375	3824	4940	4438	7625	3950	
6201	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	3	0	0	3	43	68	47	57	56	40	52	34	41	11	19	32	24		24105	26072	33321	34504	50319	54083	51677	56690	53439	44581	56925	48728	42924	42757	50080	55388	66091		9535	13799	24548	39689	41033	55343	89635	118001	119968	160945	177954	137267	157635	171780	158415	111651	146628	
6506	"Headgear, whether or not lined or trimmed, n.e.s."	7	7	7	10	6	12	18	73	13	11	22	17	40	22	28	39	24		3050	2501	2860	2710	2623	2461	3090	3601	4399	3909	5548	5780	4121	4228	3123	2839	3697		1172	1414	2424	3512	5948	10388	9170	9370	7384	9198	11722	15180	17827	29961	25744	26309	24353	
3401	"Soap; organic surface-active products and preparations for use as soap, in the form of bars, ..."	4	4	0	2	4	3	12	30	24	163	47	20	18	53	51	55	24		5796	6524	13127	13012	16645	16885	22324	28164	27604	44500	54156	65920	71238	79776	80384	72104	77517		8790	4985	6895	8645	7952	16188	21402	27613	37758	48294	73541	69992	84793	85330	93694	90575	106352	
6104	"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, ..."	2	16	4	4	9	17	10	27	18	30	24	77	97	60	75	74	24		4988	9847	16393	19825	16829	25531	44618	53775	55801	40602	46539	55718	63575	63807	61702	96536	173776		4602	9663	9651	21391	12532	20891	38754	57793	57419	77604	76755	68352	72559	86825	85613	81051	77559	
8511	"Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition ..."	213	1	8	8	8	3	28	136	30	13	56	80	14	24	29	61	25		4225	2945	5418	6952	6118	7349	11678	10924	13767	7809	12814	15163	11708	11922	9067	8636	10338		50317	73518	98658	142607	155038	158219	172056	197509	157887	201164	247675	229994	229961	222596	221264	231753	260472	
4812	"Filter blocks, slabs and plates, of paper pulp"	14	17	32	38	42	42	37	31	21	20	12	52	98	20	110	183	25		6562	6314	7891	8232	7643	7159	7538	9562	8525	9361	10799	9362	10291	10556	8241	7631	8421		447	514	870	1270	1753	1869	1896	1828	1256	2546	2744	2602	2786	2640	1715	1475	2265	
9402	"Medical, surgical, dental or veterinary furniture, e.g. operating tables, examination tables, ..."	64	147	325	52	36	100	64	104	53	112	383	250	324	202	88	43	26		18699	23080	23201	26550	28183	25990	32661	33530	29875	30093	37499	28605	26731	25225	21586	23074	26584		7410	4471	12013	13311	24051	26190	31110	42455	19491	27218	32296	26977	26470	37285	29815	32656	24519	
8510	"Electric shavers, hair clippers and hair-removing appliances, with self-contained electric ..."	0	1	5	6	19	19	21	34	26	40	153	102	38	116	48	104	28		9990	8610	9345	9549	10950	10954	12490	14174	10316	11208	13368	12941	16978	18318	15443	15882	15751		6105	8363	16074	27210	37532	47046	40793	50912	30658	47174	44047	43134	44700	42354	37477	43617	35894	
3211	"Prepared driers"	0	0	1	0	1	1	1	23	15	4	4	7	5	6	5	14	28		614	625	834	990	1017	1251	1337	1636	1358	1488	1751	1899	2159	1833	2345	2131	2643		307	487	129	131	209	317	481	1310	1743	1547	2281	1501	1376	1485	1076	778	839	
6303	"Curtains, incl. drapes, and interior blinds; curtain or bed valances of all types of textile ..."	15	15	23	28	62	20	11	21	8	59	42	51	21	68	26	25	28		20687	22025	23513	21691	20967	21637	22345	22845	17124	16785	17447	15088	12611	13135	10274	9849	9622		2074	1358	2451	2258	4788	6012	6968	5931	10434	9954	14516	10124	9450	12070	11575	8939	9342	
8427	"Fork-lift trucks; other works trucks fitted with lifting or handling equipment (excluding straddle ..."	0	41	34	31	0	0	13	1571	7	76	10	0	0	0	1400	0	29		7927	6605	10400	11485	12799	15004	21431	21074	15480	16477	19060	19770	17398	15985	17419	16414	19441		20198	55935	70514	107473	123934	159614	203369	188505	93093	150889	252977	232902	277095	291101	284818	302421	317421	
3922	"Baths, shower-baths, sinks, washbasins, bidets, lavatory pans, seats and covers, flushing cisterns ..."	557	408	696	1402	1237	481	45	201	177	79	61	48	16	484	78	41	29		52773	54911	68373	83012	86455	84584	90180	98705	56704	53297	59809	53304	46935	48108	44204	48993	52113		3900	5237	14133	21420	26623	30068	35572	31611	25428	35082	45424	44069	45848	49130	48875	41540	42393	
2902	"Cyclic hydrocarbons"	178	311	137	36	2	575	114	39	1	1	24	13	18	15	26	16	29		9190	7132	7781	9582	12345	12708	17774	19750	19487	17313	20012	19849	17750	20949	18086	18958	18498		92530	89885	112701	218794	235508	243841	300490	307224	239536	377706	570751	610071	634940	578759	486336	457182	558919	
8519	"Sound recording or sound reproducing apparatus"	0	0	0	1	0	2	8	15	2	45	50	79	7	125	16	22	30		3001	2534	2643	2592	2721	3173	13964	14813	14235	11907	15607	12349	14539	14101	9130	10478	8609		2751	4949	11460	13380	5969	4541	23238	19109	16620	22508	18098	15415	12053	11166	8250	6694	8940	
3816	"Refractory cements, mortars, concretes and similar compositions (excluding preparations based ..."	45	15	0	9	0	0	0	0	36	76	35	0	0	3	0	0	31		3036	2895	3080	4377	4466	5033	5502	4731	7074	8917	9152	9184	8202	7804	3174	3787	3453		11871	16792	15186	18147	20974	25543	35064	45207	28928	38618	52599	54340	52312	63541	47239	46423	50915	
1704	"Sugar confectionery not containing cocoa, incl. white chocolate"	57	109	63	126	30	13	14	15	36	121	104	203	564	500	92	54	31		64605	66369	74189	86143	90355	92024	100919	118976	117852	132451	161649	139348	148831	156570	167466	160073	170467		4762	2523	3212	4166	4771	5015	7394	16627	15224	10074	13011	10719	13623	16895	16214	15503	17761	
7225	"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ..."	94	137	242	54	16	6	0	0	26	38	0	0	16	1	14	2	32		625	751	591	1067	1605	1631	2407	2706	1349	1350	2033	3309	1516	1408	1102	1636	1475		49639	57640	81557	162365	275628	361340	500094	666097	493581	695383	938527	893051	563205	764481	1317980	1186026	1199770	
7615	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of aluminium, ..."	1	61	94	21	20	0	13	58	0	1	16	80	45	118	61	40	32		26009	25932	30441	38282	36198	38197	41377	45889	38771	31857	32357	25667	30470	33687	26359	21139	24951		5173	6402	9171	12485	13934	13813	13475	19056	13533	25176	28518	30250	40031	33501	34086	27389	13346	
8478	"Machinery for preparing or making up tobacco, not specified or included elsewhere in this chapter; ..."	3	0	1	19	13	20	2	3	29	16	15	17	21	92	54	40	32		3546	2508	3668	4719	8178	10378	3996	3579	4803	4291	4854	4036	2753	5511	9483	3325	3247		16706	15484	23586	36801	44975	35529	40887	16647	23862	36384	34845	22162	32086	36784	66476	25834	20539	
5503	"Synthetic staple fibres, not carded, combed or otherwise processed for spinning"	140	168	183	0	0	46	16	21	175	0	5	1	0	129	47	4	33		20179	22930	712	600	1137	899	2566	736	2586	961	1065	3890	3767	4788	3461	3948	4587		85422	128252	161068	170367	190079	219489	260377	251775	191710	265867	341148	322860	353682	390371	376570	351190	422360	
8512	"Electrical lighting or signalling equipment (excluding lamps of heading 8539), windscreen wipers, ..."	2	29	248	319	767	1649	61	75	41	105	133	93	90	43	15	85	33		20186	23585	26924	24901	23545	28802	43712	36809	22546	27658	33693	35440	34030	44255	47261	59861	72021		29240	37836	72834	131815	146792	170429	218337	245539	166427	226327	246025	242141	271964	286299	308701	341561	414214	
8545	"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite ..."	68	15	20	100	83	276	74	34	7	21	23	19	15	25	19	21	33		3468	3969	4917	5204	5292	5844	11292	12181	10494	12414	13689	13688	9848	8027	7478	6373	5065		52844	60841	74674	88296	90526	120591	168113	186209	144342	172443	210324	213786	192405	164538	119137	110576	225002	
9609	"Pencils, crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' ..."	0	23	22	47	27	45	36	56	36	57	50	54	19	25	36	54	33		17	34	0	0	0	0	0	0	0	0	0	44	42	71	42	42	45		4692	7143	8874	10253	15153	16558	14509	17288	14561	18606	25639	18952	22637	23227	23420	45871	30433	
4004	"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom"	137	87	45	204	338	391	294	35	0	40	43	0	0	0	4	0	33		6825	7055	3059	960	519	1191	1550	2446	785	624	408	484	190	285	253	191	187		467	120	293	517	585	1314	1015	1023	68	1261	1251	2550	6235	5294	3494	3267	5295	
3707	"Chemical preparations for photographic uses (excluding varnishes, glues, adhesives and similar ..."	678	1455	971	648	827	375	714	373	189	160	334	297	507	202	217	119	34		32447	35416	36985	30071	24875	26164	25719	18192	13470	17918	19464	16791	13830	8856	4774	3508	2818		29927	27317	35290	46065	47732	50252	51160	47512	42109	42754	50533	44559	48030	49150	40911	39188	38184	
7409	"Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excluding expanded sheet ..."	20	11	6	9	27	107	62	57	1	13	12	2	34	48	24	20	35		23856	21145	20971	27760	22193	29874	36209	40503	20524	32812	31588	15916	15919	18209	16047	13776	15645		10742	19705	23954	34639	41665	49925	69039	68543	31619	66700	71010	88188	81945	78714	76308	62622	69646	
7325	"Articles of iron or steel, cast, n.e.s."	0	0	10	0	1	2	1	5	47	3	2	28	0	90	49	31	36		19963	14851	16980	19403	22455	26575	48235	67588	41667	48928	46468	33457	35362	39384	38187	39353	37900		2232	3370	7515	7395	8408	25852	29754	31254	11124	18326	12518	14160	12919	16436	12699	10434	10685	
4823	"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ..."	1043	690	438	2013	834	3152	3820	5706	5524	4076	6250	3286	1263	292	152	144	36		57056	38963	44242	45172	40787	38400	47137	44111	39421	35336	36028	30159	29941	28566	21295	14009	14841		38259	43405	46123	62444	54832	48450	52793	57122	44875	39699	63170	60715	69419	82773	67386	59964	52161	
4421	"Other articles of wood, n.e.s."	4	14	26	12	72	302	100	234	127	170	150	86	160	176	96	62	38		21330	23145	23859	31847	28017	24156	30030	36196	30516	29439	29732	25545	25379	26701	22486	20770	18515		3841	4468	5702	7274	10639	12361	16993	20049	13809	21291	24659	27040	30071	29609	27417	24846	24481	
4910	"Calendars of any kinds, printed, incl. calendars blocks"	54	85	137	75	71	76	85	113	100	125	83	65	67	73	46	46	38		6075	5983	6508	7354	7618	7112	8424	8361	6079	6070	6658	6058	6251	5303	5753	5062	5382		647	847	1002	1069	951	1243	1275	1275	1151	1143	1174	1255	1182	1026	973	825	714	
0806	"Grapes, fresh or dried"	0	20	37	0	0	8	0	0	0	0	19	0	64	11	0	0	39		115	350	512	426	568	433	681	1377	826	688	577	376	748	719	596	698	641		1474	1228	2190	2071	3003	3734	3838	3764	5083	5589	4836	4946	6150	6857	8974	7152	5810	
7019	"Glass fibres, incl. glass wool, and articles thereof (excluding mineral wools and articles ..."	243	188	47	88	48	153	9	253	22	144	125	69	57	97	37	142	39		17224	15573	29568	37458	50738	51172	67459	70697	46700	52588	68167	52167	44408	49964	43034	49243	54634		23575	32673	44906	53905	66041	72839	107412	120288	96641	117230	147390	158276	175036	195357	193303	217616	233789	
2009	"Fruit juices, incl. grape must, and vegetable juices, unfermented, not containing added spirit, ..."	3	6	0	6	15	22	37	44	34	29	13	8	3	27	106	17	39		47113	56231	69686	103380	117346	120888	112334	114284	77883	33180	28796	29213	42362	41282	22511	24754	25804		4265	5382	6373	9051	11689	23547	34522	35650	17037	23752	28885	27815	29639	25880	22926	18165	16087	
8204	"Hand-operated spanners and wrenches, incl. torque meter wrenches (excluding tap wrenches), ..."	18	15	9	7	19	51	6	10	24	14	21	23	32	41	99	47	40		12894	11973	15995	19909	19004	20322	26873	29219	9446	8477	11594	9624	8887	8470	7999	8658	9036		3286	4764	6251	9907	12816	13956	22473	26706	17659	31529	47533	42485	52547	48717	39274	26214	24417	
3912	"Cellulose and its chemical derivatives, n.e.s., in primary forms"	309	196	231	287	123	72	192	3	211	4	51	33	120	19	159	201	41		9128	9413	15045	14684	11510	10796	12117	10173	17147	11376	12630	14302	13349	12538	12234	9136	8508		33624	45843	57897	75423	81751	92526	111982	119656	96818	120591	162974	164122	162108	165594	150473	148607	163949	
4418	"Builders' joinery and carpentry, of wood, incl. cellular wood panels, assembled flooring panels, ..."	76	59	582	9	4	39	237	58	151	142	24	58	35	43	40	308	41		70743	49022	64590	66976	73290	76946	82488	85784	81360	77517	97992	93768	78096	77932	54370	58775	59750		15371	16775	16711	21444	22667	35859	50027	61253	33548	44382	61297	60935	97472	90323	82485	67026	65653	
3213	"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ..."	0	0	0	0	0	0	0	0	1	3	17	0	13	1	0	18	41		2744	3012	3583	4313	4496	4250	4766	5884	4892	5412	5554	4930	4914	4950	4316	4238	4304		1386	2443	2999	3464	4090	4954	4555	5376	4011	5072	5863	4884	5641	5001	4500	4324	4333	
2007	"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, ..."	10	2	54	0	2	0	0	4	0	0	1	0	63	0	0	0	44		13899	14373	15323	14336	16425	26843	32238	34043	26929	23897	33381	30023	37493	34485	29199	26917	26893		821	1358	1489	2445	6211	5153	7323	11800	4311	7171	8086	7229	5563	5217	12807	9742	8355	
6815	"Articles of stone or of other mineral substances, incl. carbon fibres, articles of carbon fibres ..."	231	81	38	167	61	273	521	365	164	150	379	29	39	15	13	34	44		14458	14492	19876	22540	24491	31319	41023	49171	30936	34672	38794	38502	36739	30887	30385	31129	33876		3857	5714	10048	8493	9114	11235	14222	19126	18345	29280	46951	45139	38672	55950	60766	68308	79206	
8805	"Aircraft launching gear (excluding motor winches for launching gliders); deck-arrestor or similar ..."	0	0	3	0	0	0	0	0	0	158	0	1	0	1	242	7	44		986	2624	1221	2364	6447	2893	7384	17268	4395	5995	53128	3970	28657	70757	255940	8559	32417		611	339	10414	6940	642	17026	7179	8139	14019	37090	29453	42592	54442	28740	33363	56637	40315	
3505	"Dextrins and other modified starches, e.g. pregelatinised or esterified starches; glues based ..."	17	80	141	187	208	76	25	21	10	15	51	46	35	63	31	26	44		2109	2314	2449	2645	1974	1758	3103	4272	4297	5340	7092	7551	7786	8421	7227	5509	9953		19688	26569	31549	40395	50088	47971	64300	76564	65842	76952	100031	96272	99118	102122	81936	75326	76345	
8609	"Containers, incl. containers for the transport of fluids, specially designed and equipped for ..."	0	0	0	138	48	0	3	0	15	5	7	2	0	0	19	40	44		2406	1309	2196	3492	3582	4202	2779	4066	1600	2815	4083	2453	12184	6226	5573	3913	3678		1406	7374	1601	8333	5251	2245	1975	5315	2912	7843	8804	8169	7710	19301	5287	6066	14089	
5515	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, other ..."	17	18	29	3	42	3	27	3	16	39	42	4	13	2	8	1	45		5383	4075	6533	7279	8185	7870	6509	8011	6931	7115	7168	7916	6376	5712	4506	4749	5048		39471	84814	81109	91705	76393	88637	102322	99851	101692	144183	139121	114691	129470	125760	98203	84003	79449	
3819	"Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ..."	1	2	4	0	1	6	264	25	18	28	53	46	71	20	18	12	46		7011	8620	10811	13636	13199	14544	20241	25440	19166	23352	31842	26804	26318	28328	28507	29184	33135		4955	5197	5627	7062	6394	7736	8927	10830	7746	10200	12837	12018	12837	16501	10725	11600	17261	
3802	"Activated carbon; activated natural mineral products; animal black, whether or not spent"	0	8	2	6	4	6	2	0	0	0	0	0	0	7	0	1	46		3454	1405	651	1086	1513	1689	3519	4025	2339	2045	2330	3656	2647	3048	8437	18069	2198		5616	6997	8336	10879	11624	12842	15284	17676	16172	19243	23854	29005	31976	33754	32188	28123	28717	
3206	"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring ..."	529	601	198	111	344	232	240	244	41	249	272	265	623	140	97	38	46		13329	19656	21651	26473	30310	35677	43535	41694	33493	40488	31871	29571	32484	24174	14600	16886	20908		93838	133144	178153	232936	250890	291856	315966	323251	275087	365231	559523	472676	443561	446765	356971	362974	493213	
8508	"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners"	1885	0	0	0	0	0	586	288	55	110	76	78	81	78	80	58	51		605039	0	0	0	0	0	16099	16044	9917	10688	13725	14079	15719	16433	16031	19519	20580		21252	0	0	0	0	0	93762	103299	80039	102493	136810	134031	194837	195886	155434	110218	136919	
6004	"Knitted or crocheted fabrics, of a width >  30 cm, containing by weight >= 5% of elastomeric ..."	0	57	29	88	140	123	49	39	13	156	261	62	16	27	7	12	51		0	15863	16660	16455	15242	16329	17828	18167	19418	21980	24611	20433	19399	18164	16761	18661	19150		0	21621	34315	58192	52747	50098	80812	84344	70805	133673	158814	94485	116001	105025	82902	75137	96887	
8408	"Compression-ignition internal combustion piston engine "diesel or semi-diesel engine""	86	87	25	3	10	23	69	268	38	29	118	239	44	367	274	100	52		66874	69179	87361	114158	121418	159153	208941	230157	125279	212377	231217	177274	222210	243481	139142	143447	210279		301109	489022	840172	1419928	1806844	2152866	2707440	2881491	1519465	2088211	2662027	2053930	2275790	2278151	2264919	2274270	2424973	
3918	"Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles; ..."	160	90	120	334	132	176	75	165	113	206	24	150	197	84	87	34	52		15072	12002	13881	14287	12573	15276	15131	20855	14166	19771	20047	17570	21785	26571	25625	26672	22969		13737	14651	19509	33094	41088	47038	56105	57089	41676	47788	58911	56946	72558	76273	69164	88605	88043	
2907	"Phenols; phenol-alcohols"	130	144	154	26	0	319	3	436	0	0	41	64	97	28	45	48	53		50513	58412	67323	73513	87448	90973	97266	102494	79072	102856	117243	100246	112221	98774	91468	99379	95881		6982	7734	10669	16119	21664	24012	34438	33095	20349	34354	43443	39807	46294	47993	33537	30565	39868	
6005	"Warp knit fabrics "incl. those made on galloon knitting machines", of a width of > 30 cm  (excluding ..."	0	35	82	89	104	6	33	63	40	13	21	43	2	0	29	50	53		0	17848	23328	21502	19675	20299	22372	19335	10818	11609	13115	9635	8937	9611	9406	8751	10666		0	12029	17293	25235	31920	43577	41424	34719	37755	47886	73777	39821	61476	50480	71525	121520	146904	
2931	"Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ..."	7	53	13	52	57	90	62	63	76	317	163	57	22	207	322	112	54		41512	47862	68022	77344	78063	80765	86641	80248	158311	44434	164939	73099	31103	50262	63902	47308	67312		25909	20619	26033	19568	19182	19862	24586	43433	31750	39966	48371	44431	51621	69048	50210	44149	64134	
9303	"Firearms and similar devices which operate by the firing of an explosive charge, e.g. sporting ..."	0	56	0	4	1	0	0	0	0	6	0	0	44	0	0	49	56		2488	2078	2354	2635	1569	2254	3116	4160	3145	4333	3801	2684	4580	4945	4913	4486	3861		3635	513	1094	1236	1552	2039	2901	2622	1364	1882	2243	3412	4313	7816	6131	4526	3232	
4009	"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their ..."	24	51	75	57	85	177	175	108	90	106	64	128	201	161	162	79	56		6533	6575	9445	10205	10283	13077	17672	18458	16324	20457	25935	24873	24646	27158	25230	26415	24218		26029	39907	64101	102047	111396	114983	126271	120006	85774	114886	139639	112936	128200	131538	124800	139082	149592	
8530	"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland ..."	25	827	7	98	220	26	0	13	110	58	1632	2	73	32	120	0	58		40097	27296	33649	44076	54665	42379	59993	62038	51139	43909	53794	48960	42768	64548	21646	26584	22041		23938	27251	6780	8283	20240	19970	26318	41944	59008	46851	85920	39150	91158	62751	50480	38317	58466	
3810	"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, ..."	13	36	36	56	58	70	57	96	72	64	84	84	84	127	154	70	58		7756	6977	7564	9452	9583	9292	10375	13129	10255	9755	9071	9491	8895	9431	8306	7278	7486		4598	5957	8452	9087	11383	13270	17481	17330	16073	17914	17654	16412	19111	16622	17621	16426	16621	
5505	"Waste of man-made staple fibres, incl. noils, yarn waste and garnetted stock"	0	39	0	0	0	0	0	0	9	32	43	34	24	89	56	51	59		1992	2326	2258	1954	1872	2794	3439	2506	1518	2573	3353	1661	1147	907	1724	557	2576		2327	4852	8986	9932	11494	9326	13815	11082	5740	9220	11160	6724	4988	5770	4518	5631	9535	
5512	"Woven fabrics containing >= 85% synthetic staple fibres by weight"	77	22	23	43	122	142	80	144	197	82	68	34	104	235	38	20	61		23922	19285	13045	13229	11367	11360	3616	14243	2939	10717	14050	3880	3458	2701	2285	8738	8319		5245	6675	5130	6815	22456	10200	21761	20073	15626	24360	27774	21317	29415	40384	40345	28403	38468	
7210	"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled or cold-rolled ..."	465	750	808	331	193	0	23	20	142	66	3	0	439	205	238	849	61		11095	9754	11380	18349	23409	23467	25380	25920	16738	12705	17377	17006	20711	20900	16068	11704	11262		187323	233513	314778	420915	513847	582250	662014	896759	576642	777504	812672	671902	836631	892962	781408	740702	738681	
7301	"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; ..."	0	0	0	0	0	0	19	4	246	0	0	6	0	61	65	111	61		43	178	359	190	870	17729	23139	26027	23917	27549	34734	36469	30224	28518	23748	25374	24764		1409	707	6586	592	1720	1258	2933	1145	1014	1637	1682	4338	14206	13179	2438	2596	4377	
