Product code	Product label	Turkey's imports from Netherlands-Value in 2001	Turkey's imports from Netherlands-Value in 2002	Turkey's imports from Netherlands-Value in 2003	Turkey's imports from Netherlands-Value in 2004	Turkey's imports from Netherlands-Value in 2005	Turkey's imports from Netherlands-Value in 2006	Turkey's imports from Netherlands-Value in 2007	Turkey's imports from Netherlands-Value in 2008	Turkey's imports from Netherlands-Value in 2009	Turkey's imports from Netherlands-Value in 2010	Turkey's imports from Netherlands-Value in 2011	Turkey's imports from Netherlands-Value in 2012	Turkey's imports from Netherlands-Value in 2013	Turkey's imports from Netherlands-Value in 2014	Turkey's imports from Netherlands-Value in 2015	Turkey's imports from Netherlands-Value in 2016	Turkey's imports from Netherlands-Value in 2017	Netherlands's exports to world- 	Netherlands's exports to world-Value in 2001	Netherlands's exports to world-Value in 2002	Netherlands's exports to world-Value in 2003	Netherlands's exports to world-Value in 2004	Netherlands's exports to world-Value in 2005	Netherlands's exports to world-Value in 2006	Netherlands's exports to world-Value in 2007	Netherlands's exports to world-Value in 2008	Netherlands's exports to world-Value in 2009	Netherlands's exports to world-Value in 2010	Netherlands's exports to world-Value in 2011	Netherlands's exports to world-Value in 2012	Netherlands's exports to world-Value in 2013	Netherlands's exports to world-Value in 2014	Netherlands's exports to world-Value in 2015	Netherlands's exports to world-Value in 2016	Netherlands's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
3707	"Chemical preparations for photographic uses (excluding varnishes, glues, adhesives and similar ..."	3885	2219	2667	2133	2074	2482	2331	1984	1342	1835	2325	1880	2492	2969	2370	1705	1080		373773	399532	433354	451621	644125	447508	381785	478087	441953	517678	700910	722494	759864	723850	635285	639560	703046		29927	27317	35290	46065	47732	50252	51160	47512	42109	42754	50533	44559	48030	49150	40911	39188	38184	
5704	"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up"	150	87	139	1725	848	623	1035	934	422	391	1294	985	649	725	934	961	1082		78608	83021	118755	145287	162877	198649	184075	188213	146781	140912	171710	147493	157694	157075	141784	144518	174322		1075	1364	2391	4814	3959	3893	4185	3824	3164	3667	5941	4801	4018	3317	3515	5017	4708	
8415	"Air conditioning machines comprising a motor-driven fan and elements for changing the temperature ..."	2987	2142	1407	1119	1217	1003	1277	1049	1402	1061	2775	637	862	1184	739	495	1082		164264	163026	202403	232662	243291	291156	373049	411967	328265	405741	546524	547406	574568	614236	538536	550383	795824		140276	126884	181407	247886	317355	375859	471837	515219	309715	383827	615388	557350	700444	544960	550041	633957	691274	
8473	"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely ..."	9661	13092	5710	6099	5069	3078	4233	1416	790	751	428	286	296	454	318	288	1085		6811686	7105707	7714831	8304449	13120489	15690153	10766485	9645907	7966051	8627998	10279498	9398988	9794582	10488425	8724188	8539384	8144468		141935	184655	209825	309224	448342	505948	402508	295157	246331	268024	235376	171313	180266	201500	167889	140682	147204	
8538	"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ..."	2980	750	576	652	737	974	1518	1330	1324	2958	7873	6104	7378	1336	1135	1240	1095		146657	156220	183503	269483	308505	324257	328050	411917	318991	364674	366366	331709	301793	320869	243224	281878	415036		52880	73929	86299	126056	145872	185747	208558	229338	180616	197496	243755	225352	261488	244824	216716	204472	226083	
8482	"Ball or roller bearings (excluding steel balls of heading 7326); parts thereof"	275	738	1083	1441	1571	771	820	876	579	957	1874	813	1548	1298	966	810	1101		193800	259646	401107	454241	516760	646963	686850	776011	550866	695217	850564	759559	765112	890468	782008	789787	897340		69710	101679	143594	205510	230041	270337	313021	367983	245756	347276	420926	411227	412179	414814	374095	371963	448924	
8402	"Steam or other vapour generating boilers (excluding central heating hot water boilers capable ..."	3012	15503	2887	4104	5230	7572	6534	5159	1843	2139	1206	815	1290	2123	6574	3494	1105		19578	25521	29891	43181	40623	53302	49559	94042	63042	49266	55296	45913	63800	53597	45262	44682	41400		97230	198376	68993	30700	34589	52731	91608	175388	341611	216590	57362	339994	709329	155570	273721	420179	104572	
7212	"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	956	1002	29	120	325	154	3236	2110	418	1107	1551	1841	594	500	109	172	1113		64475	75579	101948	154533	226308	193568	153964	217847	243355	314746	398762	346063	267287	234459	185801	174606	250964		8386	12882	13828	17778	17466	42158	109689	60904	48310	67898	61482	51979	54856	56954	54098	57984	61730	
7610	"Structures and parts of structures "e.g., bridges and bridge-sections, towers, lattice masts, ..."	1984	658	710	1388	1601	3413	3467	3267	2436	2322	1952	1578	1327	2663	742	769	1120		163260	236825	243506	245229	279052	294020	324552	379049	262801	280340	390759	329163	260583	323978	277784	288656	398899		10622	9617	18181	16316	19219	24063	35113	43050	22473	26591	31086	28480	42728	35405	29432	36936	38352	
3910	"Silicones in primary forms"	1393	1811	1699	2157	1336	1060	644	1193	665	852	626	946	748	583	1634	2189	1155		79847	75850	86931	96910	118722	192700	402824	392669	396952	459468	527511	497037	460501	529684	407798	434357	485277		20461	32463	40576	55248	62268	67328	79499	92848	83403	93625	106685	105342	116845	127153	111129	117045	141464	
1511	"Palm oil and its fractions, whether or not refined (excluding chemically modified)"	0	1	3	0	115	350	411	1095	1290	812	8730	1688	2678	2567	1645	1669	1163		183007	222456	328207	380554	381531	642117	1020182	1667892	1156199	1160111	1732203	1537200	1657306	1299678	1011610	1095620	1369500		80555	103051	157664	182276	205014	255350	263039	462337	264408	318412	453718	439480	499240	491540	418368	406078	435002	
2906	"Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives"	85	128	238	222	392	470	428	522	250	442	515	402	615	743	1157	851	1172		29882	37003	51025	59391	54915	79911	104837	104212	113644	90039	105414	97173	100384	113786	93867	89399	102361		1781	2571	3165	3327	3260	4325	5753	6739	3937	6999	9883	11111	12441	11911	10168	11039	12552	
8474	"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading ..."	193	163	427	165	945	369	1508	1549	253	1264	883	5034	1824	1711	1086	519	1180		51245	53831	80411	75096	87807	90611	183773	201715	201572	194975	250191	271489	231739	221508	269418	253718	376113		38554	70805	82216	120975	144993	263898	380693	313534	218071	237585	342302	316639	359951	284782	228828	332485	251545	
7315	"Chain and parts thereof, or iron or steel (excluding watch chains, necklace chains and the ..."	85	72	166	224	184	536	591	682	530	793	540	349	733	739	952	555	1203		15152	20959	26624	38277	37686	48348	60937	68750	50435	61748	87399	86663	103788	110568	94579	86699	124559		6545	8940	11865	18287	19157	26822	31209	35172	24566	29972	43638	40971	40558	41981	39382	39598	48159	
4008	"Plates, sheets, strip, rods and profile shapes, of vulcanised rubber (excluding hard rubber)"	169	259	128	550	265	178	160	260	636	383	281	937	555	291	601	1026	1223		76133	35725	44188	42663	46499	55410	73487	140860	135411	162993	231804	205446	131393	137137	127779	121837	161931		14806	16438	20317	27565	31002	37514	53328	54109	38706	50310	73454	71533	85627	82967	59752	58275	59946	
2804	"Hydrogen, rare gases and other non-metals"	6	45	56	18	26	11	181	713	225	228	74	404	175	164	789	1007	1229		118763	125962	133388	104298	145954	117638	179069	294449	237992	280484	375090	370089	274593	326411	357270	373564	361374		3809	5398	7429	10744	10908	13404	15093	23984	17826	28557	36113	32259	25038	36850	33175	33277	33535	
2523	"Cement, incl. cement clinkers, whether or not coloured"	425	542	685	736	782	496	776	1147	408	798	206	557	783	1443	514	619	1230		47325	26094	19080	22225	32097	41184	35873	45652	30882	39155	53267	52974	108038	111217	84317	72991	97034		8857	4053	8194	17087	36323	129502	94145	36658	6041	9629	7848	12502	13334	14358	17076	16526	11259	
7304	"Tubes, pipes and hollow profiles, seamless, of iron or steel (excluding products of cast iron)"	1942	1336	1023	1757	1762	2777	5453	3243	4333	4768	3549	2373	3012	3210	3464	986	1238		78028	88388	142623	187756	280550	359299	477782	552392	372920	350197	670708	586055	698690	539983	488077	580082	655628		46981	81879	72892	119306	179636	222652	291380	322776	221232	304630	391034	370016	411851	390915	305519	255302	290593	
8207	"Tools, interchangeable, for hand tools, whether or not power-operated, or for machine tools ..."	328	307	1157	1126	1163	1368	1012	801	765	645	1322	1139	1314	1277	1682	1434	1249		209050	96131	120327	117200	133856	156325	205160	456173	346924	426443	1008060	604900	590113	631091	531148	559869	768747		30885	34956	50566	67860	96496	164440	134965	196230	97629	151181	215344	242702	252383	254905	201970	203241	200129	
8208	"Knives and cutting blades, of base metal, for machines or for mechanical appliances"	152	337	432	430	792	680	1109	1142	587	1269	2095	1074	1014	1251	1117	1275	1267		24063	23178	27733	46614	49292	44913	62350	69226	58126	51591	74123	68140	68452	72788	59694	59750	94689		10609	13790	18606	22359	23748	32638	36147	39868	30401	37170	46838	49023	50152	50566	45120	44420	45506	
9032	"Regulating or controlling instruments and apparatus (excluding taps, cocks and valves of heading ..."	1477	1359	2259	1839	2575	2303	2280	1936	1228	1501	2716	2590	1863	2409	2879	1794	1280		223622	239194	266307	277261	356158	326080	381761	448516	370382	379392	459911	374928	342974	322283	297508	237256	331031		58245	88492	111399	154480	209300	236656	239145	279926	267252	454272	600988	518360	558333	586469	563842	639649	721907	
9612	"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ..."	534	454	750	674	800	990	1272	1331	572	1041	1052	412	482	311	474	1143	1287		69375	53321	67092	75783	75538	124877	159904	213513	246452	219582	228308	213450	180068	161482	147070	131622	145742		11124	11824	14410	21961	21457	20438	23248	22021	20723	22962	24420	22375	23775	23884	20827	21403	20170	
6109	"T-shirts, singlets and other vests, knitted or crocheted"	216	275	759	410	486	888	819	1178	595	481	1018	948	694	819	510	2139	1329		216791	234900	315622	410853	433010	491895	646488	660930	744598	798062	1064271	942639	1006313	1097286	851241	947770	1153959		15225	21004	32758	46098	53011	76634	101865	145938	133296	166159	194208	127569	168520	186262	163657	166827	159260	
2825	"Hydrazine and hydroxylamine and their inorganic salts; inorganic bases, metal oxides, hydroxides ..."	1296	1354	1240	3288	3483	2278	3543	3416	2268	3238	3036	2687	3120	3368	3998	1801	1330		19732	17290	22514	58644	107781	81828	130946	218684	98736	174088	215897	171297	240756	230165	183764	161893	198718		4410	4121	5701	10952	12985	18266	20881	33566	15101	27418	28911	35832	33351	35013	36138	34989	33364	
8416	"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, ..."	117	65	329	1487	1051	1422	1355	1390	770	335	1365	474	2017	474	848	1058	1333		25498	29293	42336	47582	50774	85600	97114	127776	101272	70320	113506	109969	102148	79761	60779	58007	101575		10507	35138	32198	28341	34769	41480	45698	52804	33522	39521	52840	53067	80585	64182	50033	48770	67207	
8905	"Light-vessels, fire-floats, dredgers, floating cranes, and other vessels the navigability of ..."	9280	0	604	0	0	48	0	0	0	0	483	94	0	0	729	226	1356		295472	244038	618105	572858	274521	121266	565112	646390	485463	419721	724288	682032	360125	1101702	1358266	1279719	411156		64976	30261	7760	17122	19189	199	2409	11779	1358	12306	514	9160	135308	3730	13896	45288	43403	
2712	"Petroleum jelly, paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite ..."	541	700	699	735	1012	1874	2048	1870	1754	1723	2188	1523	1714	1763	1282	1157	1361		88670	86163	102740	107427	122080	150468	145740	170240	147512	219606	249477	226492	254919	275916	249036	186156	168193		5660	7140	9610	13159	12355	15665	18831	27355	29322	37556	33467	37238	54336	54508	46864	42554	39780	
8406	"Steam turbines and other vapour turbines; parts thereof"	28796	52578	2	35	408	40	7	26	52	5	26871	0	0	264	277	9	1376		20476	16438	16326	30627	13619	30481	34422	26664	49379	45031	30701	32494	11371	31328	6928	11619	13813		166784	200742	47948	26886	57528	17537	36894	47882	265660	137613	86498	155713	490777	143375	200148	276605	154673	
9001	"Optical fibres and optical fibre bundles; optical fibre cables (excluding made up of individually ..."	1501	876	226	40	134	292	299	409	632	558	1204	1261	2947	2172	1301	1517	1392		205060	148114	167233	250326	276469	301095	392050	342084	343260	412180	469732	478511	542352	556062	541644	595686	663082		30904	27323	25708	30831	40075	47124	58202	80132	70313	104503	122209	113700	137283	186882	169667	165564	175584	
2827	"Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and ..."	261	393	280	149	335	704	1368	354	419	1050	1053	1379	2089	1584	1104	1163	1393		25770	44900	41233	53911	52411	38486	54792	70452	64270	92936	119062	99276	117881	116050	107384	88581	134196		5347	6497	7192	8796	11304	10970	17911	16400	12205	23785	21670	18054	20508	20240	16947	18655	20024	
7508	"Articles of nickel, n.e.s. (excluding powder, flakes, bars, profiles, wire, plates, sheets, ..."	2243	2630	2258	2964	3015	2608	3903	2701	2179	2493	3507	3567	3585	3559	1011	26	1403		69085	60330	70195	76148	65816	73836	85151	83381	64087	77979	86678	86406	86722	95882	87863	88219	96860		3546	4602	4250	24777	36190	45730	56804	78687	60831	65647	86380	98532	85147	91304	93061	91082	101293	
2815	"Sodium hydroxide "caustic soda", potassium hydroxide "caustic potash"; peroxides of sodium ..."	19	80	23	20	91	130	112	124	1187	1461	429	8749	3832	451	8	1134	1410		54423	46621	61589	48262	100965	119834	177812	269745	147727	140244	266577	179264	185301	237063	199697	219558	298426		32398	22525	28274	30282	61841	71622	81478	120722	80060	79916	109557	126296	130503	106254	98692	113407	169465	
3212	"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ..."	224	206	486	703	1657	2004	1580	1577	881	1006	969	724	653	1078	1361	1479	1421		25107	30889	37033	50845	54000	61228	72805	87867	74676	77772	91966	86261	67728	67003	70431	75581	107153		9840	14060	20151	27809	30183	43124	59331	55509	39721	48147	55058	52523	55123	53294	46986	45165	53931	
5911	"Textile products and articles, for technical use, specified in Note 7 to chapter 59"	206	265	385	348	225	227	318	725	861	914	961	558	1312	970	537	406	1423		48438	49946	60261	44447	43286	51726	64911	109823	117813	122012	122024	110049	126983	186396	155044	167450	188524		13782	18820	24277	30579	38512	40083	49462	45648	35734	42165	47838	47230	50651	54860	51547	54043	58101	
2922	"Oxygen-function amino-compounds"	2573	2038	2583	2782	3305	4007	4886	3889	3433	3315	2708	3241	3838	3795	2569	1953	1445		214602	228310	280444	425492	318799	370481	415031	449801	423510	478351	603399	578735	587610	554230	473439	451427	523145		49772	59702	72276	86543	93329	106305	130879	171978	140328	177222	185731	146007	162998	152254	162635	160148	183930	
9613	"Cigarette lighters and other lighters, whether or not mechanical or electrical and parts thereof, ..."	460	504	456	824	1371	877	1842	2028	2104	1669	1435	1643	1903	1537	1416	1654	1503		62010	57542	58371	72251	84480	75921	92285	100046	78457	80310	107198	114120	130042	122105	71988	54563	86505		8903	8912	10134	14562	18881	20596	19944	19960	21167	25016	25958	28039	29868	31255	30067	26623	27607	
4821	"Paper or paperboard labels of all kinds, whether or not printed"	458	691	1166	1721	1610	1731	2037	2081	1976	2225	1982	2272	2107	2197	1565	2205	1506		61702	74763	108765	121692	128052	150615	184391	190944	162154	164295	224206	200130	193070	207455	190353	182355	317157		16572	22988	23716	29568	28598	31143	40445	40429	35663	38848	40356	40387	42673	48910	41765	45125	41850	
3401	"Soap; organic surface-active products and preparations for use as soap, in the form of bars, ..."	1436	1013	967	943	1348	1483	1967	2406	1923	1599	1472	2025	1876	2135	1131	1124	1522		60987	101998	143502	148838	128031	135638	183013	201714	183425	172624	228705	217711	216982	270923	275771	310308	441669		8790	4985	6895	8645	7952	16188	21402	27613	37758	48294	73541	69992	84793	85330	93694	90575	106352	
9405	"Lamps and lighting fittings, incl. searchlights and spotlights, and parts thereof, n.e.s; illuminated ..."	1263	1085	881	882	1014	2058	2103	1981	1399	2012	1714	1707	2064	1759	1205	1066	1549		239149	164954	242316	279716	305278	344699	428081	499037	500104	551753	784306	793092	959868	1005534	955539	978658	1427506		38078	45090	61542	87573	115613	174339	252858	302559	199143	304581	402732	360597	496017	572905	507098	358865	315025	
5603	"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s."	928	1800	2917	3917	4193	3522	3260	4087	2940	3293	4327	3122	3721	1784	1525	1432	1559		164041	217147	234697	260782	226130	269713	311147	337562	286830	319001	388547	366017	332205	360534	300526	325122	410128		52322	76887	107263	143133	163282	182622	244004	298339	267582	313933	313550	236415	268295	269992	258721	192737	219157	
9403	"Furniture and parts thereof, n.e.s. (excluding seats and medical, surgical, dental or veterinary ..."	1041	954	463	1306	1632	2346	3233	2222	2603	1745	2833	2643	2356	2260	1267	2267	1572		412744	462715	549114	649594	695373	739976	871671	916658	761685	794422	962655	961584	901032	885231	864864	886422	1329662		62129	54212	57222	100180	139772	211370	285679	305919	208278	242083	348733	289724	374673	352095	305812	212004	207108	
9025	"Hydrometers, areometers and similar floating instruments, thermometers, pyrometers, barometers, ..."	137	158	297	417	835	210	393	574	329	470	522	642	697	793	651	908	1602		29392	21407	33188	34979	42394	43881	62926	66050	66967	80343	138767	127333	152856	181526	163940	178448	241109		10637	12885	18275	24667	28729	32456	41684	46277	32506	45441	53254	53739	57468	64433	68448	82489	93642	
9028	"Gas, liquid or electricity supply or production meters, incl. calibrating meters therefor"	201	186	41	42	770	1391	2608	2273	2349	2529	3126	1743	938	704	442	1032	1643		28196	31567	40092	46225	44711	46265	72209	63227	55195	47076	59852	56362	40594	33857	33935	26303	58482		11970	31007	37421	43836	52788	47135	41142	52644	55610	46729	47540	47778	56682	63073	50762	41368	35607	
2921	"Amine-function compounds"	205	467	899	1091	704	1001	1026	1357	1008	1109	1433	1358	1667	1621	1837	1775	1653		139796	134256	164584	201005	226391	311525	221505	263892	235250	262813	341330	253913	267706	283981	255349	232669	272955		54498	58044	65935	71365	84045	80130	89925	105642	98071	117154	122894	104944	100110	100699	86384	72981	105391	
1105	"Flour, meal, powder, flakes, granules and pellets of potatoes"	0	0	4	21	49	50	12	25	67	57	0	1652	2322	1566	1529	1555	1664		67316	80663	97394	86970	57089	93997	135012	143356	117306	116855	135011	133247	128329	150209	120635	107004	118280		158	260	196	115	180	169	215	421	184	275	479	2318	3426	2413	2313	2897	3326	
6203	"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ..."	297	391	731	669	1270	685	629	2471	715	1196	1374	1549	1184	528	681	584	1686		344031	362665	457954	528472	451660	523727	603655	776448	701693	711886	880434	816126	889130	984034	834024	830047	1124677		24177	29925	44849	82601	102278	118082	169278	251561	229240	307028	341362	293315	367141	345528	303431	253757	224565	
8215	"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ..."	163	32	68	3	65	36	44	74	1	1	0	9	1	1	8824	8708	1687		15918	11982	15197	20334	24276	27854	28323	41695	33989	29333	61111	59548	66102	68651	65214	51941	54742		6290	4833	8126	17274	23811	36590	45123	46432	39387	50064	66700	49165	38628	46141	55595	30995	26016	
3811	"Anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive ..."	349	424	402	733	1354	2436	1714	2171	2608	4230	3904	1382	2134	1895	1851	1768	1696		62536	54769	86379	95722	119418	255351	275663	370237	304967	556990	695191	253154	196736	204165	182561	158995	218748		39344	50916	61167	80303	86603	121968	135085	163383	148316	170550	187941	188169	201946	207334	187461	176928	203741	
3006	"Pharmaceutical preparations and products of subheadings 3006.10.10 to 3006.60.90"	286	961	1009	2041	3124	2181	1845	2399	1639	1742	2180	1947	1802	1823	1991	2061	1703		216078	304403	261193	346091	400024	507715	577929	635243	754058	736870	785131	1049923	1153994	1283448	1191333	808549	1039571		44875	58658	79020	102433	108454	106939	139175	146967	115924	132140	141272	130512	126403	139185	120164	128314	126983	
8457	"Machining centres, unit construction machines "single station" and multi-station transfer machines ..."	24	0	0	0	45	15	17	1898	109	909	17	2603	51	1222	1181	0	1759		55950	50546	54079	58083	75284	94826	157403	165303	75109	89163	127588	140304	139326	163833	166466	145479	205584		38335	80144	86611	130933	181625	176648	213231	212256	66239	138248	231656	263682	254217	272875	268031	265425	258399	
7307	"Tube or pipe fittings "e.g. couplings, elbows, sleeves", of iron or steel"	2660	1162	1001	1352	1543	2433	2412	4779	2276	2119	3420	2854	1639	2260	1908	1519	1803		97265	107628	159395	220652	225103	268916	403041	485250	379559	373380	531948	483542	484313	463485	400708	351895	450984		32012	46287	47540	63001	84356	97082	121673	144068	96396	108277	138885	154910	180365	165934	186609	202061	166712	
2203	"Beer made from malt"	0	18	37	527	634	288	119	311	359	386	654	688	1072	1051	1386	1432	1813		1088158	1327157	1524137	1537723	1551074	1813251	1929238	2092671	1923148	1817824	1910915	1981963	2003111	2041298	1887692	1911491	1966335		138	140	224	1822	1780	1406	1222	1360	982	1352	5032	3651	5090	7225	9018	9176	10121	
9013	"Liquid crystal devices not constituting articles provided for more specifically in other heading; ..."	17	421	20	40	15	46	108	14	95	231	24	39	35	16	43	84	1862		55641	62922	68770	85332	104162	109240	99944	134716	94629	105317	125800	113612	157383	170543	166976	168694	229881		20050	20566	18020	14758	18200	22173	35475	41947	36278	47238	57294	153354	265575	290365	327240	305711	345964	
8448	"Auxiliary machinery for use with machines of heading 8444, 8445, 8446 or 8447, e.g. dobbies, ..."	30	78	189	136	84	103	111	636	817	1188	1060	1567	1469	2343	1664	1736	1872		26809	26368	29890	23114	34315	35510	47227	27600	19198	21986	30199	22905	22746	24767	21003	20886	32929		91190	155465	220955	226006	191996	181386	212733	155441	107694	156040	187256	182140	202176	211332	165348	170876	159902	
6807	"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch"	8	100	68	24	444	171	198	62	348	130	166	164	102	364	739	959	1939		18327	17088	15812	13961	12131	14396	11367	18536	21974	21824	38089	33644	26300	31037	35538	41102	48658		6359	8051	8916	12370	15702	29442	21746	22950	23880	24537	23249	18277	20820	19049	14349	13308	15833	
8504	"Electrical transformers, static converters, e.g. rectifiers, and inductors; parts thereof"	2778	2005	1102	1261	2081	2291	3228	4693	2486	1794	2719	2855	4081	1698	1289	1449	1965		857915	731192	913561	996806	983115	1067393	1386427	1307089	1432149	1948834	2401770	2285451	2509315	2731628	2372553	2184095	2719243		124727	197928	236123	305033	367916	411948	486618	565681	481441	522822	682074	599499	698991	728300	731128	776451	1018910	
7602	"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ..."	0	59	40	0	333	284	2214	458	815	1424	1042	891	980	665	656	951	1992		151652	182889	216189	277897	353958	613198	618837	505593	376213	494173	586487	561649	427047	432558	501129	429380	487516		9482	7945	15281	14368	24916	22207	43086	34567	18277	39951	47477	35825	35651	57871	66241	63155	124087	
4819	"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding ..."	712	298	292	318	3944	600	580	1397	1410	1668	1013	543	671	2726	1848	2025	2061		402839	441259	574153	629310	710659	727397	847265	907198	770306	774583	970091	947018	865199	984380	1301454	1155959	1412021		27957	30988	41855	53607	60778	68831	67121	67940	57088	68571	64733	67510	68148	65923	58327	59796	50818	
9406	"Prefabricated buildings, whether or not complete or already assembled"	2352	538	788	1070	4149	6642	1986	7208	5314	8597	16054	4748	6538	2638	2169	515	2074		118546	136273	163092	218935	227204	317454	379128	377503	238056	300560	456420	404585	394474	466932	571326	470064	739953		11299	5584	6282	14183	25349	19607	25786	35423	23025	37858	45173	26730	28016	24361	18661	42363	16993	
7308	"Structures and parts of structures "e.g., bridges and bridge-sections, lock-gates, towers, ..."	1814	2483	2169	4637	4220	6385	4065	6727	2557	2625	2702	3365	2563	5588	3256	2930	2121		448147	456616	516955	724842	769486	851367	1187047	1378606	1062771	1380014	1372043	1291090	1367445	1266265	1042139	1503252	1913032		152674	126554	64760	83885	97982	112866	143997	215771	119006	122001	207140	208350	237633	263006	291330	392202	305855	
0802	"Other nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts ..."	0	183	116	0	370	379	2009	604	954	0	472	729	215	227	764	1133	2145		34691	38741	83405	117817	168603	186113	192790	198690	195321	202173	248920	260457	281491	316703	332131	376669	388632		4487	18671	18436	28654	48028	74410	93656	142357	158467	143728	169477	251984	212751	199347	226597	297162	311405	
9619	"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ..."	0	0	0	0	0	0	0	0	0	0	0	890	1715	1990	1871	1583	2164		0	0	0	0	0	0	0	0	0	0	0	610802	644943	674496	602530	607882	626043		0	0	0	0	0	0	0	0	0	0	0	79925	78970	98947	96448	136569	104563	
2842	"Salts of inorganic acids or peroxoacids, incl. aluminosilicates whether or not chemically defined ..."	7	0	0	30	445	42	807	271	237	1638	823	1826	512	2919	3219	2734	2173		5433	8990	15238	29694	22667	30063	29860	47203	34445	35444	44273	30385	72558	77717	161311	179303	197044		2486	3069	4166	4700	7292	6616	8830	12659	8036	11890	13195	12715	12031	15594	12020	13868	14693	
2008	"Fruits, nuts and other edible parts of plants, prepared or preserved, whether or not containing ..."	189	171	383	616	537	1391	995	957	1256	807	1489	1109	1179	1574	1999	1967	2209		161659	162256	225503	273752	276801	338507	498120	529961	537329	513546	576497	615448	614434	631256	672643	732234	936215		2693	4692	4635	7303	20857	22646	26849	25565	20766	18732	36169	27415	32889	42797	51489	33869	30421	
8531	"Electric sound or visual signalling apparatus, e.g. bells, sirens, indicator panels, burglar ..."	2346	2100	2571	874	1461	2067	1715	1641	3338	3975	3865	2953	3377	3679	3683	5025	2226		255509	332877	290101	527214	553483	512954	662411	1068587	771828	941663	851399	809079	680534	939201	754219	600996	725354		32711	39819	111033	530613	1120127	1243779	1333236	1267188	1365425	1763014	1894982	1077339	202180	199917	184919	192467	201246	
7305	"Tubes and pipes, having circular cross-sections and an external diameter of > 406,4 mm, of ..."	0	14	69	523	416	90	128	50	1399	85	193	196	119	167	29	43	2250		27626	37386	61064	77315	104779	134040	255612	339771	431266	230406	323827	276899	497739	267024	345051	461954	339622		361970	79826	180049	8766	4812	17367	7350	4494	4059	12938	4396	6060	7636	10731	152279	125030	80446	
8484	"Gaskets and similar joints of metal sheeting combined with other material or of two or more ..."	228	260	355	292	551	382	433	609	227	189	396	398	378	1321	1581	1921	2256		14956	19191	24448	36830	37121	37963	50595	51057	52239	51176	59795	62237	88008	146094	132253	137430	182695		15078	19192	24403	29156	32538	36689	43182	51087	41283	65999	70663	68584	80970	88186	89538	91632	101705	
3822	"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ..."	594	809	726	1181	1226	1201	1463	1523	1246	1063	871	1522	1868	2320	1624	2337	2262		162567	217495	312039	372696	335578	538175	577579	676235	739172	846975	1139212	1146440	1353064	1676124	1538900	1785078	1968263		50939	65197	73474	105997	110976	139186	189361	223938	190391	204966	224536	226499	235595	255168	238745	244166	249749	
3905	"Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers, ..."	583	1017	1266	1336	1319	1058	1918	2646	1554	1778	2775	1966	1587	2461	2154	2611	2270		127489	119481	152108	176891	157890	208173	184840	240084	185635	196841	235672	276609	305380	273311	237374	241385	292775		16222	22361	28643	41719	48792	57345	69767	78639	60899	76153	98431	95777	99461	103121	99522	106076	111302	
