Product code	Product label	Turkey's imports from Brazil-Value in 2001	Turkey's imports from Brazil-Value in 2002	Turkey's imports from Brazil-Value in 2003	Turkey's imports from Brazil-Value in 2004	Turkey's imports from Brazil-Value in 2005	Turkey's imports from Brazil-Value in 2006	Turkey's imports from Brazil-Value in 2007	Turkey's imports from Brazil-Value in 2008	Turkey's imports from Brazil-Value in 2009	Turkey's imports from Brazil-Value in 2010	Turkey's imports from Brazil-Value in 2011	Turkey's imports from Brazil-Value in 2012	Turkey's imports from Brazil-Value in 2013	Turkey's imports from Brazil-Value in 2014	Turkey's imports from Brazil-Value in 2015	Turkey's imports from Brazil-Value in 2016	Turkey's imports from Brazil-Value in 2017	Brazil's exports to world- 	Brazil's exports to world-Value in 2001	Brazil's exports to world-Value in 2002	Brazil's exports to world-Value in 2003	Brazil's exports to world-Value in 2004	Brazil's exports to world-Value in 2005	Brazil's exports to world-Value in 2006	Brazil's exports to world-Value in 2007	Brazil's exports to world-Value in 2008	Brazil's exports to world-Value in 2009	Brazil's exports to world-Value in 2010	Brazil's exports to world-Value in 2011	Brazil's exports to world-Value in 2012	Brazil's exports to world-Value in 2013	Brazil's exports to world-Value in 2014	Brazil's exports to world-Value in 2015	Brazil's exports to world-Value in 2016	Brazil's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2209	"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		296	287	282	375	479	992	1351	2307	1015	1763	2063	1817	1867	1939	1162	1042	1327		125	180	386	260	635	705	227	466	293	412	618	433	555	722	710	462	436	
2301	"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other ..."	316	0	0	424	134	0	0	0	0	0	0	0	979	0	0	0	0		1712	4756	6948	10669	10272	20852	27513	34874	12953	22226	26264	48662	61011	60783	64695	54701	70465		17971	9325	13036	34196	28436	50741	64519	58800	59201	78871	69232	104726	153240	125191	138736	172508	167212	
2303	"Residues of starch manufacture and similar residues, beet-pulp, bagasse and other waste of ..."	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0		134	61	52	37	135	7	19	7	45	25	89	44	97	389	17	40	41		240	1544	2670	10150	26721	43122	165791	293336	159935	198716	120643	191378	272729	228985	206710	329602	445186	
2306	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2203	3329	1707	1533	3	121	103	347	661	280	836	687	516	412	1689	1147	759		6661	8841	13797	59971	40347	49172	72684	74873	51322	127546	182821	223258	179791	251182	224117	189809	200043	
2832	"Sulphites; thiosulphates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		365	409	544	759	606	500	509	709	407	523	834	680	388	641	506	684	876		454	645	744	1001	1400	1014	1610	2034	1124	1445	1101	1147	1294	1098	1215	1294	1259	
2836	"Carbonates; peroxocarbonates "percarbonates"; commercial ammonium carbonate containing ammonium ..."	0	14	21	102	99	10	0	0	0	17	1	0	55	57	44	0	0		4191	3671	4867	4384	4351	5301	5867	6448	5710	7165	10121	11860	13714	14531	12999	8854	11466		33939	49656	60614	70041	72120	78210	107272	130329	128949	114124	116652	112055	106731	114331	84445	97739	76997	
2850	"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ..."	0	41	12	0	0	0	0	0	0	0	0	0	316	131	0	0	0		8624	4984	4344	5011	9508	6508	8721	11640	6533	6207	558	234	468	1157	1506	751	678		147	177	228	234	317	345	440	277	678	851	874	553	1228	1190	1009	1186	1378	
2910	"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25210	23891	50677	25064	24226	30507	45983	33709	48280	32737	44602	56885	43406	53321	65081	41678	59291		2728	3774	5017	4611	2274	1159	1619	2302	1284	1595	2608	3087	4599	5237	4123	3180	4150	
2929	"Compounds with other nitrogen function (excluding amine-function compounds; oxygen-function ..."	0	0	1587	41	0	0	0	0	0	0	0	0	0	0	0	0	0		29012	30768	21762	21113	14609	10770	18878	19687	14349	14189	11621	8604	3637	1907	938	1390	1327		65508	84075	108338	128028	126732	136771	138887	158352	113983	125408	148542	165832	192932	186357	157124	167801	288498	
3606	"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		829	624	372	747	609	553	1067	895	763	1076	449	613	692	380	624	786	919		268	494	365	436	800	897	1730	1695	1264	1321	1763	2684	3155	3212	3413	3020	3260	
3701	"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ..."	0	0	9	274	791	472	106	1189	2400	2879	1032	833	118	176	103	12	0		48026	37104	48071	47898	49333	42568	42375	43094	33629	34853	29258	34455	46844	48012	34961	27891	27685		41213	49798	65703	82448	96716	105272	131978	129716	129968	138488	147321	133576	133320	122000	97782	90470	82459	
3703	"Photographic paper, paperboard and textiles, sensitised, unexposed"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		59323	41239	36664	54032	44822	39492	32855	25380	20030	16407	15916	15287	8942	5732	2321	1361	1661		18143	18181	19687	23369	24027	24523	19634	15425	13551	14937	16184	15010	13756	12331	10898	10756	10323	
3706	"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ..."	0	0	0	0	0	0	0	0	0	4	0	1	6	0	0	0	0		1	4	0	40	17	2	49	34	8	9	6	4	27	218	0	0	1		1747	2974	3216	6210	8637	7074	8626	9575	8011	5408	6512	4946	3423	185	206	0	1	
3814	"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ..."	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	51	0		8580	2483	2410	3460	4092	4630	5290	6808	4848	5457	6729	7804	7755	6527	6550	7183	6042		3325	4864	7367	8790	9508	10918	15593	20325	15189	17419	33138	21617	22648	23205	20344	18713	19470	
3817	"Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3435	2371	7339	9110	9004	8859	16444	15119	10952	16888	23294	25935	25160	28786	9818	17457	18274		46934	52373	59656	68387	86608	88039	88866	102490	90285	103892	120997	136744	162869	148464	106352	99478	106976	
3405	"Shoe polish, furniture wax and floor waxes, polishes and creams for coachwork, glass or metal, ..."	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0		3823	3476	3155	4202	4166	5601	6998	7031	5370	5809	4673	4429	3165	3651	2824	3172	3200		4201	5250	6167	7120	8673	9202	11855	12697	11018	14005	18092	16787	18218	17888	15594	14846	14504	
3914	"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		84	99	56	207	167	272	236	356	317	348	535	455	587	732	1175	1195	1254		2890	3808	4922	6209	5518	6763	7172	10469	8515	7411	10615	9817	12289	14347	14371	13308	15607	
4015	"Articles of apparel and clothing accessories, incl. gloves, mittens and mitts, for all purposes, ..."	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0		2511	962	1135	1366	1201	1022	1562	1505	2944	2213	1140	1458	1162	1846	1332	777	3582		7436	10530	11169	22453	22511	30608	45747	48461	54963	76639	104993	108755	109230	109732	126392	136154	156584	
4017	"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s."	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0		79	169	58	112	181	232	305	204	105	147	187	241	279	382	334	203	117		363	444	612	765	1136	1361	1669	1669	1275	2023	1523	864	1517	1555	1226	1236	1273	
4106	"Tanned or crust hides and skins of goats or kids, pigs, reptiles and other animals, without ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1902	1259	930	425	1994	2017	1230	771	1232	366	1357	1516	2582	1255	407	300	1602		7766	2316	1905	1973	4165	5079	4423	4096	3420	6800	10291	11030	11110	10981	7601	9528	8409	
4108	"Chamois leather, incl. combination chamois leather(excluding glace-tanned leather subsequently ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110	"Parings and other waste of leather, parchment-dressed leather or composition leather, not suitable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4111	"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5110	"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0		1	0	128	0	0	0	70	172	140	0	298	620	560	679	597	564	91	
5111	"Woven fabrics of carded wool or of carded fine animal hair (excluding fabrics for technical ..."	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	17	75	165	14	11	2	23	25	31	10	16	76	13	23	343		32499	36404	41437	54413	49161	52272	53085	52510	44073	50564	49895	47542	50315	41472	27099	22450	30382	
5305	"Coconut, abaca "Manila hemp or Musa textilis Nee", ramie, agave and other vegetable textile ..."	0	0	0	0	0	0	209	77	0	46	26	29	29	0	0	0	0		0	0	42	82	192	208	137	31863	18487	21033	30723	32483	29000	54130	53643	45724	31792		28	22	15	182	477	467	862	609	295	277	420	601	512	321	480	300	189	
5401	"Sewing thread of man-made filaments, whether or not put up for retail sale"	0	1	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0		3129	3641	4769	5724	7298	8223	11851	11363	9379	11973	12685	11582	10258	9285	6990	7600	7912		5796	8530	10677	9192	10322	12851	16472	16639	15495	22096	22158	18099	20579	17712	14141	14000	12761	
5504	"Artificial staple fibres, not carded, combed or otherwise processed for spinning"	25	0	6106	10212	7768	1726	7965	1965	4099	14145	2656	0	418	0	0	0	0		5267	8921	24589	28517	23398	14642	27656	13614	14877	19296	4045	1290	1224	2	2	4	23		77934	112770	144441	205902	192504	260699	435972	412925	399497	567085	689956	632905	512921	485351	479219	540988	547377	
5513	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3329	4696	7186	8653	14202	16354	10721	4467	3557	3937	5854	8641	7608	8118	9831	7932	4200		16825	28046	36305	67820	77830	91247	89570	88103	84508	89439	96250	48092	53444	47145	32804	27376	30168	
5514	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0		790	698	914	1652	2067	2237	2713	3208	1782	2153	3139	3053	2836	3703	3666	2058	2370		6645	8515	5933	5561	6712	7335	7635	7125	7990	20511	14529	10800	10759	11522	9938	7234	6987	
4418	"Builders' joinery and carpentry, of wood, incl. cellular wood panels, assembled flooring panels, ..."	0	0	0	0	1	0	53	185	73	140	90	116	58	142	196	0	0		169221	209700	250872	439551	414262	513481	406013	401925	236306	225171	211902	209458	252932	262390	274353	288540	320575		15371	16775	16711	21444	22667	35859	50027	61253	33548	44382	61297	60935	97472	90323	82485	67026	65653	
4809	"Carbon paper, self-copy paper and other copying or transfer papers, incl. coated or impregnated ..."	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0		865	1525	586	1128	860	922	1001	1114	3634	9840	11029	13951	17134	12575	16005	17345	18768		8039	17419	20641	29303	29593	32471	38111	42830	34286	52772	54029	47064	46558	51738	44415	34416	36424	
4814	"Wallpaper and similar wallcoverings of paper; window transparencies of paper"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0		2	5	0	53	5	6	6	24	52	33	28	152	59	76	47	28	52		1415	2006	2507	4084	5643	7847	13665	19332	19515	30959	42862	44137	57716	84607	76084	17571	16270	
4903	"Children's picture, drawing or colouring books"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		133	22	65	94	234	220	254	663	326	237	268	336	246	338	626	621	975		49	82	179	527	576	902	1363	1156	1467	2165	2992	4111	2457	3091	2916	3035	4159	
5608	"Knotted netting of twine, cordage or rope, by the piece or metre; made-up fishing nets and ..."	0	0	0	0	30	0	28	0	0	0	0	0	0	0	0	0	0		3080	1350	2079	3342	4060	2863	3711	3693	2982	4468	3098	2918	2505	3257	2274	2259	2307		1498	2525	4737	4855	7139	8614	11772	9118	6029	9884	15029	11635	8478	6919	10178	11087	11324	
5901	"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		136	77	116	259	245	357	351	219	141	396	633	510	767	943	881	845	746		691	1077	1280	1224	1477	1316	1880	2397	1937	3063	4412	4159	4776	4026	1806	1236	1399	
5904	"Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		39	1	150	97	27	0	0	0	1	0	0	0	0	0	0	0	4		182	431	241	359	345	746	408	708	645	1194	334	1127	1682	863	715	912	1050	
6003	"Knitted or crocheted fabrics, of a width <= 30 cm (excluding those containing by weight >= ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0		0	0	3	21	3	136	205	136	188	156	193	185	161	139	134	137	89		0	1183	1345	1581	3966	3273	2617	1775	1540	2287	2666	2847	2359	3379	3244	4109	3563	
6006	"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics "incl. those ..."	0	0	0	1	39	0	16	14	0	0	0	0	0	0	74	0	0		0	7892	10079	17813	20242	26123	27700	27222	13400	17745	17222	15806	16180	17630	18928	17407	21255		0	45468	55021	51043	39607	41537	56048	66018	67741	102960	158442	87437	92506	89493	72937	80208	92516	
6214	"Shawls, scarves, mufflers, mantillas, veils and similar articles (excluding knitted or crocheted)"	0	0	0	0	2	0	5	0	1	0	1	0	0	0	2	0	0		122	252	200	255	396	186	181	319	207	248	679	303	323	461	305	384	302		3596	4440	6858	12253	14591	16081	21079	36257	32695	42839	51552	45230	51521	56333	56067	39745	26361	
6304	"Articles for interior furnishing, of all types of textile materials (excluding blankets and ..."	0	0	0	0	23	0	0	0	0	2	0	0	0	0	0	0	0		7188	4594	4503	3499	5423	4431	6767	5917	4302	4494	4377	2497	1955	1037	1031	1027	1103		1380	1529	1436	3775	8284	12370	21797	26938	20152	20360	20988	17037	15938	36368	53178	58656	49468	
6401	"Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which ..."	0	0	0	1	0	0	0	0	0	0	0	22	0	0	0	0	0		11470	7618	21671	20523	23039	5725	9297	12353	4227	2638	4665	4131	4087	4147	3349	1532	1601		155	254	382	636	816	1098	1442	1709	3278	5496	4228	4994	8355	5171	7676	4377	5621	
6501	"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1302	1297	1311	1462	1531	1710	3132	1485	883	1109	383	356	306	282	398	249	291		1	0	1	3	15	1	7	5	3	1	13	15	34	19	14	4	189	
6502	"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9	21	9	7	12	66	19	2	24	4	5	8	4	5	4	4	4		0	0	3	0	0	0	0	4	0	4	6	0	10	0	3	1	22	
6809	"Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0		1580	522	1049	1250	2039	7556	2130	2764	2837	1271	217	286	350	355	552	570	635		684	277	507	1697	973	1146	6160	9136	4532	5359	7359	10724	26714	20846	18424	12852	7659	
6901	"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	11	18	13	458	15	11	3	0	1	2	4	10	4	28	2		280	404	560	974	854	919	754	245	70	206	348	363	437	312	207	286	363	
7012	"Glass inners for vacuum flasks or for other vacuum vessels"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		277	296	218	232	80	61	2	0	0	0	0	0	0	0	0	0	0		72	129	106	124	72	23	0	0	0	0	0	0	0	0	0	0	0	
7015	"Clock or watch glasses and similar glasses, glasses for non-corrective or corrective spectacles, ..."	24	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4923	1557	12	28	12	32	16	116	62	68	53	29	44	24	29	9	27		1444	1911	1676	1604	2300	1714	1827	1869	1853	1387	1913	1397	1060	1579	1687	1233	1009	
7212	"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0		4300	3782	7692	10555	7983	11916	10392	8251	6553	6765	9018	5582	3544	4020	6183	6799	9293		8386	12882	13828	17778	17466	42158	109689	60904	48310	67898	61482	51979	54856	56954	54098	57984	61730	
7215	"Bars and rods, of iron or non-alloy steel, cold-formed or cold-finished, whether or not further ..."	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0		2383	2347	2865	5481	6067	8316	9593	12489	8836	12287	12728	15626	11202	10518	5691	2467	3194		8288	10786	18270	31548	36738	41512	57000	61122	43658	62332	90145	67463	71752	68645	47768	30252	38398	
7301	"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		30	21	78	204	110	663	724	1102	527	100	285	311	780	900	188	398	61		1409	707	6586	592	1720	1258	2933	1145	1014	1637	1682	4338	14206	13179	2438	2596	4377	
7503	"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		42	189	368	1184	1055	1598	2918	720	1135	2335	3870	2574	3509	4907	6832	3870	3937		0	0	0	0	0	0	0	0	1	37	66	14	0	0	95	135	298	
7603	"Powder and flakes, of aluminium (excluding pellets of aluminium, and spangles)"	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0		7001	9481	12524	8291	8055	8380	8914	9334	2669	5977	3770	2313	1121	2009	4536	3596	5798		2004	2643	3776	5369	6222	7939	9879	12488	7948	10844	16900	13003	14954	17022	14193	13755	12705	
7606	"Plates, sheets and strip, of aluminium, of a thickness of > 0,2 mm (excluding expanded plates, ..."	0	0	0	0	0	0	41	9	0	0	0	0	0	0	0	0	0		67448	45900	95120	184361	194533	289833	331011	296996	177271	146312	161870	120326	125895	232365	214234	191956	249808		74628	96900	108540	143404	186049	257131	334826	347732	208923	297625	362872	350467	409789	395446	417080	419129	475494	
7904	"Zinc bars, rods, profiles and wire, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	2	2	9	3	4	12	452	415	1	12	57	22	347	250	536	1226		1066	1062	852	740	698	801	1589	1506	1640	1614	1073	1556	1621	1301	1227	2131	2778	
7907	"Articles of zinc, n.e.s."	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0		323	279	246	418	649	802	1179	1398	1211	1446	2061	2023	1858	1286	1415	1186	1607		8224	1348	3274	6413	7289	6158	5104	7056	4195	5121	7296	6327	7753	7157	6946	7272	9726	
8002	"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	3	0	0	46	109	396	499	325	2492	5418	3342	2967	3158	1339	1628	1903		0	0	0	3	20	6	0	22	0	0	0	6	8	0	0	32	33	
8005	"Tin foil of a thickness "without any backing" <= 0,2 mm, whether or not printed or backed with ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	1	0	0	3	145	0	0	0	0	0	0	0	0	0	0	0		8	5	29	126	66	122	0	0	0	0	0	0	0	0	0	0	0	
7409	"Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excluding expanded sheet ..."	0	0	0	0	0	0	0	0	0	0	0	24	0	17	0	0	0		4021	1770	4318	7971	7212	18814	18314	25397	18741	28183	38265	33218	32279	41560	32826	32000	50111		10742	19705	23954	34639	41665	49925	69039	68543	31619	66700	71010	88188	81945	78714	76308	62622	69646	
8110	"Antimony and articles thereof, n.e.s.; antimony waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	19	12	9	0	0	0	0	0	0	20	1	0	212	0	0	1		35	223	385	237	140	983	1828	2242	2093	2156	3622	3316	2963	2350	2625	1853	1667	
8201	"Hand tools, the following: spades, shovels, mattocks, picks, hoes, forks and rakes, of base ..."	0	0	0	0	0	0	0	0	0	0	0	148	0	48	49	0	0		13407	14826	17056	22901	22306	21958	25482	32277	19667	24989	27693	28095	24748	24438	22512	20036	21583		1482	1843	2517	3810	5159	5614	6225	6605	4546	9536	16059	11721	11440	8764	7337	6967	6135	
8309	"Stoppers, caps and lids, incl. crown corks, screw caps and pouring stoppers, capsules for bottles, ..."	1	4	0	0	46	49	0	15	0	0	6	23	21	1	0	0	0		28584	21356	28733	61149	80096	78492	92083	72602	52105	62305	54640	73615	61358	76029	72684	64784	84826		18164	24463	32486	42866	63958	68864	84421	86125	74715	80042	87193	90723	97692	105228	102321	105273	104463	
8402	"Steam or other vapour generating boilers (excluding central heating hot water boilers capable ..."	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		21158	10518	13378	17818	29590	46279	41378	54156	47394	59618	62212	28656	63008	45310	46454	33241	15203		97230	198376	68993	30700	34589	52731	91608	175388	341611	216590	57362	339994	709329	155570	273721	420179	104572	
8468	"Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5505	4922	4304	5768	6834	3356	3603	1472	2990	1707	1786	1209	2664	3353	1496	1884	1644		2276	9487	4760	7833	9227	8935	9477	10906	10389	16373	9796	9244	11656	14385	9368	7329	10472	
8475	"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0		833	2062	1060	5003	7945	3181	1769	936	223	6042	3255	284	996	605	297	1459	535		15694	10459	18228	23005	36266	32326	52819	64628	14166	13660	42831	74959	35325	54532	84951	39423	44754	
8506	"Primary cells and primary batteries, electrical; parts thereof (excluding spent)"	4	0	0	0	253	256	0	0	0	0	0	0	0	0	5	0	0		20124	16707	14932	16162	22414	22227	26803	24003	18003	19683	13215	11810	13022	9229	13182	13493	12340		18149	24571	25050	35360	39585	41658	48348	50265	41592	53897	62410	57483	61066	62863	54890	52168	52086	
8442	"Machinery, apparatus and equipment (other than the machine-tools of headings 8456 to 8465) ..."	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		3395	2511	3631	3182	3466	4289	4927	4173	3567	6060	5870	7015	7258	5023	5912	5532	6382		4894	9794	15320	18804	14840	19202	34594	55103	35400	43016	34627	32899	32966	28921	29184	28759	23970	
8445	"Machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0		2912	3754	7003	6132	6913	10479	7840	5238	2068	5989	14124	7300	10715	10576	8828	9112	8498		195294	413870	555042	484805	389520	230731	675834	211651	74051	220604	534508	378357	565910	654871	290083	276399	333237	
8519	"Sound recording or sound reproducing apparatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1169	88	689	91	312	142	1	606	163	150	251	198	545	411	185	309	830		2751	4949	11460	13380	5969	4541	23238	19109	16620	22508	18098	15415	12053	11166	8250	6694	8940	
8601	"Rail locomotives powered from an external source of electricity or by electric accumulators"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	15	0	2	0	0	0	0	0	0	0	0	0		718	0	0	58	175	439	125	4781	593	339	367	533	125000	62740	47128	1195	1218	
8711	"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with or without side-cars; ..."	354	283	715	2723	3963	2732	751	150	68	0	0	0	0	0	0	0	0		61372	74845	137101	208874	274633	269289	246243	233677	129031	145156	158649	203781	220054	183562	135759	111353	156736		11838	8518	22218	99995	234084	364033	62577	51783	31290	54755	80826	104046	151445	178278	204341	240832	175092	
8805	"Aircraft launching gear (excluding motor winches for launching gliders); deck-arrestor or similar ..."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		80	301	5949	2122	0	0	2334	6202	5483	3489	8	5443	6274	11962	9576	9896	115		611	339	10414	6940	642	17026	7179	8139	14019	37090	29453	42592	54442	28740	33363	56637	40315	
9006	"Photographic cameras, photographic flashlight apparatus and flashbulbs (excluding discharge ..."	0	8	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0		522	226	207	167	187	7	19	35	17	25	140	150	50	77	107	161	155		7020	9956	13069	11908	14103	10961	7978	5121	4407	5737	6950	5284	6507	7859	7636	7127	8531	
9013	"Liquid crystal devices not constituting articles provided for more specifically in other heading; ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		971	4318	3322	8805	11667	13220	6864	9942	7188	8339	9537	3509	3506	3082	2751	2293	2952		20050	20566	18020	14758	18200	22173	35475	41947	36278	47238	57294	153354	265575	290365	327240	305711	345964	
9028	"Gas, liquid or electricity supply or production meters, incl. calibrating meters therefor"	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0		39138	22990	26981	37143	43552	76132	66376	87083	71592	64249	74355	62417	55343	69158	49743	48810	39917		11970	31007	37421	43836	52788	47135	41142	52644	55610	46729	47540	47778	56682	63073	50762	41368	35607	
9103	"Clocks with watch movements (excluding wrist-watches, pocket-watches and other watches of heading ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	25	12	9	7	2	3	4	12	2	43	119	0	10	34	2	12		791	855	981	1109	619	276	377	321	235	287	278	316	421	419	270	272	199	
9302	"Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ..."	44	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104805	0		1992	5912	845	3256	3101	1675	5776	5199	1807	1936	3204	5948	8024	7486	2380	5633	500	
9305	"Parts and accessories for weapons and the like of heading 9301 to 9304, n.e.s."	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0		2483	11078	631	612	925	763	696	1531	896	563	883	1035	1116	453	666	260	998		4090	17104	23756	41668	2106	2105	4348	4103	4255	5342	15177	7690	11866	10924	18477	9759	10787	
9502	"Dolls representing only human beings"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1406	472	1148	1338	1368	896	26	0	0	0	0	0	0	0	0	0	0		4013	3977	7238	13115	15560	16821	0	0	0	0	0	0	0	0	0	0	0	
