Product code	Product label	Turkey's imports from Brazil-Value in 2001	Turkey's imports from Brazil-Value in 2002	Turkey's imports from Brazil-Value in 2003	Turkey's imports from Brazil-Value in 2004	Turkey's imports from Brazil-Value in 2005	Turkey's imports from Brazil-Value in 2006	Turkey's imports from Brazil-Value in 2007	Turkey's imports from Brazil-Value in 2008	Turkey's imports from Brazil-Value in 2009	Turkey's imports from Brazil-Value in 2010	Turkey's imports from Brazil-Value in 2011	Turkey's imports from Brazil-Value in 2012	Turkey's imports from Brazil-Value in 2013	Turkey's imports from Brazil-Value in 2014	Turkey's imports from Brazil-Value in 2015	Turkey's imports from Brazil-Value in 2016	Turkey's imports from Brazil-Value in 2017	Brazil's exports to world- 	Brazil's exports to world-Value in 2001	Brazil's exports to world-Value in 2002	Brazil's exports to world-Value in 2003	Brazil's exports to world-Value in 2004	Brazil's exports to world-Value in 2005	Brazil's exports to world-Value in 2006	Brazil's exports to world-Value in 2007	Brazil's exports to world-Value in 2008	Brazil's exports to world-Value in 2009	Brazil's exports to world-Value in 2010	Brazil's exports to world-Value in 2011	Brazil's exports to world-Value in 2012	Brazil's exports to world-Value in 2013	Brazil's exports to world-Value in 2014	Brazil's exports to world-Value in 2015	Brazil's exports to world-Value in 2016	Brazil's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
5106	"Carded wool yarn (excluding that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	54	49	80	133	2	0	4	0	0	0	0	0	0	1	0	4		8290	12546	15820	15853	14088	13054	14301	15268	12313	10928	14765	12676	14167	15162	10877	9348	9801	
5112	"Woven fabrics of combed wool or of combed fine animal hair (excluding fabrics for technical ..."	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		5225	2204	3111	4351	5972	5343	5940	8011	2965	2760	3560	2346	1624	1288	1343	1047	946		54777	70557	98813	156134	153560	141294	161460	162995	101617	110891	145120	115705	91730	95518	87496	70048	74985	
5502	"Artificial filament tow as specified in Note 1 to chapter 55"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		11816	16492	20258	18523	20113	23255	28863	32658	37403	39845	38929	35017	49458	50462	24852	24283	31044		58781	65970	36072	55609	45060	51626	81043	60299	70764	69529	73375	94799	98798	111281	112084	103440	108014	
5505	"Waste of man-made staple fibres, incl. noils, yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0		424	200	302	237	420	324	147	0	490	381	218	265	323	253	369	31	55		2327	4852	8986	9932	11494	9326	13815	11082	5740	9220	11160	6724	4988	5770	4518	5631	9535	
5512	"Woven fabrics containing >= 85% synthetic staple fibres by weight"	0	0	0	0	0	0	0	0	11	46	11	19	0	0	0	0	0		702	76	342	633	539	1211	3296	2092	819	557	300	494	381	845	258	294	601		5245	6675	5130	6815	22456	10200	21761	20073	15626	24360	27774	21317	29415	40384	40345	28403	38468	
5515	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		705	250	489	1111	1106	1018	859	2123	1331	1688	2922	1085	1019	911	636	889	734		39471	84814	81109	91705	76393	88637	102322	99851	101692	144183	139121	114691	129470	125760	98203	84003	79449	
5609	"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ..."	0	0	0	0	0	0	0	1	0	0	0	0	0	2	7	10	0		69	178	94	255	144	198	287	486	281	358	308	599	451	480	670	519	545		372	394	506	701	837	1341	1890	1906	1576	1828	2064	2188	2753	2203	2039	2097	2898	
5703	"Carpets and other textile floor coverings, tufted "needle punched", whether or not made up"	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		4737	3863	4883	4321	5015	4778	6158	6809	3948	8292	4345	5074	4421	3749	2434	2740	3633		16937	21658	26582	43888	61307	56231	52603	57154	30253	42806	48481	42465	45887	45671	43872	31309	31145	
5903	"Textile fabrics impregnated, coated, covered or laminated with plastics (excluding tyre cord ..."	74	0	0	2	40	36	41	23	11	24	18	0	3	0	0	0	0		10185	6697	13705	14347	17675	22591	26666	31093	22377	36709	34201	39041	41238	30577	27890	24832	26099		35475	49876	61984	106842	132266	105711	115277	130497	115889	140271	193274	164289	184759	201020	167585	164291	190373	
5906	"Rubberised textile fabrics (excluding tyre cord fabric of high-tenacity yarn of nylon or other ..."	0	0	0	1	14	5	0	0	0	0	0	0	0	4	0	0	0		2534	2862	3717	5528	5788	6222	5429	5696	3421	4954	5486	4454	4455	4129	3234	4273	5701		7237	8392	7840	7910	7243	8939	10436	11686	9738	16517	22189	21663	24809	23544	22210	21607	26714	
6005	"Warp knit fabrics "incl. those made on galloon knitting machines", of a width of > 30 cm  (excluding ..."	0	0	0	0	0	0	27	16	0	0	0	0	0	0	0	0	0		0	1098	2265	2924	3774	4019	3788	3660	3557	12330	11527	12353	11675	13266	17683	15037	8037		0	12029	17293	25235	31920	43577	41424	34719	37755	47886	73777	39821	61476	50480	71525	121520	146904	
6105	"Men's or boys' shirts, knitted or crocheted (excluding nightshirts, T-shirts, singlets and ..."	0	0	0	0	0	18	1	0	1	0	0	0	1	0	0	1	0		11251	6903	6949	7778	8638	8684	7032	6895	4911	5602	6541	3961	3558	3591	3073	3337	3029		1968	1388	3010	2641	3276	6941	9896	24316	31549	40991	47105	33058	35683	39541	42633	26865	26806	
6113	"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ..."	0	0	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0		153	293	450	276	174	172	217	408	364	342	587	606	503	555	777	322	670		183	160	427	642	663	763	961	1372	1533	2057	2737	2389	3717	4594	4868	5537	4919	
6116	"Gloves, mittens and mitts, knitted or crocheted (excluding for babies)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		95	104	181	199	255	298	392	433	346	1455	1296	877	601	755	597	749	527		608	1462	4082	9789	5523	13437	25029	36264	26469	59295	80244	101965	76087	90018	77978	68684	46851	
5304	"Sisal and other textile fibres of the genus Agave, raw or processed, but not spun; tow and ..."	0	27	47	122	22	79	0	0	0	0	0	0	0	0	0	0	0		8590	12930	22017	27528	30988	31910	34306	0	0	0	0	0	0	0	0	0	0		233	282	269	524	259	387	0	0	0	0	0	0	0	0	0	0	0	
6213	"Handkerchiefs, of which no side exceeds 60 cm (excluding knitted or crocheted)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		84	72	59	144	105	124	124	118	85	116	117	70	86	81	96	51	8		34	33	122	129	279	766	1267	1210	859	902	1075	508	615	812	731	702	788	
6503	"Felt hats and other felt headgear, made from the hat bodies, hoods or plateaux of heading 6501, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		116	79	87	72	17	125	1	0	0	0	0	0	0	0	0	0	0		28	32	57	99	337	212	0	0	0	0	0	0	0	0	0	0	0	
6504	"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		97	80	78	153	264	201	94	86	65	78	144	186	146	83	58	75	61		315	348	632	454	386	598	515	696	430	1164	1494	1663	2598	1788	2363	2746	3352	
7014	"Signalling glassware and optical elements of glass, not optically worked (excluding clock or ..."	2	6	2	0	4	1	0	2	0	0	1	2	2	1	0	0	0		878	862	704	756	746	504	477	279	188	223	191	312	110	131	113	106	135		2040	2299	2112	2660	3061	3475	4761	4399	4088	4362	3938	3261	3862	2837	2792	3033	2790	
7020	"Articles of glass, n.e.s."	0	0	0	0	1	0	24	0	0	4	0	0	0	1	0	0	0		219	276	1393	3343	430	369	326	3748	5631	5903	5535	6092	6021	7591	6652	6526	6816		1577	2589	3648	7196	8141	8665	9959	12712	10190	12115	13962	13194	19286	28109	24419	23713	19811	
7214	"Bars and rods, of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		52310	77461	198477	191654	349233	328976	314845	386297	235985	244704	345814	253628	291628	278881	251401	295620	304734		4587	6115	7577	19101	16310	21363	28610	53465	22214	61278	74466	38947	75100	54452	48843	33466	62833	
7416	"Copper springs (excluding clock and watch springs, spring washers and other lock washers)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	0	3	5	9	0	0	0	0	0	0	0	0	0	0	0		87	70	116	102	60	58	0	0	0	0	0	0	0	0	0	0	0	
7417	"Cooking or heating apparatus of a kind used for domestic purposes, non-electric, and parts ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		154	219	53	15	92	238	0	0	0	0	0	0	0	0	0	0	0		27	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
7601	"Unwrought aluminium"	0	0	0	0	0	28	96	0	64722	50555	0	0	16512	0	18221	0	0		866074	1010005	1122270	1373222	1398726	2081626	2183179	1976935	1209334	1280349	1260973	1046494	824534	647900	556973	513968	405730		212092	291858	433354	599142	785431	1239573	1619895	1715744	1073850	1752178	2353232	2110921	2188966	2490682	2326951	1854285	2272962	
7604	"Bars, rods and profiles, of aluminium, n.e.s."	0	0	0	0	0	98	287	106	0	0	0	0	0	0	0	1	0		16212	16794	17118	33493	43807	43400	31411	29519	18763	28060	27961	26759	28243	21825	16977	17535	20257		9570	11111	13261	21281	25612	38655	54775	58253	33417	37895	45195	41513	71358	55141	59857	49295	64156	
7615	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of aluminium, ..."	0	0	0	0	0	0	0	0	0	66	14	7	0	0	0	0	0		20326	19721	35144	35840	42325	32872	42379	48448	30753	52358	61410	47535	52293	40640	46732	47954	47630		5173	6402	9171	12485	13934	13813	13475	19056	13533	25176	28518	30250	40031	33501	34086	27389	13346	
7805	"Lead tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0		4	1	0	2	68	0	0	0	0	0	0	0	0	0	0	0	0	
7806	"Articles of lead, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		422	312	192	832	590	604	548	1077	451	617	1241	717	965	1281	1254	796	1351		1795	1899	2406	4304	3537	3464	4314	2931	2587	6082	2679	3237	3341	4278	3079	3305	3712	
7905	"Zinc plates, sheets, strip and foil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	91	6	9	10	4	30	10	9	3	6	43	12	25	24	37	66		4	43	140	537	491	1197	1336	1535	958	1949	2342	3209	8778	6692	5393	5203	7147	
8003	"Tin bars, rods, profiles and wire, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		56	83	179	328	1081	1384	3278	4818	1707	5613	7844	7592	6349	5259	5305	4777	5316		182	470	808	1965	2264	2759	3577	2650	3058	2895	3106	3135	2988	3067	2408	1733	1531	
8004	"Tin plates, sheets and strip, of a thickness of > 0,2 mm"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0		0	2	5	10	13	0	0	0	0	0	0	0	0	0	0	0	0	
8109	"Zirconium and articles thereof, n.e.s.; zirconium waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3	0	0	0	2	0	15	6	17	6	50	47	66	165	195	80		328	769	126	211	186	137	158	347	251	214	731	909	1296	1195	1031	1096	1169	
8111	"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	39	15	0	0	0	0	0	0	0		307	211	590	721	833	1587	4608	6403	2606	3481	1172	1228	75	116	0	402	42		138	308	407	1013	688	893	2584	3630	1781	2786	4125	2535	3487	4527	3489	3004	5526	
8112	"Beryllium, chromium, germanium, vanadium, gallium, hafnium "celtium", indium, niobium "columbium", ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		17811	7866	12861	20504	34774	37460	44641	74485	36369	83590	121413	168794	135177	127113	87458	102367	113206		249	277	566	1058	982	1295	1597	4349	4624	1746	2628	2298	2612	3145	3879	4433	4030	
8203	"Files, rasps, pliers, incl. cutting pliers, pincers and tweezers for non-medical use, metal-cutting ..."	1	16	0	214	13	26	29	158	0	0	0	17	0	6	0	0	0		3675	3933	6129	9177	13677	14289	19787	21730	11835	15668	17408	19334	16666	14056	11837	10896	10472		4671	5928	8339	11354	13513	16370	18114	18858	12525	20205	35316	31468	32475	31676	24625	18205	16088	
8304	"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ..."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		13	13	29	30	268	93	355	883	42	38	81	64	57	78	53	54	148		112	169	202	604	966	843	913	973	705	1078	1746	1197	1415	2059	1670	1794	1088	
8308	"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base ..."	19	6	18	13	3	2	0	1	2	2	0	1	2	5	15	1	0		2070	1750	2076	2383	2867	3868	3915	4059	3587	4074	5540	4711	4342	4128	3582	2896	2965		9836	14360	17944	25785	29009	31401	40851	43178	35444	48576	51762	55191	57458	54948	42634	37589	44202	
8401	"Nuclear reactors; fuel elements "cartridges", non-irradiated, for nuclear reactors; machinery ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6	6	0	0	0	0	207	254	251	35	344	255	141	0	239	226	0		1	2	1	23	0	0	154	0	1095	0	0	1	3	0	0	0	0	
7229	"Wire of alloy steel other than stainless, in coils (excluding bars and rods)"	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0		896	932	1476	2149	3055	4343	5671	9527	3008	8686	8535	6775	6071	4212	5545	7134	7430		1531	2050	2686	4355	6751	8144	10069	13911	11367	16617	22573	18461	18949	22086	20392	25232	20182	
7313	"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5457	5631	6144	8754	7834	6388	9563	9863	7960	14933	9429	11572	11780	9708	6476	6686	7100		488	403	211	437	715	921	1846	1434	597	3832	1082	1387	852	1234	1181	508	346	
8420	"Calendering or other rolling machines (other than for metals or glass) and cylinders therefor; ..."	0	0	0	0	0	1006	0	0	1	0	231	0	0	20	0	0	0		826	452	1262	4265	4905	8844	6785	7298	3188	4711	7563	2937	5718	3835	4636	5624	13079		3651	11324	14003	11150	13451	12792	13275	12740	7909	13344	20231	16440	19517	15638	15001	27894	13719	
8444	"Machines for extruding, drawing, texturing or cutting man-made textile materials"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1040	722	542	888	2820	691	682	1329	689	708	3743	875	253	436	89	1239	105		13527	76367	76096	39114	23737	20345	54493	42825	22024	48333	58863	110063	132462	68792	98053	91250	89957	
8447	"Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, ..."	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		540	1845	2234	2144	1158	1381	2235	3738	2738	1610	1771	3069	4238	1798	3732	3820	1131		112720	374628	550265	390945	291149	239108	292295	195177	78368	217927	337297	328118	398128	376496	236377	256621	274093	
8469	"Typewriters and word-processing machines (excluding automatic data-processing machines and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1041	211	316	220	85	5	0	2	5	6	1	0	0	0	0	0	0		765	828	1961	1300	1518	4631	497	200	53	103	98	300	92	416	126	145	0	
8476	"Automatic goods-vending machines, e.g. postage stamp, cigarette, food or beverage machines, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	86	179	18	1	21	92	70	96	10	3	6	76	77	415	68	303		3394	1237	1161	4154	6531	6444	11621	14585	8338	9908	9669	8065	9645	7572	6837	7207	9015	
8525	"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception ..."	0	0	0	423	2705	10485	376	0	0	36	0	0	0	11	0	0	0		1115082	1227680	1196227	883964	2554481	2819845	2095043	3577	5279	6217	17996	10050	10638	8090	15850	5098	6126		524699	540423	720444	1210863	1435328	1792171	406822	384899	374584	353458	387023	276029	233808	206186	195684	223043	278141	
8534	"Printed circuits"	15	10	12	0	0	13	58	1	0	1	0	2	1	0	0	0	0		23482	25062	17431	14992	19386	14355	14084	11991	9058	12070	13680	12573	11331	4796	6414	3043	1827		21560	28551	12279	27837	40446	44566	65652	62698	54954	68191	87983	84835	84748	96997	95361	98948	125744	
8546	"Electrical insulators of any material (excluding insulating fittings)"	0	1	36	1	5	1	3	9	1	1	10	7	2	2	0	0	0		19790	22536	26788	39879	39227	62717	78496	69339	56839	61012	50705	45440	28103	13260	11414	14641	18907		14618	11777	11355	12520	14783	14713	19529	44681	37398	38713	56840	56851	59139	59219	53105	45897	44896	
8602	"Rail locomotives (excluding those powered from an external source of electricity or by accumulators); ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7785	0	10	770	0	31470	61874	19639	0	78109	17593	15560	42644	182	29404	20267	2345		0	0	969	249	1016	2499	5517	5132	2365	3376	8554	2426	4679	42650	50719	4114	2932	
8901	"Cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels for the ..."	0	0	1413	0	0	0	0	0	0	5844	0	0	0	0	0	0	0		3377	6578	5897	76688	32403	10109	7018	30187	80689	10051	44331	28622	51202	39676	11251	3199	5896		487984	259729	59777	209363	734628	177085	544897	741008	622729	853556	1113558	664397	357382	212008	317837	139844	565685	
9007	"Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	11	7	48	19	14	41	57	139	62	25	410	115	58	482	482	273		817	2185	2463	3663	5898	4364	6075	5877	4338	3363	6102	2790	2518	1792	2470	1632	825	
9012	"Electron microscopes, proton microscopes and diffraction apparatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		17	99	0	3	8	8	18	14	11	0	387	335	10	72	32	33	45		720	790	2810	3366	3615	5679	9593	7669	3138	6811	4536	8440	8425	7567	6640	5685	6236	
8712	"Bicycles and other cycles, incl. delivery tricycles, not motorised"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2212	1831	2053	1612	2090	1104	700	855	340	540	103	144	195	213	394	600	859		1852	1595	900	1575	4840	2273	2188	3111	2987	4639	7295	7645	9716	15147	16557	16667	20928	
9102	"Wrist-watches, pocket-watches and other watches, incl. stop-watches (excluding of precious ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		1218	440	2071	1454	979	488	1585	1699	2261	2141	2765	2198	1154	1567	1871	1766	2802		26470	39654	48491	78608	86565	95641	119070	149903	114186	174975	226111	201887	240993	236569	221112	190281	207896	
9108	"Watch movements, complete and assembled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	4	54	1	47	7	1	29	0	0	25	21	0	24	0	335	46		532	2408	2132	2193	2958	2589	1944	1379	1110	2077	2144	2255	3130	3014	2169	2690	2673	
9304	"Spring, air or gas guns and pistols, truncheons and other non-firearms (excluding swords, cutlasses, ..."	0	0	0	0	1	2	520	0	0	0	0	0	0	0	0	0	0		10	0	194	937	9	27	26	274	235	197	599	564	596	292	362	246	97		695	472	563	697	1228	1646	2975	2539	1682	2489	1891	2461	2771	3109	3792	2826	3697	
9501	"Wheeled toys designed to be ridden by children, e.g. tricycles, scooters, pedal cars (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		684	406	906	1705	1460	1621	109	0	0	0	0	0	0	0	0	0	0		1522	1042	738	860	2915	3630	0	0	0	0	0	0	0	0	0	0	0	
9602	"Worked vegetable or mineral carving material and articles of these materials n.e.s; moulded ..."	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0		1570	1464	768	595	690	1107	1392	1501	1454	1286	1706	1408	1696	1582	1696	1690	1662		2743	3647	4875	6886	7082	8032	8438	9508	8455	8401	9447	10337	13871	12847	14962	12589	14017	
9603	"Brooms, brushes, incl. brushes constituting parts of machines, appliances or vehicles, hand-operated ..."	68	5	0	0	0	0	18	4	0	0	0	1	0	1	0	0	0		28494	26480	26207	33462	30505	34511	44152	41608	34366	38834	38848	35427	31577	32922	29051	27958	30492		8020	10134	13542	18118	27102	26958	36884	40328	35658	50306	54530	60387	69602	75220	79825	78363	79554	
9607	"Slide fasteners and parts thereof"	0	18	0	0	0	0	182	5	0	0	0	0	0	0	0	0	0		2531	1497	2601	3800	4458	6098	9171	7724	5302	8678	9390	7292	5750	6216	8734	6485	7363		27526	44017	57386	65182	63606	71695	85311	64770	49749	71160	71059	71632	75817	79726	64263	64713	71921	
9610	"Slates and boards, with writing or drawing surfaces, whether or not framed"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0		53	60	115	92	114	175	149	141	156	152	130	127	86	118	104	125	149		121	192	132	325	479	462	949	1133	801	662	334	841	676	12448	3314	1087	1016	
9611	"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		34	141	498	389	151	225	377	298	118	103	131	101	84	151	106	74	176		853	1253	1523	2000	2495	1668	2204	2561	1708	1862	2116	2044	2026	2298	1865	1520	1718	
0401	"Milk and cream, not concentrated nor containing added sugar or other sweetening matter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1746	3776	1575	2890	2196	5893	10384	10811	9503	18606	14026	18247	16341	18008	13018	14260	16730		14	69	122	197	266	40	172	517	527	132	396	884	1574	2428	1566	1351	1788	
0511	"Animal products n.e.s.; dead animals of all types, unfit for human consumption"	0	0	0	0	0	0	0	0	0	0	0	0	677	46	0	0	0		20128	17593	19544	23042	31274	29826	37080	41272	52476	83694	74324	65403	72878	81825	75095	80816	113047		1393	1372	2408	3219	6103	6257	11250	9334	9547	11056	16205	14829	9254	16874	17196	20806	24208	
0709	"Other vegetables, fresh or chilled (excluding potatoes, tomatoes, alliaceous vegetables, edible ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5733	1664	2254	2092	2920	2413	5136	2172	1567	1841	537	461	1281	636	605	3998	1194		30	52	141	240	389	472	968	3007	1910	1388	2458	2217	2891	2597	1887	1690	1315	
0712	"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5312	4208	2608	3106	2470	1423	1002	2474	1143	1129	891	936	1165	1471	1115	710	440		1920	2555	5208	5171	4602	8140	9960	10523	7649	10245	10342	11548	12581	14088	18210	17331	20140	
0714	"Roots and tubers of manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2847	4262	5284	6534	7025	7119	7524	9353	9619	7722	6469	5710	5354	5373	4815	11705	6098		465	443	5	4	104	0	562	7014	10	9	11	11	2220	86	202	8616	35148	
0808	"Apples, pears and quinces, fresh"	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0		18143	31414	37851	72563	45773	31962	68645	80991	56328	55382	36077	48579	62942	31903	40727	18153	41884		608	1299	1423	1672	3192	3291	4730	3475	4409	3070	6270	3822	2209	2875	1170	592	661	
1008	"Buckwheat, millet, canary seed and other cereals (excluding wheat and meslin, rye, barley, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	8	28	45	289	8	29	8	86	171	447	2246	632	569	885	970	1088		287	600	358	535	681	113	265	754	1051	1055	657	3941	1354	1985	2325	3543	3218	
1105	"Flour, meal, powder, flakes, granules and pellets of potatoes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		22	26	46	25	45	32	17	26	18	10	47	28	57	106	145	134	149		158	260	196	115	180	169	215	421	184	275	479	2318	3426	2413	2313	2897	3326	
1204	"Linseed, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	4	0	48	1	2	2	8	15	5	9	17	9	2	2	4		13	19	33	159	1610	2773	9675	573	432	2616	21389	54621	26212	24929	16896	69128	82802	
1205	"Rape or colza seeds, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	240	572	0	6	0	0	8	0	39	0	0	0	531	165		406	83	56	1578	18197	58364	103849	148132	66215	150379	72222	99439	78743	213819	115316	106635	28426	
1211	"Plants and parts of plants, incl. seeds and fruits, of a kind used primarily in perfumery, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5132	5983	7073	5728	5264	6691	9129	12937	7534	9326	11485	11851	12081	13296	11739	12539	12219		1030	1301	1770	2324	2600	2725	2675	5234	3291	4235	4390	4940	5034	7135	6505	7623	9965	
1501	"Pig fat, incl. lard, and poultry fat, rendered or otherwise extracted (excluding lard stearin ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16	57	200	1293	1141	1522	2055	2837	3485	3831	5641	6339	4592	4454	3672	3427	3207		0	0	25	73	58	86	139	200	247	397	668	1703	2098	1595	1421	1395	1529	
1503	"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	1	13	41	51	46	61	35	4	2	0	2	0		6	8	14	43	25	91	52	75	24	131	98	144	75	139	147	106	60	
1522	"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		149	467	844	826	780	703	360	406	1312	1425	1798	2633	3109	164	269	818	2594		0	2	0	0	226	316	682	588	272	81	54	131	372	591	904	1101	1669	
1602	"Prepared or preserved meat, offal or blood (excluding sausages and similar products, and meat ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		312475	362040	434136	558513	805659	1097180	1368573	1796384	1437827	1268616	1487788	1420065	1342672	1314866	1204456	1170442	1036571		12	1	8	79	123	211	554	1460	414	759	924	1639	2430	3701	5412	3821	387	
1604	"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12628	8135	7011	9921	13657	15394	25996	29792	25445	16996	19920	21984	17052	15290	12585	10331	12360		288	341	634	538	753	1201	730	594	2169	2036	1363	1397	1000	3164	4038	4446	3916	
1801	"Cocoa beans, whole or broken, raw or roasted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3785	7000	3074	1875	1788	830	1709	1581	936	1052	2897	1976	1366	2039	21018	1634	2936		48609	68877	148020	153049	121805	98628	140908	158294	171672	230977	275472	243183	222428	266702	263600	281924	290959	
2001	"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		289	203	263	309	377	357	509	723	638	572	675	568	795	740	607	703	891		233	255	264	451	505	271	607	1249	957	487	795	468	560	867	591	575	703	
