Product code	Product label	Turkey's imports from Greece-Value in 2001	Turkey's imports from Greece-Value in 2002	Turkey's imports from Greece-Value in 2003	Turkey's imports from Greece-Value in 2004	Turkey's imports from Greece-Value in 2005	Turkey's imports from Greece-Value in 2006	Turkey's imports from Greece-Value in 2007	Turkey's imports from Greece-Value in 2008	Turkey's imports from Greece-Value in 2009	Turkey's imports from Greece-Value in 2010	Turkey's imports from Greece-Value in 2011	Turkey's imports from Greece-Value in 2012	Turkey's imports from Greece-Value in 2013	Turkey's imports from Greece-Value in 2014	Turkey's imports from Greece-Value in 2015	Turkey's imports from Greece-Value in 2016	Turkey's imports from Greece-Value in 2017	Greece's exports to world- 	Greece's exports to world-Value in 2001	Greece's exports to world-Value in 2002	Greece's exports to world-Value in 2003	Greece's exports to world-Value in 2004	Greece's exports to world-Value in 2005	Greece's exports to world-Value in 2006	Greece's exports to world-Value in 2007	Greece's exports to world-Value in 2008	Greece's exports to world-Value in 2009	Greece's exports to world-Value in 2010	Greece's exports to world-Value in 2011	Greece's exports to world-Value in 2012	Greece's exports to world-Value in 2013	Greece's exports to world-Value in 2014	Greece's exports to world-Value in 2015	Greece's exports to world-Value in 2016	Greece's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
5102	"Fine or coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used ..."	7	66	17	16	0	0	20	29	0	6	11	0	27	7	0	0	5		147	121	224	98	21	27	9	25	15	0	13	6	0	8	2	4	3		98	617	332	552	655	562	656	1364	2098	2881	4724	3771	3004	2774	1656	1719	1021	
3814	"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ..."	274	805	309	5	6	21	13	1	21	7	108	5	16	20	34	9	5		923	1636	1190	1230	1937	2055	1801	2211	1693	852	540	467	754	872	1372	1127	1468		3325	4864	7367	8790	9508	10918	15593	20325	15189	17419	33138	21617	22648	23205	20344	18713	19470	
4813	"Cigarette paper, whether or not cut to size or in the form of booklets or tubes"	0	0	0	0	5	0	0	0	0	21	1	1	3	1	0	0	5		10205	11889	8010	7246	5759	5946	661	488	100	1026	1470	3581	2599	2136	1069	2943	5770		28155	26431	33648	35712	35936	36233	41600	51228	54031	55469	51505	60949	63655	67117	61612	63879	68855	
7315	"Chain and parts thereof, or iron or steel (excluding watch chains, necklace chains and the ..."	15	5	0	0	87	15	28	63	3	67	66	132	166	13	66	12	5		1577	2669	1641	3574	2065	5161	3349	4823	2441	2221	2023	2432	2248	2552	2982	2537	2446		6545	8940	11865	18287	19157	26822	31209	35172	24566	29972	43638	40971	40558	41981	39382	39598	48159	
4008	"Plates, sheets, strip, rods and profile shapes, of vulcanised rubber (excluding hard rubber)"	43	59	117	142	474	1459	2269	1697	436	753	510	156	140	84	353	82	5		2664	2232	2590	3935	4016	4573	6445	5641	4117	4455	4424	1084	1684	1791	1902	1449	1619		14806	16438	20317	27565	31002	37514	53328	54109	38706	50310	73454	71533	85627	82967	59752	58275	59946	
7202	"Ferro-alloys"	0	0	0	248	6835	0	0	0	0	0	0	0	0	0	10	0	5		3734	4194	1202	4854	819	427	328	8985	781	1690	1085	36746	15528	315	422	573	1579		88397	139768	167236	334690	326984	357368	597070	920847	435859	649035	698009	606591	550926	571980	455039	371673	680271	
9030	"Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking ..."	18	0	6	1	1	6	0	2	6	4	117	16	43	5	1	0	5		2567	4695	2304	3332	2296	2594	2473	5098	2319	1844	2749	2340	3052	3241	1521	2737	2024		30216	26915	27402	36816	44053	52588	77624	101476	65432	80581	97264	88305	91741	93373	99575	92584	122143	
8487	"Machinery parts, n.e.s. in chapter 84 (excluding parts containing electrical connectors, insulators, ..."	0	0	0	0	0	0	6	10	3	8	11	7	35	37	6	2	5		0	0	0	0	0	0	1567	6119	6351	4707	3797	2690	5585	1598	1742	1328	2496		0	0	0	0	0	0	79284	117157	70624	53313	72962	58314	49267	79887	64790	83714	68497	
5702	"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made ..."	73	58	10	0	8	61	78	38	50	0	103	1	1	0	82	0	5		2011	1797	1962	2177	3044	2691	2292	1964	2346	1900	2214	2248	1799	1999	1870	1553	1661		4962	8103	10783	23170	21227	20510	21518	22137	15404	19564	23516	21940	28823	26881	21635	15135	13753	
5408	"Woven fabrics of artificial filament yarn, incl. monofilament of >= 67 decitex and a maximum ..."	9	42	66	13	79	50	126	33	32	20	24	29	6	0	3	0	5		1416	1542	2056	2509	2373	2414	3191	3296	2542	1715	2177	1407	1618	1855	1903	2151	2228		32753	52924	63679	71868	52650	55205	63536	53454	43634	52471	64293	48486	49895	52404	40754	28231	28706	
7325	"Articles of iron or steel, cast, n.e.s."	0	1	0	0	5	0	5	3	18	2	3	26	24	38	46	10	6		1007	1033	1145	1449	2912	2400	5463	4556	4891	2945	1587	28554	89529	5764	2046	2327	2573		2232	3370	7515	7395	8408	25852	29754	31254	11124	18326	12518	14160	12919	16436	12699	10434	10685	
5807	"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ..."	6	22	24	26	18	36	173	193	41	10	15	34	9	17	17	6	6		1533	1901	3212	8836	6989	8060	8377	8032	7644	5198	4363	3358	3378	3392	2431	2726	2544		9638	13595	15108	17735	17076	19177	23884	21423	18781	19653	20219	19674	19434	21772	18594	19907	18598	
8478	"Machinery for preparing or making up tobacco, not specified or included elsewhere in this chapter; ..."	20	0	1415	0	0	790	1051	2216	707	1	1924	6	1478	25	142	193	6		1748	2962	4532	526	2277	1808	7535	9125	7678	8819	8608	2337	6541	7970	4664	5540	27641		16706	15484	23586	36801	44975	35529	40887	16647	23862	36384	34845	22162	32086	36784	66476	25834	20539	
4808	"Corrugated paper and paperboard "with or without glued flat surface sheets", creped, crinkled, ..."	23	8	5	2	0	0	0	0	1	0	0	0	0	44	64	16	6		563	456	689	957	842	749	2354	3783	2957	4146	5249	4938	5682	6616	5587	4791	6775		1275	1440	1840	3250	3630	3421	4051	4935	3939	5611	10088	7898	9093	8792	5665	5315	7288	
5513	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	0	0	9	6	0	51	27	211	7	39	26	0	0	1	14	20	6		1107	616	761	399	439	1005	588	746	435	261	299	178	180	213	297	474	373		16825	28046	36305	67820	77830	91247	89570	88103	84508	89439	96250	48092	53444	47145	32804	27376	30168	
8526	"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus"	10	0	0	5	120	93	5	2	1	6	239	0	1	73	6	0	6		1166	1140	704	722	970	1205	4874	13093	11302	3885	25008	4359	2266	3012	2140	2741	5101		25668	36030	31807	62133	61169	83337	122288	117025	85299	130284	189265	171964	189149	207515	154813	143714	173136	
7216	"Angles, shapes and sections of iron or non-alloy steel, n.e.s."	94	48	22	0	10	83	11	31	108	19	13	28	63	0	5	22	6		4359	5766	6766	10485	17777	28139	40259	59715	29486	39561	73806	43892	37484	25207	20100	14848	17715		25720	49285	56038	124418	181310	245124	442948	317772	152648	209524	335934	363192	376086	252735	256389	251841	178180	
6103	"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ..."	15	45	32	64	112	60	93	19	4	22	15	26	12	31	4	9	6		4586	13263	13715	10834	9150	9117	8021	10337	8059	8856	7448	7672	7910	8575	6722	7107	9271		2688	1707	2802	3217	4228	5773	8184	14545	13705	24437	23809	22276	30541	34391	35799	41947	44759	
2922	"Oxygen-function amino-compounds"	0	0	0	0	0	0	0	0	0	259	216	0	0	0	0	1	6		310	415	340	1458	1134	2886	4118	5845	3476	4405	3193	3706	3441	4369	4111	5123	4185		49772	59702	72276	86543	93329	106305	130879	171978	140328	177222	185731	146007	162998	152254	162635	160148	183930	
6107	"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar ..."	0	9	12	209	5	34	22	75	8	48	66	34	0	2	54	0	7		15074	29375	31548	22879	18342	21537	28943	26161	15518	12664	10843	8253	5358	6826	4474	4908	7240		1166	944	1849	2263	2393	2791	7202	9225	6463	7535	9729	6874	8843	11940	11513	8878	8755	
5511	"Yarn of man-made staple fibres, put up for retail sale (excluding sewing thread)"	0	0	0	0	9	0	1	9	18	12	0	0	0	0	0	0	7		52	4	14	6	7	1248	4	84	19	15	5	7	2	32	7	49	3		597	642	462	1292	879	1147	590	858	952	1050	1136	1549	1302	2713	1373	779	336	
8435	"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ..."	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7		43	102	182	86	9	51	95	639	106	203	274	12	25	49	404	85	402		1323	2790	1329	2703	6324	11053	10150	4061	3044	5662	2184	6988	9322	6387	5288	8711	3862	
2827	"Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and ..."	0	0	0	0	0	0	15	0	0	1	0	19	9	5	1	0	7		100	30	157	167	152	296	543	391	363	257	192	348	327	269	274	445	547		5347	6497	7192	8796	11304	10970	17911	16400	12205	23785	21670	18054	20508	20240	16947	18655	20024	
3922	"Baths, shower-baths, sinks, washbasins, bidets, lavatory pans, seats and covers, flushing cisterns ..."	34	108	9	2	3	37	11	11	50	1	28	21	51	4	79	18	7		3067	3742	4049	3546	3335	4744	4332	4593	3759	2778	3418	2514	3373	3995	3381	3378	2335		3900	5237	14133	21420	26623	30068	35572	31611	25428	35082	45424	44069	45848	49130	48875	41540	42393	
6306	"Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping ..."	0	0	27	100	18	60	53	29	10	322	77	10	10	8	7	18	7		1183	538	705	209	400	374	546	1764	1777	873	1257	736	494	1345	1179	1902	2854		7805	4052	4040	3184	5351	6365	10128	10480	6846	7028	15046	20930	10397	9720	6763	19990	8200	
1005	"Maize or corn"	0	0	0	1	0	0	0	2	636	0	0	3	0	5	7	3	7		2935	7525	7960	12083	69459	6665	15959	15894	26061	6882	13358	32385	20382	10620	9131	6209	6370		65635	133754	276182	190477	47335	12702	269337	381938	135136	124157	136119	245919	473138	350247	344333	128639	428738	
3810	"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, ..."	2	1	5	1	2	5	9	0	4	1	27	38	49	96	2	35	7		18	78	92	21	23	117	282	447	323	278	280	321	277	335	279	441	460		4598	5957	8452	9087	11383	13270	17481	17330	16073	17914	17654	16412	19111	16622	17621	16426	16621	
9027	"Instruments and apparatus for physical or chemical analysis, e.g. polarimeters, refractometers, ..."	20	23	0	128	69	10	12	103	74	55	1304	164	17	61	8	13	7		1787	1835	2026	4411	6798	13154	4735	8184	5201	6831	9197	6240	6136	7444	9822	7341	8451		81060	106551	143317	219422	282648	268850	304356	298206	279405	329039	347597	299666	336215	334688	308426	339130	390816	
7016	"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ..."	1	13	6	0	0	10	12	0	0	0	0	0	0	1	1	0	7		25	175	45	398	3776	2924	1460	1140	376	154	94	109	83	146	454	64	343		1559	1979	2419	4548	7658	5973	10425	9248	5384	8198	11060	9957	10017	10893	9962	10092	5593	
7419	"Other articles of copper, n.e.s."	20	0	4	0	19	2	101	0	0	1	0	0	10	0	3	1	8		765	854	1016	814	1281	1381	2654	3288	6775	1530	2552	1885	1704	2414	2073	1496	1829		3007	3281	4760	26812	18299	9550	15949	17732	12284	19192	24811	22491	25587	25023	28588	35992	41173	
7608	"Aluminium tubes and pipes (excluding hollow profiles)"	0	11	17	1	0	0	0	36	83	0	229	43	19	12	3	61	8		611	742	2932	2563	884	898	471	1017	5012	14068	21084	527	528	677	438	376	694		5864	9670	13393	12262	9691	8070	17449	31330	18572	34638	53252	43479	41767	40540	35079	35928	41158	
6909	"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar ..."	0	0	0	0	3	9	7	0	2	0	0	1	0	0	0	6	8		16	20	12	23	92	25	8	28	47	43	20	108	141	170	167	22	28		3083	4398	5920	9376	12644	13116	13178	15982	17118	28697	33650	26928	27667	31175	30390	32020	30531	
4407	"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ..."	0	4	15	1	0	0	0	0	0	52	0	16	34	0	0	0	8		5115	4294	5053	9662	6827	6889	8391	6704	5926	5165	5942	5641	5323	5243	3818	3454	4555		21539	25839	27641	46722	66032	99675	113248	159720	99440	132290	210967	222298	238438	278957	281418	236491	240147	
2517	"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ..."	0	30	8	19	0	21	0	0	0	0	1	0	0	1	0	4	8		508	462	464	852	930	1165	1377	1656	2044	2164	2993	5207	9106	10713	11179	13679	14732		186	388	355	659	887	717	629	911	639	1007	1222	901	819	1108	747	477	502	
4010	"Conveyor or transmission belts or belting, of vulcanised rubber"	92	4	313	426	7	1840	448	1041	3014	58	1677	1194	530	13	415	10	8		29710	23756	24060	27077	55266	64275	67927	96284	53811	58354	73440	95347	56244	33881	31449	5640	2135		18333	26347	36380	51282	50773	62695	67319	78009	65411	83191	103089	88155	90486	95229	95882	97072	106261	
9004	"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ..."	0	0	0	0	154	0	1	0	0	17	0	211	81	5	17	59	9		816	1024	1942	2125	2284	3089	3959	3846	3252	3633	3636	3141	3718	4365	4725	4226	4859		15074	16157	22522	32572	45563	53504	79078	91637	65624	85850	123577	128763	140100	155905	153419	146670	140067	
5210	"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ..."	14	25	38	55	547	395	246	667	417	328	97	52	40	39	30	25	9		1014	1283	2893	2332	4139	2899	3431	4487	2359	2290	1477	1426	1273	1029	781	687	709		24380	29380	41457	40222	35606	36660	59573	57997	40285	59390	66242	37589	44976	40517	26239	23900	27618	
3911	"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other ..."	16	1	0	0	0	6	0	19	0	4	1	3	0	0	6	13	9		82	71	78	20	141	30	101	217	271	344	235	426	419	598	476	454	494		6337	9551	13399	17538	19581	27152	39488	46462	39385	53303	81803	77603	85780	98845	89357	90899	97290	
7407	"Bars, rods and profiles, of copper, n.e.s."	0	0	0	0	0	65	65	117	0	0	0	0	8	0	0	0	9		47447	30953	20483	19336	46064	89386	132391	251720	39947	35954	54384	40085	39888	52068	46636	24583	29384		4072	4417	9030	15818	33434	71331	56760	49353	22580	53091	31200	30566	35320	36069	54927	42806	34217	
9305	"Parts and accessories for weapons and the like of heading 9301 to 9304, n.e.s."	0	5	16	11	21	14	21	22	12	4	6	6	9	14	3	5	9		83	222	1026	24	286	20	35	62	969	21	1937	162	172	135	132	149	484		4090	17104	23756	41668	2106	2105	4348	4103	4255	5342	15177	7690	11866	10924	18477	9759	10787	
9020	"Breathing appliances and gas masks (excluding protective masks having neither mechanical parts ..."	0	74	51	7	0	0	11	2	0	0	14	16	27	59	37	43	10		268	700	750	122	155	99	235	990	224	108	326	143	94	166	144	265	368		1281	3726	2756	3521	3310	3485	5642	7540	4932	6687	8757	7603	14089	23102	21340	12176	18297	
4421	"Other articles of wood, n.e.s."	19	41	103	6	64	14	41	5	20	64	77	64	59	21	11	10	10		1128	1270	2451	1787	2029	2731	3330	3444	3336	2180	2751	3290	3168	2988	1981	2553	2426		3841	4468	5702	7274	10639	12361	16993	20049	13809	21291	24659	27040	30071	29609	27417	24846	24481	
8541	"Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, ..."	0	12	1	2	1	18	4	2	1	2613	224	5	74	7	21	1	10		162	1052	641	841	720	4866	4097	7863	7970	50583	98796	46659	37467	42350	5924	4580	5282		56448	72058	86007	117950	111498	130138	182071	186968	163014	204073	260140	269003	314664	410827	630440	2963839	3789458	
6308	"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ..."	11	2	0	2	4	19	33	13	2	14	16	28	13	9	16	25	10		2	12	10	58	17	317	195	121	45	15	45	102	79	252	50	74	332		28	23	44	147	152	142	215	360	227	253	246	297	237	452	170	213	192	
8436	"Agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, incl. germination ..."	0	0	9	3	4	6	0	76	0	0	202	8	0	0	0	0	11		474	290	336	2435	687	844	1336	2844	1124	943	1406	483	972	1453	1002	827	945		6600	6786	6178	9588	10822	11115	17961	20636	18615	46138	49441	41791	52937	42287	37477	28234	49050	
4809	"Carbon paper, self-copy paper and other copying or transfer papers, incl. coated or impregnated ..."	110	172	48	58	23	31	6	16	0	14	0	0	0	0	0	0	12		576	230	297	232	112	202	403	343	264	189	260	190	197	303	543	471	272		8039	17419	20641	29303	29593	32471	38111	42830	34286	52772	54029	47064	46558	51738	44415	34416	36424	
8305	"Fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing ..."	17	0	0	0	2	0	26	4	5	4	3	6	10	20	18	2	12		486	582	628	593	928	1073	887	852	574	731	794	658	257	225	199	97	104		2852	4069	4787	6815	8971	9218	11149	13477	11410	14552	15211	14792	14240	16320	13871	13248	12183	
9031	"Measuring or checking instruments, appliances and machines not elsewhere specified in chapter ..."	33	80	26	20	29	125	61	60	79	6	18	268	6	54	445	7	12		2484	1825	2135	2797	3996	3806	2687	4946	4125	4842	4649	2227	1195	1788	2326	4555	4135		76209	71129	102454	149249	164689	182493	204740	307177	193641	210793	296682	344112	339764	369796	359324	325972	383885	
8203	"Files, rasps, pliers, incl. cutting pliers, pincers and tweezers for non-medical use, metal-cutting ..."	51	34	420	269	1	23	13	8	1	0	1	2	4	0	0	0	12		35	93	175	258	593	370	362	249	148	147	157	105	105	164	283	441	312		4671	5928	8339	11354	13513	16370	18114	18858	12525	20205	35316	31468	32475	31676	24625	18205	16088	
8434	"Milking machines and dairy machinery (excluding refrigerating or heat treatment equipment, ..."	0	4	0	0	0	0	0	0	99	100	102	45	100	61	10	0	13		535	545	1047	2863	2142	2090	921	1202	1318	3735	4890	7785	9629	14002	9273	8850	10116		3806	3838	6140	9618	14304	11230	24563	21453	11312	27888	44857	35811	28183	49852	21474	23282	13229	
7408	"Copper wire (excluding surgical sutures, stranded wire, cables, plaited bands and the like ..."	22	0	0	0	0	12011	11232	6763	0	0	0	7	14	8	16	2	13		4692	1404	1917	3934	15002	53052	51510	58453	19472	48928	68294	66570	57806	59286	59197	46705	60177		24274	17925	20084	89347	138417	272277	375050	483792	277025	313089	536020	591825	574890	574513	303950	292204	402693	
4304	"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ..."	0	0	0	0	2	0	0	0	5	1	0	0	0	0	0	0	13		78	111	93	20	63	151	174	69	30	16	21	43	71	51	59	14	29		163	179	91	96	153	577	1569	1638	503	1354	620	399	276	511	509	463	529	
7320	"Springs and leaves for springs, of iron or steel (excluding clock and watch springs, springs ..."	0	7	28	38	33	67	90	1	4	177	168	10	17	53	13	32	13		134	182	354	594	1110	2500	3383	4101	1441	2088	2050	1686	1715	1649	1438	1070	1272		12974	18755	24526	46143	50468	56852	79865	82444	59133	70218	87420	75457	85232	75316	79498	85614	83696	
8409	"Parts suitable for use solely or principally with internal combustion piston engine of heading ..."	44	51	37	37	57	42	214	31	32	53	46	74	132	318	75	46	13		60163	45635	82117	89371	94545	80926	89729	126075	100888	90703	84162	95142	90961	138474	141209	102028	118724		149663	196530	304472	437257	566294	569642	652859	638547	543484	653297	784527	734639	753265	816679	849975	930892	1033513	
8301	"Padlocks and locks "key, combination or electrically operated", of base metal; clasps and frames ..."	88	109	68	83	48	89	56	91	18	17	23	29	12	235	19	3	13		2264	2592	3352	3675	4260	4488	5037	9586	4808	6063	5753	5798	6141	7704	6735	6871	7187		23244	36806	51263	82820	93405	123180	169254	195600	116594	159828	201555	165018	185531	191431	188025	177986	188184	
8210	"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ..."	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	14		471	1006	1172	687	208	223	224	362	186	134	214	343	171	219	463	376	460		292	580	1676	2839	2187	5663	8601	4918	2979	6158	8928	10781	11649	12494	9550	7966	7754	
9102	"Wrist-watches, pocket-watches and other watches, incl. stop-watches (excluding of precious ..."	0	0	0	2	0	7	0	0	0	1	0	0	13	0	0	0	14		2664	2700	10842	4221	6917	7607	10075	13053	12813	16366	22129	30729	37711	39403	26101	27064	27259		26470	39654	48491	78608	86565	95641	119070	149903	114186	174975	226111	201887	240993	236569	221112	190281	207896	
9304	"Spring, air or gas guns and pistols, truncheons and other non-firearms (excluding swords, cutlasses, ..."	0	8	0	4	47	9	82	7	34	23	24	22	17	22	15	11	15		17	12	43	143	175	127	359	501	313	158	318	143	217	89	173	175	163		695	472	563	697	1228	1646	2975	2539	1682	2489	1891	2461	2771	3109	3792	2826	3697	
6217	"Made-up clothing accessories and parts of garments or clothing accessories, of all types of ..."	1	0	8	4	23	14	48	22	10	10	19	17	4	6	1	0	15		1035	1285	1690	1584	1340	1144	1570	1599	1105	941	1126	1789	946	1061	609	1064	1311		3992	3581	5542	8339	7327	9368	10204	14421	11487	19533	20717	21769	21236	21322	15239	12162	12408	
7009	"Glass mirrors, whether or not framed, incl. rear-view mirrors (excluding optical mirrors, optically ..."	15	46	11	0	2	1	19	25	21	38	33	36	23	12	18	17	15		160	205	134	108	144	164	411	923	474	421	777	418	427	393	584	765	1053		7382	10611	18132	32640	34198	40089	48102	52064	36053	51508	64755	57131	64141	72985	65269	58065	64948	
0407	"Birds' eggs, in shell, fresh, preserved or cooked"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15		779	190	3861	5846	2047	794	1402	2015	1898	951	949	995	600	893	4339	2190	1779		5113	12640	10750	13293	14764	7568	10649	9360	8155	11590	13869	13676	24281	37014	25810	22617	31865	
9014	"Direction finding compasses; other navigational instruments and appliances (excluding radio ..."	4	3	3	2	57	284	33	10	1	0	7	1	9	0	0	0	16		2515	1932	3417	5413	3428	3925	2935	7186	3578	3445	7294	6152	9652	6931	4265	3658	4017		31024	24241	33618	34773	45320	48289	40568	74163	50303	44751	72226	53475	73195	62390	76873	63487	113152	
6913	"Statuettes and other ornamental ceramic articles, n.e.s."	67	48	37	11	29	15	40	44	11	46	20	19	33	5	14	13	16		3000	2623	2207	1654	1372	1628	1757	1712	1588	979	1382	756	975	1224	826	672	915		2550	5213	7099	10365	9367	10325	9761	12519	11246	19989	25305	18174	21770	22727	19668	11116	8579	
7212	"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	17	81	71	19	239	60	0	2	3	0	33	210	29	60	1	4	17		40171	36558	44512	68074	58969	60566	51434	53014	22789	33181	42740	31896	31430	31812	22070	20885	27381		8386	12882	13828	17778	17466	42158	109689	60904	48310	67898	61482	51979	54856	56954	54098	57984	61730	
9606	"Buttons, press-fasteners, snap-fasteners and press studs, button moulds and other parts of ..."	47	30	23	74	16	23	54	18	8	80	37	11	14	50	2	4	17		6221	7756	7057	8394	8812	6999	9087	8788	5655	4423	4808	2835	2136	1802	1082	1018	968		17448	25176	32260	35032	39506	43248	54294	52161	36968	42165	46919	43163	40240	38876	31517	28058	27216	
