Product code	Product label	Turkey's imports from United States of America-Value in 2001	Turkey's imports from United States of America-Value in 2002	Turkey's imports from United States of America-Value in 2003	Turkey's imports from United States of America-Value in 2004	Turkey's imports from United States of America-Value in 2005	Turkey's imports from United States of America-Value in 2006	Turkey's imports from United States of America-Value in 2007	Turkey's imports from United States of America-Value in 2008	Turkey's imports from United States of America-Value in 2009	Turkey's imports from United States of America-Value in 2010	Turkey's imports from United States of America-Value in 2011	Turkey's imports from United States of America-Value in 2012	Turkey's imports from United States of America-Value in 2013	Turkey's imports from United States of America-Value in 2014	Turkey's imports from United States of America-Value in 2015	Turkey's imports from United States of America-Value in 2016	Turkey's imports from United States of America-Value in 2017	United States of America's exports to world- 	United States of America's exports to world-Value in 2001	United States of America's exports to world-Value in 2002	United States of America's exports to world-Value in 2003	United States of America's exports to world-Value in 2004	United States of America's exports to world-Value in 2005	United States of America's exports to world-Value in 2006	United States of America's exports to world-Value in 2007	United States of America's exports to world-Value in 2008	United States of America's exports to world-Value in 2009	United States of America's exports to world-Value in 2010	United States of America's exports to world-Value in 2011	United States of America's exports to world-Value in 2012	United States of America's exports to world-Value in 2013	United States of America's exports to world-Value in 2014	United States of America's exports to world-Value in 2015	United States of America's exports to world-Value in 2016	United States of America's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
0708	"Leguminous vegetables, shelled or unshelled, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		35890	34778	36060	44296	52112	59925	71494	84392	91042	89006	95953	109838	120968	119114	133929	129179	121539		48	1	0	0	0	0	0	2	19	0	1	0	0	0	0	0	33	
0711	"Vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ..."	2	0	0	0	0	0	0	0	46	191	0	0	0	0	0	0	0		10161	5629	6158	6373	6113	7070	7901	11848	12673	11703	14110	10555	15540	13340	9715	12398	16726		2991	4457	2831	2898	4414	4335	7626	14377	8176	8705	12275	14968	19526	21944	15028	12312	10604	
0801	"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled"	0	0	0	0	0	0	0	0	21	0	0	0	0	18	0	0	0		11163	15453	13892	16094	18293	17449	16339	17108	14761	20560	25745	21513	24565	28064	33218	40717	50584		1163	3824	5488	4799	9461	9160	13378	21359	18342	22490	33289	26598	24429	39325	43859	39944	41890	
0812	"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7430	5621	4741	4689	4924	11616	8885	12234	13829	10285	12126	8021	9304	9363	10175	5090	5563		0	0	0	1	25	17	10	0	0	0	0	0	0	0	4	1	1	
1509	"Olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ..."	0	0	0	0	0	1	0	0	0	0	0	0	155	0	0	0	0		4498	6537	8483	9956	16917	15616	18630	23214	18939	19112	24919	30170	38759	37986	39250	39931	40623		28	3453	1940	90	233	60	48	16	39	24	121	150	413	515	9515	4842	141	
1514	"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically ..."	0	0	0	0	0	356	0	0	149	0	2907	0	0	0	0	1	0		45404	38724	47612	103350	82470	190762	193724	210666	208913	308457	262631	372639	150776	125479	107641	111632	98207		4957	7259	5824	1990	6011	2490	416	15377	423	757	3270	369	151	2691	2558	2326	536	
1601	"Sausages and similar products, of meat, offal or blood; food preparations based on these products"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		200048	198995	216860	169355	215722	244368	325104	329949	395466	484980	530335	565059	582933	571280	544352	547950	571787		56	23	2	36	25	74	118	157	122	219	243	457	727	1194	2059	825	98	
1603	"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates"	0	0	1	1	0	0	0	0	0	1	5	0	0	0	0	0	0		13245	12433	11448	14295	18676	16086	14456	14602	13069	13565	14019	13730	16893	17565	15960	20210	17450		0	0	1	1	0	3	4	0	1	84	44	57	61	19	13	11	17	
1803	"Cocoa paste, whether or not defatted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		34629	47870	65673	61976	47069	44060	53458	65512	62125	87620	106008	131029	127694	111400	92316	116076	83797		543	1607	3241	4428	4269	4389	4719	4910	8405	10720	24775	24876	57183	76638	82197	71672	64338	
2603	"Copper ores and concentrates"	0	0	0	0	0	0	0	0	0	1	1	0	7	0	0	0	0		83920	80044	73527	138064	363238	775285	1052479	1746851	984723	1218499	2308060	2396482	2601448	3238020	3082725	2412940	1715166		14680	13479	9348	4588	37067	27340	157	6155	1	362	35	354	230	43	6772	10	98	
2608	"Zinc ores and concentrates"	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0		290250	327617	339993	417466	483400	1068420	1191211	610499	663155	923610	1041371	854157	906691	1181326	1038584	977001	1478458		125	273	289	143	66	94	57	0	2	21	3	4	61	48	22	23	120	
2611	"Tungsten ores and concentrates"	0	0	0	0	0	0	0	0	0	0	2	14	3	5	0	0	0		5903	3032	656	965	2410	3565	2799	14499	1079	8739	6478	3343	33206	34679	9434	2269	10548		0	0	0	5	0	0	0	0	0	0	2	15	3	5	0	0	0	
2703	"Peat, incl. peat litter, whether or not agglomerated"	49	1	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0		3490	4308	4186	9213	5460	6958	7904	18863	11447	8856	8455	11621	13810	17677	17001	21590	21109		2362	3147	2886	4353	6211	5889	9263	12282	8171	12747	15395	14429	21320	19887	15209	15201	16873	
2802	"Sulphur, sublimed or precipitated; colloidal sulphur"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		3286	3175	8373	9612	12479	4854	10699	24459	3851	6373	17502	7038	13677	1793	2868	1573	1780		55	481	479	146	122	133	235	457	1633	938	358	533	264	179	103	348	1019	
3825	"Residual products of the chemical or allied industries, n.e.s.; municipal waste; sewage sludge; ..."	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0		0	4424	6031	7042	14841	24485	38169	27731	24307	11195	7937	9103	21445	6423	5636	14701	8066		0	334	1	0	4	1	1	5	37	2	26	0	13	5	0	0	0	
4103	"Other raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	73	88	445	488	198	189	219	119	129	326	534	208	374	262	83	0	0		70236	79652	97306	99579	199360	255514	125906	134149	103952	92364	112777	126779	175855	189415	172959	174883	171419		4518	10814	11305	6082	5007	7487	10196	7913	4176	5752	11015	13616	13000	10147	3519	3013	2479	
4115	"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether ..."	0	0	1	1	17	1	6	0	1	12	1	0	3	5	0	2	0		0	28113	33133	26914	41542	25652	18528	15293	12212	11748	20423	21096	22112	22436	17045	15645	11194		0	4327	5190	4592	5509	6913	6096	4731	2832	2755	3581	3198	3143	3142	3620	3998	3363	
4304	"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ..."	0	0	0	0	0	0	0	0	1	0	13	0	0	0	1	3	0		831	1198	542	678	600	561	1271	1219	1232	1091	1005	1724	1262	2164	2104	1701	1160		163	179	91	96	153	577	1569	1638	503	1354	620	399	276	511	509	463	529	
4503	"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ..."	1	0	0	0	0	5	0	0	1	1	0	0	0	1	1	0	0		9800	13357	9656	13573	13816	13994	10514	16297	12827	13672	15338	17855	13147	15284	14002	12676	11113		1212	711	900	1911	2612	1730	1971	1841	1819	2397	2776	2971	2515	2167	2160	1634	1245	
4702	"Chemical wood pulp, dissolving grades"	0	0	111	27	755	82	34	2532	1	601	196	25	25	0	0	0	0		283677	282915	263447	265925	322057	327226	287285	417301	500999	514838	784561	943006	1052128	1066569	943671	906655	959475		780	424	648	2756	6481	5058	3599	6147	979	1388	756	747	609	829	798	764	465	
5108	"Carded or combed yarn of fine animal hair (excluding that of wool or that put up for retail ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		162	641	674	636	182	694	705	691	81	63	84	333	97	135	58	31	129		21	50	109	441	409	1549	2318	1738	1508	2215	3169	3638	1878	2752	2743	3766	3293	
5109	"Yarn of wool or fine animal hair, put up for retail sale"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		901	1244	835	824	1201	2025	1719	2754	2724	3379	3871	4642	5179	6028	5572	4351	4190		283	135	137	89	12	321	693	1308	107	268	326	299	393	825	767	389	312	
5301	"Flax, raw or processed, but not spun; flax tow and waste, incl. yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0		931	1651	2052	1270	1326	1818	1062	1897	574	682	477	441	1326	1112	2301	1300	481		1359	2571	3078	2560	2316	2312	3331	2131	1479	3179	4249	3989	5861	5512	5575	6687	4107	
5302	"True hemp "Cannabis sativa L.", raw or processed, but not spun; tow and waste of true hemp, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		97	174	270	171	377	661	752	420	212	159	106	117	118	223	295	389	3087		1476	1439	0	474	218	585	845	0	104	3	0	1	0	1	5	3	69	
5405	"Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2725	3482	1985	1836	1860	2449	1690	1624	972	432	1096	787	539	1378	1200	412	822		8	12	30	35	61	185	146	116	7	75	14	44	6	10	5	26	20	
5406	"Man-made filament yarn, put up for retail sale (excluding sewing thread)"	0	1	0	0	0	0	0	10	13	38	16	0	7	1	0	0	0		12985	12420	9880	10064	9812	14886	8682	9259	8137	8935	3870	7008	7006	7606	9776	7049	8139		97	29	59	167	309	178	161	154	383	173	78	84	153	394	270	60	117	
5510	"Yarn of artificial staple fibres (excluding sewing thread and yarn put up for retail sale)"	126	95	11	6	21	93	38	18	0	255	0	0	123	0	5	0	0		6722	4654	5010	9798	3963	2508	3961	3948	5254	6438	11330	6166	5117	6025	12085	9180	9022		25635	50091	57282	108295	99082	119180	248108	154747	148678	241167	256311	188689	188349	149587	147901	143045	161411	
6904	"Ceramic building bricks, flooring blocks, support or filler tiles and the like (excluding those ..."	0	0	0	0	0	0	0	0	4	2	4	0	0	134	46	0	0		12394	14142	15602	19877	26287	30642	37147	30351	26223	25153	33151	38116	36442	42065	37896	32449	34905		28	254	147	230	752	666	943	449	255	115	135	373	2435	2289	2063	1069	902	
7227	"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils"	0	0	0	0	0	0	0	0	0	0	0	5	0	14	51	0	0		12788	13455	14846	28686	52182	41621	25228	36687	27967	43238	47321	69040	45919	61689	49877	47962	46649		11368	18464	23876	46101	40607	35284	44261	84171	26272	46531	66338	56515	59735	104077	123027	128155	98946	
7316	"Anchors, grapnels and parts thereof, of iron or steel"	1	1	2	6	6	4	4	13	20	37	12	52	36	11	2	20	0		9168	6562	6614	10765	9588	12632	15464	22076	27648	16991	32093	30383	27022	19771	20939	13507	13420		347	356	423	806	1248	2540	2660	2229	1912	931	613	837	381	673	456	490	345	
7803	"Lead bars, rods, profiles and wire, n.e.s."	5	2	4	6	10	13	0	0	0	0	0	0	0	0	0	0	0		7948	9094	13601	23077	26200	20560	0	0	0	0	0	0	0	0	0	0	0		76	286	183	162	375	374	0	0	0	0	0	0	0	0	0	0	0	
8485	"Machinery parts not specified or included elsewhere in this chapter (excluding parts containing ..."	4162	1074	1074	1548	2101	2536	0	0	0	0	0	0	0	0	0	0	0		334395	384372	379361	372378	377889	467728	0	0	0	0	0	0	0	0	0	0	0		29642	14987	31951	33715	53265	46711	0	0	0	0	0	0	0	0	0	0	0	
8604	"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ..."	0	0	0	0	0	0	0	0	0	0	0	7546	3769	0	0	0	0		29863	48562	104889	81290	89779	87200	86193	151970	278542	293851	136032	202647	213348	225190	195358	145591	183933		1394	165	1022	6668	3251	2527	1888	14586	8261	5252	46137	78068	36829	5236	12496	19732	3324	
8710	"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, ..."	2167	11986	8160	3159	0	0	0	0	0	0	0	0	0	0	0	0	0		623499	722039	635004	745331	920345	844889	1031542	925859	1016455	1069520	967936	920647	1035528	875291	1182770	1736308	1774638		3311	25225	11704	4686	0	0	0	0	0	0	0	0	0	0	0	0	0	
8904	"Tugs and pusher craft"	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0		818	2893	218	4226	19511	40451	10794	65193	19695	16686	2174	8796	26075	43574	1411	1372	44452		11091	30007	1	0	288	2670	0	0	0	10100	1803	15444	18	0	7093	13276	0	
9009	"Photocopying apparatus incorporating an optical system or of the contact type and thermo-copying ..."	2593	1187	1336	2122	2406	2671	0	0	0	0	0	0	0	0	0	0	0		883179	475374	432726	495628	517445	587942	0	0	0	0	0	0	0	0	0	0	0		36394	44464	53103	79882	84424	96447	0	0	0	0	0	0	0	0	0	0	0	
9109	"Clock movements, complete and assembled (excluding watch movements)"	0	0	0	0	0	0	1	0	17	0	0	3	0	0	0	0	0		16623	16379	11974	18596	12715	8117	4856	10526	8569	7030	4462	2662	1643	1776	1477	2450	1112		333	443	566	687	884	1022	1285	1466	1454	1548	2861	2226	2210	3028	1967	1769	2122	
9307	"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ..."	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0		2422	2999	2740	4145	3429	4032	6150	7826	3692	3214	3018	7629	6726	6115	5363	5025	3840		0	1	2	119	25	150	3	44	4	312	46	176	117	62	47	0	1	
9605	"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)"	3	0	0	3	4	2	2	0	0	1	28	43	44	16	46	4	0		6915	4784	8887	5195	6081	6420	6854	7486	8463	11631	8422	11003	9406	14538	10602	14329	20793		87	71	84	194	188	253	343	240	165	226	336	396	490	455	468	395	479	
9704	"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery, stamped paper ..."	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0		12212	13341	18873	37407	53599	14100	11534	12340	6500	8500	13122	11459	14369	17250	12215	18544	10240		4	0	12	0	3	2	5	2	1	0	1	7	10	183	0	9	10	
0207	"Meat and edible offal of fowls of the species Gallus domesticus, ducks, geese, turkeys and ..."	66	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		2056716	1544931	1746094	2039198	2489053	2237961	3259545	4157534	3850989	3816598	4504992	5022308	4984769	4935460	3470029	3314799	3626619		183	32	65	14	254	33	97	789	1581	863	1567	1118	940	1119	1933	366	2075	
0308	"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, ..."	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0		0	0	0	0	0	0	0	0	0	0	0	66855	74637	54265	44308	48775	44957		0	0	0	0	0	0	0	0	0	0	0	94	172	239	178	201	114	
0404	"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products ..."	1	10	11	30	13	0	0	0	129	0	6	4	0	14	0	0	0		156144	146220	143473	172351	236657	341864	687630	522423	420275	617055	726053	807977	970454	1013415	669802	571709	723953		607	549	604	1632	1583	1538	848	1102	1200	1454	1149	1251	1534	3128	2523	1880	2269	
0405	"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy ..."	0	0	0	0	0	1189	1327	6866	203	575	1920	891	19682	20812	376	0	0		5495	7135	19763	20651	23639	20940	117756	273591	82562	205324	260789	175869	362089	285855	91669	111514	138923		2773	4959	8804	10209	14687	12994	19597	28183	35821	49161	52266	64701	88920	99892	72469	45629	46248	
0501	"Human hair, unworked, whether or not washed or scoured; waste of human hair"	0	3	6	0	1	0	0	0	0	0	0	0	9	3	0	0	0		1149	835	1494	1259	1489	1635	1549	2474	3038	3666	2898	2238	2761	2629	2624	3618	34337		0	3	6	13	27	2	9	63	72	172	742	422	53	24	33	19	12	
0603	"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, ..."	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0		58190	55783	52446	39853	42182	45837	73095	85679	80306	80739	67733	35498	32880	29843	29102	24421	25948		146	126	158	308	426	432	244	329	401	731	1433	2012	2563	6342	4883	4129	3529	
0702	"Tomatoes, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		171459	169559	192075	234294	226958	263513	311067	332942	316743	373146	353287	308285	340248	365021	334819	351989	333684		8	29	9	16	31	0	24	89	11	467	616	101	45	61	426	570	450	
0907	"Cloves, whole fruit, cloves and stems"	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0		964	466	748	510	413	513	603	805	803	768	1062	1770	1458	2109	1417	1169	885		14	178	148	126	121	195	137	99	253	363	406	382	173	571	594	353	726	
0908	"Nutmeg, mace and cardamoms"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		944	1196	1403	1628	1939	1571	1809	2327	2533	2909	4298	5425	4242	3572	3494	3559	4311		35	41	44	61	26	36	53	67	82	91	109	140	105	160	588	774	1109	
1004	"Oats"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5438	7761	9163	6301	6129	7899	7686	13945	8465	8691	9709	7491	8348	7803	9070	14292	15735		13	318	43	2770	789	75	3017	1450	760	0	2815	495	0	27	674	7	36	
0805	"Citrus fruit, fresh or dried"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		628664	644812	680710	692666	650840	721219	724689	839424	772137	956554	1058818	1038885	1076067	1001479	992434	1039838	1003227		212	6637	9043	8859	15137	8054	14569	13630	12698	13120	18164	19326	17661	15365	19686	18661	20578	
1101	"Wheat or meslin flour"	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0		110800	110039	75001	66721	51492	51293	125942	137254	132282	139881	153859	144294	133219	126493	148109	161370	135598		4	1	1	13	24	22	26	4	1382	78	40	97	146	1595	1415	21238	33218	
1505	"Wool grease and fatty substances derived therefrom, incl. lanolin"	4	0	0	0	18	2	2	3	2	19	2	0	0	0	10	0	0		3887	5868	5776	6246	7194	6236	5712	5632	4061	5571	5331	7362	9769	8543	8432	8212	8239		534	553	739	792	868	967	936	1264	933	1300	2002	2031	2235	1910	1935	777	1161	
1508	"Groundnut oil and its fractions, whether or not refined, but not chemically modified"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0		5069	3290	35368	4148	4504	3714	5598	5902	3645	6887	7114	13498	11842	11050	16434	12588	13288		7	14	28	17	15	18	20	13	10	65	77	58	71	64	72	76	52	
1510	"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		943	481	1208	4189	767	995	1171	936	705	1087	447	1166	834	612	1131	728	3728		0	102	0	0	0	0	0	109	13	58	148	1	0	41	37	90	0	
1511	"Palm oil and its fractions, whether or not refined (excluding chemically modified)"	0	0	173	0	437	0	98	0	0	0	0	0	0	5	0	0	0		6418	4202	5735	12921	12760	28724	43425	43533	71541	77691	106597	101699	103744	85100	78974	85306	98487		80555	103051	157664	182276	205014	255350	263039	462337	264408	318412	453718	439480	499240	491540	418368	406078	435002	
1804	"Cocoa butter, fat and oil"	0	0	0	0	0	0	0	0	0	0	2	516	0	0	0	2	0		50451	65337	66300	75509	91568	86009	99595	106938	90085	106756	104921	73866	70051	136975	98528	108306	91081		598	1495	3498	2890	1932	10395	6597	20159	22524	29979	25815	38007	57081	68352	71043	59459	92658	
1903	"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1866	473	270	251	249	554	552	553	604	722	696	1070	1328	1578	1555	1660	1451		0	1	1	1	5	2	1	5	3	2	0	18	1	2	0	0	0	
1208	"Flours and meals of oil seeds or oleaginous fruits (excluding mustard)"	0	0	9	1	0	0	0	26	96	45	7	2	3	0	0	1	0		97228	119460	97778	234759	370547	387465	463866	611979	509154	425097	512247	1410929	1436396	1276720	914600	787285	773579		123	27	129	912	950	2531	2957	6502	42343	6888	8065	22042	14921	34566	50967	33379	3093	
2105	"Ice cream and other edible ice, whether or not containing cocoa"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0		86348	79401	60336	53667	62918	62844	59914	63034	67518	85262	95363	132858	183905	195570	205436	196666	211123		1394	1295	720	1150	1795	4676	5903	7074	954	8421	7834	3680	3216	4984	9047	3311	1880	
2209	"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid"	0	0	6	6	23	24	0	39	16	0	2	5	20	0	9	0	0		11150	9234	8487	10565	10576	12630	13409	17393	15469	17017	18962	22069	27860	31787	38311	56989	63263		125	180	386	260	635	705	227	466	293	412	618	433	555	722	710	462	436	
2301	"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other ..."	0	5	0	288	0	0	0	0	0	271	2133	647	5562	0	0	0	0		190438	232895	223356	145545	166443	154149	192616	233463	231662	272534	294037	323814	382739	380199	394258	486581	651512		17971	9325	13036	34196	28436	50741	64519	58800	59201	78871	69232	104726	153240	125191	138736	172508	167212	
2306	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	45	78	2	0	2558	0	0	0	0	0	0	0	0	0		49119	34828	44806	78722	74238	55520	48242	69091	81408	140664	68084	80686	90286	86224	66257	64612	40472		6661	8841	13797	59971	40347	49172	72684	74873	51322	127546	182821	223258	179791	251182	224117	189809	200043	
2509	"Chalk"	0	28	0	0	0	1	0	1	0	0	1	0	0	3	0	0	0		1087	1942	2613	3707	3770	2714	2360	2715	1698	1058	1837	1951	981	914	573	557	763		594	684	1155	1580	1728	1951	1816	1599	880	637	345	139	154	221	116	59	132	
2527	"Natural cryolite and natural chiolite"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2528	"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ..."	0	0	0	0	0	2	0	0	0	30	1	14	91	11	12	0	0		13919	14893	13800	8666	2537	4665	3019	2931	4254	3433	2521	2400	2389	5494	2743	1718	1841		0	34	0	14	2	2	164	9	5	30	7	14	95	11	12	1	1	
