Product code	Product label	Turkey's imports from Viet Nam-Value in 2001	Turkey's imports from Viet Nam-Value in 2002	Turkey's imports from Viet Nam-Value in 2003	Turkey's imports from Viet Nam-Value in 2004	Turkey's imports from Viet Nam-Value in 2005	Turkey's imports from Viet Nam-Value in 2006	Turkey's imports from Viet Nam-Value in 2007	Turkey's imports from Viet Nam-Value in 2008	Turkey's imports from Viet Nam-Value in 2009	Turkey's imports from Viet Nam-Value in 2010	Turkey's imports from Viet Nam-Value in 2011	Turkey's imports from Viet Nam-Value in 2012	Turkey's imports from Viet Nam-Value in 2013	Turkey's imports from Viet Nam-Value in 2014	Turkey's imports from Viet Nam-Value in 2015	Turkey's imports from Viet Nam-Value in 2016	Turkey's imports from Viet Nam-Value in 2017	Viet Nam's exports to world- 	Viet Nam's exports to world-Value in 2001	Viet Nam's exports to world-Value in 2002	Viet Nam's exports to world-Value in 2003	Viet Nam's exports to world-Value in 2004	Viet Nam's exports to world-Value in 2005	Viet Nam's exports to world-Value in 2006	Viet Nam's exports to world-Value in 2007	Viet Nam's exports to world-Value in 2008	Viet Nam's exports to world-Value in 2009	Viet Nam's exports to world-Value in 2010	Viet Nam's exports to world-Value in 2011	Viet Nam's exports to world-Value in 2012	Viet Nam's exports to world-Value in 2013	Viet Nam's exports to world-Value in 2014	Viet Nam's exports to world-Value in 2015	Viet Nam's exports to world-Value in 2016	Viet Nam's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2842	"Salts of inorganic acids or peroxoacids, incl. aluminosilicates whether or not chemically defined ..."	0	0	0	0	0	0	0	0	0	0	0	0	25	50	25	0	0		0	8	0	0	18	69	345	162	127	2427	1757	3581	2947	3134	2193	1826	2827		2486	3069	4166	4700	7292	6616	8830	12659	8036	11890	13195	12715	12031	15594	12020	13868	14693	
2845	"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		182	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0			78	73	688	410	313	284	476	500	503	607	1940	2025	2501	2794	1887	1461	1760	
2853	"Inorganic compounds, incl. distilled or conductivity water and water of similar purity, n.e.s.; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	1935	2547	3679	544	21	7	185	101	8	6445		0	0	0	0	0	0	307	255	304	602	660	1241	1698	969	1477	1393	1628	
2901	"Acyclic hydrocarbons"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16	26	0	3	42	9	1	0	5321	59570	7107	12355	9510	1944	1	1824	3		21674	12907	19648	72749	152332	69773	72128	45557	12742	44210	155484	87942	26256	252161	22366	22671	15524	
2908	"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	1	252	0	0	0	0	0	0	1		2105	2141	3237	3828	3878	5283	6908	9744	8677	4983	4647	4212	5821	6079	6166	4126	4002	
2914	"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	8	557	11	17	62	180	27	97	1083	105	110	292	100	458	469		12641	16781	21937	28721	40606	38251	42165	49325	38933	50911	62592	62395	60009	63098	57847	42682	62651	
0407	"Birds' eggs, in shell, fresh, preserved or cooked"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2356	3782	3339	2969	2537	2809	3567	4699	5286	5482	5883	4279	3760	6175	4107	3464	3039		5113	12640	10750	13293	14764	7568	10649	9360	8155	11590	13869	13676	24281	37014	25810	22617	31865	
0510	"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	182	0	627	121	107	58	0	0	0	0	0	0	0	13	3	1		14	12	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	
0701	"Potatoes, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	68	38	63	193	386	249	179	646	136	239	217	93	60	539	440	575		821	5765	5221	5857	7693	12969	17043	13304	8059	16955	21660	16467	7880	21744	28562	20264	11285	
0708	"Leguminous vegetables, shelled or unshelled, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		794	857	942	585	631	890	1369	2744	3010	1477	545	401	1989	2261	5667	3945	3316		48	1	0	0	0	0	0	2	19	0	1	0	0	0	0	0	33	
0711	"Vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10713	10049	9734	11761	10447	9182	13826	10196	14704	15187	12336	13491	14263	17343	15172	14702	6555		2991	4457	2831	2898	4414	4335	7626	14377	8176	8705	12275	14968	19526	21944	15028	12312	10604	
0204	"Meat of sheep or goats, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	2	0	84	0	0	0	0	0	179	1	3		112	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0806	"Grapes, fresh or dried"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		123	867	2	296	123	556	394	433	337	771	1172	1893	3356	2080	912	385	32		1474	1228	2190	2071	3003	3734	3838	3764	5083	5589	4836	4946	6150	6857	8974	7152	5810	
0812	"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		201	685	215	45	50	272	172	87	196	115	19	23	71	10	54	14	642		0	0	0	1	25	17	10	0	0	0	0	0	0	0	4	1	1	
3004	"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put ..."	0	0	0	0	0	0	0	0	0	0	0	45	0	0	23	0	0		7494	6459	7596	9645	15037	17477	19059	26823	36748	39864	52463	66960	69264	88101	91914	97086	106397		814187	1128723	1579342	2146260	2235372	2344586	2684062	3354230	3124980	3292926	3240021	2738872	2822853	2875248	2642577	2610787	2717837	
3104	"Mineral or chemical potassic fertilisers (excluding those in tablets or similar forms, or in ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		17	55	0	22	1507	212	604	1861	16523	4437	10840	15453	16497	13197	7206	4796	9593		15818	19515	23965	32762	38582	33135	57918	57052	40317	54420	63095	72599	63762	65396	82589	57950	59886	
3207	"Prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		183	20	460	75	406	1120	1725	4909	4905	8325	12417	5858	5092	4910	4695	5853	8189		31401	38114	49512	59522	71175	82820	99798	105742	79392	104902	136994	136590	125917	110922	94399	90081	100014	
3212	"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		253	105	131	231	350	236	105	54	112	439	1334	723	834	537	4776	12958	6551		9840	14060	20151	27809	30183	43124	59331	55509	39721	48147	55058	52523	55123	53294	46986	45165	53931	
3402	"Organic surface-active agents (excluding soap); surface-active preparations, washing preparations, ..."	0	0	0	0	4	0	0	0	0	25	0	1	3	0	0	40	0		16599	15260	18625	24343	31385	39649	57807	100335	26111	105662	120917	149089	131280	127143	131787	144242	123546		85211	108919	138882	173405	204178	227601	276814	359414	302128	368147	463014	487990	503574	512511	441558	444819	511659	
3507	"Enzymes; prepared enzymes, n.e.s."	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0		18	3	1	0	51	7	15	158	66	29	210	265	484	259	318	664	145		28209	36872	46046	55910	62373	61852	68415	72759	78534	83857	97136	96772	107594	119647	105297	100937	115304	
3602	"Prepared explosives (excluding propellent powders)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		52	0	0	27	0	24	0	6	2785	0	0	0	0	0	0	0	1371		1836	849	485	1023	3697	1097	1996	2319	1774	4036	4012	2274	4561	1632	4002	2246	1453	
3809	"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ..."	0	0	0	0	0	0	0	0	0	43	0	2	0	0	0	0	0		327	634	691	302	1318	3717	4366	10121	14341	24804	53012	86348	100385	145112	154983	106214	153252		39988	55685	70590	81911	87154	90341	99480	98571	70151	82361	86281	85860	90918	86410	69538	60754	65543	
3810	"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	22	24	41	151	92	90	567	932	648	1222	1480	1535	1703	1253	656		4598	5957	8452	9087	11383	13270	17481	17330	16073	17914	17654	16412	19111	16622	17621	16426	16621	
3825	"Residual products of the chemical or allied industries, n.e.s.; municipal waste; sewage sludge; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	36	0	3	71	6	183	325	26	240	26	80	251	115	548		0	334	1	0	4	1	1	5	37	2	26	0	13	5	0	0	0	
3913	"Natural polymers, e.g. alginic acid, and modified natural polymers, e.g. hardened proteins, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	29	137	33	13	56	41	349	438	587	2808	2138	637	993	1161	1742		5959	7178	8175	10903	12372	11894	13825	15288	12098	16589	22190	20914	27376	28190	23437	23677	22033	
1302	"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2207	1692	2069	6045	12609	9668	4741	3775	2930	592	3493	3398	8587	3346	9593	24841	38475		18008	24465	36662	39252	36106	27488	18988	22954	24654	29375	33538	34455	38870	36608	34213	35593	37367	
4103	"Other raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		178	1025	596	843	3576	2081	6684	6094	2537	2041	3778	2236	2848	3754	4980	6820	23259		4518	10814	11305	6082	5007	7487	10196	7913	4176	5752	11015	13616	13000	10147	3519	3013	2479	
4115	"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	529	398	249	6075	45244	54234	29536	26700	23446	24120	4072	270	443	1119		0	4327	5190	4592	5509	6913	6096	4731	2832	2755	3581	3198	3143	3142	3620	3998	3363	
4304	"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ..."	0	0	0	0	0	0	0	10	1	2	0	136	0	0	0	0	0		0	3	36	50	140	80	539	4294	681	134	139	95	255	1001	1955	2752	764		163	179	91	96	153	577	1569	1638	503	1354	620	399	276	511	509	463	529	
4702	"Chemical wood pulp, dissolving grades"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		86	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0			780	424	648	2756	6481	5058	3599	6147	979	1388	756	747	609	829	798	764	465	
4808	"Corrugated paper and paperboard "with or without glued flat surface sheets", creped, crinkled, ..."	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0		0	1	397	1001	1553	2783	3688	2089	1168	1391	1571	1089	1758	1543	993	1352	7883		1275	1440	1840	3250	3630	3421	4051	4935	3939	5611	10088	7898	9093	8792	5665	5315	7288	
4816	"Carbon paper, self-copy paper and other copying or transfer papers, in rolls of a width of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	21	13	24	30	4	5	3	4	19	4	11	52	16	17	24	39		4185	5964	7692	11269	13607	13139	18383	17675	10342	14684	14688	15982	13789	13134	12204	11626	16475	
4902	"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		411	107	355	285	286	294	113	71	43	100	654	4	14	10	219	796	32		13576	20787	20308	25584	23229	22645	27215	29824	21092	19444	16518	14865	14345	9154	8536	6709	4569	
4909	"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ..."	0	0	0	0	0	0	0	0	0	2	0	9	12	17	19	12	0		171	140	154	214	375	1329	1361	1593	1637	1523	2725	1916	1618	1828	1574	3035	7258		118	227	140	210	483	376	361	572	684	674	773	656	584	533	425	363	257	
5108	"Carded or combed yarn of fine animal hair (excluding that of wool or that put up for retail ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		108	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32		21	50	109	441	409	1549	2318	1738	1508	2215	3169	3638	1878	2752	2743	3766	3293	
5109	"Yarn of wool or fine animal hair, put up for retail sale"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		184	4	14	0	189	0	0	0	0	0	0	11	59	249	56	15	42		283	135	137	89	12	321	693	1308	107	268	326	299	393	825	767	389	312	
5301	"Flax, raw or processed, but not spun; flax tow and waste, incl. yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	25		1359	2571	3078	2560	2316	2312	3331	2131	1479	3179	4249	3989	5861	5512	5575	6687	4107	
5302	"True hemp "Cannabis sativa L.", raw or processed, but not spun; tow and waste of true hemp, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		1476	1439	0	474	218	585	845	0	104	3	0	1	0	1	5	3	69	
5405	"Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		8	12	30	35	61	185	146	116	7	75	14	44	6	10	5	26	20	
5406	"Man-made filament yarn, put up for retail sale (excluding sewing thread)"	0	0	0	64	214	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	33	860	157	117	29	0	0	0	35	10	28	52	238		97	29	59	167	309	178	161	154	383	173	78	84	153	394	270	60	117	
4503	"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	1	0	0	0	0	0	46	10	36	0	5	73		1212	711	900	1911	2612	1730	1971	1841	1819	2397	2776	2971	2515	2167	2160	1634	1245	
5506	"Synthetic staple fibres, carded, combed or otherwise processed for spinning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13	981	901	43	21	66	335	0	134	64	0	68	78	366	1057	1115	2784		4329	8034	8384	9313	12563	13014	12632	14151	11979	15986	24516	23289	20403	22066	16220	15417	18645	
5704	"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10	54	0	61	10	38	69	216	144	47	145	40	23	13	31	1386	3236		1075	1364	2391	4814	3959	3893	4185	3824	3164	3667	5941	4801	4018	3317	3515	5017	4708	
5803	"Gauze (excluding narrow woven fabrics of heading 5806)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	165	19	125	365	53	68	18	52	23	15	58	3	0	769	16	171		123	76	76	90	148	64	122	431	167	273	330	265	467	32	78	47	34	
5905	"Textile wallcoverings"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	26	8	2	0	0	0	0	0	0	0	0	0	0	0			61	157	188	201	263	394	1128	1565	649	781	861	672	1154	1698	976	678	844	
6701	"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9740	11220	8898	8090	6778	14683	8590	4206	4711	11018	18442	13509	20665	22829	13394	10410	91		98	226	260	272	509	553	424	450	423	518	745	501	287	416	405	248	518	
7019	"Glass fibres, incl. glass wool, and articles thereof (excluding mineral wools and articles ..."	0	0	0	0	0	0	0	0	0	0	0	0	325	41	41	0	0		0	22	23	1119	2642	1334	1255	2211	2299	3819	4353	4561	6928	7525	6269	8434	14717		23575	32673	44906	53905	66041	72839	107412	120288	96641	117230	147390	158276	175036	195357	193303	217616	233789	
7101	"Pearls, natural or cultured, whether or not worked or graded, but not strung, mounted or set, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1467	760	0	543	1172	2293	1303	1562	1	1179	1183	1038	839	676	744	931	3302		117	169	160	355	630	459	768	597	249	309	362	249	179	237	256	219	255	
7219	"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ..."	0	0	0	0	0	0	1486	4844	1998	3569	13050	12455	8251	440	0	109	0		418	5447	871	2635	938	10106	44466	77320	27780	101967	172164	155375	174129	145467	142025	129436	162349		102969	165451	248347	376470	471588	541656	819419	767627	511514	783938	925029	798642	999711	1043680	931976	770545	1040624	
7227	"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	225	0	23	18	1878	0	90	1680	11100	12845	8468	8087	3999	204		11368	18464	23876	46101	40607	35284	44261	84171	26272	46531	66338	56515	59735	104077	123027	128155	98946	
7303	"Tubes, pipes and hollow profiles, of cast iron"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		235	155	81	6071	429	675	1347	150	1584	3125	237	287	1028	753	975	869	1299		11786	19161	20566	12925	7092	6005	21624	7531	4096	5707	24439	9011	16234	15755	15812	24551	16092	
7316	"Anchors, grapnels and parts thereof, of iron or steel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		407	1024	301	474	1709	1152	1208	1895	1947	6748	2007	3043	3113	2882	2692	2027	386		347	356	423	806	1248	2540	2660	2229	1912	931	613	837	381	673	456	490	345	
7321	"Stoves, ranges, grates, cookers, incl. those with subsidiary boilers for central heating, barbecues, ..."	0	0	1	39	0	0	28	83	6	0	30	0	111	111	108	4	0		2579	5471	8712	18683	16416	20139	21254	24160	13713	20925	24286	29561	25503	31683	37652	47070	67456		5250	7228	11302	17356	22576	29515	40436	51423	31526	40565	57008	48258	54477	60915	54411	49225	48235	
7502	"Unwrought nickel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	2	12	0	0	0	2	0	18		11121	14164	23712	49308	51345	76576	146565	99304	41677	77963	100514	75239	67317	75581	68631	51461	52243	
7602	"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		116	237	200	108	25	1761	4070	7982	6702	15312	29063	29000	43941	50601	71899	61319	51649		9482	7945	15281	14368	24916	22207	43086	34567	18277	39951	47477	35825	35651	57871	66241	63155	124087	
7607	"Aluminium foil, "whether or not printed or backed with paper, paperboard, plastics or similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1126	696	1371	1687	1979	4279	6540	4729	3402	3989	5146	4303	7366	8289	8690	9752	17878		54039	59487	67290	85265	97396	111591	126818	125099	89853	114642	149060	141366	158835	152911	154838	157942	177694	
7610	"Structures and parts of structures "e.g., bridges and bridge-sections, towers, lattice masts, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1542	3239	4575	4899	7107	6459	14772	19672	13215	8818	12291	25154	39032	65705	143896	167060	144883		10622	9617	18181	16316	19219	24063	35113	43050	22473	26591	31086	28480	42728	35405	29432	36936	38352	
7803	"Lead bars, rods, profiles and wire, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		122	414	124	371	179	1058	200	0	0	0	0	0	0	0	0	0			76	286	183	162	375	374	0	0	0	0	0	0	0	0	0	0	0	
7804	"Lead plates, sheets, strip and foil; lead powders and flakes (excluding grains of lead, and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		249	72	63	15	14	54	0	17	4981	14758	5	152	351	30	920	133	7319		46	115	155	248	313	475	590	494	182	418	397	520	1514	497	1200	457	317	
8107	"Cadmium and articles thereof, n.e.s.; cadmium waste and scrap (excluding ash and residues containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	21		14	29	39	23	18	47	92	91	77	65	93	49	57	42	145	11	34	
8113	"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	15	0	845	1087	1556	3553	3842	3855	11304	11259	9903	6646	6284	4117	4835	2039		250	280	442	889	1136	1443	1299	3480	1841	2924	4989	4973	5614	7200	11019	10183	12391	
7403	"Copper, refined, and copper alloys, unwrought (excluding copper alloys of heading 7405)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	12	31	90	0	5	334	37727	12074	181021	649	14	41	56	20	442	210		218608	328866	416969	644943	883138	1465473	2139496	2108924	1490742	2584684	3125552	2878811	2730446	2577339	2208298	1998686	2438222	
8210	"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ..."	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0		10	1	0	2	9	7	0	0	5	24	7	15	36	86	526	460	655		292	580	1676	2839	2187	5663	8601	4918	2979	6158	8928	10781	11649	12494	9550	7966	7754	
8406	"Steam turbines and other vapour turbines; parts thereof"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9	0	0	0	1	4	672	0	382	375	13425	583	330	747	335	523	889		166784	200742	47948	26886	57528	17537	36894	47882	265660	137613	86498	155713	490777	143375	200148	276605	154673	
8432	"Agricultural, horticultural or forestry machinery for soil preparation or cultivation (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1286	3548	3950	4285	4767	3167	2270	2493	1345	2785	7277	6852	6995	10107	13499	11290	2446		2014	1664	3889	5986	9482	15046	17290	26870	16839	32410	51083	50020	37151	36388	20529	18806	19847	
8441	"Machinery for making up paper pulp, paper or paperboard, incl. cutting machines of all kinds, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		135	326	402	195	542	844	491	910	991	1496	1577	5302	6865	11354	13745	21026	23287		36774	46661	56734	63779	130477	99889	133355	182630	85779	86337	125703	96628	135967	174316	158868	146235	98927	
8446	"Weaving machines "looms""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		48	192	5	152	53	218	268	472	435	821	702	385	1534	493	760	397	138		80524	207914	378428	306531	290736	300522	208692	161688	39834	148464	277749	412513	443435	320874	149690	205693	244402	
8456	"Machine tools for working any material by removal of material, by laser or other light or photon ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0		14	40	78	62	364	183	28	82	441	1367	708	896	675	570	642	1203	3297		14993	23132	35563	55247	68090	83361	91659	88181	35546	67990	118851	103832	96364	114893	104280	108003	99552	
8459	"Machine tools, incl. way-type unit head machines, for drilling, boring, milling, threading ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		130	152	235	171	211	555	5577	1821	630	1030	992	1509	1562	3689	2008	1338	386		18906	29706	36281	54996	48833	69612	64385	75714	28485	49087	76762	104401	70397	72703	66390	65071	60961	
8478	"Machinery for preparing or making up tobacco, not specified or included elsewhere in this chapter; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		278	0	0	81	319	250	4	163	72	0	91	65	40	100	89	192	364		16706	15484	23586	36801	44975	35529	40887	16647	23862	36384	34845	22162	32086	36784	66476	25834	20539	
8509	"Electromechanical domestic appliances, with self-contained electric motor; parts thereof (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0		7	884	70	19	188	33	201	164	207	259	670	454	935	1930	1483	483	3089		29991	25272	43672	75107	116275	129554	53681	58074	48763	70847	77453	67224	70533	68537	60154	42631	41119	
8513	"Portable electric lamps designed to function by their own source of energy, e.g. dry batteries, ..."	0	0	0	0	0	0	0	0	0	0	2	1	0	4	8	3	0		0	37	26	9	110	19	27	18	6	71	51	283	783	8148	7847	4636	4954		3732	2617	5775	6325	6741	9371	13153	12474	6806	12351	14515	16011	16809	15487	13973	10118	11135	
8522	"Parts and accessories suitable for use solely or principally with sound reproducing and recording ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15007	37926	46164	52313	46557	41522	33625	41142	47709	52140	39408	22177	21665	26093	20040	28748	39573		5164	15349	35023	52889	37830	26459	26925	22832	26305	21155	26450	24653	17200	13297	7645	7198	8301	
8485	"Machinery parts not specified or included elsewhere in this chapter (excluding parts containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		196	265	1118	832	283	530	2638	0	0	0	0	0	0	0	0	0			29642	14987	31951	33715	53265	46711	0	0	0	0	0	0	0	0	0	0	0	
8604	"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1394	165	1022	6668	3251	2527	1888	14586	8261	5252	46137	78068	36829	5236	12496	19732	3324	
8710	"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			3311	25225	11704	4686	0	0	0	0	0	0	0	0	0	0	0	0	0	
8904	"Tugs and pusher craft"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1582	189	6	0	1461	4357	6608	20582	20388	12897	22367	30852	50610	119037	112872	109802	89779		11091	30007	1	0	288	2670	0	0	0	10100	1803	15444	18	0	7093	13276	0	
8907	"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	32	0		82	8	585	0	63	148	15	1516	2103	11486	8289	12706	5014	6664	5719	5257	8386		18131	7022	1954	28825	46113	6106	4496	14077	3964	10113	3516	5810	2873	3839	6141	3882	4990	
9009	"Photocopying apparatus incorporating an optical system or of the contact type and thermo-copying ..."	0	23	27	21	23	798	0	0	0	0	0	0	0	0	0	0	0		257	384	37	98	112	196	199	0	0	0	0	0	0	0	0	0	4		36394	44464	53103	79882	84424	96447	0	0	0	0	0	0	0	0	0	0	0	
9020	"Breathing appliances and gas masks (excluding protective masks having neither mechanical parts ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	27	27	32	20	32	47	63	429	150	170	128	107	153	289	194	48		1281	3726	2756	3521	3310	3485	5642	7540	4932	6687	8757	7603	14089	23102	21340	12176	18297	
