Product code	Product label	Turkey's imports from Germany-Value in 2001	Turkey's imports from Germany-Value in 2002	Turkey's imports from Germany-Value in 2003	Turkey's imports from Germany-Value in 2004	Turkey's imports from Germany-Value in 2005	Turkey's imports from Germany-Value in 2006	Turkey's imports from Germany-Value in 2007	Turkey's imports from Germany-Value in 2008	Turkey's imports from Germany-Value in 2009	Turkey's imports from Germany-Value in 2010	Turkey's imports from Germany-Value in 2011	Turkey's imports from Germany-Value in 2012	Turkey's imports from Germany-Value in 2013	Turkey's imports from Germany-Value in 2014	Turkey's imports from Germany-Value in 2015	Turkey's imports from Germany-Value in 2016	Turkey's imports from Germany-Value in 2017	Germany's exports to world- 	Germany's exports to world-Value in 2001	Germany's exports to world-Value in 2002	Germany's exports to world-Value in 2003	Germany's exports to world-Value in 2004	Germany's exports to world-Value in 2005	Germany's exports to world-Value in 2006	Germany's exports to world-Value in 2007	Germany's exports to world-Value in 2008	Germany's exports to world-Value in 2009	Germany's exports to world-Value in 2010	Germany's exports to world-Value in 2011	Germany's exports to world-Value in 2012	Germany's exports to world-Value in 2013	Germany's exports to world-Value in 2014	Germany's exports to world-Value in 2015	Germany's exports to world-Value in 2016	Germany's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2704	"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon"	127	215	300	568	1033	742	869	1917	1414	1906	2142	1410	1081	975	1305	919	1956		17338	21840	24948	30005	31554	28631	44105	106537	55019	68652	95506	113028	108789	154976	95634	164535	286701		48372	60020	56742	94738	107591	76638	95719	96879	58367	54984	128276	115869	131467	73004	110419	100617	468781	
7324	"Sanitary ware, and parts thereof, of iron or steel (excluding cans, boxes and similar containers ..."	996	927	1420	2178	2171	2790	2887	2760	1494	2613	3335	2476	2780	2090	1603	1299	2012		169307	202972	230028	253857	323966	364878	439172	465399	360589	349182	411190	387741	400060	411621	370209	365932	371868		3006	3180	4523	7774	10338	12591	14139	13520	9958	13802	15425	13126	16448	14983	13038	11739	12257	
4202	"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, ..."	675	622	810	696	926	1252	1743	1573	1083	1731	2784	3101	2789	3239	2024	2065	2031		349062	385430	444926	529645	657372	804297	972136	1128214	996210	1057644	1383556	1312479	1426357	1580979	1476525	1601292	1807147		27709	36711	56714	122573	231568	296114	390297	405386	222534	264521	353072	334251	403519	415528	339255	237777	227601	
5208	"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m²"	6113	8470	7739	6009	5720	6116	6514	5756	4635	4853	5094	4279	3928	2285	2176	2116	2039		479901	500061	538774	584493	565313	588088	583139	587223	483314	508711	604114	517911	534792	518246	411315	384756	406387		83322	188090	269936	341045	393886	418317	505628	478538	397265	554470	586735	350507	388954	339648	237591	174648	206409	
2937	"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; ..."	9187	11745	11655	17763	19548	18877	14205	14398	8894	11351	11946	8847	9080	3629	2939	2136	2057		381576	372289	509798	453103	387422	548673	358696	348449	292918	300738	335838	357741	474358	695046	407341	373138	487849		27903	34803	36116	47370	48270	42382	38800	41551	31308	37209	35347	30468	40173	27619	28965	26688	28921	
2203	"Beer made from malt"	0	0	0	250	190	106	88	63	36	570	2078	404	108	524	1475	1602	2148		668676	723976	872279	1057441	1047655	1081226	1236745	1363786	1162270	1252838	1380354	1372411	1372626	1429498	1266424	1302105	1290867		138	140	224	1822	1780	1406	1222	1360	982	1352	5032	3651	5090	7225	9018	9176	10121	
2202	"Waters, incl. mineral waters and aerated waters, containing added sugar or other sweetening ..."	151	20	282	355	199	3673	1285	261	249	915	1869	1538	2114	2021	1976	2676	2160		373660	559146	796396	907386	1015357	1307880	1469685	1740246	1514159	1446139	1609202	1579352	1706955	1853585	1557018	1658240	1808466		6871	2161	5650	17818	11626	20891	30766	36974	30157	32542	49025	46922	68567	68388	71102	71794	72114	
3001	"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; extracts ..."	1137	1274	1306	1290	513	815	833	1371	690	7077	6784	6915	4540	4177	2247	1748	2173		38286	35663	38621	44517	52946	49895	78469	125866	180178	285000	234209	169103	156263	114022	75231	70950	101163		5973	6286	8641	9279	12462	15806	18234	12340	13794	15624	17047	19071	24645	24614	24204	29500	30449	
8527	"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with ..."	971	1305	3036	2980	2297	2999	3887	3369	2421	3224	4691	3210	2839	2917	3017	2206	2173		666361	829572	991275	941252	897785	863015	885355	879893	557178	707877	786381	706235	645989	671424	527474	396063	384946		50386	61356	99608	156082	178108	191091	187614	179397	135327	175374	185808	166217	148174	166055	157414	156916	115486	
9613	"Cigarette lighters and other lighters, whether or not mechanical or electrical and parts thereof, ..."	138	309	450	628	794	1101	1181	1511	1420	2014	3201	2598	1731	1551	1463	1703	2193		43938	46262	43133	45858	63315	89357	83042	99633	84250	70002	70042	70562	77983	83995	63979	68133	69280		8903	8912	10134	14562	18881	20596	19944	19960	21167	25016	25958	28039	29868	31255	30067	26623	27607	
6115	"Pantyhose, tights, stockings, socks and other hosiery, incl. graduated compression hosiery ..."	605	386	517	998	1198	1631	1712	2665	2607	2848	3816	3215	3008	4518	2419	1848	2198		194292	217385	263833	303267	347867	389473	395070	467276	507677	549882	657563	571919	612435	660962	559774	567072	619299		4550	4748	6618	10640	12074	20330	28414	33700	28315	46017	61128	56091	48534	41742	35755	38026	33357	
4808	"Corrugated paper and paperboard "with or without glued flat surface sheets", creped, crinkled, ..."	284	325	372	690	778	827	892	978	287	403	429	863	923	1062	689	647	2199		122319	141825	149665	129849	155432	203808	229546	257424	199359	212350	259920	223110	244776	273848	248670	270767	312265		1275	1440	1840	3250	3630	3421	4051	4935	3939	5611	10088	7898	9093	8792	5665	5315	7288	
7508	"Articles of nickel, n.e.s. (excluding powder, flakes, bars, profiles, wire, plates, sheets, ..."	816	100	52	117	126	90	186	175	138	331	656	515	213	618	547	1182	2199		19718	21129	23365	34899	37751	54256	68837	71589	45463	56727	64939	57770	79175	87100	89220	94387	107176		3546	4602	4250	24777	36190	45730	56804	78687	60831	65647	86380	98532	85147	91304	93061	91082	101293	
2934	"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excluding ..."	3977	6439	4966	7888	3338	6603	3223	1875	1297	1686	2212	1336	1774	1485	1169	1398	2269		2365805	2649397	2673378	3939134	3245177	4978021	4885914	6364940	2512196	1088956	1326071	1257131	1342332	1240063	1002417	877792	990260		70500	83940	100745	126848	151571	146440	140377	145345	111993	118931	111550	92798	88152	91548	96665	95548	125878	
4801	"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ..."	16665	4308	3295	3741	8802	1413	2585	10937	15689	21724	19464	8096	19530	7830	6408	2829	2275		487154	502495	539314	639263	667486	721696	611901	734889	540505	499444	544761	440445	449356	457394	366747	353214	337989		124395	106773	165615	235249	311629	362340	382491	395413	294970	299436	336595	294786	276277	243789	172708	131627	112524	
7217	"Wire of iron or non-alloy steel, in coils (excluding bars and rods)"	5917	7203	6899	10912	11119	10826	8397	4787	1827	4341	4675	3029	4438	4268	2434	2001	2306		219270	251483	317434	408629	488679	566651	723448	847559	477332	609241	743845	627777	548220	532859	461013	449607	493338		18959	18065	26968	41780	41829	43462	64039	77709	41166	65224	98020	76331	76219	77904	66267	58744	64702	
8546	"Electrical insulators of any material (excluding insulating fittings)"	1155	743	2101	1588	1292	830	589	1111	1441	1189	1539	1224	4605	5573	4135	2196	2312		85878	93210	102918	136882	139994	180203	206981	227778	223550	244674	257407	292484	331921	356022	302503	270122	208196		14618	11777	11355	12520	14783	14713	19529	44681	37398	38713	56840	56851	59139	59219	53105	45897	44896	
4004	"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom"	277	2	24	0	1	495	241	46	19	130	148	111	2472	2361	1636	1254	2321		8349	8620	8379	9878	8052	11316	13231	13085	11235	21950	16901	21922	19513	16961	9829	15743	14209		467	120	293	517	585	1314	1015	1023	68	1261	1251	2550	6235	5294	3494	3267	5295	
7310	"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material ..."	1131	2551	4655	4325	2902	2875	4772	6160	3689	3707	4134	3911	4793	3313	1969	2430	2368		279832	378521	418349	472544	574942	628126	780291	910362	700303	707200	810591	755510	706722	705774	591233	550282	581145		5281	6228	9431	10988	10996	17342	12232	15063	13664	17164	21140	19817	30536	32347	27201	24109	21955	
9506	"Articles and equipment for general physical exercise, gymnastics, athletics, other sports, ..."	1339	1791	1573	1713	2306	2119	2616	2807	2341	2186	4075	2910	5689	3501	2212	3435	2371		381488	409255	521544	570305	693416	731075	746642	826474	786981	922466	1013156	930177	1030177	1128388	1020125	1035225	1094341		18095	23928	29721	47869	69381	78306	91560	95679	76985	99845	106760	127814	149153	152682	112442	106938	113241	
4203	"Articles of apparel and clothing accessories, of leather or composition leather (excluding ..."	1585	961	1206	1278	1210	1501	1378	2115	972	1549	1454	1674	1323	957	1574	1384	2381		239442	263430	282928	274560	317058	353080	430283	477627	406593	402984	494370	444173	459405	467923	385502	360370	403299		23108	23419	23074	23111	31983	56886	64427	112165	128704	126233	107618	132195	118188	107281	117319	81323	43087	
2208	"Undenatured ethyl alcohol of an alcoholic strength of < 80%; spirits, liqueurs and other spirituous ..."	13	3	149	872	855	428	327	677	520	400	803	1447	2042	2627	2318	1411	2399		383953	466655	527535	485127	763829	879981	1107525	1193671	1233977	1314308	1490973	1524443	1636747	1657647	1420119	1498427	1568233		5960	7415	9130	9313	7056	13205	14682	19729	43231	40007	85996	87684	108358	132298	125055	98122	127074	
1516	"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ..."	694	1065	1146	1650	1500	1712	1575	2295	1247	1902	2193	1988	2256	1904	1325	1759	2404		149966	225820	255575	292146	309128	331135	374183	424674	368262	425067	665325	511854	359007	276569	236578	218032	210129		7179	10407	11504	10015	7870	12546	16957	23488	22078	21121	49645	51308	42844	51948	40924	32883	57419	
9023	"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ..."	1572	4166	8356	7613	3725	7611	3999	2861	3369	4455	5528	6240	5472	9310	11419	9470	2414		161968	206218	220344	322761	254145	326972	316559	352238	303227	312483	358540	449917	393851	387203	360790	302145	371598		5719	7674	11964	13713	13350	20831	12596	15308	13153	18310	15551	19302	30191	30088	42042	29506	16454	
9020	"Breathing appliances and gas masks (excluding protective masks having neither mechanical parts ..."	306	821	918	1148	722	1186	1573	2744	1815	1287	3070	1222	2862	4846	6203	3133	2437		59783	69704	85784	103328	125103	129548	159625	178124	153194	148852	207216	194494	207232	220468	222065	249060	283020		1281	3726	2756	3521	3310	3485	5642	7540	4932	6687	8757	7603	14089	23102	21340	12176	18297	
2005	"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen ..."	66	4	392	629	327	573	1344	1495	1044	1271	1773	2133	2434	3581	2863	2620	2437		130376	144026	181972	219497	261174	305930	310634	380387	344145	332342	382742	354374	370098	381580	316031	321972	330135		3204	4234	2172	4275	5286	3989	5603	8827	6717	8605	11531	11640	16411	18825	16470	13928	16717	
2914	"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, ..."	946	1115	1677	1030	1705	1708	2423	4548	1714	2787	2283	3190	2968	4083	3267	2450	2464		250602	268161	300625	413203	436272	438628	457955	531881	401248	515487	640683	549899	569918	587657	488955	430299	570510		12641	16781	21937	28721	40606	38251	42165	49325	38933	50911	62592	62395	60009	63098	57847	42682	62651	
7505	"Bars, rods, profiles and wire, of nickel (excluding electrically insulated products)"	689	1204	1597	2115	2116	3310	5943	4220	2312	3086	3218	2167	2802	2604	2283	2091	2468		132105	160263	177439	244009	304843	403409	601525	500942	259651	295993	391751	423378	448886	387803	352025	255348	303226		1148	2621	3710	5600	6257	7909	13001	10252	4889	8333	9581	6392	8178	9049	7893	6503	9170	
3005	"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ..."	391	369	1142	859	1524	1620	1931	2040	1879	1879	2675	2721	3047	2633	2426	2031	2477		258223	300295	319887	335614	387644	516391	609850	712078	699271	709201	878225	792312	827974	885006	793392	799978	803476		5050	5618	9365	10414	11013	13770	13285	20620	16557	20572	28185	25624	26026	24088	22490	19651	23443	
6809	"Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ..."	166	121	35	219	122	202	1732	2786	1042	444	464	586	1135	1420	1177	1284	2489		105816	139146	130649	193086	239030	322418	388227	375962	270186	274647	302145	293410	294055	303537	237049	237509	256909		684	277	507	1697	973	1146	6160	9136	4532	5359	7359	10724	26714	20846	18424	12852	7659	
5601	"Wadding of textile materials and articles thereof; textile fibres with a length of <= 5 mm ..."	886	1495	3058	1511	4145	631	955	669	5282	3192	1793	1741	788	1036	4211	3500	2493		120940	132665	172261	186795	215132	229127	224937	262875	231844	259274	280392	157945	166120	173383	137886	129744	120909		17157	15620	23655	31499	54934	59003	63297	43236	57928	39695	25920	25091	30239	56824	50331	54526	56093	
8709	"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used ..."	313	753	112	4693	982	1546	1504	3436	1092	1190	2152	5345	7826	5185	8083	7708	2523		38404	23720	22644	37304	60686	87828	120579	168714	151736	119597	119212	143901	161447	182475	150183	191224	142821		1456	1831	1683	7278	3662	5230	9833	11371	4665	10723	11420	16834	14606	12901	24886	14819	10119	
9017	"Drawing, marking-out or mathematical calculating instruments, e.g. drafting machines, pantographs, ..."	2604	5741	4084	3021	2487	5170	3519	4530	1788	2825	3573	3081	3754	2693	3031	2703	2552		118317	123178	134045	161010	215539	204438	212295	234383	161432	184866	221021	203333	215510	232855	200265	230456	265843		11123	14370	12237	13415	14086	21355	22005	21628	12202	22100	26666	24791	33621	29846	26347	23476	27518	
6203	"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ..."	1110	2120	2097	3523	2353	4673	4567	4049	2455	4041	2726	2879	2472	2918	3502	2761	2554		1105944	1224509	1410922	1741119	1911272	2083770	2423942	2831011	2360695	2364735	2811786	2641424	2736689	2808152	2379020	2434471	2925233		24177	29925	44849	82601	102278	118082	169278	251561	229240	307028	341362	293315	367141	345528	303431	253757	224565	
7115	"Articles of precious metal or of metal clad with precious metal, n.e.s."	209	981	448	362	584	2992	5930	2252	1687	2872	6803	7000	2998	3091	7146	2388	2635		200198	190494	276360	453105	507369	837729	812465	859616	432173	603493	794831	850047	788350	621756	467853	471086	526061		1829	2246	2294	4104	1297	4980	8715	4512	3823	5403	20427	25791	35094	8910	9124	4910	3404	
5209	"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m²"	10817	10292	6266	6886	3467	4904	7318	6140	4814	5796	5716	3053	1325	1530	1338	1291	2652		392307	367467	406990	424414	403914	404222	379801	365564	257240	281892	350251	288987	297600	293215	223768	203848	196525		238927	410138	381705	448364	429063	332781	348335	286121	268374	354825	447339	276779	299892	282893	256857	271925	352275	
2207	"Undenatured ethyl alcohol of an alcoholic strength of >= 80%; ethyl alcohol and other spirits, ..."	37	35	79	193	67	193	187	286	343	751	1092	2087	1929	1303	1348	687	2653		38382	44932	46091	57778	94853	106842	138828	141351	177753	259630	261002	204824	202961	204853	228676	265073	323811		63	96	2960	17978	28116	33827	41356	46744	48764	56824	61684	62262	67921	73227	63074	58716	64508	
7309	"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material "other than ..."	595	1503	1652	1035	1382	4747	1201	1354	2485	4825	5412	1292	8191	3322	2928	1947	2665		123301	136439	145845	165470	226212	237885	325129	370567	277541	258745	327943	357239	387450	379572	320722	280289	314264		7579	12872	19075	11705	9761	15798	19999	25217	13181	25564	45827	29582	30384	30660	28840	115056	45816	
8608	"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ..."	12648	2943	1366	1516	964	850	3981	6418	2657	6602	6791	279	2269	3329	910	3351	2717		13730	24981	33797	51229	55616	84485	80645	89428	89079	104997	130401	116696	123192	169351	130480	109817	90882		26002	5992	2086	2699	14613	39859	54126	26768	22370	39984	12950	6873	43232	37781	26310	13622	11324	
0511	"Animal products n.e.s.; dead animals of all types, unfit for human consumption"	172	185	130	408	688	1138	1940	1427	1749	2025	3321	3255	2059	4228	3004	4245	2719		52311	58703	75032	90579	102255	113492	109198	163101	155262	167018	203358	197207	244343	234633	219602	209474	241109		1393	1372	2408	3219	6103	6257	11250	9334	9547	11056	16205	14829	9254	16874	17196	20806	24208	
8609	"Containers, incl. containers for the transport of fluids, specially designed and equipped for ..."	1024	810	144	515	1532	572	103	132	260	871	793	427	655	337	879	1151	2731		79466	62702	59949	90381	125184	158560	135155	195721	122290	102498	159618	168621	165031	152517	131100	124429	127287		1406	7374	1601	8333	5251	2245	1975	5315	2912	7843	8804	8169	7710	19301	5287	6066	14089	
6810	"Articles of cement, concrete or artificial stone, whether or not reinforced"	98	74	229	1458	819	2406	2162	952	480	822	899	1626	5432	3665	2770	2485	2741		192082	218414	213368	271815	464113	567445	696438	756058	673844	641641	919883	784416	879159	947191	823218	859644	953163		7425	611	480	2637	31539	15715	7436	8562	6587	13114	21269	21231	30498	33521	26059	26619	23947	
8532	"Electrical capacitors, fixed, variable or adjustable "pre-set"; parts thereof"	4070	3340	2624	3240	2424	2520	4786	5203	2334	2574	3853	3962	4187	3910	2391	2754	2750		624271	458647	489172	559411	540990	655531	740733	760206	566832	883981	1082414	937022	1043974	1104928	1035119	1095397	1306463		40055	56633	67807	93803	83319	87291	88858	85197	65655	82603	105384	94020	94797	93298	84715	85394	98110	
8706	"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ..."	0	170	146	35	0	316	259	273	42	74	321	0	5785	4819	1627	3549	2818		219602	215047	283435	412310	336033	324132	350440	412392	291943	321544	259794	237286	229430	193329	202132	212474	197758		1098	779	4455	3969	3727	1692	2542	5480	234	841	1967	425	10532	6456	1726	4977	3971	
7407	"Bars, rods and profiles, of copper, n.e.s."	706	719	880	970	1439	2191	1963	2919	1375	1857	3858	3082	3029	3260	2912	3979	2821		283936	263497	292758	423169	463173	917123	1111520	1038584	595170	968213	1200627	1097495	1111442	1076950	897673	821667	1031854		4072	4417	9030	15818	33434	71331	56760	49353	22580	53091	31200	30566	35320	36069	54927	42806	34217	
7419	"Other articles of copper, n.e.s."	1061	1929	2839	22816	13239	1872	2934	2731	3016	3649	4475	5309	6850	5152	6687	4261	2826		281466	244909	224825	303943	316188	398933	493377	542720	326711	422166	581084	566234	592786	621293	546241	557774	612936		3007	3281	4760	26812	18299	9550	15949	17732	12284	19192	24811	22491	25587	25023	28588	35992	41173	
2842	"Salts of inorganic acids or peroxoacids, incl. aluminosilicates whether or not chemically defined ..."	671	1032	1076	1766	2269	2530	1985	1684	794	1992	2083	2022	1478	1624	930	2297	2842		26993	43504	47559	48908	56080	50084	69933	97165	109182	102709	133260	114598	125972	166540	146133	159177	169859		2486	3069	4166	4700	7292	6616	8830	12659	8036	11890	13195	12715	12031	15594	12020	13868	14693	
7311	"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ..."	183	709	1487	1732	921	1362	4871	2795	1825	1761	3287	3541	9364	3878	3427	2772	2864		73812	83469	98525	118044	118930	186030	220848	276249	298298	274797	234084	266880	247530	241862	181798	162509	170308		2415	2524	5416	13553	23888	59299	55894	35661	21032	33268	40017	33083	75732	38913	38695	43980	36850	
2007	"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, ..."	110	379	706	1207	2178	1712	1643	2707	631	1609	1810	3399	1606	1367	6217	3378	2885		57314	66329	95566	113186	110152	142971	189572	210628	179024	177499	209364	237465	250002	243382	204184	211609	229020		821	1358	1489	2445	6211	5153	7323	11800	4311	7171	8086	7229	5563	5217	12807	9742	8355	
2827	"Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and ..."	549	812	976	1202	1616	2474	2842	3018	2255	2206	2763	2696	2790	2639	2053	2102	2892		113361	97490	112316	127538	144407	161124	190299	212326	149717	185798	215952	185191	205062	217185	170504	174762	192590		5347	6497	7192	8796	11304	10970	17911	16400	12205	23785	21670	18054	20508	20240	16947	18655	20024	
4413	"Metallised wood and other densified wood in blocks, plates, strips or profile shapes"	609	696	1029	1174	1345	1385	2130	2718	1994	2452	2697	2194	3548	3136	2749	1845	2923		17056	17353	19150	23265	22178	25633	33923	50650	35481	35181	34069	30730	33439	33522	38517	42107	34017		726	854	1263	2035	3346	3448	6163	6941	5476	7063	9976	6554	9887	10042	8118	8259	11173	
3707	"Chemical preparations for photographic uses (excluding varnishes, glues, adhesives and similar ..."	5685	3088	3458	3329	3688	2971	3605	3910	3605	4191	4023	3756	3537	3581	2896	2427	2936		338615	360322	387727	482096	504225	633873	603106	537017	424483	356016	376155	352177	379168	380535	347104	359415	379605		29927	27317	35290	46065	47732	50252	51160	47512	42109	42754	50533	44559	48030	49150	40911	39188	38184	
6402	"Footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear of ..."	165	51	164	128	695	1907	358	563	337	625	1689	2327	3459	447	468	2295	2973		152911	196776	199820	284746	357763	394978	522825	669940	709492	807133	1124351	974009	1097730	1325555	1169744	1424844	1636696		18019	28900	54029	95971	145110	179234	163655	207971	172104	218085	301904	283309	295706	260288	177899	135862	123844	
3810	"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, ..."	764	1160	2243	2324	2473	3092	4260	3494	2048	2770	3586	2835	3226	3081	3097	2763	2978		62386	71357	88329	102686	112575	134228	163985	194605	141409	167507	206300	199613	206590	207287	169558	164571	181200		4598	5957	8452	9087	11383	13270	17481	17330	16073	17914	17654	16412	19111	16622	17621	16426	16621	
3202	"Synthetic organic tanning substances; inorganic tanning substances; tanning preparations, whether ..."	2552	3583	4451	4804	4925	5711	4372	4202	3029	3504	4120	4230	5285	4204	2268	2659	2983		83572	86615	90364	97171	95273	101009	100719	105979	87390	103269	112316	111206	116960	116867	100574	104656	104310		10980	17097	22205	23311	21913	28124	33280	33110	24912	28193	32231	33561	38818	32325	20256	17411	17657	
3210	"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ..."	219	467	711	914	607	592	1121	1851	2074	2037	3460	4106	3714	4204	3539	4119	3056		52435	60387	63369	77878	85085	90495	91415	103777	91430	106521	103770	101508	108378	104722	91978	99266	105193		4475	6235	7194	8837	9956	10537	14473	16391	13482	13663	17264	16726	17141	23273	23783	24195	24782	
1702	"Other sugars, incl. chemically pure lactose, maltose, glucose and fructose, in solid form; ..."	563	1008	1536	1084	1248	1345	2528	3283	2914	3639	3942	4340	4438	3598	2777	2725	3124		118243	140639	178230	191021	200490	255520	408000	334585	267354	328604	455826	556098	580397	551317	388232	389899	488666		5739	8171	21384	15901	14419	14173	15278	24787	15632	20464	26114	24600	28708	30623	33586	42068	29053	
9606	"Buttons, press-fasteners, snap-fasteners and press studs, button moulds and other parts of ..."	6928	9571	14391	12028	12361	12815	12820	11690	8572	8957	9246	7015	6236	6420	4570	4080	3193		158708	155665	170296	190771	203552	237193	247804	245038	160655	158081	171443	146514	142552	141035	112894	107689	103814		17448	25176	32260	35032	39506	43248	54294	52161	36968	42165	46919	43163	40240	38876	31517	28058	27216	
2906	"Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives"	533	946	1109	1130	1406	1513	1534	1503	952	1464	1652	2172	2951	3366	2550	2631	3223		68382	79847	81326	97953	101262	121920	136365	144601	121061	149549	173343	170693	240358	237845	205756	211847	224949		1781	2571	3165	3327	3260	4325	5753	6739	3937	6999	9883	11111	12441	11911	10168	11039	12552	
5512	"Woven fabrics containing >= 85% synthetic staple fibres by weight"	885	1597	1127	1435	1988	1741	2379	2658	1960	2560	3394	3159	4772	4755	4978	3253	3255		149494	150123	168055	183746	185641	187327	181383	188618	164619	190202	228641	228209	229119	232102	193403	199963	198432		5245	6675	5130	6815	22456	10200	21761	20073	15626	24360	27774	21317	29415	40384	40345	28403	38468	
3203	"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ..."	340	355	417	712	589	1362	1188	1962	1416	2826	3312	2556	3509	3812	2948	3443	3263		25782	28990	35531	39258	47477	54562	58779	67194	65149	93286	109419	93113	96749	96742	80845	86629	82581		1132	1572	2372	3583	3208	4632	4537	5809	5732	11517	15320	10144	11052	14068	11395	13059	15237	
5910	"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ..."	689	905	1048	957	1353	1302	1668	1564	1719	1981	1938	2294	2530	2548	2650	3191	3305		34932	38074	38018	46638	55833	57534	61675	78522	64970	79208	89091	94160	101828	102168	94330	101311	108270		1165	2265	2612	2372	3214	3364	4683	4762	4844	4906	5512	5694	5950	7948	7857	8432	10540	
