Product code	Product label	Turkey's imports from Italy-Value in 2001	Turkey's imports from Italy-Value in 2002	Turkey's imports from Italy-Value in 2003	Turkey's imports from Italy-Value in 2004	Turkey's imports from Italy-Value in 2005	Turkey's imports from Italy-Value in 2006	Turkey's imports from Italy-Value in 2007	Turkey's imports from Italy-Value in 2008	Turkey's imports from Italy-Value in 2009	Turkey's imports from Italy-Value in 2010	Turkey's imports from Italy-Value in 2011	Turkey's imports from Italy-Value in 2012	Turkey's imports from Italy-Value in 2013	Turkey's imports from Italy-Value in 2014	Turkey's imports from Italy-Value in 2015	Turkey's imports from Italy-Value in 2016	Turkey's imports from Italy-Value in 2017	Italy's exports to world- 	Italy's exports to world-Value in 2001	Italy's exports to world-Value in 2002	Italy's exports to world-Value in 2003	Italy's exports to world-Value in 2004	Italy's exports to world-Value in 2005	Italy's exports to world-Value in 2006	Italy's exports to world-Value in 2007	Italy's exports to world-Value in 2008	Italy's exports to world-Value in 2009	Italy's exports to world-Value in 2010	Italy's exports to world-Value in 2011	Italy's exports to world-Value in 2012	Italy's exports to world-Value in 2013	Italy's exports to world-Value in 2014	Italy's exports to world-Value in 2015	Italy's exports to world-Value in 2016	Italy's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8106	"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ..."	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	15	1		38	19	89	65	145	75	76	935	161	118	400	260	84	45	100	167	96		34	40	52	91	88	231	616	659	435	269	578	237	365	273	172	283	131	
7001	"Cullet and other waste and scrap of glass; glass in the mass (excluding glass in the form of ..."	1	3	0	0	13	0	0	5	0	0	1	2	5	5	0	3	1		1178	860	625	1093	1757	1077	1245	1127	1220	911	1282	1547	3488	760	881	623	774		2	3	2	1	13	129	0	372	217	446	46	154	797	346	263	468	730	
9007	"Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing ..."	25	771	774	482	1128	659	247	130	329	309	350	159	120	46	1	1	1		28188	28485	25110	26482	27361	29138	32264	30677	20422	19451	16541	14942	10947	9484	10720	9462	8782		817	2185	2463	3663	5898	4364	6075	5877	4338	3363	6102	2790	2518	1792	2470	1632	825	
5502	"Artificial filament tow as specified in Note 1 to chapter 55"	5	16	0	24	0	0	0	219	113	1	114	5	11	20	1	0	1		332	175	430	428	259	302	377	1829	1122	721	1261	1119	3608	2032	1564	1845	1459		58781	65970	36072	55609	45060	51626	81043	60299	70764	69529	73375	94799	98798	111281	112084	103440	108014	
9206	"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas"	0	6	8	2	0	0	1	1	1	13	0	0	1	0	1	0	1		1532	1241	1476	2527	2373	2497	3174	2667	2652	2344	2263	2476	1570	2101	1786	1760	1812		234	463	479	716	1217	1176	1344	1723	1056	1646	2047	1704	1500	1472	1067	1048	1080	
5501	"Synthetic filament tow as specified in Note 1 to chapter 55"	20756	31424	30785	38763	50268	54732	32169	11796	813	4	0	22	14	183	48	58	1		1692	1721	1785	1425	1617	5685	10092	14021	3682	1294	736	622	646	1081	1141	1639	1736		46191	93462	95649	107523	118722	126490	121888	133384	94370	129394	129876	146794	143517	145140	98592	99956	125455	
3702	"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard ..."	1167	1340	1780	168	113	172	35	0	33	2	0	68	43	4	35	4	1		98556	105568	93259	66922	47560	49992	46317	16229	10192	7735	6700	7272	10497	2740	1188	1287	972		29151	34602	35870	38904	36257	34369	31452	31537	22932	21482	18442	15595	15589	9086	6045	4302	4490	
9103	"Clocks with watch movements (excluding wrist-watches, pocket-watches and other watches of heading ..."	22	8	18	14	16	4	39	18	8	11	5	4	29	6	3	2	1		893	800	1049	717	854	646	560	1325	1388	706	1626	2723	2164	1181	3310	3155	3728		791	855	981	1109	619	276	377	321	235	287	278	316	421	419	270	272	199	
5305	"Coconut, abaca "Manila hemp or Musa textilis Nee", ramie, agave and other vegetable textile ..."	0	2	0	35	0	0	0	0	0	0	0	0	0	0	0	9	1		157	258	324	82	91	115	124	66	66	223	258	348	501	346	213	1044	1681		28	22	15	182	477	467	862	609	295	277	420	601	512	321	480	300	189	
1404	"Vegetable products, n.e.s."	6	23	24	16	10	28	46	11	25	6	1	11	35	24	34	66	1		255	368	1035	401	425	680	619	1717	1959	2328	4478	3997	2713	1635	2673	3197	3440		2277	1584	2481	2620	2043	2521	3022	4074	3449	5991	7358	6577	8902	10907	11223	9554	10459	
2908	"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols"	3	4	7	13	6	23	6	11	10	6	8	6	0	0	2	4	1		1721	1529	2330	2097	2195	3923	1868	1701	1456	1906	2377	3076	2520	2843	2631	2512	2253		2105	2141	3237	3828	3878	5283	6908	9744	8677	4983	4647	4212	5821	6079	6166	4126	4002	
2802	"Sulphur, sublimed or precipitated; colloidal sulphur"	0	0	0	0	0	0	0	0	104	1	16	6	7	3	52	197	1		100	84	421	379	1126	1507	1794	281	434	2121	8652	2859	887	2489	1044	193	476		55	481	479	146	122	133	235	457	1633	938	358	533	264	179	103	348	1019	
0812	"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ..."	0	0	0	0	25	17	10	0	0	0	0	0	0	0	0	0	1		12112	13307	15436	13099	15784	18978	24759	19767	14714	18875	19472	22287	22173	21409	17672	18271	18827		0	0	0	1	25	17	10	0	0	0	0	0	0	0	4	1	1	
2845	"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not chemically ..."	0	0	0	0	0	0	0	11	61	83	0	2	127	43	0	0	2		2	3	28	3	12	1	4	150	657	68	188	566	400	83	50	2	115		78	73	688	410	313	284	476	500	503	607	1940	2025	2501	2794	1887	1461	1760	
2853	"Inorganic compounds, incl. distilled or conductivity water and water of similar purity, n.e.s.; ..."	0	0	0	0	0	0	4	7	2	16	0	1	1	0	1	2	2		0	0	0	0	0	0	3534	4053	3546	4640	7681	3753	4819	6773	4061	1983	1313		0	0	0	0	0	0	307	255	304	602	660	1241	1698	969	1477	1393	1628	
8522	"Parts and accessories suitable for use solely or principally with sound reproducing and recording ..."	2	4	55	24	18	3	6	24	1	9	8	3	15	2	0	11	2		6951	5481	5594	4840	3586	3662	7717	7475	4309	3784	9850	11740	11444	13692	14600	8845	8815		5164	15349	35023	52889	37830	26459	26925	22832	26305	21155	26450	24653	17200	13297	7645	7198	8301	
2509	"Chalk"	1	0	3	0	0	0	0	12	10	12	26	22	9	16	13	5	2		52	52	84	200	135	162	157	193	244	206	247	285	278	318	121	173	230		594	684	1155	1580	1728	1951	1816	1599	880	637	345	139	154	221	116	59	132	
6811	"Articles of asbestos-cement, cellulose fibre-cement or the like"	8	5	9	16	78	151	14	5	5	16	3	9	30	30	7	21	2		43102	41908	39234	51115	49175	45189	59191	64058	57564	55491	56308	52621	52471	55330	42349	34404	46645		503	132	104	661	268	2089	986	1842	1079	856	2000	1113	5338	2750	2285	1764	2053	
2846	"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ..."	0	4	16	8	13	19	5	0	0	0	9	41	1	3	5	0	2		435	266	196	145	139	282	347	8199	11804	11277	24219	25792	32572	17911	13338	13815	17846		655	774	942	892	785	773	1456	1815	1209	3856	6070	3447	2571	1727	1893	2369	1525	
9111	"Cases for wrist-watches, pocket-watches and other watches, incl. stop-watches, of heading 9101 ..."	112	308	12	39	16	2	26	31	4	7	4	2	4	1	6	3	2		87529	81843	78286	102139	92599	94865	152902	184232	110459	136811	243214	282461	215655	177052	150406	67778	22489		154	616	748	1818	1784	1662	1901	1490	1040	2130	2155	2040	3143	3845	2500	3556	3663	
4904	"Music, printed or in manuscript, whether or not bound or illustrated"	8	11	0	14	20	8	26	13	9	0	1	0	6	2	0	0	2		5429	5818	8547	8869	8400	9156	9123	9732	9929	8598	7674	7295	6408	4380	1011	570	547		24	23	25	32	49	59	124	53	47	17	60	23	72	42	75	194	152	
7313	"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ..."	0	10	0	3	0	1	15	0	0	5	0	1	2	0	5	0	2		543	505	634	473	571	1176	1072	933	401	1086	463	465	1173	1112	542	885	1033		488	403	211	437	715	921	1846	1434	597	3832	1082	1387	852	1234	1181	508	346	
8111	"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ..."	2	0	0	18	0	3	0	2	0	9	73	154	544	254	81	0	2		109	370	82	209	513	893	1621	2588	1477	2564	3819	2748	1366	1235	1124	1825	1534		138	308	407	1013	688	893	2584	3630	1781	2786	4125	2535	3487	4527	3489	3004	5526	
7903	"Zinc dust, powders and flakes (excluding grains of zinc, and spangles of heading 8308)"	4	2	1	8	4	9	17	38	15	6	0	1	0	1	1	1	2		1430	1332	2046	1750	1603	5704	6814	4865	2712	3625	3237	2744	2595	1923	1987	2307	2917		484	484	566	1081	1180	4160	4969	3244	2113	2203	3116	4089	3884	5137	5942	4714	4906	
1507	"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified)"	0	0	0	4693	6884	0	0	0	0	0	0	0	0	0	1	0	3		6748	7587	6550	13818	22078	20996	29781	36921	23633	37687	22320	56712	75647	55292	37620	53465	61899		56213	71738	72670	47590	105484	124146	37372	25738	10484	7339	3349	1097	7053	6165	106	63	94	
5809	"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ..."	6	0	6	6	1	70	56	11	3	4	93	24	1	3	0	3	3		965	1549	2358	3105	2711	4763	7705	6988	3871	2438	4028	2653	2255	2302	1904	1580	1191		12	29	17	84	191	138	83	99	30	23	106	70	69	92	32	49	306	
2523	"Cement, incl. cement clinkers, whether or not coloured"	21	24	25	3	31	17	18	41	4	7	1	3	4	16	1	10	3		94515	94637	101415	119964	152624	185185	223477	236755	190931	193949	182457	181391	214876	218066	174402	134703	142083		8857	4053	8194	17087	36323	129502	94145	36658	6041	9629	7848	12502	13334	14358	17076	16526	11259	
0101	"Live horses, asses, mules and hinnies"	0	0	0	0	0	0	0	0	0	7	3	2	3	2	4	1	3		4308	2774	3303	4921	4863	8418	10755	7094	5616	8596	6643	6734	8729	13358	9476	5945	11469		12912	6605	1512	1351	1568	4265	7684	8554	5190	14660	4235	2674	8628	4506	3010	1770	1618	
8506	"Primary cells and primary batteries, electrical; parts thereof (excluding spent)"	3	4	3	33	41	40	4	37	4	0	13	1	30	9	67	19	3		16795	21403	20112	23694	25704	29109	27982	26357	21799	23690	23076	21245	23555	43530	31252	35505	38158		18149	24571	25050	35360	39585	41658	48348	50265	41592	53897	62410	57483	61066	62863	54890	52168	52086	
5803	"Gauze (excluding narrow woven fabrics of heading 5806)"	44	0	0	1	5	11	0	359	69	243	296	263	363	21	7	1	3		1330	1669	1792	1262	1822	1445	10586	1560	771	642	1111	1173	1410	1752	1603	1600	1767		123	76	76	90	148	64	122	431	167	273	330	265	467	32	78	47	34	
1804	"Cocoa butter, fat and oil"	0	0	0	0	0	0	0	0	6	1	0	0	0	6	4	1	4		4925	8477	10699	9545	10249	14391	17403	10747	21829	12833	18610	14506	12585	26683	8340	3565	4943		598	1495	3498	2890	1932	10395	6597	20159	22524	29979	25815	38007	57081	68352	71043	59459	92658	
3606	"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ..."	9	13	19	22	6	21	21	18	7	14	59	27	0	0	0	4	4		1288	1061	963	1123	2855	2125	2818	2402	1969	4287	4232	2200	1688	1964	1617	1714	1339		268	494	365	436	800	897	1730	1695	1264	1321	1763	2684	3155	3212	3413	3020	3260	
5103	"Waste of wool or of fine or coarse animal hair, incl. yarn waste (excluding garnetted stock, ..."	85	188	344	1055	590	681	1392	1618	682	43	153	83	63	142	20	0	4		6085	6190	6474	8141	9573	6282	10655	6407	14773	17913	13749	8391	10373	10204	9351	9313	7456		301	437	598	1560	1279	1471	1944	1939	1053	1353	818	1594	901	1316	594	785	445	
4105	"Tanned or crust skins of sheep or lambs, without wool on, whether or not split (excluding further ..."	27532	1358	683	118	117	110	3169	1610	1286	2625	753	211	498	717	60	3392	4		493854	69047	71587	49098	37490	34883	33678	32821	18821	19591	26668	19815	23726	27080	25093	19165	15609		79817	13157	11032	9016	5531	4766	12321	17151	9651	21329	31522	24322	28101	29045	27358	13361	11860	
5508	"Sewing thread of man-made staple fibres, whether or not put up for retail sale"	65	102	204	179	173	68	64	48	30	11	88	28	23	18	9	53	4		10617	13029	13317	12510	7603	11254	17348	19120	14515	15616	12958	10028	10264	9710	7777	9163	5721		9016	12022	11585	12506	16058	22092	27827	29436	36085	43764	49660	50174	50933	50449	46508	46259	50184	
5003	"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock"	0	0	1	3	53	36	3	41	20	13	9	27	228	152	197	132	4		552	1301	882	956	859	1224	2311	2431	2097	2844	3576	3815	4800	5127	5215	4473	4752		0	2	1	33	65	163	177	286	383	190	338	710	830	685	864	601	410	
0604	"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ..."	23	34	55	2	0	1	2	6	0	1	0	17	10	26	6	3	4		84169	89782	104089	108747	111361	114315	129724	129508	101241	100445	103906	96340	94238	90334	81051	89682	106701		106	406	267	414	511	325	461	495	326	507	451	683	635	719	704	735	713	
5310	"Woven fabrics of jute or of other textile bast fibres of heading 5303"	10	28	45	5	10	7	21	7	2	73	51	9	28	69	8	3	4		705	743	1366	948	1118	1162	2197	1455	1574	1601	2334	1737	1621	1938	1448	1251	1224		2866	3533	3227	2699	2420	3255	3204	3252	1458	3535	5234	5942	2792	2889	2030	3486	3008	
9705	"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ..."	0	0	0	0	0	0	3	0	0	0	0	186	5	0	21	0	5		1931	1560	928	7290	1462	2069	1794	7365	2788	3044	7061	7669	10632	4566	11450	3627	3224		7514	82	523	196	324	286	1040	134	218	817	2534	3116	1069	616	862	1015	469	
7201	"Pig iron and spiegeleisen, in pigs, blocks or other primary forms"	692	1576	1802	5011	903	99	186	38	1964	39	1	0	0	0	0	0	5		10647	14301	15121	25365	18940	31520	50520	57050	36225	28655	32731	48115	44196	41609	42292	29906	34520		22448	40738	49682	88572	120293	119362	317312	468674	227954	253575	598263	623942	414088	391691	342938	274005	361045	
7014	"Signalling glassware and optical elements of glass, not optically worked (excluding clock or ..."	635	770	546	622	414	153	142	151	64	71	60	98	21	26	44	34	5		16555	9130	8269	6528	4508	4237	5839	6517	5965	5368	7701	5413	5774	6998	6035	7350	7490		2040	2299	2112	2660	3061	3475	4761	4399	4088	4362	3938	3261	3862	2837	2792	3033	2790	
3703	"Photographic paper, paperboard and textiles, sensitised, unexposed"	237	58	29	29	77	50	10	15	23	6	27	23	0	17	0	6	5		38733	30957	19349	16440	16187	22809	17944	15065	10687	9358	10705	7081	6486	4563	3320	3422	4228		18143	18181	19687	23369	24027	24523	19634	15425	13551	14937	16184	15010	13756	12331	10898	10756	10323	
9604	"Hand sieves and hand riddles (excluding colanders)"	0	5	0	1	1	12	1	11	0	6	0	0	0	43	1	5	6		1010	1148	985	1269	1198	1247	1357	1295	1071	1011	1160	1035	1130	915	1119	1082	1006		72	91	109	86	179	172	180	122	251	312	348	286	238	266	166	150	225	
9104	"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ..."	13	4	9	20	17	21	17	13	5	9	16	10	0	2	14	3	6		271	446	624	591	504	343	599	196	159	587	575	835	383	268	1208	1436	1015		223	235	382	785	564	620	477	511	255	6025	6063	5808	6736	5395	1046	1360	2952	
9601	"Worked ivory, bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ..."	3	9	0	1	33	55	35	40	26	20	31	38	34	13	12	18	6		9156	9286	8616	8872	10371	9183	7910	7773	9025	10315	15941	19752	19918	17443	19330	14690	12075		174	219	365	441	571	746	676	855	668	864	1302	654	969	724	550	612	626	
7003	"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting ..."	6	1	4	0	21	204	19	104	4	0	88	27	13	247	6	29	6		11478	9224	11622	15691	15346	15429	25555	26338	12962	13337	6752	6053	7458	6458	6629	4429	4868		588	953	2150	2126	3771	6966	4768	4569	3716	3516	2895	3203	3996	3127	2304	2446	2897	
1207	"Other oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, ..."	0	0	0	0	59	0	0	0	0	0	0	78	236	20	21	11	6		2173	2355	2303	2567	3236	2611	2778	4571	4353	5057	5955	3329	5408	5208	6577	10806	11182		22547	41531	44719	79728	88781	80584	95344	130380	131269	147405	142373	170941	226534	283975	275745	288877	299325	
6906	"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ..."	100	13	66	34	113	24	110	0	0	1	6	5	6	8	2	1	6		3685	5081	5425	5298	5737	6642	8557	6780	2245	691	188	141	139	330	172	414	1144		305	63	159	226	145	95	206	140	97	8	158	76	53	88	89	508	386	
6808	"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ..."	18	71	0	16	13	4	261	447	17	93	256	58	116	21	29	23	7		7242	5933	8540	8510	8562	8175	11844	10264	10423	12314	13111	10860	10333	8094	8406	10417	11297		145	485	324	767	452	437	325	632	108	179	452	331	291	672	319	324	693	
4502	"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ..."	8	34	18	1	2	78	13	10	8	4	8	0	4	0	12	0	7		565	853	215	399	481	528	856	561	341	413	621	1165	1175	870	551	703	707		8	38	47	27	5	84	32	12	9	4	8	11	4	0	17	6	20	
3501	"Casein, caseinates and other casein derivatives; casein glues (excluding those packaged as ..."	762	103	151	158	128	102	86	66	93	110	113	41	70	21	8	1	7		11860	6795	7047	11441	7563	9317	20179	26203	11489	13499	11702	6876	15322	8051	2976	3115	4557		3081	2394	3998	6526	6364	8373	13889	12797	9990	22810	9796	7719	9816	16848	10040	5926	5662	
3803	"Tall oil, whether or not refined"	0	0	0	0	7	28	0	0	0	0	171	0	0	0	0	0	7		323	57	330	257	953	1689	2436	3277	3608	3904	2172	1608	3110	4459	3253	2006	2403		41	8	113	258	293	363	621	1431	676	1365	2115	2062	1933	3003	2381	2836	2552	
4809	"Carbon paper, self-copy paper and other copying or transfer papers, incl. coated or impregnated ..."	1015	2775	2040	1022	864	463	563	1149	907	239	262	15	254	201	233	80	8		5950	9954	9260	17658	15648	16328	1924	3299	1971	1153	1927	1120	960	1169	1053	1246	786		8039	17419	20641	29303	29593	32471	38111	42830	34286	52772	54029	47064	46558	51738	44415	34416	36424	
7015	"Clock or watch glasses and similar glasses, glasses for non-corrective or corrective spectacles, ..."	11	1	9	14	13	39	19	10	5	10	21	10	12	6	7	5	8		400	575	250	581	518	837	1321	1985	276	1797	2266	469	1238	2085	2822	2044	2039		1444	1911	1676	1604	2300	1714	1827	1869	1853	1387	1913	1397	1060	1579	1687	1233	1009	
2203	"Beer made from malt"	6	22	169	0	0	15	0	0	0	0	0	417	144	360	232	126	8		39739	52149	66065	74564	75130	64692	101919	109933	112758	151480	168661	171928	176962	204906	208492	201466	197492		138	140	224	1822	1780	1406	1222	1360	982	1352	5032	3651	5090	7225	9018	9176	10121	
5203	"Cotton, carded or combed"	77	249	304	1	3	9	4	19	0	1	21	23	80	40	46	14	8		21303	23517	27113	8147	1393	5483	15058	21686	15406	11618	15304	12503	15131	8832	7348	5307	4402		116	287	640	385	158	689	102	79	167	809	361	51	471	591	773	212	333	
8102	"Molybdenum and articles thereof, n.e.s.; molybdenum waste and scrap (excluding ash and residues ..."	19	22	24	12	9	10	7	24	7	15	20	15	9	15	7	4	8		528	485	1111	3998	2060	4312	4329	27931	15038	18318	14694	13542	1355	3581	1545	994	1384		180	265	214	581	571	985	1217	7162	1002	1571	2225	1996	1581	1308	1901	1343	1364	
7011	"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ..."	0	1	0	2	3	11	7	3	1	2	6	1	2	9	7	4	9		5829	6033	5352	5543	2477	4343	4760	5284	2477	1953	1491	1408	1041	1726	1841	2200	2514		1125	2970	357	3365	14419	6633	1058	1430	404	554	697	956	1119	874	710	364	682	
2601	"Iron ores and concentrates, incl. roasted iron pyrites"	0	95	214	0	0	0	0	0	0	0	0	0	0	0	0	2	9		1208	969	400	655	963	1664	511	99	168	737	658	959	905	1647	177	46	170		82142	163995	161185	205182	315080	538019	636803	749438	902329	923743	1169657	1148803	1159543	1067142	800476	697767	1010678	
3818	"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ..."	4	1	0	1	0	0	1	0	0	0	0	3	2	0	0	1	10		113052	131854	141533	165770	161654	194404	200425	158434	111974	148008	173040	146548	167313	131686	108720	111060	148152		18	26	37	20	63	130	84	111	225	354	344	571	708	1069	1492	1454	2144	
9605	"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)"	0	0	2	0	11	12	1	2	1	10	1	2	1	3	6	0	10		1665	1001	867	1605	1620	1762	1736	1733	1773	3231	3221	2689	2937	3365	2666	3294	4411		87	71	84	194	188	253	343	240	165	226	336	396	490	455	468	395	479	
8113	"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ..."	24	0	0	0	0	0	0	8	0	2	13	19	34	11	13	22	10		913	771	77	262	337	545	1028	726	762	701	3368	4327	5108	7808	4563	4515	3669		250	280	442	889	1136	1443	1299	3480	1841	2924	4989	4973	5614	7200	11019	10183	12391	
4601	"Plaits and similar products of plaiting materials, whether or not assembled into strips; plaiting ..."	5	12	114	87	94	31	31	6	2	1	20	3	5	15	22	6	10		1314	1138	1212	1677	2470	2734	3121	2311	1221	1721	1306	2001	1859	1606	1425	1414	2141		637	1184	2679	3544	3664	4505	3682	4211	2847	3558	4841	2311	2708	1937	1736	1462	1445	
4701	"Mechanical wood pulp, not chemically treated"	0	3	12	11	6	4	17	0	0	0	0	0	0	0	51	138	11		2512	2379	3040	2506	4518	8382	10790	16082	9578	12532	13691	12666	11665	10926	1911	835	1071		691	1557	1470	819	4482	2039	7400	5425	249	1707	1938	120	239	505	1751	3326	6741	
4007	"Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ..."	39	16	16	30	27	497	185	136	111	107	258	71	89	43	2	17	11		3130	2374	3525	3945	3538	5013	5535	5432	4041	7776	7691	5380	6238	6274	5112	5356	5203		3571	5702	6383	7664	8403	10099	9218	10331	9629	16062	16537	16361	14114	10363	8455	6947	9907	
2805	"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed ..."	10	12	19	32	67	41	47	47	33	38	45	55	30	21	9	13	11		1072	1746	2248	4702	13167	4498	16035	6831	1905	4241	2946	1764	1472	1680	1283	689	396		86	56	165	251	226	256	296	448	270	958	2862	1074	911	2092	1021	2239	4193	
0410	"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11		374	273	400	284	1049	505	705	1425	1335	1082	1250	1373	2639	2693	3023	3448	2358		77	209	499	207	188	133	58	171	180	430	476	267	313	456	364	451	336	
1003	"Barley"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	11		621	909	685	551	482	2165	8851	12102	2483	2504	4965	2774	4870	3011	1928	1215	8411		6327	2435	15718	39814	10608	12850	13588	92092	27770	11933	13693	26706	85782	164189	48081	9807	72391	
2508	"Clays, andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas ..."	79	113	122	165	149	162	398	86	37	32	26	150	9	121	37	49	11		19243	18433	20615	26674	27006	30916	37093	43164	33723	34725	35962	35717	39666	45293	39575	40134	53900		4554	6704	10689	13564	19074	19389	29693	28976	15711	24466	28834	31254	23860	36145	34129	28597	38907	
2819	"Chromium oxides and hydroxides"	225	369	218	219	3	5	28	1	1	70	10	5	5	3	12	10	11		0	0	0	0	253	223	755	582	485	343	817	2036	965	1386	1262	1566	3034		1091	2070	2173	3309	3383	3878	4452	6037	4327	6291	5424	6637	6252	5218	5374	5227	5543	
9202	"String musical instruments, e.g. guitars, violins, and harps (excluding with keyboard)"	0	16	2	4	15	0	0	0	0	13	0	16	11	27	36	93	11		10750	13544	16558	19539	20140	19100	21172	21491	18727	18806	20312	19545	18208	18685	19920	19704	21747		1543	2553	2270	2189	2736	2744	4479	4994	5922	7630	8147	10281	7451	6163	7662	5309	5454	
2715	"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ..."	1	0	4	48	188	244	86	36	24	1	0	20	0	0	12	9	12		1702	1476	1646	1784	3357	5608	5761	8733	6187	7733	7723	11018	16641	10043	5809	4670	4416		267	1178	813	1317	1443	3274	6257	7381	3302	5164	5724	3020	2269	1587	1980	4061	3159	
2613	"Molybdenum ores and concentrates"	0	0	49	23	0	72	141	203	138	176	454	104	9	408	124	7	12		173	211	221	6645	10955	1123	11542	7658	3051	36967	76467	57522	43852	90809	65654	66535	32060		0	8	62	62	25	101	153	203	1644	841	506	104	9	410	125	8	12	
0601	"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower, ..."	0	0	0	0	20	6	18	9	22	28	20	21	53	15	0	29	12		2515	2748	8706	6562	3640	5402	3400	3728	5656	6214	6683	5421	5972	6617	6686	8136	11602		994	861	1299	1521	2211	4125	5052	5387	4881	5560	6081	5805	7100	7381	9995	9093	6846	
1514	"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically ..."	1	1	2	0	0	0	0	5	14	0	11	1	9	2	1	7	12		3837	1990	2669	3244	4004	5496	7143	9132	6574	11577	19786	18821	14370	10995	9423	9962	11884		4957	7259	5824	1990	6011	2490	416	15377	423	757	3270	369	151	2691	2558	2326	536	
5207	"Cotton yarn put up for retail sale (excluding sewing thread)"	39	49	254	198	38	134	52	123	11	57	4	57	47	289	21	3	12		20138	23389	29433	23063	20335	23512	16041	14160	14642	22038	22067	20827	18746	19589	16319	12633	14115		161	147	390	693	579	313	508	912	608	1413	1845	1052	1552	1597	1539	1535	2983	
2911	"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ..."	0	1	1	1	0	0	0	3	2	4	0	1	0	0	3	0	12		96	268	277	361	320	337	646	576	219	566	782	581	661	671	635	798	475		531	1018	164	464	440	466	180	228	150	280	465	318	800	846	698	767	768	
6308	"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ..."	0	3	1	2	1	12	6	1	5	4	11	11	5	9	2	15	12		6584	4834	2787	3184	5469	8028	6965	7131	7070	7577	8236	6920	13838	24259	23745	19137	23844		28	23	44	147	152	142	215	360	227	253	246	297	237	452	170	213	192	
0808	"Apples, pears and quinces, fresh"	287	359	412	359	716	766	512	506	658	192	842	434	189	1507	140	27	13		359127	490000	596919	568243	642002	758778	984936	1056015	869160	966592	1198724	1151874	1126714	1190069	1137027	1109563	1159268		608	1299	1423	1672	3192	3291	4730	3475	4409	3070	6270	3822	2209	2875	1170	592	661	
