Product code	Product label	Turkey's imports from Italy-Value in 2001	Turkey's imports from Italy-Value in 2002	Turkey's imports from Italy-Value in 2003	Turkey's imports from Italy-Value in 2004	Turkey's imports from Italy-Value in 2005	Turkey's imports from Italy-Value in 2006	Turkey's imports from Italy-Value in 2007	Turkey's imports from Italy-Value in 2008	Turkey's imports from Italy-Value in 2009	Turkey's imports from Italy-Value in 2010	Turkey's imports from Italy-Value in 2011	Turkey's imports from Italy-Value in 2012	Turkey's imports from Italy-Value in 2013	Turkey's imports from Italy-Value in 2014	Turkey's imports from Italy-Value in 2015	Turkey's imports from Italy-Value in 2016	Turkey's imports from Italy-Value in 2017	Italy's exports to world- 	Italy's exports to world-Value in 2001	Italy's exports to world-Value in 2002	Italy's exports to world-Value in 2003	Italy's exports to world-Value in 2004	Italy's exports to world-Value in 2005	Italy's exports to world-Value in 2006	Italy's exports to world-Value in 2007	Italy's exports to world-Value in 2008	Italy's exports to world-Value in 2009	Italy's exports to world-Value in 2010	Italy's exports to world-Value in 2011	Italy's exports to world-Value in 2012	Italy's exports to world-Value in 2013	Italy's exports to world-Value in 2014	Italy's exports to world-Value in 2015	Italy's exports to world-Value in 2016	Italy's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
TOTAL	"All products"	3484130	4132123	5471591	6865903	7566806	8663700	9968687	10682698	7594949	10140671	13452359	13345874	12887237	12059098	10641617	10220108	11308264		244252016	254215604	299465736	353543123	372957146	417152997	500203413	541786283	406479127	446839830	523256296	501528851	518095103	529528733	456988720	461529407	503053928		41399079	51270196	69339692	97539766	116774151	139576174	170062715	201963574	140928421	185544332	240841676	236545141	251661250	242177117	207206509	198618235	233791662	
9301	"Military weapons, incl. sub-machine guns (excluding revolvers and pistols of heading 9302 and ..."	1	0	0	2	0	0	0	0	0	0	0	33595	13326	8651	0	0	0																				11718	33899	10210	2173	0	0	0	0	0	0	0	39871	16563	8651	0	0	0	
9204	"Accordions and similar instruments; mouth organs"	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0		13639	14313	16091	17245	17788	19614	0	0	0	0	0	0	0	0	0	0	0		26	20	33	56	41	75	0	0	0	0	0	0	0	0	0	0	0	
0201	"Meat of bovine animals, fresh or chilled"	0	0	0	0	0	0	0	0	0	11086	20188	0	0	0	0	0	0		41100	64694	95656	145691	185241	263459	321523	339364	307792	375522	444092	422043	413811	441954	438387	432452	421041		0	5	0	0	0	0	0	0	0	230253	509114	90230	20306	5258	55092	41636	45688	
0203	"Meat of swine, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		82968	77119	94285	134827	127034	122692	144906	215925	184270	197502	237201	216659	207096	225050	186668	236250	234219		0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	
0706	"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, fresh ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		84444	63871	81894	78374	95877	113258	110452	143380	135360	129880	126884	124224	141953	116861	119323	119681	119588		0	0	5	0	13	0	3	15	7	7	6	5	7	23	0	0	1	
0807	"Melons, incl. watermelons, and papaws (papayas), fresh"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		40868	38968	49421	40046	42001	59482	62103	78419	65714	103502	89995	100489	112105	98228	98839	117920	112640		8	3	33	35	72	703	736	1310	1611	1129	3208	3469	4825	4406	3619	4467	5720	
0903	"Mate"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14	47	9	2	27	7	252	163	113	102	83	75	94	85	75	246	164		0	0	0	21	68	88	58	81	60	140	126	240	480	350	724	3180	2048	
1210	"Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		51	59	56	5	56	3	9	47	16	290	21	195	192	619	502	1083	1149		1045	1987	1666	2330	2203	1761	2430	2832	2601	2260	3282	3453	2575	1849	2141	2104	1604	
1402	"Vegetable materials of a kind used primarily as stuffing or as padding, e.g. kapok, vegetable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		39	72	62	43	295	39	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
2617	"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ..."	0	0	0	0	0	0	0	0	0	74	0	1	102	103	0	0	0		232	518	561	451	889	3132	1409	2053	2434	5644	10003	13373	15333	15974	925	270	666		219	189	0	64	2	4	11	16	22	352	110	193	232	189	132	136	1430	
2619	"Slag, dross, scalings and other waste from the manufacture of iron or steel (excluding granulated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		393	409	642	691	1771	902	474	423	2058	3522	2481	9031	13742	5789	2081	1022	2003		0	0	2	0	0	0	0	0	9	0	0	3	4	0	0	5	10	
2702	"Lignite, whether or not agglomerated (excluding jet)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		28	6	0	189	19	49	11	78	40	122	254	185	76	184	20	3	6		0	634	0	0	0	0	0	26	20	0	0	5	0	0	0	0	0	
2848	"Phosphides, whether or not chemically defined (excluding ferrophosphorus, and inorganic or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	10	14	9	15	6	59	42	70	0	0	0	680	315	844	267	0		0	0	7	1	15	9	22	16	17	71	27	41	6	0	17	8	0	
2808	"Nitric acid; sulphonitric acids"	1	2	8	0	25	33	34	42	10	42	19	0	1	0	0	1	0		424	550	555	461	478	657	595	1060	652	1015	1149	840	713	619	350	415	660		191	113	83	79	115	138	258	358	790	567	689	1271	450	376	375	361	474	
4404	"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ..."	0	0	0	24	0	25	0	0	0	0	0	0	0	0	0	0	0		630	1358	949	1264	804	1460	1775	2131	996	1301	2688	1808	3018	1308	1163	1525	2449		34	29	55	203	166	119	176	111	117	102	73	150	752	1437	1763	1941	1762	
4406	"Railway or tramway sleepers "cross-ties" of wood"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1663	1074	935	352	328	207	403	659	194	506	348	313	574	124	93	149	38		207	387	1340	1719	440	2674	1059	2910	3554	1046	1696	935	905	550	103	119	154	
4907	"Unused postage, revenue or similar stamps of current or new issue in the country in which they ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		794	1112	1226	1144	1777	2908	1350	1447	1329	896	823	808	2138	6681	694	1996	5364		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5303	"Jute and other textile bast fibres, raw or processed, but not spun; tow and waste of such fibres, ..."	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0		59	26	31	201	286	424	663	693	300	262	232	128	196	117	109	95	216		25	108	3	71	126	19	58	41	24	37	65	7	39	119	13	35	14	
7109	"Base metals or silver, clad with gold, not further worked than semi-manufactured"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		209	701	641	580	428	483	554	1051	1063	767	1520	1115	1100	1536	2456	5146	6512		3	0	0	3	2	3	0	16	57	8	15	4313	16	4	120	199	3	
7203	"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, ..."	1	0	0	0	0	0	6	1	0	0	0	0	0	0	1	1	0		795	622	325	367	761	1593	3429	5284	2439	3973	6106	6924	14917	16449	6005	5891	2769		1847	8091	8697	2793	17471	10907	38119	34543	18945	99634	74569	140592	171171	76431	130190	75357	169027	
7414	"Cloth "incl. endless bands", grill and netting, of copper wire, and expanded metal, of copper ..."	18	28	19	124	13	1	0	0	0	0	0	0	0	0	0	0	0		633	599	738	1460	3448	4873	0	0	0	0	0	0	0	0	0	0	0		248	262	448	680	610	845	0	0	0	0	0	0	0	0	0	0	0	
7501	"Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy :"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		739	696	72	30	16	43	102	917	39	1510	150	199	262	424	350	597	389		0	3	17	43	43	22	29	0	11	30	69	360	77	50	23	33	21	
7802	"Lead waste and scrap (excluding ashes and residues from lead production "heading No 2620", ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1077	1958	1585	915	1958	3784	16913	11089	10368	16959	16804	21836	19021	20011	10902	11935	17615		0	20	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
0103	"Live swine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		677	1070	1562	1826	11560	5508	1173	23984	12672	2058	2195	2591	2867	607	914	415	276		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0302	"Fish, fresh or chilled (excluding fish fillets and other fish meat of heading 0304)"	0	0	0	0	0	149	0	0	0	0	0	0	166	0	0	0	0		88111	88856	108812	136848	162394	195480	188813	206092	165245	159085	162375	131549	157835	168241	159174	162291	158601		331	273	1011	2933	6420	10865	14589	20509	20130	26722	38604	46229	44060	50475	65548	45218	43300	
0503	"Horsehair and horsehair waste, whether or not put up as a layer, with or without supporting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		73	67	84	122	147	128	0	0	0	0	0	0	0	0	0	0	0		190	291	325	202	274	410	0	0	0	0	0	0	0	0	0	0	0	
0704	"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		75248	79447	83394	89786	87441	104733	148513	167622	138208	163629	145650	154158	168013	148630	140487	167055	181140		0	0	0	0	0	1	0	4	14	18	1052	430	162	15	394	75	27	
0809	"Apricots, cherries, peaches incl. nectarines, plums and sloes, fresh"	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0		333270	301149	404663	365977	412315	474387	549445	653369	420465	516284	453472	540225	534535	375570	365210	349363	371040		15	64	12	88	237	101	160	563	89	156	167	197	67	40	133	102	226	
1104	"Cereal grains otherwise worked, e.g. hulled, rolled, flaked, pearled, sliced or kibbled; germ ..."	0	0	0	12	16	0	0	0	0	0	0	0	0	0	0	4	0		1628	5035	11173	14524	14299	12599	12762	20027	19727	19802	23221	21006	24812	26223	22313	27842	29765		246	335	632	146	505	687	894	2023	9087	20384	26722	37235	39020	37777	42152	42478	41428	
1214	"Swedes, mangolds, fodder roots, hay, alfalfa, clover, sainfoin, forage kale, lupines, vetches ..."	0	0	0	0	0	0	400	0	0	2188	2977	4308	2629	18	0	0	0		10331	19144	12295	10255	15194	19387	48009	59412	35714	28058	87895	134499	141685	113921	120211	104473	81343		12	2	0	0	0	425	2111	0	23	2208	3030	6482	5694	1397	522	583	3533	
2511	"Natural barium sulphate "barytes"; natural barium carbonate "witherite", whether or not calcined ..."	4	0	0	0	0	1	1	2	0	0	3	0	82	39	1	8	0		114	354	70	402	229	345	892	886	880	691	1141	1830	1941	2367	2461	2339	2779		101	89	65	151	368	162	262	208	177	169	579	1226	4570	5562	1961	1945	2425	
2514	"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	0	0		2917	2207	2007	1355	1128	1455	2457	2086	2042	2022	2775	2445	2276	2193	1487	1013	955		1	9	5	20	19	306	0	38	40	166	196	127	233	78	81	113	179	
2521	"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	13	421	94	5	111	300	44	115	33	164	360	178	139	149	41	170		5	4	0	0	4	28	2	6	6	2	0	0	9	18	9	2	25	
2403	"Manufactured tobacco and manufactured tobacco substitutes and "homogenised" or "reconstituted" ..."	13	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0		267	264	122	414	882	766	668	1788	292	203	73	80	449	1629	11041	195393	745718		39804	45745	57956	73323	93446	84111	81816	103570	108667	91298	99695	127116	125657	151301	144314	161585	135384	
2615	"Niobium, tantalum, vanadium or zirconium ores and concentrates"	342	86	146	196	497	1767	984	313	176	204	538	1076	0	139	81	398	0		9604	12473	14782	22086	24661	32187	35093	50231	40726	54776	104675	30382	5851	4909	4007	3349	2652		938	1618	1682	2343	4555	5851	5415	4740	2945	4874	9693	7728	5098	5293	5708	7847	8388	
2706	"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		11787	9239	19644	23192	18186	27648	45265	42830	24672	22597	38787	53000	32907	27681	15047	11891	14565		1	8	2	9	27	44	51	55	0	26	628	73	34	108	142	207	231	
2806	"Hydrogen chloride "hydrochloric acid"; chlorosulphuric acid"	3	2	13	18	14	15	16	22	10	13	14	0	3	1	1	0	0		1295	1066	896	1027	887	1097	1093	1236	995	1146	1175	956	942	949	448	321	406		124	737	794	1234	1614	2035	2653	2541	595	539	684	837	888	717	712	937	839	
3805	"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other ..."	5	9	22	31	29	35	81	21	61	69	3	0	0	3	0	6	0		185	179	284	461	494	554	439	198	223	350	233	512	2946	2401	3198	896	785		113	162	249	214	322	343	311	242	338	387	579	558	460	598	376	506	558	
4301	"Raw furskins, incl. heads, tails, paws and other pieces or cuttings suitable for use in furriery ..."	0	0	0	1	0	57	0	0	1	0	0	0	0	0	0	0	0		2599	3116	4489	7700	8120	11132	8263	5266	4392	15746	30926	30764	42660	26215	12883	6114	6930		227	157	65	238	160	285	97	743	414	640	3094	4460	5096	5647	1566	2627	7417	
4402	"Wood charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding wood charcoal ..."	4	3	12	8	6	6	1	0	0	0	0	0	51	0	7	0	0		215	326	309	499	335	358	1573	2927	1103	675	729	1364	1302	1045	786	597	535		319	246	505	1708	2379	3943	5844	4878	6053	7777	10642	17630	32954	29869	36676	39262	39486	
4704	"Chemical wood pulp, sulphite (excluding dissolving grades)"	31	29	20	8	4	4	3	9	0	1	43	2	18	0	2	3	0		2204	1473	1092	1385	895	308	367	1138	259	626	974	172	157	449	213	222	132		6904	8481	8116	6845	6898	7315	7040	4455	2519	5223	9808	6526	4496	4151	4300	3198	14789	
5202	"Cotton waste, incl. yarn waste and garnetted stock"	166	91	25	0	0	55	28	7	0	0	0	0	0	13	75	0	0		7390	7785	9864	14477	8448	11574	13579	15475	8281	10809	19809	11600	12439	9114	4349	3747	7813		2551	3510	6888	7300	2767	3891	4998	5597	5176	5600	14053	4542	7132	7165	10124	7909	21983	
5805	"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ..."	0	0	0	2	3	0	4	0	0	0	0	0	0	0	0	0	0		1708	1481	1590	1424	932	1107	468	682	165	514	1042	248	516	244	123	111	1486		18	52	194	232	113	71	76	50	41	66	27	37	35	40	133	65	120	
5909	"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ..."	0	0	0	2	26	16	25	41	6	1	2	8	1	1	19	5	0		302	721	1122	743	1406	1252	1435	1623	424	1144	1128	948	1000	1252	1998	1237	903		447	566	671	776	1090	1202	2493	2795	1654	1788	2083	1555	1398	1091	1470	887	1259	
6309	"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ..."	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0		48187	52032	47902	54152	61208	64635	86132	97905	97999	110117	133940	135205	140644	145912	128869	118591	135583		14	2	5	4	1	13	73	48	6	8	5	2	13	1	0	0	9	
6803	"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ..."	38	38	36	43	0	30	8	35	36	6	2	13	1	2	0	56	0		21683	22263	17863	17524	16237	16650	15523	13834	9122	9134	9345	8710	9336	8958	8818	8992	8357		356	1165	999	1199	1207	1409	592	640	414	594	624	706	1427	898	863	432	454	
6812	"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ..."	115	240	104	44	71	104	13	28	2	2	5	0	0	0	0	0	0		2445	2748	3503	2392	1739	3610	6909	14027	4859	9915	9080	7963	5233	5822	5874	5049	4909		5714	7482	6508	4716	3684	2117	2430	2133	1296	1901	143	1	0	0	0	0	0	
7902	"Zinc waste and scrap (excluding ash and residues from zinc production "heading 2620", ingots ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7687	9815	15326	15625	18037	28711	34457	18272	16647	29980	26416	10005	11082	18477	15249	14186	20140		0	159	54	306	150	2164	5573	2951	304	282	87	139	146	360	312	409	1339	
8103	"Tantalum and articles thereof, n.e.s.; tantalum waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0		294	187	57	182	234	43	82	125	149	98	81	646	30	116	124	90	608		3	0	37	22	148	18	50	198	144	46	26	196	39	515	28	346	69	
8510	"Electric shavers, hair clippers and hair-removing appliances, with self-contained electric ..."	5	21	26	214	387	56	2	24	43	10	25	20	7	0	0	1	0		2582	4435	3358	5834	5084	5421	6651	7097	7363	6436	8945	12297	10625	15261	14267	18875	22622		6105	8363	16074	27210	37532	47046	40793	50912	30658	47174	44047	43134	44700	42354	37477	43617	35894	
8520	"Magnetic tape recorders and other sound recording apparatus whether or not incorporating a ..."	7	1	3	8	181	76	0	0	0	0	0	0	0	0	0	0	0		4791	3917	5076	4757	5165	10691	0	0	0	0	0	0	0	0	0	0	0		947	1187	2255	4503	16442	25448	0	0	0	0	0	0	0	0	0	0	0	
8902	"Fishing vessels; factory ships and other vessels for processing or preserving fishery products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1262	335	560	1722	5610	3652	5129	4612	4525	3363	2598	2736	2241	978	1058	2835	377		0	0	0	0	31	0	0	0	126	339	0	2818	0	0	0	0	0	
9702	"Original engravings, prints and lithographs"	0	0	0	0	0	11	3	0	2	0	5	0	0	18	0	0	0		2096	2022	2695	2554	3766	3390	5240	20804	3519	4901	6850	6355	11325	9763	5551	4013	6509		2	2	1	4	3	30	16	71	3	6	243	481	582	155	360	349	122	
0204	"Meat of sheep or goats, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6553	3279	3264	5724	8288	9273	11772	12056	14732	19659	18097	16627	14858	17822	18563	18218	24053		112	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0303	"Frozen fish (excluding fish fillets and other fish meat of heading 0304)"	4	0	0	0	0	121	0	660	292	0	5	0	0	28	562	29	0		26266	29227	35859	35429	32270	28931	35088	35584	32984	28635	28115	21954	26553	20703	16110	15724	15422		8676	14367	26114	40004	31799	36225	47874	56412	53405	66419	73177	70696	81856	76838	103583	78174	115447	
0407	"Birds' eggs, in shell, fresh, preserved or cooked"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6268	10669	35811	12191	14198	14851	19454	31228	59625	74560	38530	25426	13153	23773	28902	25178	24639		5113	12640	10750	13293	14764	7568	10649	9360	8155	11590	13869	13676	24281	37014	25810	22617	31865	
0510	"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		792	911	1756	1588	2371	2868	4052	3985	7271	12004	11072	3883	3700	5025	3590	4668	7559		14	12	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	
0701	"Potatoes, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		109941	81869	74441	78841	68360	88393	102193	123585	81626	99205	87108	65276	95415	53053	49385	71897	56982		821	5765	5221	5857	7693	12969	17043	13304	8059	16955	21660	16467	7880	21744	28562	20264	11285	
0708	"Leguminous vegetables, shelled or unshelled, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		11564	9714	7193	11572	10113	10273	11345	13391	9841	13485	15445	14933	14877	14867	12090	13832	14191		48	1	0	0	0	0	0	2	19	0	1	0	0	0	0	0	33	
0801	"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2380	3798	6173	8024	12176	12711	15403	17030	13320	12279	12376	8664	9374	19217	14044	14870	16216		1163	3824	5488	4799	9461	9160	13378	21359	18342	22490	33289	26598	24429	39325	43859	39944	41890	
0904	"Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the ..."	0	0	0	14	15	13	10	22	31	48	18	25	19	36	15	16	0		3652	4640	5830	6007	6455	7124	7727	8858	7971	7162	9508	9556	10497	12246	14068	13341	17496		2480	3849	4767	4520	5154	5526	6943	7778	8912	8676	8014	10152	16261	8869	10698	12710	32676	
1401	"Vegetable materials of a kind used primarily for plaiting, e.g. bamboos, rattans, reeds, rushes, ..."	0	9	16	21	22	27	0	7	8	0	1	0	0	14	0	0	0		848	1124	715	689	887	969	1401	1238	1343	1781	2048	2059	2096	1889	1705	1886	1930		101	118	171	317	417	494	689	846	822	869	1035	868	1357	1728	1552	1356	1678	
1504	"Fats and oils and their fractions of fish or marine mammals, whether or not refined (excluding ..."	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0		159	102	384	165	154	485	270	432	441	568	1001	462	556	624	898	563	623		743	1043	1400	3855	4020	13267	14221	21006	20300	28034	34129	45841	69589	66131	60554	59128	58279	
1603	"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates"	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0		6692	5643	6561	11532	21835	23549	31757	16940	11564	22877	18270	11514	11866	12477	11473	22852	22302		0	0	1	1	0	3	4	0	1	84	44	57	61	19	13	11	17	
1803	"Cocoa paste, whether or not defatted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1542	3238	4268	3497	3260	3217	3759	3299	9221	12386	31203	26586	21335	5546	5780	4368	7237		543	1607	3241	4428	4269	4389	4719	4910	8405	10720	24775	24876	57183	76638	82197	71672	64338	
2004	"Vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen (excluding ..."	0	0	0	48	0	0	0	0	0	76	310	0	0	0	0	0	0		12835	15201	20867	26900	32886	35815	42785	41852	40202	42149	38164	34987	36474	36159	35633	41208	62049		552	303	281	956	685	412	793	1835	1852	873	1403	1431	1816	3291	8373	1178	1788	
2525	"Mica, whether or not rifted into sheets or splittings; mica waste"	0	0	0	0	0	2	8	14	0	3	2	1	0	0	0	0	0		164	356	274	638	556	948	1333	1049	729	868	1620	1382	1178	1045	457	266	591		131	79	237	351	541	553	460	456	458	436	624	427	627	617	476	595	550	
2603	"Copper ores and concentrates"	0	0	14	0	0	0	0	0	0	1	28	56	51	39	89	0	0		1238	2474	112	86	104	144	411	148	259	5715	1378	861	1213	1592	1230	1255	820		14680	13479	9348	4588	37067	27340	157	6155	1	362	35	354	230	43	6772	10	98	
2608	"Zinc ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	3	50	48	6	6	0		9856	5633	15955	30630	43819	128616	131652	69603	24381	77877	58469	63921	65482	52383	30783	33472	52458		125	273	289	143	66	94	57	0	2	21	3	4	61	48	22	23	120	
2611	"Tungsten ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	12	0	13	0	0	0	31	0	0	0	5	3	817	321	0	8		0	0	0	5	0	0	0	0	0	0	2	15	3	5	0	0	0	
2703	"Peat, incl. peat litter, whether or not agglomerated"	0	0	1	5	0	0	0	2	0	5	84	8	1	34	0	0	0		691	1003	1082	1440	1593	2064	2128	2737	3802	3327	3260	3050	2612	1987	2190	2122	1885		2362	3147	2886	4353	6211	5889	9263	12282	8171	12747	15395	14429	21320	19887	15209	15201	16873	
2714	"Bitumen and asphalt, natural; bituminous or oil-shale and tar sands; asphaltites and asphaltic ..."	0	0	0	26	2	0	4	0	0	0	0	0	0	0	0	6	0		794	594	741	282	679	816	1414	2919	3708	2374	1607	1172	1517	2889	1185	846	1290		145	295	183	227	755	324	353	230	157	249	751	1617	828	401	890	1601	1244	
2837	"Cyanides, cyanide oxides and complex cyanides"	0	0	3	0	1	1	0	1	0	33	0	0	0	0	0	0	0		212	117	102	146	686	752	239	260	456	1621	1957	981	1047	319	515	734	980		1839	2267	2765	1914	3744	6405	9105	13182	23027	27711	30961	36613	46838	42374	37407	38291	45502	
3602	"Prepared explosives (excluding propellent powders)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		478	194	230	137	184	447	668	230	153	468	246	1267	6967	7025	7332	6365	2864		1836	849	485	1023	3697	1097	1996	2319	1774	4036	4012	2274	4561	1632	4002	2246	1453	
3825	"Residual products of the chemical or allied industries, n.e.s.; municipal waste; sewage sludge; ..."	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2044	2333	2640	1852	2400	4374	6587	1757	3466	2918	2769	2470	3000	1733	2052	7142		0	334	1	0	4	1	1	5	37	2	26	0	13	5	0	0	0	
4103	"Other raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	210	199	1	63	20	76	49	146	49	257	583	825	932	587	112	0	0		5940	10950	9981	12814	7802	14613	10547	9165	4112	5666	7563	10029	10840	9546	11445	9331	5817		4518	10814	11305	6082	5007	7487	10196	7913	4176	5752	11015	13616	13000	10147	3519	3013	2479	
4702	"Chemical wood pulp, dissolving grades"	0	0	0	1	0	0	0	0	9	1	0	0	0	0	1	0	0		53	225	390	776	600	894	563	479	664	1223	1481	633	157	286	289	169	62		780	424	648	2756	6481	5058	3599	6147	979	1388	756	747	609	829	798	764	465	
4816	"Carbon paper, self-copy paper and other copying or transfer papers, in rolls of a width of ..."	93	44	72	77	14	0	15	19	35	37	24	1	0	24	0	0	0		2493	3665	5267	5023	4032	3568	3932	4760	3340	3771	3789	2591	2413	1834	1915	1226	1528		4185	5964	7692	11269	13607	13139	18383	17675	10342	14684	14688	15982	13789	13134	12204	11626	16475	
5301	"Flax, raw or processed, but not spun; flax tow and waste, incl. yarn waste and garnetted stock"	0	0	13	47	24	2	3	0	4	7	11	0	10	3	12	35	0		7409	9378	16941	20319	12106	10132	8652	7343	4242	3834	2064	3040	3340	6836	15655	13783	7582		1359	2571	3078	2560	2316	2312	3331	2131	1479	3179	4249	3989	5861	5512	5575	6687	4107	
6904	"Ceramic building bricks, flooring blocks, support or filler tiles and the like (excluding those ..."	1	5	0	0	1	8	0	0	0	0	0	31	2	3	0	0	0		6876	7079	7677	6853	6215	5757	7781	7283	7036	7421	7749	7328	6654	6465	7055	7714	10511		28	254	147	230	752	666	943	449	255	115	135	373	2435	2289	2063	1069	902	
7803	"Lead bars, rods, profiles and wire, n.e.s."	42	97	122	58	200	176	0	0	0	0	0	0	0	0	0	0	0		121	197	172	226	156	263	0	0	0	0	0	0	0	0	0	0	0		76	286	183	162	375	374	0	0	0	0	0	0	0	0	0	0	0	
8107	"Cadmium and articles thereof, n.e.s.; cadmium waste and scrap (excluding ash and residues containing ..."	0	0	1	12	1	0	4	2	0	0	1	15	0	0	0	4	0		400	270	62	62	38	11	306	657	467	575	507	192	35	20	22	4	0		14	29	39	23	18	47	92	91	77	65	93	49	57	42	145	11	34	
