Product code	Product label	Turkey's imports from India-Value in 2001	Turkey's imports from India-Value in 2002	Turkey's imports from India-Value in 2003	Turkey's imports from India-Value in 2004	Turkey's imports from India-Value in 2005	Turkey's imports from India-Value in 2006	Turkey's imports from India-Value in 2007	Turkey's imports from India-Value in 2008	Turkey's imports from India-Value in 2009	Turkey's imports from India-Value in 2010	Turkey's imports from India-Value in 2011	Turkey's imports from India-Value in 2012	Turkey's imports from India-Value in 2013	Turkey's imports from India-Value in 2014	Turkey's imports from India-Value in 2015	Turkey's imports from India-Value in 2016	Turkey's imports from India-Value in 2017	India's exports to world- 	India's exports to world-Value in 2001	India's exports to world-Value in 2002	India's exports to world-Value in 2003	India's exports to world-Value in 2004	India's exports to world-Value in 2005	India's exports to world-Value in 2006	India's exports to world-Value in 2007	India's exports to world-Value in 2008	India's exports to world-Value in 2009	India's exports to world-Value in 2010	India's exports to world-Value in 2011	India's exports to world-Value in 2012	India's exports to world-Value in 2013	India's exports to world-Value in 2014	India's exports to world-Value in 2015	India's exports to world-Value in 2016	India's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2001	"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ..."	60	24	61	34	20	0	53	0	0	0	0	8	32	73	70	0	50		29772	28035	35659	40131	68015	86400	93796	127654	135758	129402	142902	156076	171201	181485	145067	143939	148004		233	255	264	451	505	271	607	1249	957	487	795	468	560	867	591	575	703	
9017	"Drawing, marking-out or mathematical calculating instruments, e.g. drafting machines, pantographs, ..."	6	10	7	17	30	72	64	74	23	57	152	207	155	57	60	70	50		4686	3987	4989	5791	8128	7493	8252	9118	8666	10502	13242	15167	15246	16053	15694	15701	16373		11123	14370	12237	13415	14086	21355	22005	21628	12202	22100	26666	24791	33621	29846	26347	23476	27518	
7319	"Sewing needles, knitting needles, bodkins, crochet hoods, embroidery stilettos and similar ..."	4	9	9	24	21	5	7	25	17	4	11	20	15	11	16	14	50		7039	7602	7974	6909	10059	8993	6028	6886	13085	5295	8409	14461	11743	11850	7401	8486	8465		1051	1137	1350	1417	1897	2010	2330	3039	1944	2631	2341	2575	2640	2302	2202	1954	2438	
7409	"Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excluding expanded sheet ..."	0	0	0	9	31	193	2	204	5	319	54	1	1	0	0	1	50		11963	23234	26525	41980	59408	100464	87433	63698	37558	52232	35587	20596	20679	29914	31907	28498	41090		10742	19705	23954	34639	41665	49925	69039	68543	31619	66700	71010	88188	81945	78714	76308	62622	69646	
2938	"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other  ..."	3	9	19	262	3449	8041	10887	13577	7819	9642	3990	8	89	2	63	64	52		7731	3898	6042	3694	6049	2845	9763	11572	7524	5023	11421	19499	22842	20319	19871	21819	24440		4242	3863	5622	5432	8357	13971	19633	26165	16798	21815	15779	10489	9588	7640	7371	6754	9929	
7606	"Plates, sheets and strip, of aluminium, of a thickness of > 0,2 mm (excluding expanded plates, ..."	40	0	7	162	890	84	654	897	814	1045	1085	398	376	211	60	240	53		37863	54418	60593	97279	121858	134483	131668	157497	87404	87609	107566	126235	240795	246722	181670	186696	216990		74628	96900	108540	143404	186049	257131	334826	347732	208923	297625	362872	350467	409789	395446	417080	419129	475494	
6101	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	3	4	1	16	13	50	44	303	144	38	30	37	44	8	6	21	54		26002	70948	108456	72895	60019	31480	11372	11345	8470	4617	7183	6838	5674	8799	9793	6204	10840		1107	872	1352	2946	1823	3254	5431	7866	7889	11438	13817	9459	11175	10154	9826	10649	14791	
2919	"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, nitrated ..."	143	406	289	434	643	513	537	1106	1350	298	402	361	257	183	123	130	54		1785	2224	2143	26914	15261	6904	8665	18203	10032	10071	7056	9586	15399	11378	9016	9003	9523		2024	3179	3614	4483	6563	7680	9823	10815	9471	8133	12764	16154	18900	22488	19495	15066	18858	
2940	"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ..."	0	4	1	84	49	40	20	51	171	73	82	4	0	170	177	266	56		1078	1297	7518	1590	1334	1675	6562	2294	2889	2504	3286	3794	4521	3421	5777	7294	6196		7412	8738	13701	19052	19879	29066	42254	38949	28227	23703	25071	22953	22925	19796	15210	13655	17723	
2703	"Peat, incl. peat litter, whether or not agglomerated"	0	0	0	0	0	6	0	16	25	0	127	327	459	107	86	53	56		10	10	51	119	16	5	45	5	3861	371	84	120	10671	90	21	9	0		2362	3147	2886	4353	6211	5889	9263	12282	8171	12747	15395	14429	21320	19887	15209	15201	16873	
9209	"Parts and accessories for musical instruments, e.g. mechanisms for musical boxes, cards, discs ..."	8	8	19	22	14	28	37	45	34	60	47	106	57	64	55	54	56		3104	3514	3473	4356	5592	5537	6209	7485	5843	5975	5703	8445	8287	7126	6717	7518	7041		787	1232	1453	1718	2220	2736	3084	3244	2965	3823	4491	4086	4253	4166	3679	2979	3413	
9617	"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)"	0	0	37	184	80	78	59	99	66	74	50	236	107	89	183	56	57		4990	6274	6314	2732	4086	4232	4753	2401	4355	2921	2122	3163	7748	1796	1446	1516	2991		1893	2466	4442	5528	4838	6688	8493	9075	5206	8156	14520	14086	17043	13986	17024	18238	19420	
2007	"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, ..."	0	0	0	0	0	0	0	0	0	0	0	14	0	19	82	44	57		7618	7560	8935	8697	20848	27707	38386	56928	57351	64800	76099	82109	113632	114051	132732	131746	146436		821	1358	1489	2445	6211	5153	7323	11800	4311	7171	8086	7229	5563	5217	12807	9742	8355	
2852	"Compounds, inorganic or organic, of mercury, whether or not chemically defined (excluding amalgams)"	0	0	0	0	0	0	5	23	0	10	9	6	9	13	13	30	58		0	0	0	0	0	0	0	0	1249	338	26	1503	617	1478	508	964	2416		0	0	0	0	0	0	58	133	94	107	106	155	186	141	105	173	124	
5212	"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ..."	5	1	5	18	15	47	37	89	32	53	154	49	88	101	91	112	59		29649	33383	33134	51863	49344	51938	69991	78154	64782	87267	103309	107849	172145	182560	114965	64646	48690		1851	8392	6157	9246	10339	10521	15124	10879	7556	9562	10012	8024	5616	6360	5795	5623	5012	
9505	"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ..."	4	10	2	10	32	25	53	127	24	145	70	85	49	74	97	225	61		5399	4096	5161	5825	7064	8226	8516	8516	10781	11776	17442	25156	34434	41243	47756	47544	59367		1438	1517	3045	5533	5948	4895	5854	7358	5215	9263	32056	25279	25342	28376	32203	21161	24524	
1504	"Fats and oils and their fractions of fish or marine mammals, whether or not refined (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	3280	3553	2388	0	0	61		1107	1133	993	1203	946	2136	5781	11614	4975	16226	20765	33803	39881	36119	36626	11869	35105		743	1043	1400	3855	4020	13267	14221	21006	20300	28034	34129	45841	69589	66131	60554	59128	58279	
8540	"Thermionic, cold cathode or photo-cathode valves and tubes, e.g. vacuum or vapour or gas filled ..."	4054	18002	36355	104743	39901	47448	16710	636	228	126	1	0	15	1	0	1	63		19087	39904	45295	103527	44100	12690	14501	6988	6936	10660	6300	10674	11064	10602	6863	6739	3334		492853	769359	897260	1139526	708834	617075	269361	146247	51746	33194	22187	12305	10270	15432	21571	18252	15263	
6102	"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	36	0	9	102	33	189	126	759	100	300	69	60	125	41	32	34	66		5896	6891	34995	26325	4276	4708	4796	4908	9557	3908	6218	4093	8417	7967	8163	4625	6105		1077	1785	2657	3338	3468	4830	6041	9961	8263	9859	11318	8116	9224	13009	13620	13607	17356	
0802	"Other nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts ..."	10	0	0	0	0	0	18	249	35	30	12	0	0	31	36	0	67		25958	27972	24914	27929	34177	32286	34728	43897	37781	46106	51370	49181	75381	54057	45722	42860	34126		4487	18671	18436	28654	48028	74410	93656	142357	158467	143728	169477	251984	212751	199347	226597	297162	311405	
0502	"Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of ..."	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68		109	326	268	588	336	896	162	359	82	55	522	395	431	390	713	270	379		2674	2319	2961	3238	4481	4349	5885	5755	6172	6823	7035	6722	6502	7313	6824	6611	7424	
3922	"Baths, shower-baths, sinks, washbasins, bidets, lavatory pans, seats and covers, flushing cisterns ..."	0	0	0	1	2	8	4	76	32	0	0	4	0	0	0	0	68		801	1122	806	998	2395	3918	8284	3854	11032	6523	4119	3858	6956	6013	4925	4379	6785		3900	5237	14133	21420	26623	30068	35572	31611	25428	35082	45424	44069	45848	49130	48875	41540	42393	
3502	"Albumins, incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, ..."	0	0	0	0	0	0	182	27	0	0	0	0	1	6	0	0	69		273	383	183	270	908	1422	3284	8781	7866	7418	10118	16575	21350	26629	25337	14336	12126		1237	1375	1285	2133	1811	2930	3221	3339	3203	3800	3132	4356	5854	7444	5463	3914	4788	
7904	"Zinc bars, rods, profiles and wire, n.e.s."	0	0	0	0	0	0	0	673	0	2	0	0	0	0	0	36	69		35	71	177	5069	3543	45116	4339	2253	951	531	1640	2290	3022	4475	5845	5588	11533		1066	1062	852	740	698	801	1589	1506	1640	1614	1073	1556	1621	1301	1227	2131	2778	
3601	"Propellent powders"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	70		96	38	81	182	32	134	219	69	134	32	337	31	1	2	205	374	296		678	165	1547	1353	3098	1098	1278	2673	3760	5702	8073	6506	6068	8415	9146	8001	8903	
9508	"Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses ..."	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	13	70		24	407	168	700	1947	953	640	1454	689	1614	1224	3630	6731	6374	6871	9474	8222		2130	758	3745	1399	9975	3572	8046	16679	13161	11293	24905	19691	97133	98153	34548	11629	10584	
4005	"Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip (excluding ..."	0	0	0	0	4	0	1	1	1	3	98	141	241	66	129	167	72		3767	3150	3645	6431	9291	11182	10239	17757	9921	14733	25027	31965	26888	85320	15578	21947	32214		8380	10548	18387	26624	31611	39147	57935	65212	46453	53616	79916	76860	91903	85943	77055	79876	88661	
3701	"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ..."	0	0	0	70	328	426	659	396	2547	1722	3957	1783	2728	2695	853	355	72		794	1237	1165	2922	2524	1851	2205	2584	1043	1931	3129	972	1717	1164	1125	1530	4590		41213	49798	65703	82448	96716	105272	131978	129716	129968	138488	147321	133576	133320	122000	97782	90470	82459	
8439	"Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or ..."	0	5	73	31	0	0	401	113	35	197	141	3075	2412	1331	1059	555	73		4499	3155	8444	6066	7773	7124	12248	15979	12086	14417	23153	39148	24862	28714	51542	29285	38985		20457	11357	38780	28835	38023	85993	143897	81173	45296	62553	120851	132434	119375	249854	120933	48466	41288	
9504	"Video game consoles and machines, articles for funfair, table or parlour games, incl. pintables, ..."	6	0	3	2	3	14	40	16	4	68	31	99	9	25	53	143	73		3430	4466	3403	4602	6062	5455	5170	7382	6677	8337	10924	10786	14308	12566	13606	13434	14954		6374	7472	12072	17804	20185	20143	26231	39434	39034	53120	55838	47313	32581	50864	50750	42633	51286	
9614	"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s."	0	0	0	5	8	66	88	70	98	2	69	0	33	10	29	65	73		318	617	185	435	390	321	670	20	1869	1221	1597	2459	2283	2047	2194	13761	16571		243	291	750	469	712	967	1581	1906	1947	1548	1613	1759	1840	2046	1701	2684	2934	
6703	"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ..."	25	16	52	81	71	27	0	1	0	62	30	2	0	24	18	0	74		39699	45030	62796	69424	97280	131728	177733	186532	187174	199930	220911	282199	362296	271432	280996	236809	234200		68	169	236	432	589	1032	758	894	1506	2090	2029	2220	3270	2595	2551	3058	3175	
5210	"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ..."	0	39	2	3	0	0	125	884	367	416	633	128	24	440	17	7	74		78272	78717	73819	69174	28993	19796	14623	18413	11618	17261	30475	21736	28818	26904	35340	36521	37996		24380	29380	41457	40222	35606	36660	59573	57997	40285	59390	66242	37589	44976	40517	26239	23900	27618	
9006	"Photographic cameras, photographic flashlight apparatus and flashbulbs (excluding discharge ..."	15	5	398	2319	2987	11	0	0	131	192	395	408	296	80	139	103	74		3374	5600	8551	8741	9388	3741	4453	8142	8630	10560	25115	16867	28214	27608	27803	32301	13196		7020	9956	13069	11908	14103	10961	7978	5121	4407	5737	6950	5284	6507	7859	7636	7127	8531	
2505	"Natural sands of all kinds, whether or not coloured (excluding gold- and platinum-bearing sands, ..."	0	7	59	60	120	185	285	499	278	217	100	96	378	295	208	223	74		13029	10173	8384	9661	11905	12397	16692	14639	3431	4159	11805	10922	7842	3408	10399	4801	7429		3990	5012	5993	6473	8431	9491	12065	18830	12729	13615	20168	16801	25472	33403	27532	33936	37260	
6112	"Track-suits, ski-suits and swimwear, knitted or crocheted"	0	0	3	55	89	85	105	365	101	146	444	161	174	76	62	43	74		3380	5751	21491	18930	9917	7829	6950	7230	10361	6625	14559	24703	19059	11568	9790	8640	8123		2859	1898	3853	7650	6621	8405	11048	16039	17947	24017	29686	24536	28216	30907	28904	31650	29170	
8530	"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland ..."	0	0	0	0	0	0	0	0	0	0	0	0	8	0	43	15	76		511	411	728	2369	2189	8564	4884	7691	6300	7837	9642	10882	9560	7653	5813	9529	12981		23938	27251	6780	8283	20240	19970	26318	41944	59008	46851	85920	39150	91158	62751	50480	38317	58466	
9033	"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ..."	4	5	8	17	43	41	12	22	8	5	15	38	27	63	169	130	76		12931	20029	11122	12703	26287	13606	26359	36943	63626	86864	130229	220634	128366	104642	80307	83824	77071		4932	2892	3994	6623	5751	5611	5741	4864	3365	3170	6804	5260	6557	8203	27831	23322	28606	
8461	"Machine tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear ..."	0	0	2	2033	32	32	465	114	3	0	17	2	36	68	45	140	77		2842	2561	4068	4004	6998	6391	6769	10893	10188	10113	9570	11582	19497	11940	12545	11668	12703		14426	16006	12887	28849	26568	38287	33709	31245	41175	28633	42635	38951	33262	43572	36352	48940	46855	
8425	"Pulley tackle and hoists (other than skip hoists); winches and capstans; jacks"	3	5	0	0	0	1	4	1	0	437	164	21	22	15	732	340	77		3092	1012	874	3414	6062	6340	8696	11168	10198	9390	20104	19992	23823	27791	32165	32672	39129		6551	7879	11880	17766	31839	38098	44136	63958	36044	41767	54972	61361	72428	82565	72268	75476	73670	
2821	"Iron oxides and hydroxides; earth colours containing >= 70% by weight of combined iron evaluated ..."	64	111	90	36	16	0	348	661	730	93	141	5	12	16	7	58	78		4031	3543	5031	3906	3046	3071	2698	5278	3874	4394	6983	4752	4410	4394	6733	10162	9745		2585	5240	6492	7291	8268	10299	15466	18198	15222	15581	18319	18057	19887	17289	14918	14124	13789	
8519	"Sound recording or sound reproducing apparatus"	0	0	4	1	40	14	2	0	11	1	21	41	26	13	15	28	78		9448	1909	1749	1277	1958	1476	1613	127	990	708	1519	1706	1727	624	502	594	1214		2751	4949	11460	13380	5969	4541	23238	19109	16620	22508	18098	15415	12053	11166	8250	6694	8940	
9105	"Clocks (excluding wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ..."	6	46	110	339	683	1033	985	813	377	251	350	134	258	155	127	153	81		14301	21394	14317	6994	9735	8908	7115	8347	8083	8339	13763	14966	17722	15918	15342	12017	10558		2611	2645	4979	8033	8252	9197	11547	11716	6254	9533	14393	10432	13263	11992	8193	9016	6773	
4821	"Paper or paperboard labels of all kinds, whether or not printed"	2	11	3	6	9	24	65	53	33	77	78	97	100	197	175	96	83		3153	3665	6223	5329	8376	12804	11143	12572	17590	17311	18846	24029	29346	29463	28381	27805	30469		16572	22988	23716	29568	28598	31143	40445	40429	35663	38848	40356	40387	42673	48910	41765	45125	41850	
8405	"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ..."	112	0	0	0	0	40	71	0	79	6	0	63	53	1	642	84	84		1131	1597	2633	7085	8381	10725	7975	13048	14498	16006	23336	30266	34814	36920	19795	23665	27526		125438	23690	3014	12550	16921	10667	21980	41655	14621	17711	29108	16127	16846	18532	16821	21104	25370	
6806	"Slag-wool, rock-wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed ..."	53	33	71	369	320	245	489	195	96	250	320	345	389	583	388	372	85		589	902	1380	2120	2823	4438	6062	9510	6392	6714	10909	22808	34757	30567	27862	24263	30164		9593	19827	16253	23543	24226	35206	41913	48582	32125	46632	54716	61690	57526	63681	49090	45385	52391	
7018	"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ..."	177	239	442	847	1532	589	247	1832	2028	2765	1060	1113	1460	947	203	69	85		9709	16501	22839	30029	46611	50177	35548	38430	30987	28953	26718	25398	30136	25723	23247	29161	38736		6758	9002	12657	22218	30723	32538	38714	38746	30108	36242	35736	34420	39158	36852	25306	25814	24782	
3214	"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ..."	7	61	51	92	37	53	81	40	68	0	0	5	24	52	49	48	86		570	688	857	737	2499	3992	3176	3694	3084	5307	8724	7943	9734	11730	11357	14882	17574		28827	45409	58889	83294	98924	116267	140631	151798	105784	128550	145035	133973	167264	184483	173952	174430	207255	
2927	"Diazo-, azo- or azoxy-compounds"	310	243	351	536	535	392	26	558	233	154	100	23	34	114	30	23	88		2209	3016	3289	3601	5347	5571	5403	6967	6899	11130	14454	13688	16182	20255	26671	27268	38659		2304	2534	2467	3581	3765	4595	4510	4848	4044	6223	7240	7628	9561	10055	11122	10559	13989	
9002	"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of ..."	0	0	2	6	7	7	4	5	0	2	2	2	50	29	19	40	91		4972	4405	3236	4001	5834	8700	6741	9334	9502	11000	17619	18370	16630	18513	24331	18206	22617		6690	5634	13030	32353	45239	42243	29459	27617	20280	22079	30606	34734	44189	41003	31162	31377	39450	
4114	"Chamois leather, incl. combination chamois leather (excluding glacé-tanned leather subsequently ..."	0	0	28	348	97	181	430	248	4	101	386	789	502	197	122	169	92		0	0	286	73	779	4354	1961	3326	1487	2643	884	1664	4298	5316	6524	5353	5871		0	954	1139	2584	2030	3832	4409	3971	1323	1284	2510	3599	4176	4591	2227	2245	3436	
0604	"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ..."	0	29	28	27	18	7	10	49	67	10	60	12	41	116	85	151	92		5276	10084	20511	22426	27976	35481	37925	42383	30733	27800	30855	34977	17253	15055	26296	37877	38253		106	406	267	414	511	325	461	495	326	507	451	683	635	719	704	735	713	
8101	"Tungsten "wolfram" and articles thereof, n.e.s.; tungsten waste and scrap (excluding ash and ..."	0	0	18	53	19	0	0	6	23	9	108	150	120	162	120	93	94		2274	3551	3634	5627	8913	9552	8769	6648	8486	9909	27691	36689	39440	27916	17868	18108	19581		1214	1482	1178	1823	2041	3035	3981	4254	2862	4684	7232	8145	5419	7008	5769	7014	7252	
7610	"Structures and parts of structures "e.g., bridges and bridge-sections, towers, lattice masts, ..."	0	0	0	0	381	213	83	0	72	44	180	71	144	59	402	1020	94		3889	2161	5156	8724	17104	15611	13826	20200	15875	19083	27165	32372	30588	29863	28719	32300	37759		10622	9617	18181	16316	19219	24063	35113	43050	22473	26591	31086	28480	42728	35405	29432	36936	38352	
9019	"Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone ..."	34	13	19	48	220	165	72	158	121	112	229	100	58	90	71	129	94		937	568	514	740	897	2077	894	1448	5013	2283	2372	3029	3016	3178	4745	6331	7662		13388	15154	21997	38736	58692	80397	93629	100331	84007	120473	107760	107163	98684	94609	95362	87852	80659	
2520	"Gypsum; anhydrite; plasters consisting of calcined gypsum or calcium sulphate, whether or not ..."	0	0	0	0	22	0	23	30	74	61	57	56	89	61	60	59	96		1490	750	1567	2209	1562	2736	2331	3333	2846	2760	2190	1325	2029	2259	2097	3674	4060		1148	1263	2109	3059	3644	5127	4405	5478	4644	5657	8889	6670	8019	7779	6173	6203	6793	
7419	"Other articles of copper, n.e.s."	1	2	14	33	120	186	280	442	160	172	395	158	417	798	803	375	97		36376	38237	58367	97007	154896	161827	143440	141902	106660	115601	222444	282131	406824	558632	442032	492032	482452		3007	3281	4760	26812	18299	9550	15949	17732	12284	19192	24811	22491	25587	25023	28588	35992	41173	
5404	"Synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ..."	8	0	9	14	104	219	73	57	464	351	557	177	176	88	340	266	100		1529	2756	3455	3492	5148	6389	6345	6891	6136	9170	9540	7118	7149	6940	8314	9154	9094		12945	17503	19238	24868	22530	28760	34474	24511	21862	25155	36427	32585	38927	40691	39282	33083	46232	
8305	"Fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing ..."	1	1	1	3	8	6	13	37	36	67	107	58	173	472	195	69	102		6469	7706	6279	14150	15631	14622	12343	17404	13492	18871	17274	15170	22009	24102	24552	22192	25762		2852	4069	4787	6815	8971	9218	11149	13477	11410	14552	15211	14792	14240	16320	13871	13248	12183	
2513	"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether ..."	3	0	0	5	41	2	50	22	36	35	137	58	644	195	351	234	104		15167	17905	15557	17198	23187	34650	48991	77525	59904	60470	77584	97606	110967	104043	93508	87486	34223		121	92	152	328	262	125	357	222	240	255	348	608	977	422	722	617	1416	
8441	"Machinery for making up paper pulp, paper or paperboard, incl. cutting machines of all kinds, ..."	74	59	35	164	0	58	143	86	250	34	467	87	85	83	226	322	105		7682	4171	7724	7892	11451	10421	16099	23392	18666	22546	38074	23878	41134	30597	40326	44564	59311		36774	46661	56734	63779	130477	99889	133355	182630	85779	86337	125703	96628	135967	174316	158868	146235	98927	
0909	"Seeds of anis, badian, fennel, coriander, cumin or caraway; juniper berries"	0	0	0	0	0	0	204	764	198	33	87	334	453	111	510	13	106		42582	30685	24718	40900	39924	75776	113393	235292	144114	144575	193073	284433	340375	388335	321764	384488	449064		1367	599	553	875	3008	1296	2007	1720	1375	4337	2313	4449	3693	6391	7430	10632	11596	
8214	"Articles of cutlery, n.e.s., e.g. hair clippers, butchers' or kitchen cleavers, choppers and ..."	6	6	68	46	54	11	23	36	62	67	175	149	129	186	116	107	107		11742	11060	13495	19467	14633	12854	9537	9436	6541	6832	6624	6017	4712	4584	4231	4797	6789		1530	1802	2092	2945	3580	3991	5065	5341	3800	5356	6521	7140	7526	8452	7642	7971	8162	
1505	"Wool grease and fatty substances derived therefrom, incl. lanolin"	0	17	17	37	14	0	0	0	0	6	13	0	37	20	172	99	107		173	714	467	675	1006	919	908	1154	1365	2428	2362	4297	3840	2499	3569	2698	2556		534	553	739	792	868	967	936	1264	933	1300	2002	2031	2235	1910	1935	777	1161	
5306	"Flax yarn"	0	9	25	68	586	822	136	5	104	644	1603	798	286	63	45	236	107		622	270	797	3409	2438	2044	935	1745	685	1716	4506	1571	1735	2452	2369	2362	2037		4293	7967	7215	9782	10200	12020	20859	14000	10677	13489	21196	27356	25975	24683	23928	19826	19869	
6506	"Headgear, whether or not lined or trimmed, n.e.s."	1	36	1	0	12	5	2	25	1	2	3	11	19	18	5	29	108		2096	1964	2204	2613	3554	11451	10063	15919	10303	11053	12172	19214	16620	15357	16520	15730	19669		1172	1414	2424	3512	5948	10388	9170	9370	7384	9198	11722	15180	17827	29961	25744	26309	24353	
3406	"Candles, tapers and the like"	0	0	0	0	3	31	7	2	4	1	11	17	10	15	49	69	109		1664	1495	2783	5101	14521	22283	33367	35938	37299	33554	40839	44282	41233	38005	46345	50531	60275		673	1317	2140	4135	4799	4851	6611	5787	6340	6821	7664	7796	10626	9131	9183	7919	7072	
0905	"Vanilla"	0	0	0	0	2	0	19	15	0	0	23	0	5	0	0	0	110		235	1233	3022	6062	1824	4491	4856	9247	6649	4872	3760	4581	3543	2795	2817	14127	32856		8	0	1	0	19	45	45	53	29	41	95	165	141	243	318	181	180	
5204	"Cotton sewing thread, whether or not put up for retail sale"	461	510	422	314	127	80	78	1	1	9	172	68	35	97	134	133	113		19393	20566	18979	35687	27641	30796	20641	9513	8221	10285	21626	19739	21612	19355	17194	15138	17175		680	723	606	482	246	336	644	944	1195	2224	3220	4447	4278	2658	3088	3200	2206	
8505	"Electromagnets (excluding magnets for medical use); permanent magnets and articles intended ..."	1	1	3	16	7	48	30	205	14	33	28	74	168	764	160	142	117		20634	16291	22267	29312	31925	35257	36522	47601	49406	37615	41819	32598	36377	35142	31912	27257	36648		8652	14542	23570	35905	46136	49102	58814	58524	36614	52613	78496	64090	65699	70099	68864	64901	72304	
3810	"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, ..."	0	1	9	0	12	1	19	66	74	109	174	158	211	56	80	105	118		976	3965	3155	2235	3431	3580	5832	4320	3763	6549	10264	13161	15070	15358	14209	15042	14543		4598	5957	8452	9087	11383	13270	17481	17330	16073	17914	17654	16412	19111	16622	17621	16426	16621	
7229	"Wire of alloy steel other than stainless, in coils (excluding bars and rods)"	0	0	0	0	0	0	25	353	240	83	31	0	23	25	4	0	120		8632	7536	13760	6234	8223	3514	14981	11458	4332	4999	59340	7191	16081	10671	6524	7777	12582		1531	2050	2686	4355	6751	8144	10069	13911	11367	16617	22573	18461	18949	22086	20392	25232	20182	
5112	"Woven fabrics of combed wool or of combed fine animal hair (excluding fabrics for technical ..."	90	57	184	80	17	2	386	274	124	136	51	273	219	340	143	249	125		21848	14993	12182	12090	16476	14068	17687	31665	26384	32311	37761	30142	26801	32028	34724	30918	29199		54777	70557	98813	156134	153560	141294	161460	162995	101617	110891	145120	115705	91730	95518	87496	70048	74985	
6004	"Knitted or crocheted fabrics, of a width >  30 cm, containing by weight >= 5% of elastomeric ..."	0	0	0	10	51	444	86	1	56	49	1120	0	1	3	3	0	127		0	0	141	58	176	1476	2260	5677	3777	5179	6795	11996	20134	33947	38825	50434	58492		0	21621	34315	58192	52747	50098	80812	84344	70805	133673	158814	94485	116001	105025	82902	75137	96887	
7209	"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, cold-rolled "cold-reduced", ..."	0	0	0	2051	312	2793	10045	2345	0	5	6	20	6	16	5	11	131		56837	84393	204683	318409	348819	186873	208036	359823	360736	470561	385663	230005	462460	432671	341253	536165	883397		95041	168187	271406	579741	511156	616180	629852	721087	401099	502307	568766	491248	499944	494521	365284	354293	539824	
