Product code	Product label	Turkey's imports from Spain-Value in 2001	Turkey's imports from Spain-Value in 2002	Turkey's imports from Spain-Value in 2003	Turkey's imports from Spain-Value in 2004	Turkey's imports from Spain-Value in 2005	Turkey's imports from Spain-Value in 2006	Turkey's imports from Spain-Value in 2007	Turkey's imports from Spain-Value in 2008	Turkey's imports from Spain-Value in 2009	Turkey's imports from Spain-Value in 2010	Turkey's imports from Spain-Value in 2011	Turkey's imports from Spain-Value in 2012	Turkey's imports from Spain-Value in 2013	Turkey's imports from Spain-Value in 2014	Turkey's imports from Spain-Value in 2015	Turkey's imports from Spain-Value in 2016	Turkey's imports from Spain-Value in 2017	Spain's exports to world- 	Spain's exports to world-Value in 2001	Spain's exports to world-Value in 2002	Spain's exports to world-Value in 2003	Spain's exports to world-Value in 2004	Spain's exports to world-Value in 2005	Spain's exports to world-Value in 2006	Spain's exports to world-Value in 2007	Spain's exports to world-Value in 2008	Spain's exports to world-Value in 2009	Spain's exports to world-Value in 2010	Spain's exports to world-Value in 2011	Spain's exports to world-Value in 2012	Spain's exports to world-Value in 2013	Spain's exports to world-Value in 2014	Spain's exports to world-Value in 2015	Spain's exports to world-Value in 2016	Spain's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
7902	"Zinc waste and scrap (excluding ash and residues from zinc production "heading 2620", ingots ..."	0	0	0	0	46	0	37	0	47	0	0	0	0	0	0	0	0		3385	2731	2363	5089	12394	14634	14141	13365	10209	10479	9187	8329	16122	11174	9024	4418	8199		0	159	54	306	150	2164	5573	2951	304	282	87	139	146	360	312	409	1339	
8103	"Tantalum and articles thereof, n.e.s.; tantalum waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	18	3	40	18	9	6	0	4	4	108	204	70	12	3	18	17		3	0	37	22	148	18	50	198	144	46	26	196	39	515	28	346	69	
8520	"Magnetic tape recorders and other sound recording apparatus whether or not incorporating a ..."	0	0	4	0	10	1	0	0	0	0	0	0	0	0	0	0	0		4967	10783	8419	8481	37313	23181	0	0	0	0	0	0	0	0	0	0	0		947	1187	2255	4503	16442	25448	0	0	0	0	0	0	0	0	0	0	0	
8902	"Fishing vessels; factory ships and other vessels for processing or preserving fishery products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		121480	120969	180991	171978	91527	68778	36739	140341	49715	35816	25074	23652	23811	374214	272937	124552	47086		0	0	0	0	31	0	0	0	126	339	0	2818	0	0	0	0	0	
9005	"Binoculars, monoculars, astronomical and other optical telescopes, and mountings therefor; ..."	2	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0		1937	5040	7121	4682	2588	3731	6208	6871	6862	6903	7459	5977	5160	16309	12585	12303	9742		4109	780	922	1116	2085	2624	5657	3581	14673	14020	4218	6553	5499	7995	5233	10949	9383	
9101	"Wrist-watches, pocket-watches and other watches, incl. stop-watches, with case of precious ..."	6	49	12	0	0	0	0	1	0	53	1	0	0	0	0	0	0		25907	34025	43333	48011	45581	43260	49173	59601	56081	77157	94502	117365	158199	155605	133518	118531	119355		10441	13214	17060	18011	19697	24672	41761	51714	34967	37692	35778	32178	47670	44600	37623	29753	30122	
9113	"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s."	0	7	1	0	43	24	33	41	10	11	2	6	0	1	0	0	0		4817	6536	4450	5160	4149	3432	3353	2520	2369	1842	1793	1966	3739	5363	7243	5349	7024		961	1636	1844	2347	2219	2944	3203	2824	2656	2665	3369	2582	3530	4105	4295	2875	2424	
9620	"Monopods, bipods, tripods and similar articles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4257	
0407	"Birds' eggs, in shell, fresh, preserved or cooked"	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		44117	56626	126875	103534	104602	128620	185226	191565	205624	170684	137719	154314	158421	159663	201233	147899	162018		5113	12640	10750	13293	14764	7568	10649	9360	8155	11590	13869	13676	24281	37014	25810	22617	31865	
0510	"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	16	228	79	62	80	130	0	38	0	988	3818	3026	2568	1375	841	4655		14	12	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	
0701	"Potatoes, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		69295	56664	81696	109763	69698	118063	119294	141791	109198	98052	98053	102177	129371	85753	103062	136229	105543		821	5765	5221	5857	7693	12969	17043	13304	8059	16955	21660	16467	7880	21744	28562	20264	11285	
0708	"Leguminous vegetables, shelled or unshelled, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		55896	66158	76187	65526	64180	72381	76354	61561	50516	45410	43486	45996	59145	61455	55507	59280	56827		48	1	0	0	0	0	0	2	19	0	1	0	0	0	0	0	33	
0801	"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		715	1546	1812	1479	1461	1856	2348	3403	4076	5079	11601	11704	11648	11781	11313	9105	17251		1163	3824	5488	4799	9461	9160	13378	21359	18342	22490	33289	26598	24429	39325	43859	39944	41890	
0806	"Grapes, fresh or dried"	0	0	37	0	40	4	142	0	39	0	0	0	0	0	159	192	0		93414	116639	153109	134954	161858	193407	211158	269908	228401	261431	317659	273867	318086	347491	334250	324918	323410		1474	1228	2190	2071	3003	3734	3838	3764	5083	5589	4836	4946	6150	6857	8974	7152	5810	
0812	"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10291	12304	16107	15663	11585	11988	19672	21484	30243	25700	32725	23978	20246	25374	33137	37909	45878		0	0	0	1	25	17	10	0	0	0	0	0	0	0	4	1	1	
0204	"Meat of sheep or goats, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		72486	74357	83582	85494	84054	106608	113220	108360	92865	141660	172358	159231	165276	177184	151603	163763	174252		112	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1401	"Vegetable materials of a kind used primarily for plaiting, e.g. bamboos, rattans, reeds, rushes, ..."	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0		3149	3496	5021	4616	5320	5280	6469	11695	6927	5459	5868	3849	4484	5202	3750	3269	3605		101	118	171	317	417	494	689	846	822	869	1035	868	1357	1728	1552	1356	1678	
1514	"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4617	4326	6207	5864	2252	20584	12967	25543	13223	18581	25997	26937	21822	18853	14528	12151	15035		4957	7259	5824	1990	6011	2490	416	15377	423	757	3270	369	151	2691	2558	2326	536	
1521	"Vegetable waxes, beeswax, other insect waxes and spermaceti, whether or not refined or coloured ..."	0	0	1	0	0	38	79	77	66	69	0	0	0	0	0	0	0		1601	903	1242	1758	1992	1683	1806	1904	1355	1834	1965	2308	1570	1340	2311	2026	2649		355	400	510	979	1286	1795	1565	1534	2238	5488	4847	3046	2195	3270	2420	1650	2487	
1601	"Sausages and similar products, of meat, offal or blood; food preparations based on these products"	13	0	0	0	0	0	7	21	0	0	5	0	0	1	0	11	0		85524	90567	126615	138367	147769	163543	207742	247600	236696	274803	357591	423980	379932	400096	389993	410243	462702		56	23	2	36	25	74	118	157	122	219	243	457	727	1194	2059	825	98	
1803	"Cocoa paste, whether or not defatted"	0	0	256	26	121	55	0	0	0	0	59	41	0	0	37	675	0		4841	8510	5782	4962	9998	7420	8968	24186	24050	27659	28288	24360	23410	30212	22559	25838	24546		543	1607	3241	4428	4269	4389	4719	4910	8405	10720	24775	24876	57183	76638	82197	71672	64338	
2004	"Vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen (excluding ..."	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0		13290	17661	29844	43722	39417	44374	51664	60621	56583	52951	58451	60740	70813	70057	71197	78174	78655		552	303	281	956	685	412	793	1835	1852	873	1403	1431	1816	3291	8373	1178	1788	
2603	"Copper ores and concentrates"	2109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18182	20955	10325	19363	26147	21798	8216	279	149318	350813	1395054	1123511	1422274	1361911	1130884	1182206	2087322		14680	13479	9348	4588	37067	27340	157	6155	1	362	35	354	230	43	6772	10	98	
2608	"Zinc ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		46391	6378	9258	13806	31000	50584	122326	91133	20964	60729	79085	87129	56212	56330	105343	164994	280780		125	273	289	143	66	94	57	0	2	21	3	4	61	48	22	23	120	
2611	"Tungsten ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	100	0	0	4	4105	5165	5772	20674	20283	16971	26370	19532	13239	12570		0	0	0	5	0	0	0	0	0	0	2	15	3	5	0	0	0	
2714	"Bitumen and asphalt, natural; bituminous or oil-shale and tar sands; asphaltites and asphaltic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4485	7024	9479	12494	14120	16100	18418	16860	16258	12724	15373	9674	13493	8848	7547	24404	20344		145	295	183	227	755	324	353	230	157	249	751	1617	828	401	890	1601	1244	
2845	"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16	16	30	20	40	85	78	45	6	2	10	166	4	42	21	512	823		78	73	688	410	313	284	476	500	503	607	1940	2025	2501	2794	1887	1461	1760	
2853	"Inorganic compounds, incl. distilled or conductivity water and water of similar purity, n.e.s.; ..."	0	0	0	0	0	0	12	0	0	0	2	5	9	4	2	0	0		0	0	0	0	0	0	984	504	1629	1661	1965	3112	2548	2699	1928	2354	1691		0	0	0	0	0	0	307	255	304	602	660	1241	1698	969	1477	1393	1628	
3825	"Residual products of the chemical or allied industries, n.e.s.; municipal waste; sewage sludge; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2604	586	631	1288	962	755	841	715	471	352	547	509	307	278	671	428		0	334	1	0	4	1	1	5	37	2	26	0	13	5	0	0	0	
4103	"Other raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	40	5	2	61	69	398	110	78	0	534	261	267	85	0	0	0	0		6704	5608	6900	4707	8335	14875	12394	9833	14309	30091	49995	34049	83561	50527	16307	5211	7552		4518	10814	11305	6082	5007	7487	10196	7913	4176	5752	11015	13616	13000	10147	3519	3013	2479	
4304	"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ..."	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0		869	773	269	435	276	715	864	928	882	1392	1311	845	1140	961	587	1294	1870		163	179	91	96	153	577	1569	1638	503	1354	620	399	276	511	509	463	529	
4702	"Chemical wood pulp, dissolving grades"	0	0	0	0	0	285	0	0	0	0	0	0	74	0	0	0	0		15389	11435	15441	20053	20211	15610	16924	33595	24946	48551	60509	33016	16913	1096	736	2666	29712		780	424	648	2756	6481	5058	3599	6147	979	1388	756	747	609	829	798	764	465	
5108	"Carded or combed yarn of fine animal hair (excluding that of wool or that put up for retail ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		148	169	220	178	389	151	39	188	76	168	3	108	1	0	0	0	1		21	50	109	441	409	1549	2318	1738	1508	2215	3169	3638	1878	2752	2743	3766	3293	
5301	"Flax, raw or processed, but not spun; flax tow and waste, incl. yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		342	140	69	58	90	202	266	187	250	284	182	195	159	343	103	72	82		1359	2571	3078	2560	2316	2312	3331	2131	1479	3179	4249	3989	5861	5512	5575	6687	4107	
5302	"True hemp "Cannabis sativa L.", raw or processed, but not spun; tow and waste of true hemp, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3	5	19	60	707	3343	120	80	41	41	136	166	17	8	99	115		1476	1439	0	474	218	585	845	0	104	3	0	1	0	1	5	3	69	
5405	"Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0		28	0	25	81	24	0	4	8	10	28	67	30	2	31	2	0	28		8	12	30	35	61	185	146	116	7	75	14	44	6	10	5	26	20	
5406	"Man-made filament yarn, put up for retail sale (excluding sewing thread)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3068	1764	1023	550	632	1371	1637	1903	1927	1394	1002	1298	978	717	1079	1373	1193		97	29	59	167	309	178	161	154	383	173	78	84	153	394	270	60	117	
5803	"Gauze (excluding narrow woven fabrics of heading 5806)"	1	8	7	16	0	0	0	0	0	0	0	0	0	0	0	0	0		773	556	315	208	254	167	214	124	164	189	509	254	281	478	11	114	34		123	76	76	90	148	64	122	431	167	273	330	265	467	32	78	47	34	
5506	"Synthetic staple fibres, carded, combed or otherwise processed for spinning"	346	725	896	50	367	8	61	65	0	0	266	66	8	92	235	0	0		7642	6741	5008	5354	10131	4719	6482	3246	2663	1218	2058	2054	4832	4484	6718	6299	7130		4329	8034	8384	9313	12563	13014	12632	14151	11979	15986	24516	23289	20403	22066	16220	15417	18645	
7101	"Pearls, natural or cultured, whether or not worked or graded, but not strung, mounted or set, ..."	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0		1421	1402	1656	2454	1458	2213	2823	1874	898	854	1096	818	394	341	272	157	544		117	169	160	355	630	459	768	597	249	309	362	249	179	237	256	219	255	
7803	"Lead bars, rods, profiles and wire, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	5	15	17	13	6	0	0	0	0	0	0	0	0	0	0	0		76	286	183	162	375	374	0	0	0	0	0	0	0	0	0	0	0	
7804	"Lead plates, sheets, strip and foil; lead powders and flakes (excluding grains of lead, and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		245	269	762	2373	2456	2915	4715	3121	3715	4283	7686	5106	6177	5398	4496	2658	2174		46	115	155	248	313	475	590	494	182	418	397	520	1514	497	1200	457	317	
8107	"Cadmium and articles thereof, n.e.s.; cadmium waste and scrap (excluding ash and residues containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	2	2	2	2	10	14	2	2	2	2	12	2	3	9	3	3		14	29	39	23	18	47	92	91	77	65	93	49	57	42	145	11	34	
8113	"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ..."	0	0	0	0	0	0	0	0	14	0	0	0	0	1	7	15	0		30	29	41	95	11	6	11	0	10	1685	3	68	1149	4602	3095	3052	3379		250	280	442	889	1136	1443	1299	3480	1841	2924	4989	4973	5614	7200	11019	10183	12391	
7502	"Unwrought nickel"	0	0	0	0	44	2	73	0	0	0	0	0	3	0	0	0	0		545	2501	1104	2561	5718	18194	20124	8861	5654	13407	5752	3821	3966	17228	5448	3417	3843		11121	14164	23712	49308	51345	76576	146565	99304	41677	77963	100514	75239	67317	75581	68631	51461	52243	
7602	"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ..."	0	0	0	0	0	0	0	20	395	755	158	0	81	206	158	78	0		34725	41219	45432	48302	50802	76655	72733	78396	62389	120838	104070	143646	131462	135732	139872	133452	141974		9482	7945	15281	14368	24916	22207	43086	34567	18277	39951	47477	35825	35651	57871	66241	63155	124087	
8446	"Weaving machines "looms""	0	79	2979	836	1729	179	800	212	121	40	0	0	0	0	0	0	0		3082	5190	7800	15821	13775	7145	13978	14002	5091	6576	3993	2763	6781	5914	2521	1980	2818		80524	207914	378428	306531	290736	300522	208692	161688	39834	148464	277749	412513	443435	320874	149690	205693	244402	
8485	"Machinery parts not specified or included elsewhere in this chapter (excluding parts containing ..."	143	321	79	267	298	4210	0	0	0	0	0	0	0	0	0	0	0		57273	56947	51524	63728	73191	81962	0	0	0	0	0	0	0	0	0	0	0		29642	14987	31951	33715	53265	46711	0	0	0	0	0	0	0	0	0	0	0	
8604	"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ..."	0	0	286	0	0	0	20	479	0	0	0	0	2698	0	0	0	0		2611	2021	3492	1106	5318	1603	1557	1334	4200	1515	9308	5651	18423	8750	9880	8010	16664		1394	165	1022	6668	3251	2527	1888	14586	8261	5252	46137	78068	36829	5236	12496	19732	3324	
8710	"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, ..."	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	4123	0	0	0	0	0	0	0	0	0	65178		3311	25225	11704	4686	0	0	0	0	0	0	0	0	0	0	0	0	0	
8904	"Tugs and pusher craft"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		39706	42938	94791	49281	65528	58456	121501	127057	242526	247141	181551	144474	274533	133925	63780	134261	95255		11091	30007	1	0	288	2670	0	0	0	10100	1803	15444	18	0	7093	13276	0	
9009	"Photocopying apparatus incorporating an optical system or of the contact type and thermo-copying ..."	23	15	19	42	6	31	0	0	0	0	0	0	0	0	0	0	0		13463	15092	13861	19436	20100	20528	0	0	0	0	0	0	0	0	0	0	0		36394	44464	53103	79882	84424	96447	0	0	0	0	0	0	0	0	0	0	0	
9109	"Clock movements, complete and assembled (excluding watch movements)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1275	1056	1321	1110	993	831	836	962	1005	457	242	507	1289	1236	1149	1030	167		333	443	566	687	884	1022	1285	1466	1454	1548	2861	2226	2210	3028	1967	1769	2122	
9307	"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ..."	0	0	0	0	4	0	0	0	0	0	0	2	0	24	0	0	0		4363	3910	4519	4668	2677	1627	1911	1246	779	1081	1336	1929	2628	1583	1093	2178	1768		0	1	2	119	25	150	3	44	4	312	46	176	117	62	47	0	1	
9601	"Worked ivory, bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ..."	0	0	0	8	4	1	2	0	11	9	2	1	2	8	3	0	0		257	187	325	375	657	964	1828	1537	2326	2147	3202	2050	1686	2319	3176	1963	2045		174	219	365	441	571	746	676	855	668	864	1302	654	969	724	550	612	626	
9605	"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)"	0	4	1	0	1	0	1	2	0	0	0	0	0	0	18	0	0		968	2102	1483	2084	1591	925	877	1123	1204	1313	2039	1198	7512	5934	4949	3279	3822		87	71	84	194	188	253	343	240	165	226	336	396	490	455	468	395	479	
9704	"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery, stamped paper ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9330	16686	21963	26102	26738	10647	5039	476	309	295	320	225	214	1018	172	500	2590		4	0	12	0	3	2	5	2	1	0	1	7	10	183	0	9	10	
0207	"Meat and edible offal of fowls of the species Gallus domesticus, ducks, geese, turkeys and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		95101	81309	102621	105297	115420	91855	144000	186618	170757	224778	269051	244679	287895	360248	341597	338738	349582		183	32	65	14	254	33	97	789	1581	863	1567	1118	940	1119	1933	366	2075	
0308	"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2615	4224	3468	6289	5608	5501		0	0	0	0	0	0	0	0	0	0	0	94	172	239	178	201	114	
0404	"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7338	6138	4673	8350	14827	23198	40540	21011	24209	34155	48906	52729	61187	64080	47410	48157	55846		607	549	604	1632	1583	1538	848	1102	1200	1454	1149	1251	1534	3128	2523	1880	2269	
0405	"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy ..."	0	0	0	0	0	0	0	0	434	504	0	0	1671	99	97	91	0		62067	43375	39877	97049	147141	110120	164371	72124	49041	175785	125988	78774	84732	82475	68915	78477	114734		2773	4959	8804	10209	14687	12994	19597	28183	35821	49161	52266	64701	88920	99892	72469	45629	46248	
0501	"Human hair, unworked, whether or not washed or scoured; waste of human hair"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0		41	23	52	480	21	79	75	150	46	204	464	829	346	336	32	9	5		0	3	6	13	27	2	9	63	72	172	742	422	53	24	33	19	12	
0702	"Tomatoes, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		659923	777105	892044	990461	1057944	1009908	1179141	1252538	1138777	1085541	1172709	1188957	1312687	1275480	1066822	1062230	1131330		8	29	9	16	31	0	24	89	11	467	616	101	45	61	426	570	450	
0907	"Cloves, whole fruit, cloves and stems"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		17	30	68	77	82	258	91	52	102	107	264	452	613	1122	1184	1817	1873		14	178	148	126	121	195	137	99	253	363	406	382	173	571	594	353	726	
0908	"Nutmeg, mace and cardamoms"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		133	215	365	282	229	740	973	652	1253	691	1824	2390	2912	2527	1984	1819	2863		35	41	44	61	26	36	53	67	82	91	109	140	105	160	588	774	1109	
1101	"Wheat or meslin flour"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		47618	37772	57086	73494	50091	41833	49767	85146	39689	21521	80888	67408	62756	50308	33557	28624	39500		4	1	1	13	24	22	26	4	1382	78	40	97	146	1595	1415	21238	33218	
1201	"Soya beans, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2920	1619	1074	424	747	621	5069	3628	3138	4605	2855	8214	11265	13172	14826	16976	7273		67387	139614	226525	226828	328533	264797	409656	647900	429299	742426	687498	684804	642979	1119756	968176	885301	947920	
1208	"Flours and meals of oil seeds or oleaginous fruits (excluding mustard)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3334	4800	17849	7518	16933	5663	7355	18048	11339	8846	11218	9621	12363	16666	7632	8836	4857		123	27	129	912	950	2531	2957	6502	42343	6888	8065	22042	14921	34566	50967	33379	3093	
1505	"Wool grease and fatty substances derived therefrom, incl. lanolin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		964	747	863	530	424	320	39	40	62	149	290	189	265	343	187	122	137		534	553	739	792	868	967	936	1264	933	1300	2002	2031	2235	1910	1935	777	1161	
1508	"Groundnut oil and its fractions, whether or not refined, but not chemically modified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		51	92	88	14	15	1438	1628	2881	1184	689	676	664	1109	742	111	189	168		7	14	28	17	15	18	20	13	10	65	77	58	71	64	72	76	52	
1510	"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		21753	38788	45901	57208	86534	103414	116725	139192	119821	122902	154718	166166	178322	222691	210164	226633	297309		0	102	0	0	0	0	0	109	13	58	148	1	0	41	37	90	0	
1511	"Palm oil and its fractions, whether or not refined (excluding chemically modified)"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0		11803	12507	22418	27170	35412	33434	44544	57840	47432	36042	48205	89799	57441	53821	33752	39641	51107		80555	103051	157664	182276	205014	255350	263039	462337	264408	318412	453718	439480	499240	491540	418368	406078	435002	
1804	"Cocoa butter, fat and oil"	0	0	234	374	13	45	0	0	1	0	44	0	0	0	25	544	0		21056	24168	29373	37019	45804	40698	53410	68457	46577	38576	35619	29189	39999	80693	54862	62050	52130		598	1495	3498	2890	1932	10395	6597	20159	22524	29979	25815	38007	57081	68352	71043	59459	92658	
