Product code	Product label	Turkey's imports from Romania-Value in 2001	Turkey's imports from Romania-Value in 2002	Turkey's imports from Romania-Value in 2003	Turkey's imports from Romania-Value in 2004	Turkey's imports from Romania-Value in 2005	Turkey's imports from Romania-Value in 2006	Turkey's imports from Romania-Value in 2007	Turkey's imports from Romania-Value in 2008	Turkey's imports from Romania-Value in 2009	Turkey's imports from Romania-Value in 2010	Turkey's imports from Romania-Value in 2011	Turkey's imports from Romania-Value in 2012	Turkey's imports from Romania-Value in 2013	Turkey's imports from Romania-Value in 2014	Turkey's imports from Romania-Value in 2015	Turkey's imports from Romania-Value in 2016	Turkey's imports from Romania-Value in 2017	Romania's exports to world- 	Romania's exports to world-Value in 2001	Romania's exports to world-Value in 2002	Romania's exports to world-Value in 2003	Romania's exports to world-Value in 2004	Romania's exports to world-Value in 2005	Romania's exports to world-Value in 2006	Romania's exports to world-Value in 2007	Romania's exports to world-Value in 2008	Romania's exports to world-Value in 2009	Romania's exports to world-Value in 2010	Romania's exports to world-Value in 2011	Romania's exports to world-Value in 2012	Romania's exports to world-Value in 2013	Romania's exports to world-Value in 2014	Romania's exports to world-Value in 2015	Romania's exports to world-Value in 2016	Romania's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8465	"Machine tools, incl. machines for nailing, stapling, glueing or otherwise assembling, for working ..."	14	0	21	6	82	53	42	290	58	0	108	208	30	64	171	86	27		981	1801	3035	2747	3290	4765	9796	11354	7215	6035	4936	4071	4892	8115	6957	10417	7991		23583	32689	71177	100824	101878	148257	123752	186109	78288	91880	187647	121555	138913	147773	96680	74608	67730	
6406	"Parts of footwear, incl. uppers whether or not attached to soles other than outer soles; removable ..."	2	41	93	51	9	23	73	43	100	27	30	30	18	94	33	10	27		332450	403159	477356	450661	413333	430205	388180	398403	304843	354719	424691	374986	397283	444021	351186	373402	401798		8658	12148	15768	16033	13870	17583	29719	34339	25440	34090	55620	57508	58341	58516	65103	66255	58838	
0806	"Grapes, fresh or dried"	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	28		73	152	320	974	49	97	1528	608	366	745	586	2158	1609	458	303	956	370		1474	1228	2190	2071	3003	3734	3838	3764	5083	5589	4836	4946	6150	6857	8974	7152	5810	
2008	"Fruits, nuts and other edible parts of plants, prepared or preserved, whether or not containing ..."	4	0	0	0	0	21	0	0	50	0	0	0	0	0	154	18	28		514	758	1041	1541	1079	1350	1915	3363	4581	5965	7827	6151	5600	8006	7036	8052	8830		2693	4692	4635	7303	20857	22646	26849	25565	20766	18732	36169	27415	32889	42797	51489	33869	30421	
8714	"Parts and accessories for motorcycles and bicycles and for carriages for disabled persons, ..."	0	0	0	0	1	4	1	73	148	137	119	206	62	9	113	85	28		8276	11466	24081	30837	36973	47231	109439	141362	105314	113845	118907	110741	138862	157587	142890	152048	139694		19643	19615	35148	66570	76052	72809	86992	102278	70972	113569	153930	147010	130889	141296	149232	130240	99240	
5801	"Woven pile fabrics and chenille fabrics (excluding terry towelling and similar woven terry ..."	0	0	0	0	0	0	92	0	13	87	0	0	0	0	0	0	29		339	777	1349	1065	1010	865	1873	2746	2010	2441	3406	1981	1656	3023	10237	14451	14960		31186	71519	120415	118791	130163	143430	81345	37289	32654	40135	59682	42282	46281	33746	24765	21963	31657	
5514	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	0	0	0	0	0	25	0	0	0	0	3	0	0	0	6	0	29		548	854	711	615	853	1028	1037	850	477	397	408	242	1832	564	980	931	1359		6645	8515	5933	5561	6712	7335	7635	7125	7990	20511	14529	10800	10759	11522	9938	7234	6987	
4015	"Articles of apparel and clothing accessories, incl. gloves, mittens and mitts, for all purposes, ..."	0	0	0	0	0	0	0	10	1	0	0	0	2	0	0	30	29		16	20	29	80	31	96	33	97	374	251	248	212	146	428	299	220	372		7436	10530	11169	22453	22511	30608	45747	48461	54963	76639	104993	108755	109230	109732	126392	136154	156584	
1302	"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other ..."	0	0	0	0	7	0	0	0	0	0	0	0	0	23	34	1	31		372	86	101	204	190	303	108	334	341	241	479	811	511	922	1544	1058	1095		18008	24465	36662	39252	36106	27488	18988	22954	24654	29375	33538	34455	38870	36608	34213	35593	37367	
5510	"Yarn of artificial staple fibres (excluding sewing thread and yarn put up for retail sale)"	0	0	0	41	0	28	90	116	0	0	0	2	0	0	2	0	31		182	127	354	562	1693	7425	5580	856	1284	920	2153	1710	939	715	4032	5449	2278		25635	50091	57282	108295	99082	119180	248108	154747	148678	241167	256311	188689	188349	149587	147901	143045	161411	
9606	"Buttons, press-fasteners, snap-fasteners and press studs, button moulds and other parts of ..."	2	4	2	7	26	34	301	198	151	35	10	13	9	1	28	15	31		500	715	1420	1836	2605	2571	3364	4375	2683	3027	3549	2668	3302	3096	2527	3799	4202		17448	25176	32260	35032	39506	43248	54294	52161	36968	42165	46919	43163	40240	38876	31517	28058	27216	
3006	"Pharmaceutical preparations and products of subheadings 3006.10.10 to 3006.60.90"	3	0	0	0	0	0	0	0	0	0	0	0	74	154	3	13	32		103	78	126	113	319	442	962	1602	1138	935	2253	2849	4488	4602	6043	6801	8091		44875	58658	79020	102433	108454	106939	139175	146967	115924	132140	141272	130512	126403	139185	120164	128314	126983	
6115	"Pantyhose, tights, stockings, socks and other hosiery, incl. graduated compression hosiery ..."	0	0	4	1	11	37	89	76	146	160	84	9	7	36	39	152	32		68106	70858	86079	104382	95281	95465	103169	102839	91019	81458	91999	85867	87230	84244	66470	69394	67431		4550	4748	6618	10640	12074	20330	28414	33700	28315	46017	61128	56091	48534	41742	35755	38026	33357	
2827	"Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and ..."	0	0	0	0	0	0	2	0	7	1	71	103	40	43	74	32	32		156	166	159	478	1005	244	556	588	766	1637	1476	1171	1105	1913	1274	1230	1766		5347	6497	7192	8796	11304	10970	17911	16400	12205	23785	21670	18054	20508	20240	16947	18655	20024	
4817	"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; ..."	0	0	0	0	41	177	0	0	0	5	8	29	0	0	25	36	33		704	1184	1964	2483	3613	5233	5209	3940	4601	7985	9629	5593	5080	5768	6248	8207	8399		112	120	119	241	457	2873	2161	713	683	1065	1224	1170	1244	1136	991	679	682	
7615	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of aluminium, ..."	0	0	0	0	0	0	0	0	0	0	0	0	27	5	8	52	34		93	373	564	8002	27100	31425	11199	5919	3991	5583	13386	16291	18560	8885	8236	8953	17455		5173	6402	9171	12485	13934	13813	13475	19056	13533	25176	28518	30250	40031	33501	34086	27389	13346	
2103	"Sauce and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal, ..."	0	0	0	0	0	0	0	0	0	0	7	0	60	124	110	48	34		834	427	790	311	405	713	1213	3979	5903	8021	11044	12861	14243	15759	14417	18988	20607		3821	6418	9398	11016	10657	10557	11912	15057	13727	16947	19478	22163	22894	29864	29382	32233	38672	
3822	"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ..."	0	0	0	0	6	0	0	1	8	7	14	9	16	22	18	20	35		5	20	79	129	210	286	5522	3964	6933	1926	586	2014	4302	6859	4233	4709	6475		50939	65197	73474	105997	110976	139186	189361	223938	190391	204966	224536	226499	235595	255168	238745	244166	249749	
8526	"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus"	0	0	1	7	18	22	9	12	8	81	53	78	15	17	6	62	35		148	936	488	1726	3396	2204	3444	1289	3374	19223	20054	19245	11194	9922	9475	16895	23949		25668	36030	31807	62133	61169	83337	122288	117025	85299	130284	189265	171964	189149	207515	154813	143714	173136	
3302	"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ..."	0	0	31	0	0	0	44	0	30	3	20	9	3	29	10	49	36		598	8889	930	872	1011	1638	1943	2242	14912	2929	4955	6536	5922	6381	5873	5363	7602		96197	119901	139697	187177	199911	233070	280646	341111	336681	382612	412094	406418	432044	435388	390966	394623	415572	
9022	"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	6	48	10	37		505	978	1415	2451	2848	2865	1560	2133	5917	4885	4718	3897	6575	3769	6058	6029	7647		46341	49994	64922	105484	151439	192572	212241	247762	189404	207277	238809	220030	241218	249956	270155	248577	277606	
9017	"Drawing, marking-out or mathematical calculating instruments, e.g. drafting machines, pantographs, ..."	0	0	0	0	0	0	11	31	17	0	12	0	0	11	9	0	37		1950	2146	2872	5492	5893	7023	9673	10380	7111	7115	7895	6533	6525	7369	6901	6816	7692		11123	14370	12237	13415	14086	21355	22005	21628	12202	22100	26666	24791	33621	29846	26347	23476	27518	
4902	"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ..."	0	0	0	0	0	0	0	0	121	157	141	128	131	130	93	36	38		3174	5319	5940	8270	10730	10649	9544	6078	4038	5573	11734	23476	29477	28791	24428	24328	28102		13576	20787	20308	25584	23229	22645	27215	29824	21092	19444	16518	14865	14345	9154	8536	6709	4569	
9306	"Bombs, grenades, torpedos, mines, missiles, cartridges and other ammunition and projectiles ..."	74	45	1563	992	0	0	0	0	0	0	2801	731	1192	1	0	71	39		0	0	0	0	0	15552	0	0	0	0	0	0	0	0	0	0	0		130755	108491	66646	83521	12559	15215	20164	21091	19450	21341	30497	48090	42250	45354	82665	30601	94952	
5210	"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ..."	5	26	65	130	288	93	87	127	48	38	14	47	9	106	39	97	41		981	689	1762	1534	2393	3143	5196	3859	4539	3438	5317	3156	2201	2489	2344	2805	3372		24380	29380	41457	40222	35606	36660	59573	57997	40285	59390	66242	37589	44976	40517	26239	23900	27618	
6216	"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ..."	0	0	0	0	0	0	4	0	1	1	2	1	20	2	3	28	41		699	1032	1755	1029	680	642	218	97	59	92	82	86	139	167	96	86	1042		522	684	1302	1428	2665	2444	2679	1863	2077	2481	3432	3241	5035	3316	3182	3495	6140	
2208	"Undenatured ethyl alcohol of an alcoholic strength of < 80%; spirits, liqueurs and other spirituous ..."	0	0	0	1	10	4	3	0	0	0	52	10	5	209	253	131	41		162	75	280	378	1172	1304	3200	10573	8992	4478	2181	2534	3476	4900	7033	8195	11029		5960	7415	9130	9313	7056	13205	14682	19729	43231	40007	85996	87684	108358	132298	125055	98122	127074	
8539	"Electric filament or discharge lamps, incl. sealed beam lamp units and ultraviolet or infra-red ..."	26	159	68	111	638	1	73	9	58	53	24	46	74	8	17	3	41		16630	17026	20531	19477	21151	23555	23372	31879	25505	38215	39014	28518	37900	32626	26293	27640	24325		47601	65273	87181	116470	130145	153674	193815	229858	188506	234065	262975	227644	246969	203900	168973	146206	175916	
8108	"Titanium and articles thereof, n.e.s.; titanium waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	42		55	198	527	1318	2027	4663	6458	9018	3729	11452	17266	13144	8355	2375	3001	5976	7796		2406	1954	2576	8745	10084	18602	25411	25048	25990	28157	37185	44320	61312	65784	56994	79195	86193	
6704	"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair ..."	0	0	0	0	0	0	0	0	0	122	76	146	165	45	39	95	43		46	83	142	241	219	197	221	407	420	808	1390	1509	1536	1534	790	538	592		346	390	566	790	1329	1926	3093	3183	2314	2675	3081	4734	4708	5327	4470	4297	5259	
7103	"Precious stones and semi-precious stones, whether or not worked or graded, but not strung, ..."	0	0	1	1	0	0	0	0	0	0	0	9	18	30	72	103	44		0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0		709	803	819	2879	1763	965	1249	2451	1362	2753	2116	2007	1457	1514	1593	2282	2484	
5401	"Sewing thread of man-made filaments, whether or not put up for retail sale"	0	1	4	3	9	9	41	47	4	188	11	6	2	2	29	18	45		636	709	2475	19349	33458	34184	25036	25903	29682	43135	46029	39552	42086	40906	37891	39349	39880		5796	8530	10677	9192	10322	12851	16472	16639	15495	22096	22158	18099	20579	17712	14141	14000	12761	
2918	"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ..."	28	17	24	2	29	14	23	45	69	0	65	82	18	123	64	90	46		1737	1802	1584	1625	1397	1494	2281	1677	1344	1229	1811	1466	1437	1646	1133	1455	968		39500	52089	67990	73712	90602	82074	84926	103825	73759	85250	108148	101875	106828	116894	100235	94536	118878	
8533	"Electrical resistors, incl. rheostats and potentiometers (excluding heating resistors); parts ..."	0	0	0	0	13	20	1	0	12	6	0	6	10	19	34	25	46		1283	1337	602	984	858	2509	1763	2060	2687	3620	5126	5392	7599	8219	6960	24902	14305		15728	21985	27502	35813	29836	28122	29891	28853	22273	27048	33156	34599	37403	41190	39630	39572	47381	
6815	"Articles of stone or of other mineral substances, incl. carbon fibres, articles of carbon fibres ..."	0	0	0	21	0	0	0	0	0	0	69	42	88	111	189	102	47		204	62	65	43	79	122	54	329	3368	2945	3920	4445	3505	3701	5078	5310	9020		3857	5714	10048	8493	9114	11235	14222	19126	18345	29280	46951	45139	38672	55950	60766	68308	79206	
5107	"Yarn of combed wool (excluding that put up for retail sale)"	95	60	281	46	13	18	30	29	222	0	0	0	0	1920	1140	1494	48		1180	6882	32160	41434	46228	58487	62081	55461	57083	66385	90462	88754	109903	105830	94875	109819	114509		25127	33204	38874	38975	41301	42151	42127	47373	42159	45947	64346	51833	45367	43413	39375	31479	31113	
3925	"Builders' ware of plastics, n.e.s."	1	38	24	7	62	44	53	214	169	154	112	2	82	54	50	22	49		2707	3546	5806	6724	9378	12802	28191	37395	40817	49859	73443	103458	131839	148392	136455	157663	183750		10709	11925	15520	23006	28760	35488	38121	40279	32808	36647	52871	34993	46287	38895	46730	39471	41440	
8309	"Stoppers, caps and lids, incl. crown corks, screw caps and pouring stoppers, capsules for bottles, ..."	1	2	0	0	73	39	199	87	48	32	39	1036	179	308	15	217	50		469	235	331	586	559	3167	5655	1966	1189	2861	6134	7338	7789	8254	8290	9187	8258		18164	24463	32486	42866	63958	68864	84421	86125	74715	80042	87193	90723	97692	105228	102321	105273	104463	
7019	"Glass fibres, incl. glass wool, and articles thereof (excluding mineral wools and articles ..."	0	25	208	9	18	162	32	28	18	163	137	14	4	16	36	125	50		10961	11882	14129	16766	17366	18765	25514	28967	15601	10851	14486	18561	15753	23188	21291	17038	16712		23575	32673	44906	53905	66041	72839	107412	120288	96641	117230	147390	158276	175036	195357	193303	217616	233789	
0709	"Other vegetables, fresh or chilled (excluding potatoes, tomatoes, alliaceous vegetables, edible ..."	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	50		14487	17067	16902	21616	25115	23570	34547	26843	18407	33067	26114	24276	35167	46717	43374	32450	47645		30	52	141	240	389	472	968	3007	1910	1388	2458	2217	2891	2597	1887	1690	1315	
6113	"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ..."	1	0	0	0	0	0	0	0	0	0	0	4	11	46	47	29	50		652	1256	1470	174	209	119	634	638	265	755	1187	99	1465	2137	2267	1634	2002		183	160	427	642	663	763	961	1372	1533	2057	2737	2389	3717	4594	4868	5537	4919	
8542	"Electronic integrated circuits; parts thereof"	0	0	4	10	21	22	9	50	8	53	10	13	53	219	132	90	52		32892	24286	15866	40980	39537	73998	60891	154350	79711	85311	104093	75769	70078	75379	66939	70900	69072		228015	330670	440573	676041	721024	684839	675521	537381	444270	470671	552482	521696	463180	498564	441193	438743	554778	
0810	"Fresh strawberries, raspberries, blackberries, back, white or red currants, gooseberries and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52		3480	1554	1999	2535	3448	3194	2321	2113	2080	2979	4288	3096	2891	4288	1970	5935	8020		905	950	1050	2095	3369	3970	3785	2322	3521	2793	4526	3382	4859	3576	3721	5298	6754	
9506	"Articles and equipment for general physical exercise, gymnastics, athletics, other sports, ..."	0	3	20	38	36	99	116	93	26	94	150	253	294	158	192	80	53		18609	17497	36327	47691	39514	38162	69988	76364	51722	52613	69399	53597	52154	49443	43052	44799	51750		18095	23928	29721	47869	69381	78306	91560	95679	76985	99845	106760	127814	149153	152682	112442	106938	113241	
8205	"Hand tools, incl. glaziers' diamonds, of base metal, n.e.s.; blowlamps and the like; vices, ..."	1	8	21	41	17	52	101	135	163	239	201	191	153	150	176	151	56		1845	1729	2307	3686	2843	3861	4237	5463	6308	6211	7315	8182	9659	10462	7584	7007	5559		9721	9159	10575	16446	20815	27705	33942	38854	27412	40903	58931	48101	52221	58520	52019	34928	35566	
8473	"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely ..."	0	1	44	36	11	90	119	164	88	215	38	60	26	35	45	38	56		74349	14805	58646	37644	105138	251452	146035	252959	184681	237729	260070	222687	210508	175322	142282	153165	125135		141935	184655	209825	309224	448342	505948	402508	295157	246331	268024	235376	171313	180266	201500	167889	140682	147204	
6101	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	1	25	38	21	42	5	23	22	27	34	44	135	126	108	116	67	57		5702	5962	10001	10304	11327	10376	15104	12704	10396	7681	7320	5922	6576	8901	9155	13457	11099		1107	872	1352	2946	1823	3254	5431	7866	7889	11438	13817	9459	11175	10154	9826	10649	14791	
3506	"Prepared glues and other prepared adhesives, n.e.s.; products suitable for use as glues or ..."	0	0	0	0	0	0	3	1	0	256	321	188	232	271	77	291	57		228	346	742	863	1025	954	1542	2397	3282	2684	5276	2696	4338	6476	6548	9945	11435		31995	44686	59026	81158	102044	120076	151816	172711	160574	184496	234048	237236	258769	263656	232014	224860	245378	
8207	"Tools, interchangeable, for hand tools, whether or not power-operated, or for machine tools ..."	13	90	41	42	27	39	6	48	431	27	261	1213	109	265	1704	243	59		4140	2418	3896	5911	9211	11075	19881	20206	20643	24336	37344	36463	35621	52195	36577	36153	38948		30885	34956	50566	67860	96496	164440	134965	196230	97629	151181	215344	242702	252383	254905	201970	203241	200129	
3602	"Prepared explosives (excluding propellent powders)"	27	6	2	10	7	0	12	0	2	271	409	491	382	125	99	462	60		0	0	0	0	0	336	762	2071	2793	2794	2732	3464	4552	5217	4180	3736	3662		1836	849	485	1023	3697	1097	1996	2319	1774	4036	4012	2274	4561	1632	4002	2246	1453	
8518	"Microphones and stands therefor (excluding cordless microphones with built-in transmitter); ..."	0	0	7	101	16	1	1	1	1	15	5	145	70	109	41	96	60		5728	701	3956	16399	24016	6633	4159	3713	11112	15393	13526	7713	8464	9053	24948	29418	50217		34767	50565	80492	108202	130620	128134	112975	130370	89254	116927	159632	160914	165804	169623	154590	155102	187803	
6208	"Women's or girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, ..."	0	0	2	14	6	29	109	69	28	67	99	11	44	31	32	75	62		17704	20802	22699	23879	21198	19179	15016	14397	16560	16022	13327	5713	7413	10260	9747	8274	3434		1376	1306	2667	3395	3931	4473	6633	6632	4893	6836	7289	5076	4658	4656	3953	3293	4711	
8535	"Electrical apparatus for switching or protecting electrical circuits, or for making connections ..."	0	27	2	0	0	0	1	0	0	2	100	12	15	27	35	20	63		496	869	1762	2206	4431	4048	3990	4317	9652	8134	5649	6193	9826	7913	4670	5757	6046		32934	41143	31336	52649	46048	66540	94884	118446	124029	97611	145770	157278	195496	146356	137071	123278	126355	
9406	"Prefabricated buildings, whether or not complete or already assembled"	3	6	0	0	10	6	0	38	102	104	7	1	60	41	0	10	63		23838	29498	41378	55806	67898	80180	60100	74293	55934	62496	71357	70069	79850	77509	57303	55383	63449		11299	5584	6282	14183	25349	19607	25786	35423	23025	37858	45173	26730	28016	24361	18661	42363	16993	
2932	"Heterocyclic compounds with oxygen hetero-atom[s] only"	0	0	0	0	0	0	0	0	0	0	2	11	31	99	69	50	63		13	1024	160	1325	3089	3474	2965	5535	4232	4134	5153	3606	6494	6019	4154	4714	5040		42138	54319	62266	97405	94059	83361	59123	56723	48453	55572	58887	55589	57962	62833	71302	75326	70598	
8420	"Calendering or other rolling machines (other than for metals or glass) and cylinders therefor; ..."	34	0	0	0	2	1	2	11	2	0	27	0	0	0	0	0	63		529	1151	1891	2599	3986	6560	7827	9125	7446	2434	5713	3896	3027	77	1556	1545	1116		3651	11324	14003	11150	13451	12792	13275	12740	7909	13344	20231	16440	19517	15638	15001	27894	13719	
8104	"Magnesium and articles thereof, n.e.s.; magnesium waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	30	30	22	66	64		174	574	1923	3114	4404	7580	4682	8118	6732	6913	8610	5708	4440	6121	5607	6416	13334		3580	3764	4616	7655	16461	12967	20691	42590	17789	33742	35964	33880	40821	31566	31847	21906	33167	
2106	"Food preparations, n.e.s."	0	0	0	0	0	0	0	15	87	120	419	186	918	991	892	314	66		302	422	1686	4619	10044	18255	24398	41787	49314	63801	98855	82532	93021	104645	96840	124746	146851		66857	96563	111909	169215	206998	242179	270133	265507	241539	269350	334928	336613	399792	437012	422162	406623	458934	
8716	"Trailers and semi-trailers; other vehicles, not mechanically propelled (excluding railway and ..."	10	0	2	1	3	31	16	43	40	0	134	62	13	63	41	36	66		14081	14880	19095	23751	26704	29472	45801	65950	44682	45756	60644	50818	59295	56773	53212	55925	70606		18399	33356	74099	121150	102045	149624	194697	195115	69484	128407	260935	208174	205574	197319	162081	142934	152017	
7602	"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ..."	640	229	53	0	0	0	0	951	989	1851	226	338	144	0	0	0	67		6639	6806	6369	6259	7392	24908	31675	30754	24739	29232	24885	22770	17582	14600	15950	18428	24490		9482	7945	15281	14368	24916	22207	43086	34567	18277	39951	47477	35825	35651	57871	66241	63155	124087	
8477	"Machinery for working rubber or plastics or for the manufacture of products from these materials, ..."	16	104	58	10	2266	39	223	65	1756	1180	150	221	67	60	1323	133	71		11518	8412	17336	22509	36201	36983	31830	48109	50360	46537	65057	61000	55525	55778	57053	48618	49319		141275	167977	257641	408299	421706	460149	486685	507079	315484	451863	691676	596366	526824	641009	576890	580682	583247	
8412	"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ..."	12	0	0	0	7	24	20	45	1	93	121	409	411	312	18	239	71		4074	4356	5581	7827	9911	38847	20753	19206	106165	9663	11271	11098	11010	15587	16183	22234	19820		16426	19925	29834	26007	41571	56486	81832	98476	116799	99901	142030	127140	147409	148656	132588	179851	174243	
