Product code	Product label	Turkey's imports from Bulgaria-Value in 2001	Turkey's imports from Bulgaria-Value in 2002	Turkey's imports from Bulgaria-Value in 2003	Turkey's imports from Bulgaria-Value in 2004	Turkey's imports from Bulgaria-Value in 2005	Turkey's imports from Bulgaria-Value in 2006	Turkey's imports from Bulgaria-Value in 2007	Turkey's imports from Bulgaria-Value in 2008	Turkey's imports from Bulgaria-Value in 2009	Turkey's imports from Bulgaria-Value in 2010	Turkey's imports from Bulgaria-Value in 2011	Turkey's imports from Bulgaria-Value in 2012	Turkey's imports from Bulgaria-Value in 2013	Turkey's imports from Bulgaria-Value in 2014	Turkey's imports from Bulgaria-Value in 2015	Turkey's imports from Bulgaria-Value in 2016	Turkey's imports from Bulgaria-Value in 2017	Bulgaria's exports to world- 	Bulgaria's exports to world-Value in 2001	Bulgaria's exports to world-Value in 2002	Bulgaria's exports to world-Value in 2003	Bulgaria's exports to world-Value in 2004	Bulgaria's exports to world-Value in 2005	Bulgaria's exports to world-Value in 2006	Bulgaria's exports to world-Value in 2007	Bulgaria's exports to world-Value in 2008	Bulgaria's exports to world-Value in 2009	Bulgaria's exports to world-Value in 2010	Bulgaria's exports to world-Value in 2011	Bulgaria's exports to world-Value in 2012	Bulgaria's exports to world-Value in 2013	Bulgaria's exports to world-Value in 2014	Bulgaria's exports to world-Value in 2015	Bulgaria's exports to world-Value in 2016	Bulgaria's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
5113	"Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ..."	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0		0	0	0	22	26	19	36	61	70	42	40	74	154	153	67	39	38		412	192	532	374	442	432	421	368	251	349	481	321	498	249	325	332	172	
5303	"Jute and other textile bast fibres, raw or processed, but not spun; tow and waste of such fibres, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	9	4	1	37	33	1	0	3	1	0	6	1	0		25	108	3	71	126	19	58	41	24	37	65	7	39	119	13	35	14	
5605	"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading ..."	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0		266	288	498	1254	1132	1342	788	40	36	73	213	99	195	47	98	67	145		3581	2672	2758	3420	4550	8279	12517	9680	5370	7009	7372	10217	19591	19015	19476	6891	7755	
5809	"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	1	1	0	0	0	0	0	0	0	0	10	1	0		12	29	17	84	191	138	83	99	30	23	106	70	69	92	32	49	306	
0503	"Horsehair and horsehair waste, whether or not put up as a layer, with or without supporting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		190	291	325	202	274	410	0	0	0	0	0	0	0	0	0	0	0	
0704	"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		33	45	45	13	73	70	99	145	852	1037	1100	25	285	311	454	511	963		0	0	0	0	0	1	0	4	14	18	1052	430	162	15	394	75	27	
0809	"Apricots, cherries, peaches incl. nectarines, plums and sloes, fresh"	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	3	0		961	397	1426	1287	737	729	2487	2455	3346	6914	8854	8493	11226	6791	4532	4719	8065		15	64	12	88	237	101	160	563	89	156	167	197	67	40	133	102	226	
0103	"Live swine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	473	603	35	18	96	7	1	168	0	33	1804	305	1126		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1106	"Flour, meal and powder of peas, beans, lentils and other dried leguminous vegetables of heading ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0		0	0	1	29	29	0	0	0	0	3	12	0	171	482	403	424	380		1212	878	711	547	1570	1406	1415	1910	1859	1649	2577	617	1444	849	1035	1530	2798	
1502	"Fats of bovine animals, sheep or goats (excluding oil and oleostearin)"	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	0	6	3	0	0	0	10	0	0	0	0	1	1	14	0	3		32074	47237	61550	55930	68082	69605	94343	131660	84807	106988	111854	110253	55815	69058	18897	14325	15684	
2002	"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		685	878	1085	1220	1058	1159	2083	2474	3332	4012	2819	3590	3174	5046	3747	2976	4083		9	754	142	501	838	134	143	1589	2691	2789	2875	614	827	1203	1142	651	669	
2403	"Manufactured tobacco and manufactured tobacco substitutes and "homogenised" or "reconstituted" ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7493	511	560	147	3	1	0	1	1109	815	744	948	9783	1485	3802	4742	5698		39804	45745	57956	73323	93446	84111	81816	103570	108667	91298	99695	127116	125657	151301	144314	161585	135384	
2502	"Unroasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	9	4	6	0	3	7	20		17	30	46	59	47	75	91	112	43	192	155	86	126	157	289	270	279	
2511	"Natural barium sulphate "barytes"; natural barium carbonate "witherite", whether or not calcined ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	140	0	0		5555	5096	4335	3916	4336	4294	5822	5074	1624	77	35	0	119	2851	8781	7085	8970		101	89	65	151	368	162	262	208	177	169	579	1226	4570	5562	1961	1945	2425	
2514	"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0		14	130	148	192	317	390	382	463	176	284	414	509	696	810	281	111	289		1	9	5	20	19	306	0	38	40	166	196	127	233	78	81	113	179	
2521	"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ..."	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	0	0	0	0	0	0	142	345	176	101	60	210	60		5	4	0	0	4	28	2	6	6	2	0	0	9	18	9	2	25	
2601	"Iron ores and concentrates, incl. roasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0		0	2	4	6	0	2	0	0	12184	95	0	2926	332	6303	6307	5159	8290		82142	163995	161185	205182	315080	538019	636803	749438	902329	923743	1169657	1148803	1159543	1067142	800476	697767	1010678	
2613	"Molybdenum ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	410	0	0	1255	2373	2884	0	9	3460		0	8	62	62	25	101	153	203	1644	841	506	104	9	410	125	8	12	
2615	"Niobium, tantalum, vanadium or zirconium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	28	12	0	0	0	26	41		938	1618	1682	2343	4555	5851	5415	4740	2945	4874	9693	7728	5098	5293	5708	7847	8388	
2706	"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	8	0	0	0	15	0	0	0	0	0	0	11	0	264	0	0		1	8	2	9	27	44	51	55	0	26	628	73	34	108	142	207	231	
2804	"Hydrogen, rare gases and other non-metals"	247	104	33	52	19	52	0	20	0	5	38	61	13	0	0	20	0		779	958	1334	1236	1490	1831	7194	4453	6296	6988	4285	3737	3852	3636	3286	3550	4089		3809	5398	7429	10744	10908	13404	15093	23984	17826	28557	36113	32259	25038	36850	33175	33277	33535	
2806	"Hydrogen chloride "hydrochloric acid"; chlorosulphuric acid"	0	625	665	802	1060	1643	2151	1725	187	0	0	0	0	0	0	0	0		415	926	823	676	871	1486	2261	2274	1109	154	101	121	168	403	251	339	82		124	737	794	1234	1614	2035	2653	2541	595	539	684	837	888	717	712	937	839	
2819	"Chromium oxides and hydroxides"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0		1	0	0	0	14	1	27	2	0	0	0	0	0	0	0	0	2		1091	2070	2173	3309	3383	3878	4452	6037	4327	6291	5424	6637	6252	5218	5374	5227	5543	
2844	"Radioactive chemical elements and radioactive isotopes, incl. their fissile or fertile chemical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	24	42	69	0	0	0	0	0	0	0	0	0	0	0	0	0		4476	4347	4628	6380	8016	6792	7275	11397	13170	15483	18940	18624	19920	20122	19063	22543	21194	
2904	"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated"	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1343	1249	453	99	1818	7911	8376	6588	1689	410	382	326	1932	1230	989	1018	2201		2414	3010	3392	3329	5252	6157	7232	6817	6687	8354	8581	7551	7426	7240	7375	7297	8577	
2921	"Amine-function compounds"	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0		34	33	51	89	5	22	12	180	255	292	292	173	160	203	145	155	426		54498	58044	65935	71365	84045	80130	89925	105642	98071	117154	122894	104944	100110	100699	86384	72981	105391	
2923	"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	61	0		3	28	39	50	59	95	70	59	220	185	264	382	344	348	763	1370	984		3121	3946	4814	5527	6614	7922	7672	9199	9653	12672	15528	16369	21511	24484	23734	19788	22334	
2935	"Sulphonamides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	5	0	0	7	18	6	98	40	48	20	4	36	214	137	49		37333	29808	33338	34254	29444	39208	27118	21879	21368	28312	31759	24855	21159	22739	21796	21311	27096	
2937	"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	7	0	2	0	0	1	199	203	74	52	413	1	1	7	10	73		27903	34803	36116	47370	48270	42382	38800	41551	31308	37209	35347	30468	40173	27619	28965	26688	28921	
3203	"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		133	210	100	76	176	52	29	31	44	35	70	86	254	558	571	738	943		1132	1572	2372	3583	3208	4632	4537	5809	5732	11517	15320	10144	11052	14068	11395	13059	15237	
3205	"Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ..."	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0		1	0	16	10	4	5	1	10	3	2	7	19	10	7	15	17	28		393	374	560	674	816	1113	1142	1158	1071	2270	1913	1531	1529	1572	1843	2352	2221	
3303	"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)"	0	0	0	0	3	3	0	0	25	2	18	3	3	3	29	11	0		1655	1905	2246	2216	1910	1830	3731	5859	5027	7180	8573	8563	11858	23634	21175	31951	27432		25062	31299	35847	34165	43812	41868	50980	57880	63720	77647	93019	89684	103198	99853	92120	89670	95213	
3503	"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ..."	0	0	0	0	0	0	0	0	0	0	14	0	7	7	9	0	0		3	9	2	2	4	2	0	6	43	40	226	94	228	228	300	243	242		4520	6053	7607	9372	10059	11991	15949	19442	28832	22956	24064	32993	30116	29379	22896	19165	13050	
3805	"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other ..."	0	3	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0		1	18	25	14	2	11	1	1	128	29	41	97	72	232	174	423	582		113	162	249	214	322	343	311	242	338	387	579	558	460	598	376	506	558	
3807	"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	6	23	0	0	0	0	0	0	0	3	108	107	16		2	0	10	39	134	212	1115	710	735	539	572	1059	998	755	743	629	720	
4205	"Articles of leather or composition leather (excluding saddlery and harness bags; cases and ..."	0	0	0	0	0	0	0	0	0	0	4	10	1	2	0	0	0		55	578	179	342	346	1096	679	1310	474	351	405	346	325	873	733	2889	4671		3506	8664	12694	11698	11608	11011	14936	18626	13873	16381	16851	16255	23974	29795	27811	28195	28234	
4301	"Raw furskins, incl. heads, tails, paws and other pieces or cuttings suitable for use in furriery ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		41	35	44	51	27	1	54	0	0	0	0	30	0	3	32	633	1393		227	157	65	238	160	285	97	743	414	640	3094	4460	5096	5647	1566	2627	7417	
4303	"Articles of apparel, clothing accessories and other furskin articles (excluding gloves made ..."	0	0	0	0	0	18	0	0	0	0	49	0	0	19	1	0	0		842	837	1002	750	625	717	1441	692	194	419	509	609	2237	1088	671	2105	11292		1976	1495	4219	3281	7048	6294	5636	10121	7442	11907	16438	17738	21927	23918	8319	5154	5382	
4003	"Reclaimed rubber in primary forms or in plates, sheets or strip"	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0		1	10	3	8	72	86	63	6	62	78	10	29	54	12	30	39	148		473	525	523	981	1275	1858	3854	4796	3128	5550	9259	8950	8862	8953	6011	4875	6026	
4905	"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps, topographical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		39	118	159	68	84	33	168	209	1807	1607	1203	715	1780	1889	590	173	406		360	1588	625	621	1172	1066	2105	2312	2042	1449	1272	1451	1541	1783	1222	596	316	
4910	"Calendars of any kinds, printed, incl. calendars blocks"	0	1	0	0	2	0	2	1	1	0	1	0	0	0	1	0	0		23	72	372	550	638	1538	1672	2565	2315	1550	1758	1707	2090	2013	2718	2401	2429		647	847	1002	1069	951	1243	1275	1275	1151	1143	1174	1255	1182	1026	973	825	714	
5002	"Raw silk "non-thrown""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10	0	0	0	0	74	0	521	0	0	5	4	0	0	209	107	87		3792	2931	2951	3821	2910	2448	2764	1924	1146	2205	3359	1575	2425	2291	1524	1014	614	
5007	"Woven fabrics of silk or of silk waste"	0	0	0	0	4	6	0	0	0	10	0	0	0	0	0	0	0		141	62	83	70	148	129	658	446	410	471	409	729	295	346	644	745	471		4449	5706	7765	15717	24027	25174	30041	34603	26811	33348	38645	30754	37050	37115	32253	29061	29676	
5103	"Waste of wool or of fine or coarse animal hair, incl. yarn waste (excluding garnetted stock, ..."	0	0	28	5	6	2	0	0	79	103	30	82	0	0	0	0	0		132	290	611	1416	1607	2836	4513	2464	1332	775	1229	624	778	734	850	1157	2055		301	437	598	1560	1279	1471	1944	1939	1053	1353	818	1594	901	1316	594	785	445	
5202	"Cotton waste, incl. yarn waste and garnetted stock"	5	5	0	12	20	0	0	0	0	18	39	0	0	0	0	0	0		352	309	488	718	799	1239	1352	1483	1389	1477	2163	1368	916	3206	1124	1277	946		2551	3510	6888	7300	2767	3891	4998	5597	5176	5600	14053	4542	7132	7165	10124	7909	21983	
5204	"Cotton sewing thread, whether or not put up for retail sale"	0	1	0	1	10	8	8	4	0	0	0	0	0	0	7	0	0		118	178	348	320	381	548	367	724	514	453	548	645	461	300	385	280	787		680	723	606	482	246	336	644	944	1195	2224	3220	4447	4278	2658	3088	3200	2206	
4501	"Natural cork, raw or merely surface-worked or otherwise cleaned; cork waste; crushed, powdered ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		306	370	325	296	224	305	308	318	197	221	242	186	258	261	214	215	384	
4704	"Chemical wood pulp, sulphite (excluding dissolving grades)"	111	24	104	9	51	28	111	140	0	0	76	74	0	0	0	0	0		0	0	0	12	0	25	0	15	0	81	279	4	0	1	1	1	0		6904	8481	8116	6845	6898	7315	7040	4455	2519	5223	9808	6526	4496	4151	4300	3198	14789	
4706	"Pulps of fibres derived from recovered "waste and scrap" paper or paperboard or of other fibrous ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	1	0	2	17	2	0	245	146	1	3	10	9	15		188	384	290	467	580	650	654	930	3357	2785	3379	4450	4046	2715	3276	2236	2686	
5308	"Yarn of vegetable textile fibres; paper yarn (excluding flax yarn, yarn of jute or of other ..."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		20	25	27	51	40	34	40	2	2	2	0	3	1	42	23	0	0		879	683	1277	1782	2615	1567	1335	1070	961	849	1274	806	810	1453	1524	1457	1439	
5311	"Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	1	1	4	7	7	3	3	42	31	3	1	0	4	5	0		4887	4932	9024	18913	16209	6356	2302	1321	1280	1749	2468	3857	6398	9149	3756	3913	3917	
5805	"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0		18	52	194	232	113	71	76	50	41	66	27	37	35	40	133	65	120	
5909	"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ..."	0	0	0	0	0	0	0	0	6	0	9	3	5	7	0	0	0		37	35	25	29	25	40	26	26	46	15	13	9	8	36	21	99	61		447	566	671	776	1090	1202	2493	2795	1654	1788	2083	1555	1398	1091	1470	887	1259	
6309	"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		233	525	837	2102	3119	4355	5812	7783	11839	16815	22861	30780	32502	31804	25131	32199	41219		14	2	5	4	1	13	73	48	6	8	5	2	13	1	0	0	9	
6801	"Setts, curbstones and flagstones, of natural stone (excluding slate)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		787	588	441	390	319	324	117	132	85	141	24	64	93	154	26	9	18		583	20	419	812	6115	9041	5060	1283	2137	1109	809	1310	2756	1066	509	1574	2616	
6812	"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		87	78	16	16	16	18	52	59	40	4	24	6	5	22	243	21798	10826		5714	7482	6508	4716	3684	2117	2430	2133	1296	1901	143	1	0	0	0	0	0	
6814	"Worked mica and articles of mica, incl. agglomerated or reconstituted mica, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3	1	2	0	36	0	0	0	0	0	2	4	1	6	1	11		497	400	680	1564	908	2312	3133	5361	2747	3390	5012	3680	4900	5223	4699	5449	7574	
6909	"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar ..."	8	0	0	15	0	4	13	9	0	0	0	6	10	0	0	0	0		105	61	135	306	382	611	1004	1588	1011	1338	1217	1055	1394	1074	1042	1005	1337		3083	4398	5920	9376	12644	13116	13178	15982	17118	28697	33650	26928	27667	31175	30390	32020	30531	
6914	"Ceramic articles, n.e.s."	0	0	0	0	0	0	0	0	0	0	7	2	0	0	1	0	0		41	97	218	173	137	282	292	337	351	109	92	937	508	1693	262	134	133		1172	1256	1599	1837	1884	2297	2665	2670	1776	3938	2889	2375	3824	4940	4438	7625	3950	
7221	"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	88	0	0	103	134	0	0	0	9	0	1		185	414	518	609	1021	545	567	1327	529	547	719	361	443	653	654	489	245	
7405	"Master alloys of copper (excluding phosphorus-copper compounds "copper phosphide" containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	46	0	1	12	0	894	0	0	111	0	0	0	0	28		198	301	490	772	611	765	1232	1901	930	1716	2475	3064	3348	3343	3404	3213	3748	
7505	"Bars, rods, profiles and wire, of nickel (excluding electrically insulated products)"	0	0	0	0	0	0	0	0	17	0	0	0	0	0	17	0	0		1	0	4	7	0	16	0	299	0	1	64	2023	11992	122	0	35	0		1148	2621	3710	5600	6257	7909	13001	10252	4889	8333	9581	6392	8178	9049	7893	6503	9170	
7614	"Stranded wire, cables, plaited bands and the like, of aluminium (excluding such products electrically ..."	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0		757	1951	873	583	373	887	247	0	129	195	8	175	269	178	208	365	47		14384	3128	590	347	387	330	1873	18961	14738	9586	3566	13944	22396	2436	2375	12321	9576	
7902	"Zinc waste and scrap (excluding ash and residues from zinc production "heading 2620", ingots ..."	0	89	47	11	13	0	0	0	68	0	48	0	0	0	0	0	0		209	606	391	712	1100	2978	3349	1949	2551	2760	2958	2849	1827	1998	2010	769	1146		0	159	54	306	150	2164	5573	2951	304	282	87	139	146	360	312	409	1339	
8103	"Tantalum and articles thereof, n.e.s.; tantalum waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		17	22	0	0	0	0	0	0	17	43	0	56	0	0	4	0	0		3	0	37	22	148	18	50	198	144	46	26	196	39	515	28	346	69	
8404	"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ..."	0	0	0	0	0	0	2	4	12	9	0	0	0	13	0	0	0		37	103	118	369	67	660	225	274	392	155	424	1504	956	1103	725	107	1075		73893	81028	29742	15935	27298	24665	34771	29691	28360	11351	82660	59790	125460	24168	47110	106370	13515	
8407	"Spark-ignition reciprocating or rotary internal combustion piston engine"	0	2	0	0	8	0	0	6	0	1	0	0	0	0	0	6	0		99	451	189	310	473	206	281	226	139	291	5018	1403	309	350	303	418	2889		98128	68903	128673	213171	191285	248156	331501	363323	424755	434508	451885	458114	662895	662083	617072	824284	1134781	
8411	"Turbojets, turbopropellers and other gas turbines"	0	0	0	0	0	0	0	0	0	0	0	0	3479	0	2	0	0		985	547	4334	2205	19144	10342	10087	26174	18609	4605	14302	3674	1711	2399	15616	88	4412		780990	380019	237616	276709	345952	196778	207389	390549	598276	928994	532821	660236	576726	773408	786211	1104469	1413173	
8453	"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing ..."	2	0	0	0	0	0	20	0	2	8	6	19	34	34	8	0	0		252	390	664	349	462	565	605	530	468	394	1230	485	578	427	410	517	1187		7438	73196	25321	27288	28760	26648	31448	23588	13475	20827	29638	29853	31016	24090	21662	19937	16127	
8460	"Machine tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise ..."	24	272	297	386	250	206	330	280	74	236	232	222	36	110	4	633	0		831	1202	1219	1768	2305	1684	1140	855	656	1624	2177	1643	1197	2017	2079	530	1598		35248	37746	20060	57204	60791	69770	74410	91547	43137	67389	77733	102397	99782	81916	80654	85197	70037	
8609	"Containers, incl. containers for the transport of fluids, specially designed and equipped for ..."	0	111	0	771	206	62	0	0	0	0	0	0	0	0	0	0	0		24	158	150	257	278	88	83	1351	546	1035	2669	870	815	1788	1140	2399	846		1406	7374	1601	8333	5251	2245	1975	5315	2912	7843	8804	8169	7710	19301	5287	6066	14089	
8703	"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ..."	0	0	2	0	0	0	0	0	0	0	0	30	38	0	0	0	0		1241	2152	2262	1531	1669	1684	11031	37174	57932	111944	205778	146457	243528	230842	260481	286393	330419		588036	814397	2220483	4214588	4297925	4270786	4748663	4554346	4266673	6821775	8477252	7251417	9130102	7721017	9227428	9841764	8606797	
8705	"Special purpose motor vehicles (other than those principally designed for the transport of ..."	0	0	0	21	0	210	0	12	0	0	0	0	93	0	0	0	0		1562	202	143	195	365	511	1854	6691	3950	13096	27105	13159	11724	18160	10051	10900	6213		67096	16804	31515	64448	98796	104970	159104	234511	154745	126184	109908	118512	179098	150020	97951	174666	125834	
8902	"Fishing vessels; factory ships and other vessels for processing or preserving fishery products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		74	0	0	22	34	0	0	523	547	0	0	0	0	8	0	0	34		0	0	0	0	31	0	0	0	126	339	0	2818	0	0	0	0	0	
9003	"Frames and mountings for spectacles, goggles or the like, and parts thereof, n.e.s."	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	3	0		221	145	120	89	267	288	227	204	195	95	116	191	239	984	262	941	447		10580	11040	17793	27686	36102	44274	49736	42609	31206	40146	47133	47065	49717	55939	49561	47740	47606	
9005	"Binoculars, monoculars, astronomical and other optical telescopes, and mountings therefor; ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		24	4	862	31	30	36	11	181	70	167	264	1083	1199	7574	1718	1652	1690		4109	780	922	1116	2085	2624	5657	3581	14673	14020	4218	6553	5499	7995	5233	10949	9383	
9023	"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ..."	28	0	0	0	10	1	0	4	0	1	1	0	1	8	5	1	0		29	9	26	63	107	86	76	3	34	25	24	143	4634	1117	913	686	820		5719	7674	11964	13713	13350	20831	12596	15308	13153	18310	15551	19302	30191	30088	42042	29506	16454	
