Product code	Product label	Turkey's imports from United Kingdom-Value in 2001	Turkey's imports from United Kingdom-Value in 2002	Turkey's imports from United Kingdom-Value in 2003	Turkey's imports from United Kingdom-Value in 2004	Turkey's imports from United Kingdom-Value in 2005	Turkey's imports from United Kingdom-Value in 2006	Turkey's imports from United Kingdom-Value in 2007	Turkey's imports from United Kingdom-Value in 2008	Turkey's imports from United Kingdom-Value in 2009	Turkey's imports from United Kingdom-Value in 2010	Turkey's imports from United Kingdom-Value in 2011	Turkey's imports from United Kingdom-Value in 2012	Turkey's imports from United Kingdom-Value in 2013	Turkey's imports from United Kingdom-Value in 2014	Turkey's imports from United Kingdom-Value in 2015	Turkey's imports from United Kingdom-Value in 2016	Turkey's imports from United Kingdom-Value in 2017	United Kingdom's exports to world- 	United Kingdom's exports to world-Value in 2001	United Kingdom's exports to world-Value in 2002	United Kingdom's exports to world-Value in 2003	United Kingdom's exports to world-Value in 2004	United Kingdom's exports to world-Value in 2005	United Kingdom's exports to world-Value in 2006	United Kingdom's exports to world-Value in 2007	United Kingdom's exports to world-Value in 2008	United Kingdom's exports to world-Value in 2009	United Kingdom's exports to world-Value in 2010	United Kingdom's exports to world-Value in 2011	United Kingdom's exports to world-Value in 2012	United Kingdom's exports to world-Value in 2013	United Kingdom's exports to world-Value in 2014	United Kingdom's exports to world-Value in 2015	United Kingdom's exports to world-Value in 2016	United Kingdom's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
0106	"Live animals (excluding horses, asses, mules, hinnies, bovine animals, swine, sheep, goats, ..."	2	4	0	0	0	2	4	7	0	0	2	32	3	82	40	54	105		9712	12780	17059	17656	16379	17329	25987	29834	27071	35014	41816	34312	35076	38348	35708	31357	33727		725	1015	730	1052	859	1160	1530	2002	1385	1451	2271	2632	2525	3202	3550	3401	3333	
4803	"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ..."	67	74	74	100	44	55	21	32	14	10	36	13	15	23	54	0	106		30592	43465	28905	50070	60370	87100	92236	108304	67250	64494	46257	38339	51465	55148	55312	38574	46341		7179	13651	13936	18287	15690	22241	20543	14337	13781	19425	18921	13292	12140	18065	10667	5953	5020	
2833	"Sulphates; alums; peroxosulphates "persulphates""	133	82	102	69	119	60	89	87	166	166	200	189	126	175	125	122	106		11146	11839	9866	11759	10803	13923	16722	17565	14975	21122	21054	13267	16507	13464	14247	11516	16295		4839	4962	6707	10736	15467	17725	23610	26695	21503	29327	46374	34577	36145	38187	34421	27870	29879	
3818	"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ..."	0	0	7	3	11	25	1	21	11	49	85	88	104	233	54	71	107		134152	136646	203172	238456	139670	175641	188907	179067	106562	138602	150936	140665	163782	170793	162533	165056	188105		18	26	37	20	63	130	84	111	225	354	344	571	708	1069	1492	1454	2144	
8001	"Unwrought tin"	347	487	509	537	14	1236	3153	581	156	89	0	0	22	0	0	0	108		12512	8895	8724	12229	19898	111982	69323	32376	17352	48407	59501	38217	32133	16349	19055	14062	12644		6334	7733	10004	19443	22113	24496	41735	51669	24053	51854	73551	46636	54882	59805	48490	46793	67432	
6205	"Men's or boys' shirts (excluding knitted or crocheted, nightshirts, singlets and other vests)"	529	186	262	285	384	389	283	647	399	388	246	185	190	454	245	125	109		121525	114141	129131	185989	152285	178071	230550	217771	196245	193027	242280	220788	240250	285860	286712	236715	231610		6915	7007	10324	18329	18555	26873	46390	88263	96536	139380	157672	122271	173646	176698	169435	122225	91126	
8709	"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used ..."	44	78	120	107	5	78	728	546	122	114	19	6	39	64	58	36	109		15074	17794	13173	17653	27225	32866	84371	135904	113535	86210	55886	70282	62786	72909	140850	54630	64367		1456	1831	1683	7278	3662	5230	9833	11371	4665	10723	11420	16834	14606	12901	24886	14819	10119	
2102	"Yeasts, active or inactive; other dead single-cell micro-organisms, prepared baking powders ..."	78	64	58	13	10	2573	4737	4634	3427	4209	3793	4297	4847	732	6	26	110		51628	53546	61365	58439	62924	80070	91692	90720	79132	90157	100867	101923	99483	122761	84624	87609	87412		2581	2722	3547	3751	4510	5634	7266	7069	5560	8592	11485	12044	12702	14094	18206	18838	20752	
4411	"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ..."	4	20	1302	2357	2517	1441	2913	2192	1372	1240	35	6815	10	9	6	142	110		21501	32207	41653	42287	50060	61846	64654	53394	0	47641	61696	64555	52593	46714	29847	25844	28681		26353	54218	88739	132613	248116	238061	335173	274492	150219	238788	289802	323336	301876	195293	164079	128583	89142	
7314	"Cloth, incl. endless bands, grill, netting and fencing, of iron or steel wire, expanded metal ..."	110	114	96	407	214	137	305	460	114	195	355	548	191	254	457	129	111		65944	68502	68947	97587	91045	97713	109892	118994	94048	100362	95275	81242	96029	104594	91953	83782	88430		6995	8606	10113	11544	12067	18412	20660	20044	15109	19442	24032	26971	27291	25758	25765	26333	30669	
2509	"Chalk"	0	0	0	0	0	0	3	4	0	0	0	12	7	47	70	46	113		2727	3134	3331	3888	3633	3072	4191	4753	5888	2451	2693	2074	2892	3971	3705	3835	3526		594	684	1155	1580	1728	1951	1816	1599	880	637	345	139	154	221	116	59	132	
7212	"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	174	94	131	85	272	260	358	125	125	122	92	143	75	286	25	84	113		96896	91188	94728	122593	125433	146274	180555	147749	102572	118773	160181	138646	146834	107197	73048	84435	81509		8386	12882	13828	17778	17466	42158	109689	60904	48310	67898	61482	51979	54856	56954	54098	57984	61730	
1517	"Margarine, other edible mixtures or preparations of animal or vegetable fats or oils and edible ..."	0	1	0	0	0	69	1	41	149	36	164	70	95	201	161	92	114		59230	88155	111635	140017	105470	99529	77281	143728	109053	110163	111573	94874	96238	91686	75830	74734	61614		3128	3828	8263	11768	11909	12253	18073	18043	24899	21325	30515	23079	28365	44170	40792	33691	53234	
7020	"Articles of glass, n.e.s."	122	107	78	258	118	144	48	156	252	231	139	76	79	116	166	78	114		42323	42731	63879	76416	56966	58000	56970	35379	32450	34509	38600	28292	26461	34614	30653	32736	37270		1577	2589	3648	7196	8141	8665	9959	12712	10190	12115	13962	13194	19286	28109	24419	23713	19811	
7112	"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap ..."	0	0	170	0	0	0	0	0	0	0	0	0	0	458	8	257	118		77170	69303	65321	152453	249267	435246	365527	832564	1810855	2977876	2921662	2574077	1824040	1274777	611670	968402	1055549		14	0	272	67	0	0	0	0	0	1	2361	38	4	4435	4293	942	255	
8446	"Weaving machines "looms""	0	44	369	269	807	169	0	0	43	0	76	360	322	520	881	278	118		5110	7140	12669	8672	10710	9494	4873	3671	1759	879	2243	2132	1120	1585	2049	919	3130		80524	207914	378428	306531	290736	300522	208692	161688	39834	148464	277749	412513	443435	320874	149690	205693	244402	
7408	"Copper wire (excluding surgical sutures, stranded wire, cables, plaited bands and the like ..."	59	119	140	544	176	78	706	639	319	544	1148	1678	905	946	45	372	119		150221	117889	144765	209638	207522	355129	114098	109104	51190	68652	94492	75696	120247	105711	43777	36142	43096		24274	17925	20084	89347	138417	272277	375050	483792	277025	313089	536020	591825	574890	574513	303950	292204	402693	
8449	"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ..."	50	39	76	55	172	1	6	0	4	117	92	0	0	4	0	0	120		4516	2351	4140	5786	6965	8258	5020	6736	3772	4892	3996	609	715	723	304	391	3392		5178	1311	33674	21481	35078	6349	4548	26432	15499	60670	75942	39129	45121	26335	125876	32259	27704	
7609	"Aluminium tube or pipe fittings "e.g., couplings, elbows, sleeves""	6	6	58	90	85	66	290	134	394	69	158	84	152	178	146	161	121		11000	17810	11631	17181	17645	19275	18790	20322	13720	20769	23482	25274	29263	27528	31286	28471	30219		643	718	744	1983	2384	2657	7890	5618	4568	6475	8451	8949	9168	10687	9071	7953	10811	
8310	"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ..."	74	231	393	219	162	446	404	332	172	165	172	197	142	151	169	270	123		9114	9407	9419	16667	15404	17557	25664	17528	11731	12171	14457	13198	14426	17124	16216	15841	17807		740	1104	2102	4159	4058	5082	7593	8108	5150	7210	9559	8951	9132	8275	6738	6405	7407	
1404	"Vegetable products, n.e.s."	2	0	0	3	1	0	0	0	0	0	0	7	19	69	99	101	123		358	572	893	1196	784	1359	2742	2620	2019	1982	4638	9445	5957	2984	3138	5039	3522		2277	1584	2481	2620	2043	2521	3022	4074	3449	5991	7358	6577	8902	10907	11223	9554	10459	
0101	"Live horses, asses, mules and hinnies"	1533	18	963	106	255	225	287	1889	1123	689	1483	377	909	354	555	97	125		418615	404573	585782	607472	563499	492063	709312	659512	508473	385789	418443	369666	432694	466316	463935	437623	482583		12912	6605	1512	1351	1568	4265	7684	8554	5190	14660	4235	2674	8628	4506	3010	1770	1618	
5604	"Textile-covered rubber thread and cord; textile yarn, strip and the like of heading 5404 and ..."	274	377	431	399	154	47	12	0	2	2	1	1	2	7	18	77	125		9785	10599	8762	8861	7319	6977	14211	6587	7050	7718	6917	6088	7094	6408	6119	5626	7323		1842	1709	2556	2369	2586	4236	3631	3773	5963	8087	7984	4212	5340	5733	4450	4252	4615	
1506	"Other animal fats and oils and their fractions, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	113	125		1598	1546	1594	1816	1472	1602	1815	2357	1710	3488	4165	2293	2847	1642	2578	6312	5469		2	6	5	5	0	0	0	13	1	1	27	41	78	72	667	661	757	
6002	"Knitted or crocheted fabrics, of a width <=  30 cm, containing by weight >= 5% of elastomeric ..."	5320	1248	959	851	145	91	32	22	2	12	4	39	76	107	64	4	126		174254	39694	46943	38488	35443	24049	20995	20350	9784	8726	10416	9776	10045	9021	8732	6850	6379		63870	5641	4067	2990	6639	7466	6741	5059	4591	6405	6013	6307	5677	5542	4555	4686	6946	
8212	"Non-electric razors and razor blades of base metal, incl. razor blade blanks in strips"	1023	853	1737	1543	504	588	470	4	1	1	4	81	22	64	94	16	126		808399	835884	697359	841374	554294	778679	220834	170815	91465	168943	179179	107294	114019	91831	68501	61886	69556		16626	18833	20325	31452	41725	48827	44632	52250	60651	68789	68386	77108	69146	100418	80174	68941	67528	
3407	"Modelling pastes, incl. those put up for children's amusement; preparations known as "dental ..."	103	77	98	127	219	304	175	281	217	70	203	261	168	86	163	194	126		4471	5692	5223	5816	6374	6537	5499	6705	7167	6963	8212	8706	7416	8199	9146	8743	9342		934	1442	2399	3481	4229	6089	7284	11637	8689	9527	29848	27744	27712	22782	18623	19158	14784	
6910	"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ..."	29	46	40	59	83	97	231	151	94	170	132	201	165	192	68	169	127		38987	47532	59999	81116	89164	99910	118284	99225	60363	58749	60094	47806	52665	57470	44741	43146	46521		906	1016	1767	3092	3735	7296	8626	9403	6364	8868	8833	7599	9470	9096	9099	7191	7164	
2803	"Carbon "carbon blacks and other forms of carbon", n.e.s."	58	139	145	314	1179	2423	2410	911	1827	28	168	122	83	83	102	156	131		60879	60002	66193	67762	56075	49448	43042	36237	17515	6551	7554	7679	5800	7681	5941	9430	6384		26977	36314	53142	68194	84855	97119	128944	180743	129465	202357	299568	258980	261042	254319	173622	142263	202823	
8434	"Milking machines and dairy machinery (excluding refrigerating or heat treatment equipment, ..."	10	6	19	14	11	144	371	799	664	154	1105	1245	223	692	312	216	133		31277	31845	40219	41638	48117	37737	54915	71624	48543	66568	59671	59577	73378	69538	69217	47747	50616		3806	3838	6140	9618	14304	11230	24563	21453	11312	27888	44857	35811	28183	49852	21474	23282	13229	
8519	"Sound recording or sound reproducing apparatus"	172	262	185	78	180	163	276	356	313	242	249	269	283	187	198	114	133		74227	92866	83061	89760	78284	102385	131826	439632	984	582966	518906	187828	127960	110833	106312	95665	102873		2751	4949	11460	13380	5969	4541	23238	19109	16620	22508	18098	15415	12053	11166	8250	6694	8940	
2849	"Carbides, whether or not chemically defined"	2	2	10	15	10	9	8	189	31	78	175	175	136	171	33	111	134		3007	2171	3814	5331	4939	11121	21519	10316	6610	7738	7572	15212	12290	11508	5212	5852	3982		1667	3289	4176	6606	8350	7541	7275	11994	7145	10937	13714	9922	11044	13743	12526	17372	20732	
4812	"Filter blocks, slabs and plates, of paper pulp"	58	60	118	277	277	286	181	144	101	148	179	141	143	161	210	182	137		4410	4708	7340	9563	9077	8091	8605	10059	6551	7275	9905	11833	11616	12683	11852	11464	9865		447	514	870	1270	1753	1869	1896	1828	1256	2546	2744	2602	2786	2640	1715	1475	2265	
5408	"Woven fabrics of artificial filament yarn, incl. monofilament of >= 67 decitex and a maximum ..."	1914	2501	2201	4231	4378	2895	2305	1241	864	550	936	421	166	493	155	293	138		23875	26052	23877	25478	23097	24018	30607	24579	20065	23632	30007	25350	20567	22844	19996	16889	14776		32753	52924	63679	71868	52650	55205	63536	53454	43634	52471	64293	48486	49895	52404	40754	28231	28706	
7115	"Articles of precious metal or of metal clad with precious metal, n.e.s."	1315	1096	1686	2169	492	1667	1766	2063	1252	17	8044	12594	22097	3363	157	1324	142		93881	79025	74481	141101	154783	184264	269763	307678	189862	331710	384403	353517	220485	266009	229276	171448	133732		1829	2246	2294	4104	1297	4980	8715	4512	3823	5403	20427	25791	35094	8910	9124	4910	3404	
7415	"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ..."	37	164	178	160	41	35	63	33	87	60	60	57	65	79	91	102	142		16515	16018	17119	17483	17953	19231	34932	26411	14374	28642	22102	19473	21405	26728	28544	26324	26181		604	992	1602	2172	2648	3656	4749	5147	3961	6714	8774	9056	11118	12898	13878	11063	10831	
9305	"Parts and accessories for weapons and the like of heading 9301 to 9304, n.e.s."	0	16363	22688	39414	16	33	21	5	0	4	25	16	36	22	17	179	142		7077	8673	15675	16204	16146	47504	20379	12397	7556	6953	9455	12524	16717	17927	9375	10664	11817		4090	17104	23756	41668	2106	2105	4348	4103	4255	5342	15177	7690	11866	10924	18477	9759	10787	
8468	"Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting ..."	49	140	174	38	158	264	236	234	1936	152	24	108	114	17	100	51	143		17241	19634	26009	32866	52096	50740	38229	51567	34207	31099	43884	38745	45018	54430	42231	36721	41751		2276	9487	4760	7833	9227	8935	9477	10906	10389	16373	9796	9244	11656	14385	9368	7329	10472	
2918	"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ..."	508	637	524	834	342	361	344	704	513	338	358	212	296	252	280	217	143		182337	136930	182717	207511	228225	153591	173492	195838	57524	138625	145454	141452	125645	116138	128450	135329	124616		39500	52089	67990	73712	90602	82074	84926	103825	73759	85250	108148	101875	106828	116894	100235	94536	118878	
9609	"Pencils, crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' ..."	36	37	43	48	53	57	77	49	24	93	129	161	139	210	225	177	143		11054	12056	12272	13643	14061	19120	20349	24327	18709	17489	18589	18665	25172	24633	26843	28238	27931		4692	7143	8874	10253	15153	16558	14509	17288	14561	18606	25639	18952	22637	23227	23420	45871	30433	
5211	"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ..."	290	618	376	189	136	84	236	253	59	34	55	60	90	152	106	126	144		30734	37053	32754	34362	33580	67628	39259	37737	22821	32131	40034	33782	36313	43526	34741	31719	31248		16002	25334	28872	44400	32998	25272	62693	77094	93424	121192	122582	75964	90556	81080	67872	62352	51792	
6808	"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ..."	1	0	0	0	0	0	0	34	0	0	0	1	0	0	0	0	146		32257	24485	17082	21132	4044	5354	5502	3737	13670	27332	4035	4049	3565	1868	2609	3314	3791		145	485	324	767	452	437	325	632	108	179	452	331	291	672	319	324	693	
0810	"Fresh strawberries, raspberries, blackberries, back, white or red currants, gooseberries and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147		2638	4903	6611	6801	12825	18298	20606	21680	19925	30311	29165	19126	11707	16279	25824	12960	24096		905	950	1050	2095	3369	3970	3785	2322	3521	2793	4526	3382	4859	3576	3721	5298	6754	
2712	"Petroleum jelly, paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite ..."	191	190	343	263	373	440	381	520	220	205	194	170	134	67	301	188	148		51933	39146	40531	46426	49900	43656	47933	52866	32487	39618	47019	42600	40020	48877	53510	45568	50718		5660	7140	9610	13159	12355	15665	18831	27355	29322	37556	33467	37238	54336	54508	46864	42554	39780	
0712	"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared"	33	1	0	55	26	107	125	20	2	15	126	55	45	55	169	79	151		7245	9709	8326	8431	6127	7776	7256	7415	5000	5918	7607	7261	9191	9127	7733	8330	8151		1920	2555	5208	5171	4602	8140	9960	10523	7649	10245	10342	11548	12581	14088	18210	17331	20140	
3813	"Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ..."	195	462	198	1088	156	749	304	246	1309	71	301	64	225	158	9	361	155		18782	19256	31240	27478	24041	26147	33889	36828	28213	30176	42744	34274	23513	20665	16929	15138	14850		1546	1731	1590	3276	3756	4834	4455	5138	4325	3378	5390	6980	6744	6989	6256	6008	4735	
8101	"Tungsten "wolfram" and articles thereof, n.e.s.; tungsten waste and scrap (excluding ash and ..."	2	0	40	21	22	31	23	33	20	91	125	185	198	147	108	150	158		13235	10432	11039	13347	19945	32586	49257	41241	23310	33106	72703	55424	70714	67417	43903	39178	49268		1214	1482	1178	1823	2041	3035	3981	4254	2862	4684	7232	8145	5419	7008	5769	7014	7252	
2203	"Beer made from malt"	0	0	0	199	212	139	114	205	0	0	81	72	107	361	233	162	160		368113	429171	385903	571819	607121	740382	777472	719538	729794	871786	931052	896736	984996	813510	773247	805303	676067		138	140	224	1822	1780	1406	1222	1360	982	1352	5032	3651	5090	7225	9018	9176	10121	
7806	"Articles of lead, n.e.s."	97	69	95	6	38	47	5	2	44	50	88	67	58	68	86	82	160		5037	3419	4241	7446	6898	10709	16879	13087	5533	34745	1296	2338	1999	10877	10816	3335	4392		1795	1899	2406	4304	3537	3464	4314	2931	2587	6082	2679	3237	3341	4278	3079	3305	3712	
6210	"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated; ..."	289	56	21	429	339	425	270	339	326	245	203	160	269	211	193	121	163		121489	134756	159849	158265	174828	165392	174355	162213	141540	161059	175553	180559	199705	230222	205866	191430	208021		3156	1622	2528	4117	4876	6093	9963	11391	27459	49683	152858	172285	211565	214767	310271	425122	132326	
4203	"Articles of apparel and clothing accessories, of leather or composition leather (excluding ..."	161	369	662	1493	315	341	663	535	807	410	1030	222	516	956	288	114	163		68058	79656	90659	97800	101207	114699	112502	112792	93448	100953	133072	119671	147037	173502	171698	165842	161676		23108	23419	23074	23111	31983	56886	64427	112165	128704	126233	107618	132195	118188	107281	117319	81323	43087	
2917	"Polycarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, ..."	14575	30272	52191	63354	72489	79076	16659	33451	11061	16570	6609	24430	4588	1875	476	63	165		65488	240841	297044	343533	543411	622402	594500	534453	93109	224832	425240	371618	65841	57846	44434	34780	45127		131830	188842	251188	289700	344798	361898	418132	376656	287723	401097	508522	535320	620713	746197	538237	489330	547182	
8459	"Machine tools, incl. way-type unit head machines, for drilling, boring, milling, threading ..."	4	8018	285	1079	139	356	138	379	657	104	82	53	72	908	789	564	167		56079	43408	56487	69537	68397	84926	75451	74434	49714	42302	43995	45001	51698	46926	45810	36363	45710		18906	29706	36281	54996	48833	69612	64385	75714	28485	49087	76762	104401	70397	72703	66390	65071	60961	
9503	"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ..."	180	413	313	164	205	317	628	348	802	1028	302	203	349	158	194	184	170		249066	285484	327711	355516	370107	377524	447938	463266	0	465275	507390	480603	548774	614503	607090	666620	816360		35008	36957	61400	90887	107305	165678	235587	235335	194910	285557	419339	369286	373989	382692	340087	409961	392082	
3213	"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ..."	127	281	352	407	367	369	396	337	353	602	340	362	364	192	163	175	171		43380	58456	43926	62317	62167	51002	52628	64768	52178	61267	38293	32731	24995	26557	31090	35061	31560		1386	2443	2999	3464	4090	4954	4555	5376	4011	5072	5863	4884	5641	5001	4500	4324	4333	
9620	"Monopods, bipods, tripods and similar articles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43127		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4257	
8432	"Agricultural, horticultural or forestry machinery for soil preparation or cultivation (excluding ..."	51	77	41	51	107	143	278	213	186	92	514	363	515	317	174	187	172		72174	70228	79827	86578	99959	100668	125826	147507	87559	90798	130669	119193	127003	138798	105197	106220	128474		2014	1664	3889	5986	9482	15046	17290	26870	16839	32410	51083	50020	37151	36388	20529	18806	19847	
0404	"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	164	172		37565	29269	23719	75608	50861	64152	88634	62026	43285	46193	75254	76272	77571	139429	85493	87514	83744		607	549	604	1632	1583	1538	848	1102	1200	1454	1149	1251	1534	3128	2523	1880	2269	
0806	"Grapes, fresh or dried"	0	102	368	83	222	479	110	60	240	128	134	165	94	0	344	600	175		10702	19827	16707	22461	48447	44860	21912	31519	22990	26978	23583	22602	34931	27985	23064	24465	24151		1474	1228	2190	2071	3003	3734	3838	3764	5083	5589	4836	4946	6150	6857	8974	7152	5810	
8607	"Parts of railway or tramway locomotives or rolling stock, n.e.s."	68	10	325	134	215	134	321	864	76	1418	2186	1107	1023	98	75	591	178		180981	164918	242720	183113	154080	152395	173169	192413	179476	170010	187136	152847	154565	184306	174687	186147	228395		11062	21860	11351	50566	44036	33979	55618	76558	57697	74581	103737	86498	94247	96559	80854	105234	69697	
2842	"Salts of inorganic acids or peroxoacids, incl. aluminosilicates whether or not chemically defined ..."	43	208	104	226	176	62	240	241	181	263	403	209	271	449	319	314	179		17121	26665	31203	26616	14058	16363	42488	43108	37528	29688	29587	27110	33959	31016	39694	36589	27899		2486	3069	4166	4700	7292	6616	8830	12659	8036	11890	13195	12715	12031	15594	12020	13868	14693	
7409	"Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excluding expanded sheet ..."	51	142	73	99	312	121	277	857	246	323	256	248	379	296	141	85	189		77791	56662	66922	83787	82644	115616	145810	148855	94488	142888	157159	133395	129486	129574	116681	104798	137362		10742	19705	23954	34639	41665	49925	69039	68543	31619	66700	71010	88188	81945	78714	76308	62622	69646	
7010	"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a ..."	253	333	215	90	30	62	11	12	101	74	64	69	69	87	65	76	190		91073	89429	129899	140107	114709	149266	205133	183950	113827	83221	129250	152994	158171	171000	171048	151021	158948		12340	16363	26617	35335	51397	53110	58046	47821	40931	69041	63275	59692	126320	132596	76464	61358	59701	
7117	"Imitation jewellery"	174	258	247	442	381	519	474	585	392	497	544	431	388	216	238	186	197		67499	82891	107438	141828	161715	169563	184154	174279	150471	175632	185253	206581	287406	271308	194754	169859	171470		4380	6528	10920	22106	33332	37556	48510	75081	63281	81003	106848	91194	103726	109277	101082	73161	63677	
8440	"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ..."	186	232	539	257	556	1120	903	609	190	136	286	181	410	438	60	35	198		64621	51077	50680	53903	72392	77198	108399	100735	63450	67063	78260	71422	73503	60623	61460	52337	46276		5729	8826	14745	24078	28206	60756	54297	18362	9756	28359	34843	16899	17338	12614	12961	11515	9037	
8907	"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ..."	63	47	166	582	1088	405	406	543	811	168	419	676	344	258	403	381	201		46037	62522	65274	56615	65949	80879	133172	132407	140483	128810	153199	124754	179190	241589	256627	231120	165211		18131	7022	1954	28825	46113	6106	4496	14077	3964	10113	3516	5810	2873	3839	6141	3882	4990	
3406	"Candles, tapers and the like"	0	37	129	186	79	141	383	159	89	66	60	171	99	244	161	171	205		41011	48978	58764	63269	64972	70756	85617	78377	71166	76322	109104	84437	99444	94457	105139	103779	101991		673	1317	2140	4135	4799	4851	6611	5787	6340	6821	7664	7796	10626	9131	9183	7919	7072	
5515	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, other ..."	5985	9807	9653	4268	1956	2396	2180	2269	1152	534	957	472	239	241	356	461	206		118855	142848	183254	200068	157638	117901	150394	102385	69786	75634	93585	98651	92875	108554	91163	79432	78900		39471	84814	81109	91705	76393	88637	102322	99851	101692	144183	139121	114691	129470	125760	98203	84003	79449	
6814	"Worked mica and articles of mica, incl. agglomerated or reconstituted mica, whether or not ..."	15	11	13	25	41	29	54	91	95	145	91	45	58	55	16	131	207		3442	3552	5706	6428	7845	9130	11839	15220	10173	11208	14907	12082	13690	12824	12145	14798	15554		497	400	680	1564	908	2312	3133	5361	2747	3390	5012	3680	4900	5223	4699	5449	7574	
3802	"Activated carbon; activated natural mineral products; animal black, whether or not spent"	539	344	610	361	660	597	594	438	501	496	438	1096	875	883	788	202	209		37217	44604	43173	51545	54245	76447	113977	480324	393904	77079	86998	80763	75892	67675	57658	55225	59255		5616	6997	8336	10879	11624	12842	15284	17676	16172	19243	23854	29005	31976	33754	32188	28123	28717	
7804	"Lead plates, sheets, strip and foil; lead powders and flakes (excluding grains of lead, and ..."	0	18	11	26	39	26	27	48	35	67	71	60	102	152	198	149	210		545	862	14217	22430	19620	37177	48867	40821	29135	36462	45332	44199	53351	66506	49536	41877	57247		46	115	155	248	313	475	590	494	182	418	397	520	1514	497	1200	457	317	
5106	"Carded wool yarn (excluding that put up for retail sale)"	94	38	95	89	43	140	70	78	75	221	120	285	97	122	196	94	211		47508	47276	54526	55705	58268	57278	65409	54648	46847	55807	69186	62574	56548	61195	52304	48170	50698		8290	12546	15820	15853	14088	13054	14301	15268	12313	10928	14765	12676	14167	15162	10877	9348	9801	
8307	"Flexible tubing of base metal, with or without fittings"	238	163	194	246	522	448	776	736	485	649	911	1172	258	501	394	297	215		47374	34405	36678	42482	49394	47255	124845	384863	236215	174541	96176	198856	193255	276361	266836	312485	141031		2135	3155	5543	6393	6681	6965	9725	13198	10552	12236	14561	18451	22336	28840	27906	24408	26601	
7305	"Tubes and pipes, having circular cross-sections and an external diameter of > 406,4 mm, of ..."	41888	78	2745	101	109	231	31	800	96	287	106	53	7	0	2111	103	216		119875	110359	135595	185107	248734	215238	368737	286017	504257	173254	148683	368952	261505	267439	222244	255906	83367		361970	79826	180049	8766	4812	17367	7350	4494	4059	12938	4396	6060	7636	10731	152279	125030	80446	
6912	"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ..."	513	419	491	370	743	101	397	36	1	57	421	331	604	942	577	322	219		179697	174500	204005	188790	172350	176716	167466	134630	92462	98714	110524	110528	113431	148801	148595	129732	134410		4494	7791	10144	7067	26113	33662	34329	27630	20721	24137	23400	17582	20771	28384	28404	20339	15024	
