Product code	Product label	Turkey's imports from Egypt-Value in 2001	Turkey's imports from Egypt-Value in 2002	Turkey's imports from Egypt-Value in 2003	Turkey's imports from Egypt-Value in 2004	Turkey's imports from Egypt-Value in 2005	Turkey's imports from Egypt-Value in 2006	Turkey's imports from Egypt-Value in 2007	Turkey's imports from Egypt-Value in 2008	Turkey's imports from Egypt-Value in 2009	Turkey's imports from Egypt-Value in 2010	Turkey's imports from Egypt-Value in 2011	Turkey's imports from Egypt-Value in 2012	Turkey's imports from Egypt-Value in 2013	Turkey's imports from Egypt-Value in 2014	Turkey's imports from Egypt-Value in 2015	Turkey's imports from Egypt-Value in 2016	Turkey's imports from Egypt-Value in 2017	Egypt's exports to world- 	Egypt's exports to world-Value in 2001	Egypt's exports to world-Value in 2002	Egypt's exports to world-Value in 2003	Egypt's exports to world-Value in 2004	Egypt's exports to world-Value in 2005	Egypt's exports to world-Value in 2006	Egypt's exports to world-Value in 2007	Egypt's exports to world-Value in 2008	Egypt's exports to world-Value in 2009	Egypt's exports to world-Value in 2010	Egypt's exports to world-Value in 2011	Egypt's exports to world-Value in 2012	Egypt's exports to world-Value in 2013	Egypt's exports to world-Value in 2014	Egypt's exports to world-Value in 2015	Egypt's exports to world-Value in 2016	Egypt's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2102	"Yeasts, active or inactive; other dead single-cell micro-organisms, prepared baking powders ..."	0	0	110	0	35	39	0	0	0	0	0	0	0	23	0	0	0		73	115	54	763	1637	1	200	1500	1965	42238	6493	9163	28303	39757	39559	36514	51386		2581	2722	3547	3751	4510	5634	7266	7069	5560	8592	11485	12044	12702	14094	18206	18838	20752	
2206	"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3	9	0	8	0	0	0	0	68	0	1	1	16	2	0	20		0	0	2	9	17	2	10	6	0	168	557	974	1277	1757	1699	1524	160	
2304	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		42	0	3	0	989	0	1873	775	394	1124	3	2427	1335	116	0	824	0		84251	78913	101650	144863	134366	63853	98175	158425	152392	168923	243029	531424	627954	346499	195513	254558	281252	
2503	"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		212	195	16	0	22	0	0	91	587	1960	35	0	61	48	33	1619	1106		5296	6385	10306	10202	13511	15152	14544	52142	8106	15024	30790	28503	17903	22469	27298	26958	32497	
2518	"Dolomite, whether or not calcined or sintered, incl. dolomite roughly trimmed or merely cut, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	119	422	71	107	125	259	869	130	47	109	1365	54	0	78	445		532	1007	1707	2315	3070	1604	1253	1455	1707	1941	1974	1574	1433	1489	1175	1209	1463	
2605	"Cobalt ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0		28	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	65	
2618	"Granulated slag "slag sand" from the manufacture of iron or steel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	2513	0	0	0	0	0	0	0	0	45	2	0	0	1		448	1254	430	0	16	0	3	0	0	0	0	0	0	0	0	0	0	
2621	"Slag and ash, incl. seaweed ash "kelp"; ash and residues from the incineration of municipal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		0	5	33	581	153	10	33	18	13	27	14	0	34	44	509	1029	555	
2708	"Pitch and pitch coke, obtained from coal tar or from other mineral tars"	0	0	0	0	0	0	204	1479	574	0	223	0	0	0	0	0	0		0	0	0	31	892	64	53	0	25526	0	34	58	273	0	0	0	0		4104	1933	3180	3260	4459	1367	6979	3511	2092	6154	4298	5960	4931	995	679	1476	1071	
2809	"Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	17	187	0	923	2	40	0	0	20	0	19	21	0	79	331	128		36406	56627	74664	90894	98889	73283	108277	327672	135850	220159	238353	211783	152458	207520	228625	127709	131189	
2810	"Oxides of boron; boric acids"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	0	0	0	6	0	6	1	13	0	22	4	0	0	0	0	36		19	25	23	61	48	66	86	67	65	62	87	69	96	123	87	116	131	
2811	"Inorganic acids and inorganic oxygen compounds of non-metals (excluding hydrogen chloride "hydrochloric ..."	0	0	19	22	0	0	0	0	0	16	0	35	14	7	0	0	0		740	1125	686	414	1053	1401	882	1400	10684	3302	1830	3389	4476	2739	3264	4396	4380		6876	10057	13266	18202	18424	22553	29495	31560	25020	30514	38072	35065	38837	42508	39862	39160	46732	
2820	"Manganese oxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	26	603	0	0	32	0	0	0	9	205	146	331	0	14	0		138	318	592	720	1080	1204	1656	2696	2101	2265	3272	1582	1621	1631	879	637	1158	
2827	"Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and ..."	0	0	0	0	0	2	0	12	0	165	0	0	0	0	0	0	0		34	67	78	42	88	339	115	152	887	578	937	1419	1147	667	1288	1780	2367		5347	6497	7192	8796	11304	10970	17911	16400	12205	23785	21670	18054	20508	20240	16947	18655	20024	
2830	"Sulphides; polysulphides, whether or not chemically defined"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	0	0	96	0	0	7	22	0	0	0	0	107	0	19	0	0		1591	4071	4697	5081	6510	7734	8438	11133	5590	7050	9067	8055	9013	9544	9632	9028	10639	
2840	"Borates; peroxoborates "perborates""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	45	0	0	0	0	0	0	55	0	0	0	0	0		12490	7392	6134	6404	7534	10184	19990	10627	1602	886	738	735	876	1330	1699	813	1088	
2847	"Hydrogen peroxide, whether or not solidified with urea"	0	0	0	0	0	0	0	0	27	8	0	0	0	0	0	0	0		0	0	0	0	0	0	0	37	772	0	0	0	0	4	39	0	0		4153	2545	5532	5033	7994	5218	4782	6152	6291	2826	8075	6880	9176	8523	9752	6902	7953	
2907	"Phenols; phenol-alcohols"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15	10	26	120	0	0	57	321	148	300	248	253	66	0	0	11	1		6982	7734	10669	16119	21664	24012	34438	33095	20349	34354	43443	39807	46294	47993	33537	30565	39868	
2912	"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; parafo ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	22	0	0	4	14	115	2585	4501	9480	10511	9117	11077	9494	13886	14848	18335		4212	7389	8579	10956	11545	7858	10317	10700	8543	10131	11281	11321	13338	14747	13038	11862	14301	
2919	"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, nitrated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	601	224	0	0	0	0	424	945	975	27	225	868	1722	229		2024	3179	3614	4483	6563	7680	9823	10815	9471	8133	12764	16154	18900	22488	19495	15066	18858	
2932	"Heterocyclic compounds with oxygen hetero-atom[s] only"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		26	19	0	0	0	0	15	85	122	27	0	0	1	0	15	0	26		42138	54319	62266	97405	94059	83361	59123	56723	48453	55572	58887	55589	57962	62833	71302	75326	70598	
2939	"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	0	0	0	700	617	58	0	214	42	0	1	53	6		14616	15910	17239	16902	16254	17997	26260	32018	39686	35552	39119	37538	31887	28612	31881	35106	46859	
2940	"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	870	282	865	0	7	0	14	0	3	279		7412	8738	13701	19052	19879	29066	42254	38949	28227	23703	25071	22953	22925	19796	15210	13655	17723	
3002	"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera ..."	37	255	37	93	0	0	488	11	109	0	0	0	0	0	0	0	0		284	1904	1360	1424	2292	1417	278	750	545	225	337	341	528	484	195	210	344		147179	160506	247106	329686	360295	427961	540852	698786	683602	828438	1139242	972409	1052351	1267887	1384170	1320145	1431163	
3202	"Synthetic organic tanning substances; inorganic tanning substances; tanning preparations, whether ..."	0	11	0	90	11	362	2350	1875	635	435	1514	831	0	0	0	0	0		688	0	11	9	64	29	11	37	15	24	113	44	14	2	29	626	66		10980	17097	22205	23311	21913	28124	33280	33110	24912	28193	32231	33561	38818	32325	20256	17411	17657	
3604	"Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	10	0	14	0	0	33	0	0	0	30		889	1147	1476	2652	6468	6016	7706	11109	5626	4541	9153	5628	8439	11938	12742	8499	7353	
3702	"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard ..."	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		0	2119	3	20	22	23	48	2	66	162	2	116	14	1	31	10	1		29151	34602	35870	38904	36257	34369	31452	31537	22932	21482	18442	15595	15589	9086	6045	4302	4490	
3704	"Photographic plates, film, paper, paperboard and textiles, exposed but not developed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	12	0	0	29	0	0	0	0	2	5		34	58	30	58	20	26	205	350	443	557	491	187	361	413	562	384	283	
3802	"Activated carbon; activated natural mineral products; animal black, whether or not spent"	0	0	0	0	77	0	0	0	0	0	1	0	0	0	0	0	0		266	165	225	213	850	0	218	22360	182	380	5373	5927	5355	6553	8036	6487	6327		5616	6997	8336	10879	11624	12842	15284	17676	16172	19243	23854	29005	31976	33754	32188	28123	28717	
3804	"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0		0	0	0	0	0	0	0	133	175	297	83	56	100	162	10	93	400		3660	4364	6157	7844	9413	13778	24028	21381	17745	22833	28641	29287	33653	31996	23365	21505	20141	
0707	"Cucumbers and gherkins, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18	30	29	71	105	2374	165	507	968	856	842	558	744	1434	1556	1487	929		6	0	0	18	1	1	16	4	0	0	0	15	0	0	180	534	1	
3819	"Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	2	5	0	0	136	128	276	97	30	94	124	17	134	260		4955	5197	5627	7062	6394	7736	8927	10830	7746	10200	12837	12018	12837	16501	10725	11600	17261	
4201	"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	0	2	10	4	0	0	0	0	3	1	5	8	3	6	2	65		427	429	495	686	781	862	1126	1241	976	1701	1787	1726	1832	2036	2025	1538	2006	
4407	"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ..."	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0		9	2	244	92	193	208	115	547	151	351	3691	408	352	188	61	468	46		21539	25839	27641	46722	66032	99675	113248	159720	99440	132290	210967	222298	238438	278957	281418	236491	240147	
4416	"Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	0	0	0	0	0	31	0	0	0	0	5	1	0	2	0	0		392	511	559	653	793	683	1143	970	726	1498	1656	1250	1360	2426	712	1543	1577	
4504	"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		209	133	74	0	0	1	0	67	85	112	1	4	220	162	136	76	0		1069	1636	2052	2555	2863	3688	4440	4684	3324	3812	4474	4776	4827	4956	3672	3203	3559	
4806	"Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	4	4	4	9	6	113	0	30	0	12	83	172	0	139	0	74		6129	8957	9844	11318	12011	13756	17458	19982	21244	27191	33309	27730	29991	31994	30905	29356	33438	
4811	"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, ..."	0	0	0	28	0	0	0	9	0	31	97	0	38	0	127	4	0		154	15	328	51	68	208	536	6784	1713	2241	2284	1996	1697	1292	1780	1438	1700		79468	113137	143865	198084	220445	241333	275057	304235	282258	326117	356126	343317	364944	384448	342314	332813	382856	
4818	"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used ..."	0	0	0	0	0	790	370	1343	608	1074	613	0	9	0	0	1	0		14473	14309	22972	13822	35495	28748	29990	207933	212361	249739	329500	320568	251949	150920	134650	119285	108791		26394	23589	25639	28307	37131	40216	42664	50614	72790	67500	79322	27999	25787	25698	18533	15973	17186	
4823	"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ..."	0	0	36	6	0	0	31	206	83	247	322	137	4	1	4	1	0		576	852	1051	536	1758	672	1594	8479	9100	11887	7001	6984	5075	5866	5671	8078	8004		38259	43405	46123	62444	54832	48450	52793	57122	44875	39699	63170	60715	69419	82773	67386	59964	52161	
4908	"Transfers "decalcomanias""	0	0	0	4	0	11	0	1	0	0	4	0	9	10	2	0	0		0	11	0	361	0	0	2	1	1670	575	58	128	25	0	0	6	114		8804	13965	16514	19420	18977	17223	17881	16834	11782	12045	17064	20782	27876	30417	21046	18598	14320	
5003	"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	10	0	0	0	0	0	0	108	17	227	0	81	0	0		0	2	1	33	65	163	177	286	383	190	338	710	830	685	864	601	410	
5006	"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	6	4	7	5	55	1	0	0	0	114	1101	54	91	0	40	6		16	310	87	445	148	189	218	115	104	135	107	110	54	74	37	166	89	
5102	"Fine or coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	32	105	89	10	14	30	0	48	0	4	14	0	0	76	0		98	617	332	552	655	562	656	1364	2098	2881	4724	3771	3004	2774	1656	1719	1021	
3911	"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other ..."	0	0	0	0	0	0	0	0	1597	2455	3115	2262	0	0	0	0	0		0	0	63	14	100	19	6	88	19	3	9	457	252	71	26	35	25		6337	9551	13399	17538	19581	27152	39488	46462	39385	53303	81803	77603	85780	98845	89357	90899	97290	
4013	"Inner tubes, of rubber"	0	0	0	1	0	0	18	10	2	0	0	0	0	0	3	0	0		114	919	15	60	9	299	16	0	4	4	0	2	5	97	18	10	12		5444	6572	7336	8982	12775	14114	13052	19341	13665	17497	19212	19930	17846	17635	18683	18435	16329	
4101	"Raw hides and skins of bovine "incl. buffalo" or equine animals, fresh, or salted, dried, limed, ..."	126	117	15	0	0	23	0	0	0	0	0	0	0	0	0	0	0		291	611	22	237	20	125	259	789	1756	3951	4899	8258	1556	736	12	14	115		21526	37471	58016	51524	53198	54894	74556	47702	29427	51756	83338	54785	45230	42127	33062	42004	46099	
5403	"Artificial filament yarn, incl. artificial monofilament of < 67 decitex (excluding sewing thread ..."	0	0	0	0	0	0	0	0	60	223	582	282	130	118	119	8	0		2	7	0	0	0	13	109	167	1905	5206	3658	810	784	517	154	655	2929		49701	58251	58109	59504	62125	64799	93761	66981	46235	52308	65366	61902	59404	86726	58035	66700	69348	
5501	"Synthetic filament tow as specified in Note 1 to chapter 55"	0	0	0	0	0	224	707	2087	88	1523	7341	2666	8715	5353	0	0	0		1	98	704	219	18	1174	2641	3643	3442	3856	4101	186	200	117	6	339	427		46191	93462	95649	107523	118722	126490	121888	133384	94370	129394	129876	146794	143517	145140	98592	99956	125455	
6216	"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	46	7	7	46	23	49	31	22	98	11	86	0	0	0	16	0		522	684	1302	1428	2665	2444	2679	1863	2077	2481	3432	3241	5035	3316	3182	3495	6140	
6305	"Sacks and bags, of a kind used for the packing of goods, of all types of textile materials"	0	0	0	0	0	24	0	0	0	0	0	49	40	9	104	77	0		159	156	91	68	487	1604	2989	11251	7448	8689	14642	17886	29833	30788	29075	26215	26336		3535	4438	9651	9236	10023	10531	13147	15311	8868	12474	8951	8528	11732	10441	9984	10717	6539	
6403	"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ..."	0	0	0	0	7	77	93	58	0	14	56	39	198	101	19	0	0		757	652	425	555	337	257	206	2907	10185	10013	10145	7035	8469	10593	7984	4456	4114		40055	53514	84852	128145	169485	224995	269830	302161	230190	263087	320274	314181	351106	337290	280482	251420	225563	
6404	"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ..."	0	0	0	0	0	0	0	0	0	0	4	1	0	0	22	0	0		0	4	2	24	0	0	71	578	391	1024	2677	167	131	122	35	79	52		13951	17400	27587	51110	76453	84147	96598	113990	98689	124158	171549	182103	244949	263062	258741	273233	258738	
6507	"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0		106	76	32	102	187	278	506	411	219	394	487	400	559	884	790	906	3114	
6603	"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	22	5	4	0	0	0	0	1	65	0	0	32	45	2	0	0		737	1076	1878	3247	3798	3979	4190	7333	5428	3827	5009	2644	2999	3876	5127	1914	1104	
6703	"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0		68	169	236	432	589	1032	758	894	1506	2090	2029	2220	3270	2595	2551	3058	3175	
6806	"Slag-wool, rock-wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed ..."	0	0	0	0	0	43	687	439	157	62	132	267	21	0	0	0	0		18	8	1615	51	0	10	630	2217	625	1173	495	841	1664	1859	979	1961	1904		9593	19827	16253	23543	24226	35206	41913	48582	32125	46632	54716	61690	57526	63681	49090	45385	52391	
6810	"Articles of cement, concrete or artificial stone, whether or not reinforced"	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0		34	26	358	248	731	198	1906	10139	2531	4972	1842	1422	1241	494	481	1366	785		7425	611	480	2637	31539	15715	7436	8562	6587	13114	21269	21231	30498	33521	26059	26619	23947	
6906	"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		112	0	0	244	267	656	254	876	1272	886	2868	5660	7264	9276	12422	5520	5611		305	63	159	226	145	95	206	140	97	8	158	76	53	88	89	508	386	
5604	"Textile-covered rubber thread and cord; textile yarn, strip and the like of heading 5404 and ..."	0	2	0	0	0	0	0	9	4	0	1	7	2	0	17	0	0		1	28	2	1	432	5	0	1970	816	1742	1783	1576	622	812	1076	58	164		1842	1709	2556	2369	2586	4236	3631	3773	5963	8087	7984	4212	5340	5733	4450	4252	4615	
5606	"Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock ..."	0	0	0	0	0	0	0	0	15	0	16	8	313	40	0	87	0		0	29	1	6	29	3	65	7	10	12	4	1	134	0	6	0	0		5861	5884	7576	7159	9283	8331	9711	11778	8009	13299	15903	15566	18157	24614	24166	21303	29835	
5802	"Terry towelling and similar woven terry fabrics, tufted textile fabrics (excluding narrow woven ..."	0	0	0	0	0	0	0	7	0	129	259	18	0	0	0	0	0		0	1	0	0	0	0	0	36	396	43	26	0	282	2206	2620	0	947		79	136	655	901	2092	1467	1178	769	726	8479	4591	2873	1219	394	363	180	449	
5811	"Quilted textile products in the piece, composed of one or more layers of textile materials ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0		0	0	0	2	0	0	30	55731	178647	172300	206376	175585	169224	169664	199535	58963	14813		51051	77464	76637	31816	21186	19668	28181	26420	2509	1477	1162	1515	2209	5583	11541	17475	5573	
5902	"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, polyesters or viscose ..."	6079	4106	2175	2627	2194	4271	2502	296	1564	806	2728	5560	13937	20448	10111	1644	0		0	0	0	0	0	0	0	7	1848	6384	7183	12908	15302	22856	19313	1063	0		17539	14650	14449	11909	15272	17284	29288	42537	36821	55474	67519	51533	49676	60681	50422	43163	47443	
6002	"Knitted or crocheted fabrics, of a width <=  30 cm, containing by weight >= 5% of elastomeric ..."	5	0	0	0	0	1	196	86	52	35	6	7	5	0	0	0	0		323	368	279	192	221	695	432	25	658	268	8	0	39	64	24	24	84		63870	5641	4067	2990	6639	7466	6741	5059	4591	6405	6013	6307	5677	5542	4555	4686	6946	
7017	"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	104	4	0	50	25	9	1862	303	0	36	27	205	195	1	7	161		3539	4967	7056	8682	10881	9515	9323	8952	7023	7902	9022	9492	9855	10001	9697	10093	10263	
7111	"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	4	29	18	0	5	0	525	0	0	72		13	1	8	8	27	43	43	30	7	16	1	2	0	27	29	12	8	
7112	"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	68	81	0	0	0		14	0	272	67	0	0	0	0	0	1	2361	38	4	4435	4293	942	255	
7201	"Pig iron and spiegeleisen, in pigs, blocks or other primary forms"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4829	2534	18866	3862	5758	7662	0	252	84	80	3	757	1750	36	948	559	531		22448	40738	49682	88572	120293	119362	317312	468674	227954	253575	598263	623942	414088	391691	342938	274005	361045	
7225	"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ..."	0	0	0	0	0	0	0	0	163	0	0	0	0	0	1	22	0		0	0	0	61	248	60	3	680	3	76	6	5	0	0	0	106	73		49639	57640	81557	162365	275628	361340	500094	666097	493581	695383	938527	893051	563205	764481	1317980	1186026	1199770	
7305	"Tubes and pipes, having circular cross-sections and an external diameter of > 406,4 mm, of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		344	762	263	367	420	3166	1354	3252	1538	1725	386	582	201	298	84	49	234		361970	79826	180049	8766	4812	17367	7350	4494	4059	12938	4396	6060	7636	10731	152279	125030	80446	
7311	"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	99	0		18	106	35	68	180	58	11	343	197	107	547	317	126	513	121	409	2299		2415	2524	5416	13553	23888	59299	55894	35661	21032	33268	40017	33083	75732	38913	38695	43980	36850	
7401	"Copper mattes; cement copper "precipitated copper""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	169	0	0	78	0	0	0	111	109	414	5	1	535	134	161		33	0	83	59	0	21	0	1	0	0	0	0	16	2	7324	13	30	
7413	"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	8	0	60	352	538	315	2125	2593	459	1659	754	607	15	174	18	141		883	1840	1092	1284	1819	2652	3238	4548	6427	12742	5473	5502	12696	7757	38475	26961	6549	
7504	"Powders and flakes, of nickel (excluding nickel oxide sinters)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0		596	594	837	1413	1883	2965	3949	4249	2135	3126	4089	3127	3588	2901	3558	2555	3009	
7508	"Articles of nickel, n.e.s. (excluding powder, flakes, bars, profiles, wire, plates, sheets, ..."	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	1	13	4	0	624	103403	92621	87623	66602	63200	59091	40246	30166	15994	16996		3546	4602	4250	24777	36190	45730	56804	78687	60831	65647	86380	98532	85147	91304	93061	91082	101293	
7611	"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ..."	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		3	1666	0	76	5	5	0	116	278	83	0	0	0	524	0	0	879		473	273	333	996	875	1071	929	1658	1279	761	519	1093	1012	1857	192	519	2230	
7906	"Zinc tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18	14	15	38	145	227	0	0	0	0	0	0	0	0	0	0	0	
8007	"Articles of tin, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	5	41	0	66	0	0	0	0	0	1	0	1	0		141	45	19	133	278	223	863	1304	397	270	293	169	287	419	169	219	137	
8207	"Tools, interchangeable, for hand tools, whether or not power-operated, or for machine tools ..."	0	0	0	1	0	33	9	10	17	12	7	37	43	73	0	131	0		45	69	211	190	95	71	448	1965	2520	172	460	821	381	39	419	347	314		30885	34956	50566	67860	96496	164440	134965	196230	97629	151181	215344	242702	252383	254905	201970	203241	200129	
8307	"Flexible tubing of base metal, with or without fittings"	0	0	0	0	0	0	0	0	1	0	0	0	0	10	616	0	0		0	6	21	512	2	40	23	7	819	0	7	0	25	41	16	0	21		2135	3155	5543	6393	6681	6965	9725	13198	10552	12236	14561	18451	22336	28840	27906	24408	26601	
8310	"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	22	2	3	5	68	8	55	102	3	2	49	9	128	1	6	4		740	1104	2102	4159	4058	5082	7593	8108	5150	7210	9559	8951	9132	8275	6738	6405	7407	
