Product code	Product label	Turkey's imports from China-Value in 2001	Turkey's imports from China-Value in 2002	Turkey's imports from China-Value in 2003	Turkey's imports from China-Value in 2004	Turkey's imports from China-Value in 2005	Turkey's imports from China-Value in 2006	Turkey's imports from China-Value in 2007	Turkey's imports from China-Value in 2008	Turkey's imports from China-Value in 2009	Turkey's imports from China-Value in 2010	Turkey's imports from China-Value in 2011	Turkey's imports from China-Value in 2012	Turkey's imports from China-Value in 2013	Turkey's imports from China-Value in 2014	Turkey's imports from China-Value in 2015	Turkey's imports from China-Value in 2016	Turkey's imports from China-Value in 2017	China's exports to world- 	China's exports to world-Value in 2001	China's exports to world-Value in 2002	China's exports to world-Value in 2003	China's exports to world-Value in 2004	China's exports to world-Value in 2005	China's exports to world-Value in 2006	China's exports to world-Value in 2007	China's exports to world-Value in 2008	China's exports to world-Value in 2009	China's exports to world-Value in 2010	China's exports to world-Value in 2011	China's exports to world-Value in 2012	China's exports to world-Value in 2013	China's exports to world-Value in 2014	China's exports to world-Value in 2015	China's exports to world-Value in 2016	China's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
7016	"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ..."	278	280	452	1055	2959	3176	5219	5793	3502	5919	8034	7347	7003	8209	8678	7686	3519		53901	68032	89565	134861	201230	241051	329459	410204	335304	465896	572681	619118	705122	714358	673570	564824	585561		1559	1979	2419	4548	7658	5973	10425	9248	5384	8198	11060	9957	10017	10893	9962	10092	5593	
3916	"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ..."	40	64	89	177	408	707	1090	1631	841	2544	4447	2944	2746	2527	2837	3392	3520		7962	11644	23903	39700	59626	93904	148468	200015	148476	207698	293276	324115	377947	413164	405902	419927	484035		13330	19164	24959	28726	31776	42180	49946	58073	40799	46124	61151	52220	60952	51746	52260	56692	57078	
1518	"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ..."	0	0	28	0	19	76	134	443	1310	937	2146	3365	5378	4054	2948	2439	3531		333	1364	7609	16710	20717	24681	47046	49745	32493	49486	74952	67754	72545	94701	66858	89697	258565		848	1561	1979	2761	3237	4112	5685	8593	7840	9795	15175	13163	14939	15797	11143	7534	8529	
3902	"Polymers of propylene or of other olefins, in primary forms"	300	185	77	208	710	821	377	1812	454	501	2070	2108	2477	1918	3396	2297	3533		11677	17145	23618	33565	46859	58663	80434	106944	88685	169486	400770	342370	365392	339843	357544	397041	502127		303080	408913	612578	928860	1202209	1484348	1893219	2025208	1406453	2136786	2719038	2776713	2973585	3314344	2649741	2346213	2722314	
3301	"Essential oils, whether or not terpeneless, incl. concretes and absolutes; resinoids; extracted ..."	307	378	211	257	107	289	107	292	161	559	650	1917	2427	1623	2192	1460	3549		65244	68694	62873	76645	84580	107898	117109	119580	119867	190728	226965	222094	336234	594871	793598	423524	354559		3356	5305	5891	7735	8479	10089	11369	13644	11219	12155	19477	18048	19282	23263	26727	27398	36394	
8460	"Machine tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise ..."	66	68	326	295	914	3581	1432	2314	1844	1444	2773	3635	2546	6843	5500	3650	3665		47325	56638	65046	80311	92592	115934	140859	179689	137801	183952	206897	243328	262294	273095	245313	223385	222881		35248	37746	20060	57204	60791	69770	74410	91547	43137	67389	77733	102397	99782	81916	80654	85197	70037	
0713	"Dried leguminous vegetables, shelled, whether or not skinned or split"	12820	12881	2158	1291	8215	6715	11756	41666	31621	16883	19080	18555	11616	23403	12972	8942	3712		279790	319098	358674	330924	388153	405524	541917	825579	815644	835909	941700	1015317	1008560	775953	634709	702707	606679		64113	36985	14327	15201	58853	66880	78709	332831	207428	257844	282654	215283	260920	384320	370825	380383	439412	
2912	"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; parafo ..."	548	641	1174	1700	1715	1652	1843	2730	2456	3708	3876	3532	3901	5015	3096	3133	3713		72776	77286	71999	87371	127945	155661	222680	226973	223726	329412	324059	336347	368792	371442	354970	352002	378811		4212	7389	8579	10956	11545	7858	10317	10700	8543	10131	11281	11321	13338	14747	13038	11862	14301	
7006	"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ..."	14	44	29	77	235	260	728	991	720	1151	1357	1278	1019	880	866	758	3769		29617	38580	66256	80967	97847	101896	115301	170529	185544	283414	490464	836098	712763	601228	609882	541656	523483		2454	4050	6279	9224	13480	14942	16838	19399	16295	19005	23127	22478	22933	25694	21778	25445	32403	
6216	"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ..."	231	326	1101	1238	2407	2089	2195	1259	1436	1959	2425	2377	3693	2106	1785	2222	3803		161446	161123	185423	202119	227223	272257	282146	365503	326936	388967	522062	455808	454399	523829	503886	413016	408460		522	684	1302	1428	2665	2444	2679	1863	2077	2481	3432	3241	5035	3316	3182	3495	6140	
5408	"Woven fabrics of artificial filament yarn, incl. monofilament of >= 67 decitex and a maximum ..."	2825	15493	24116	17010	7873	8739	12256	6190	5338	10906	15841	7694	5252	4494	2352	2078	3803		34817	57219	49410	41280	31193	35213	36193	33999	48871	66153	84604	76150	107881	158624	216099	312605	282273		32753	52924	63679	71868	52650	55205	63536	53454	43634	52471	64293	48486	49895	52404	40754	28231	28706	
2837	"Cyanides, cyanide oxides and complex cyanides"	1	7	25	40	24	38	43	119	269	118	320	122	2997	1059	38	83	3840		10989	8529	12181	11610	15331	24331	29939	41843	53374	74906	104424	196431	268916	146036	114438	148563	155128		1839	2267	2765	1914	3744	6405	9105	13182	23027	27711	30961	36613	46838	42374	37407	38291	45502	
8108	"Titanium and articles thereof, n.e.s.; titanium waste and scrap (excluding ash and residues ..."	0	5	37	41	59	291	798	795	1237	1592	1506	1607	1945	2150	1934	4714	3856		25751	21723	25452	41501	106643	278764	397722	367327	141839	210583	423833	415430	344041	364680	317246	300370	328523		2406	1954	2576	8745	10084	18602	25411	25048	25990	28157	37185	44320	61312	65784	56994	79195	86193	
5311	"Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ..."	1135	1275	4162	12219	12047	3141	1403	873	1038	1491	2045	2984	5488	8624	3636	3902	3857		94005	86087	96668	123886	122839	124505	118068	117277	192745	265709	344482	344813	552137	662033	688585	295200	271992		4887	4932	9024	18913	16209	6356	2302	1321	1280	1749	2468	3857	6398	9149	3756	3913	3917	
3604	"Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding ..."	152	385	733	1455	5258	4420	5866	9412	4200	3011	6797	4129	5654	8770	11414	4709	3866		249332	277078	316533	348526	402783	459501	496729	496483	559111	556366	659543	726384	773921	854249	849924	736018	724069		889	1147	1476	2652	6468	6016	7706	11109	5626	4541	9153	5628	8439	11938	12742	8499	7353	
6205	"Men's or boys' shirts (excluding knitted or crocheted, nightshirts, singlets and other vests)"	852	509	549	1123	1304	1683	3193	8349	11727	14426	18002	13027	10962	8891	5720	5395	3873		1658568	1602679	1890873	2117514	2384279	2749183	3125836	3164379	2848226	3336156	3881987	3690240	3747393	3837023	3540771	3143052	2887867		6915	7007	10324	18329	18555	26873	46390	88263	96536	139380	157672	122271	173646	176698	169435	122225	91126	
5602	"Felt, whether or not impregnated, coated, covered or laminated, n.e.s."	1	4	0	0	74	180	276	607	420	905	1116	1494	2211	3920	3893	3669	3917		3863	5496	7468	10828	15003	25174	43511	64359	69708	86183	100871	116204	204103	179609	177477	127423	148055		3974	6065	8277	12117	11861	15036	18871	20213	12540	16334	18402	22592	24305	26179	27386	25062	27459	
2805	"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed ..."	0	7	18	12	5	15	69	127	19	767	1815	557	221	822	698	1921	3925		96734	79491	93912	122313	162789	245931	373489	259196	125857	279327	717453	313522	231020	217986	205158	164937	232898		86	56	165	251	226	256	296	448	270	958	2862	1074	911	2092	1021	2239	4193	
2923	"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ..."	36	0	57	110	227	227	308	236	523	869	1196	1326	1910	3143	3237	2968	3938		21458	28713	42397	49464	72234	106478	83819	53642	70177	91671	149448	216114	271768	315783	301507	307988	353046		3121	3946	4814	5527	6614	7922	7672	9199	9653	12672	15528	16369	21511	24484	23734	19788	22334	
8453	"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing ..."	9	110	166	616	610	767	534	1157	1534	2719	4387	4955	4685	5025	4807	4555	3943		5712	7511	7949	13823	25195	42487	58451	71580	50385	131804	173492	176342	223372	260841	288304	274013	303289		7438	73196	25321	27288	28760	26648	31448	23588	13475	20827	29638	29853	31016	24090	21662	19937	16127	
6103	"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ..."	72	112	204	137	577	661	948	1525	2204	3663	3971	3864	4375	4126	4361	4315	3958		1157072	1406534	1951309	2461093	2716210	4209750	7630798	6487139	5553676	6698262	8574161	10160290	11588023	8712517	7477688	6320057	5831753		2688	1707	2802	3217	4228	5773	8184	14545	13705	24437	23809	22276	30541	34391	35799	41947	44759	
5512	"Woven fabrics containing >= 85% synthetic staple fibres by weight"	0	3	416	1570	13685	2438	11390	7879	6471	10724	12703	5759	9901	17689	18768	6905	4032		148408	147508	198208	253478	295302	342972	398251	580314	557157	669966	895233	898454	1182136	1309813	1367487	1164776	1072215		5245	6675	5130	6815	22456	10200	21761	20073	15626	24360	27774	21317	29415	40384	40345	28403	38468	
8487	"Machinery parts, n.e.s. in chapter 84 (excluding parts containing electrical connectors, insulators, ..."	0	0	0	0	0	0	2653	5937	13030	1675	1806	2086	1536	1901	2695	4837	4122		0	0	0	0	0	0	232089	719103	745071	663042	625981	668637	644949	804258	1215720	984133	1041694		0	0	0	0	0	0	79284	117157	70624	53313	72962	58314	49267	79887	64790	83714	68497	
3208	"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ..."	16	73	1130	1203	1883	1527	728	1541	2161	2582	2739	5362	5992	5102	3392	3126	4153		126150	147905	167243	203573	263690	330243	377630	393861	342220	384529	398202	405561	445524	543061	593590	446943	500528		50622	72227	99291	125421	150306	164999	211866	241005	194465	215659	244437	248448	279585	302909	267023	260868	285480	
4014	"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ..."	353	909	1164	755	1061	2143	1292	2603	2149	1269	2832	2881	2841	4043	3067	4110	4161		21732	22741	29868	31705	41515	55676	62184	72069	52729	68705	90965	101966	134728	178759	140513	136642	150656		4140	5192	8891	8475	9368	11660	11245	13241	9613	10867	11890	12778	13683	12901	12138	11532	12501	
9006	"Photographic cameras, photographic flashlight apparatus and flashbulbs (excluding discharge ..."	2221	5196	6649	4282	4438	3627	1333	1604	1148	2995	2651	2320	3199	3847	4449	4289	4166		1162272	1004516	906753	733757	489236	413641	372791	418287	383284	433625	528492	607372	671851	581176	617153	625539	503378		7020	9956	13069	11908	14103	10961	7978	5121	4407	5737	6950	5284	6507	7859	7636	7127	8531	
8439	"Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or ..."	6	166	331	1906	3010	858	2376	2316	837	2257	4074	9374	6861	11888	13471	10227	4179		7259	14250	25924	30802	61104	63018	171318	216382	122032	191293	294473	292473	351359	457265	677477	540400	493105		20457	11357	38780	28835	38023	85993	143897	81173	45296	62553	120851	132434	119375	249854	120933	48466	41288	
2827	"Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and ..."	496	776	856	1146	820	1316	2793	2270	1463	1844	2211	2094	1916	2336	1992	2316	4242		106925	102102	112783	182244	223150	269532	348328	418645	277776	346428	596222	533449	491853	543067	521572	432992	505518		5347	6497	7192	8796	11304	10970	17911	16400	12205	23785	21670	18054	20508	20240	16947	18655	20024	
6302	"Bedlinen, table linen, toilet linen and kitchen linen of all types of textile materials (excluding ..."	451	381	1612	4386	3689	4482	6148	6756	4657	14637	27898	6522	5174	4418	4562	3523	4243		1852446	1917857	2292028	2667037	3768609	4313275	5085645	6331135	5786040	7144841	7957111	8325146	9507867	9548562	8487453	8307900	8149129		3199	2996	5682	9970	14872	21380	22549	24731	21618	34611	59640	24030	26705	29097	23663	16608	16754	
3809	"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ..."	118	43	51	114	490	951	1331	2286	2302	2317	2173	3876	5267	5690	4797	3894	4260		51693	52829	64210	76782	86852	115975	141312	167651	147046	164530	126120	123915	143932	178953	225470	218763	238316		39988	55685	70590	81911	87154	90341	99480	98571	70151	82361	86281	85860	90918	86410	69538	60754	65543	
3005	"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ..."	0	0	6	98	425	231	539	3968	2993	5216	6887	4548	4102	3926	3833	3774	4338		282581	296687	352649	439097	525492	581122	711285	983729	831599	950177	1260854	1289622	1353018	1395401	1335124	1295093	1345878		5050	5618	9365	10414	11013	13770	13285	20620	16557	20572	28185	25624	26026	24088	22490	19651	23443	
8203	"Files, rasps, pliers, incl. cutting pliers, pincers and tweezers for non-medical use, metal-cutting ..."	1496	1828	2463	3017	4323	5239	4798	5812	4359	8386	18099	16088	16291	15858	10303	4723	4346		135002	141943	161933	205647	234048	279468	331282	369476	338139	473620	607949	630509	644849	783904	707517	692815	735489		4671	5928	8339	11354	13513	16370	18114	18858	12525	20205	35316	31468	32475	31676	24625	18205	16088	
7229	"Wire of alloy steel other than stainless, in coils (excluding bars and rods)"	8	0	8	9	144	521	884	1589	1597	2604	3007	2980	4765	5224	5309	8783	4383		2391	3523	4720	13788	37252	53056	177107	560161	275130	415758	499089	461428	422991	443020	359805	357389	371979		1531	2050	2686	4355	6751	8144	10069	13911	11367	16617	22573	18461	18949	22086	20392	25232	20182	
8212	"Non-electric razors and razor blades of base metal, incl. razor blade blanks in strips"	230	230	210	234	327	586	607	293	207	398	1813	2449	3463	5031	2741	3961	4390		97855	129931	185776	210258	225964	244633	288644	255046	254341	342459	371207	386163	377019	389503	424032	438391	448001		16626	18833	20325	31452	41725	48827	44632	52250	60651	68789	68386	77108	69146	100418	80174	68941	67528	
6814	"Worked mica and articles of mica, incl. agglomerated or reconstituted mica, whether or not ..."	41	20	26	77	103	122	342	457	947	1379	1626	1409	2503	3000	2334	3184	4428		5918	5608	6598	9084	11921	13202	19453	28404	24032	29239	39139	45380	51268	57602	50916	54497	58945		497	400	680	1564	908	2312	3133	5361	2747	3390	5012	3680	4900	5223	4699	5449	7574	
2303	"Residues of starch manufacture and similar residues, beet-pulp, bagasse and other waste of ..."	0	0	0	0	0	0	655	688	712	2340	5940	3631	5287	4684	4600	6482	4435		30235	45484	43579	53041	55407	62830	94858	218305	143830	128606	166609	201495	219249	146586	156051	132008	197509		240	1544	2670	10150	26721	43122	165791	293336	159935	198716	120643	191378	272729	228985	206710	329602	445186	
9202	"String musical instruments, e.g. guitars, violins, and harps (excluding with keyboard)"	905	1730	1619	1624	1956	2113	3381	4112	4984	6602	6849	8550	5656	4887	6672	3740	4495		72822	87699	108868	137933	166036	176672	213653	277928	262856	324169	396318	437706	422153	435785	438218	379605	377107		1543	2553	2270	2189	2736	2744	4479	4994	5922	7630	8147	10281	7451	6163	7662	5309	5454	
3801	"Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or ..."	29	41	215	214	312	1429	3820	5808	3087	2329	5564	2981	3260	5128	4927	4082	4546		30300	28889	33174	49888	89739	130984	191479	229329	159837	251337	367068	369602	319911	363967	341550	286549	406801		3111	3520	5494	6439	7908	10091	14667	18328	10200	15727	26013	18033	18374	20511	20932	19530	24944	
7615	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of aluminium, ..."	185	232	394	427	703	1033	2140	3126	4061	10520	11525	13606	16134	18457	21872	16781	4588		162770	235216	304641	400040	593507	795657	963562	1220128	1180841	1617970	1905263	2110627	2452949	2444135	2376979	2310414	2475193		5173	6402	9171	12485	13934	13813	13475	19056	13533	25176	28518	30250	40031	33501	34086	27389	13346	
9619	"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ..."	0	0	0	0	0	0	0	0	0	0	0	3494	3774	4436	6913	7376	4591		0	0	0	0	0	0	0	0	0	0	0	1010354	1175545	1525035	1590638	1529208	1612890		0	0	0	0	0	0	0	0	0	0	0	79925	78970	98947	96448	136569	104563	
7324	"Sanitary ware, and parts thereof, of iron or steel (excluding cans, boxes and similar containers ..."	1	40	153	547	1051	1418	2035	2030	1456	3173	3259	3968	5787	6218	5712	4259	4601		71531	107078	140570	233635	344873	472642	669612	698959	565217	766266	975746	1176805	1380486	1318461	1521856	1308151	1474601		3006	3180	4523	7774	10338	12591	14139	13520	9958	13802	15425	13126	16448	14983	13038	11739	12257	
8444	"Machines for extruding, drawing, texturing or cutting man-made textile materials"	0	12	3918	24	10	888	5320	2338	1283	10665	14794	13503	16541	14183	28641	45373	4605		2100	6944	24023	30715	33469	84994	90251	67374	59222	139370	203416	279982	194673	173370	171291	163239	193533		13527	76367	76096	39114	23737	20345	54493	42825	22024	48333	58863	110063	132462	68792	98053	91250	89957	
6111	"Babies' garments and clothing accessories, knitted or crocheted (excluding hats)"	287	195	386	1604	1966	1491	2390	4630	5398	7131	10462	10673	10173	9442	10293	6454	4607		437279	597381	875977	1181261	1479827	1725455	2045976	2217944	1964398	2331550	2486690	2388783	2601834	2717292	2571301	2383992	2372967		1929	1891	2789	5031	4984	8370	16286	22126	19561	26227	33885	32699	43757	48027	47491	41409	32568	
9306	"Bombs, grenades, torpedos, mines, missiles, cartridges and other ammunition and projectiles ..."	18519	784	26123	17040	1227	4	0	1	20	44	234	9027	183	1871	296	1849	4607		348	4538	440	1063	941	1112	2674	6406	3428	3899	5100	6443	5589	7098	8419	6346	6200		130755	108491	66646	83521	12559	15215	20164	21091	19450	21341	30497	48090	42250	45354	82665	30601	94952	
8213	"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ..."	684	1020	1439	2477	2331	2938	2836	4349	3492	4239	5203	4675	6235	6002	5281	3791	4667		90086	97820	127058	147938	169974	189959	219895	241472	215490	309408	386807	430820	467977	590306	518209	440201	521241		2419	3072	4520	5584	5360	5504	5739	7211	5447	6976	8521	7776	9842	9197	8356	6397	7137	
4302	"Tanned or dressed furskins, incl. heads, tails, paws and other pieces, scraps and remnants, ..."	97	241	343	1240	3006	7037	13966	14468	6947	10554	23075	12985	10658	9865	3853	2931	4668		153903	138039	167967	277546	278925	322335	262185	284416	298861	303488	437001	601502	813383	640473	452939	63473	100382		91818	118146	107752	83586	76224	104426	112109	89772	43114	68010	85196	86218	88483	71148	27226	21063	30627	
8111	"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ..."	42	121	43	338	354	504	1806	2494	729	1683	2057	802	1243	2047	1929	2347	4675		129641	107023	170320	401415	445682	424078	869574	1065651	385989	604580	530775	343215	574689	723791	592479	579308	847770		138	308	407	1013	688	893	2584	3630	1781	2786	4125	2535	3487	4527	3489	3004	5526	
6108	"Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, ..."	94	71	282	1085	1574	2164	2460	3861	6379	8851	10803	9006	8793	10403	7887	6052	4724		803795	1081883	1577699	1928656	2084234	3034921	3857172	4426795	3313374	4262864	4303256	4308273	5038114	5755475	5669497	5362031	5159116		3132	2750	4211	7039	7248	8611	13935	17328	18062	20358	27036	21859	22200	26736	23007	20100	18245	
