Product code	Product label	Turkey's imports from Saudi Arabia-Value in 2001	Turkey's imports from Saudi Arabia-Value in 2002	Turkey's imports from Saudi Arabia-Value in 2003	Turkey's imports from Saudi Arabia-Value in 2004	Turkey's imports from Saudi Arabia-Value in 2005	Turkey's imports from Saudi Arabia-Value in 2006	Turkey's imports from Saudi Arabia-Value in 2007	Turkey's imports from Saudi Arabia-Value in 2008	Turkey's imports from Saudi Arabia-Value in 2009	Turkey's imports from Saudi Arabia-Value in 2010	Turkey's imports from Saudi Arabia-Value in 2011	Turkey's imports from Saudi Arabia-Value in 2012	Turkey's imports from Saudi Arabia-Value in 2013	Turkey's imports from Saudi Arabia-Value in 2014	Turkey's imports from Saudi Arabia-Value in 2015	Turkey's imports from Saudi Arabia-Value in 2016	Turkey's imports from Saudi Arabia-Value in 2017	Saudi Arabia's exports to world- 	Saudi Arabia's exports to world-Value in 2001	Saudi Arabia's exports to world-Value in 2002	Saudi Arabia's exports to world-Value in 2003	Saudi Arabia's exports to world-Value in 2004	Saudi Arabia's exports to world-Value in 2005	Saudi Arabia's exports to world-Value in 2006	Saudi Arabia's exports to world-Value in 2007	Saudi Arabia's exports to world-Value in 2008	Saudi Arabia's exports to world-Value in 2009	Saudi Arabia's exports to world-Value in 2010	Saudi Arabia's exports to world-Value in 2011	Saudi Arabia's exports to world-Value in 2012	Saudi Arabia's exports to world-Value in 2013	Saudi Arabia's exports to world-Value in 2014	Saudi Arabia's exports to world-Value in 2015	Saudi Arabia's exports to world-Value in 2016	Saudi Arabia's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
TOTAL	"All products"	729645	788004	969127	1231507	1888784	2252139	2439988	908917	775784	1380601	2001529	2171043	2014870	2343144	2117220	1835229	2110170		67674041	72128962	92765582	125551145	180277727	210823972	232855983	312999364	191810273	250577016	364139419	387373983	375360918	341947183	201491760	178874135	220068596		41399079	51270196	69339692	97539766	116774151	139576174	170062715	201963574	140928421	185544332	240841676	236545141	251661250	242177117	207206509	198618235	233791662	
9105	"Clocks (excluding wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ..."	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		55	114	0	103	90	49	31	0	0	0	81	32	0	0	0	330	154		2611	2645	4979	8033	8252	9197	11547	11716	6254	9533	14393	10432	13263	11992	8193	9016	6773	
9111	"Cases for wrist-watches, pocket-watches and other watches, incl. stop-watches, of heading 9101 ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2		154	616	748	1818	1784	1662	1901	1490	1040	2130	2155	2040	3143	3845	2500	3556	3663	
9204	"Accordions and similar instruments; mouth organs"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				26	20	33	56	41	75	0	0	0	0	0	0	0	0	0	0	0	
9207	"Musical instruments, the sound of which is produced, or must be amplified, electrically, e.g. ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	18	165		2180	3563	4445	6599	8702	8216	10629	12482	10679	15590	16759	17443	14822	13515	13461	13391	14207	
9209	"Parts and accessories for musical instruments, e.g. mechanisms for musical boxes, cards, discs ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	9	5		787	1232	1453	1718	2220	2736	3084	3244	2965	3823	4491	4086	4253	4166	3679	2979	3413	
9301	"Military weapons, incl. sub-machine guns (excluding revolvers and pistols of heading 9302 and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				11718	33899	10210	2173	0	0	0	0	0	0	0	39871	16563	8651	0	0	0	
9606	"Buttons, press-fasteners, snap-fasteners and press studs, button moulds and other parts of ..."	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	61	0	40	0	0	100	0	45	0	29	0	55	0	26	6		17448	25176	32260	35032	39506	43248	54294	52161	36968	42165	46919	43163	40240	38876	31517	28058	27216	
9706	"Antiques of > 100 years old"	0	0	0	0	55	0	0	0	18	0	0	0	0	0	0	0	0		267	0	535	1632	797	37531	0	0	0	0	2606	10594	263	7354	0	43687	27		871	1216	2010	1513	3860	2360	3887	4600	2473	2775	10908	8538	5947	4255	4097	5373	3496	
8206	"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		40	137	0	441	41	0	34	598	141	376	153	373	30	30	45	533	627		2386	2216	1715	1821	2058	1570	2451	4263	1525	2951	6063	4949	13506	9189	6527	4974	5958	
8211	"Knives with cutting blades, serrated or not, incl. pruning knives, and blades therefor, of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		209	0	121	27	1484	2879	80	0	622	880	427	0	49	0	291	279	284		2054	2499	5146	7931	9212	10173	12921	15229	15366	25526	38729	31220	40384	38955	25891	16029	18214	
8213	"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	15		2419	3072	4520	5584	5360	5504	5739	7211	5447	6976	8521	7776	9842	9197	8356	6397	7137	
8530	"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland ..."	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	238	354	276	753	142	3439	135	167	154	971	0	391	0	177	1763	229		23938	27251	6780	8283	20240	19970	26318	41944	59008	46851	85920	39150	91158	62751	50480	38317	58466	
8532	"Electrical capacitors, fixed, variable or adjustable "pre-set"; parts thereof"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		69	89	514	442	586	453	240	634	34	1024	9054	21333	5767	1034	1129	451	770		40055	56633	67807	93803	83319	87291	88858	85197	65655	82603	105384	94020	94797	93298	84715	85394	98110	
8539	"Electric filament or discharge lamps, incl. sealed beam lamp units and ultraviolet or infra-red ..."	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0		391	587	1686	1813	1809	1223	2327	4304	4688	6990	5460	4763	3345	3006	3927	4181	3947		47601	65273	87181	116470	130145	153674	193815	229858	188506	234065	262975	227644	246969	203900	168973	146206	175916	
8541	"Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		221	190	248	1737	1120	680	133	85	832	102	730	813	0	51	273	1350	730		56448	72058	86007	117950	111498	130138	182071	186968	163014	204073	260140	269003	314664	410827	630440	2963839	3789458	
8548	"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		708	286	232	708	2455	1425	469	548	357	0	123	419	0	0	0	6542	89		2079	526	986	2177	2752	3000	4414	3570	3169	4275	2627	1768	1816	1329	3654	9475	7728	
8713	"Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled ..."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	189	0	0	29	57	27	0	105	0	0	111	59	0	15	37		981	1206	1044	1697	3428	4471	7167	9084	4426	7157	9393	8441	13423	13520	13123	14742	17029	
8715	"Baby carriages and parts thereof, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	29	0	0	290	348	39	61	160	121	0	27	0	0	0	236	154		2847	4345	6944	9234	8284	14024	13433	19781	13394	26349	39916	39568	36656	48350	44241	34457	33760	
9001	"Optical fibres and optical fibre bundles; optical fibre cables (excluding made up of individually ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		267	0	134	91	73	124	586	256	42	956	106	806	1063	196	691	565	498		30904	27323	25708	30831	40075	47124	58202	80132	70313	104503	122209	113700	137283	186882	169667	165564	175584	
9008	"Image projectors, and photographic enlargers and reducers (excluding cinematographic)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	338	395	232	0	668	0	80	117	235	0	71	58	0	187	277	328		2488	2784	3376	1237	1570	908	1242	1192	174	195	302	164	196	119	77	47	106	
9011	"Optical microscopes, incl. those for photomicrography, cinephotomicrography or microprojection ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	27	59	0	318	207	319	187	590	83	75	209	467	137	28	129	8		6628	5188	9175	12426	16869	15666	21751	21492	16813	18238	21248	21739	21858	27858	22108	20620	20763	
9015	"Surveying, incl. photogrammetrical surveying, hydrographic, oceanographic, hydrological, meteorological ..."	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0		1978	1978	2193	6991	17051	3919	12479	6939	13504	46986	85319	33065	52329	62748	82019	102339	167819		12234	23623	16972	21316	46124	34709	48906	47202	59403	58677	62740	69588	75274	79863	73106	51377	67053	
6210	"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		320	744	909	5015	2506	3802	8554	8631	9643	13655	16166	15810	18460	16734	18378	23472	21286		3156	1622	2528	4117	4876	6093	9963	11391	27459	49683	152858	172285	211565	214767	310271	425122	132326	
6602	"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	34	0	0	0	0	0	32	0	0	0	0	2	2		6	11	26	52	98	132	250	289	196	314	577	374	366	502	340	415	378	
6805	"Natural or artificial abrasive powder or grain, on a base of textile material, paper, paperboard ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		110	93	91	326	195	102	1030	803	283	411	460	303	569	440	231	246	136		12376	18053	24369	31928	37964	41500	44776	49130	33912	45782	55126	51751	56293	62817	51390	47791	52266	
6807	"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch"	0	0	15	29	25	347	255	399	0	0	0	0	12	0	0	0	0		14986	11729	29109	36417	40922	43985	53011	83545	86337	85690	101486	117275	103041	87453	101624	106572	85580		6359	8051	8916	12370	15702	29442	21746	22950	23880	24537	23249	18277	20820	19049	14349	13308	15833	
6811	"Articles of asbestos-cement, cellulose fibre-cement or the like"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		33	363	916	1233	2023	1165	2134	5388	2743	879	1515	349	1207	1965	768	343	8010		503	132	104	661	268	2089	986	1842	1079	856	2000	1113	5338	2750	2285	1764	2053	
6903	"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	40	151	0	0	0	181	0	0	0	0	0	0	0	0	90	117		17619	22228	26329	30167	30355	36886	52584	47839	36889	50308	58033	57021	56850	63567	49801	45872	58888	
6905	"Roofing tiles, chimney pots, cowls, chimney liners, architectural ornaments and other ceramic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3586	5597	438	1410	3137	1461	2553	1832	2200	3183	2375	2535	3869	5778	2680	3084		51	118	274	600	867	1112	1540	1656	991	787	1148	751	1481	1057	1521	705	473	
7016	"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		37	0	0	2023	283	0	135	0	30	0	29	46	30	0	47	173	110		1559	1979	2419	4548	7658	5973	10425	9248	5384	8198	11060	9957	10017	10893	9962	10092	5593	
7018	"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ..."	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		42	38	144	0	0	29	53	30	30	113	199	303	421	236	315	621	509		6758	9002	12657	22218	30723	32538	38714	38746	30108	36242	35736	34420	39158	36852	25306	25814	24782	
7107	"Base metals clad with silver, not further worked than semi-manufactured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	443	0	0	0	0	0	0	0	0	0	1		46	29	64	23	101	7	54	89	10	524	1834	976	1147	1675	1295	1197	1535	
7109	"Base metals or silver, clad with gold, not further worked than semi-manufactured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2366	0	0	0	648	0	220	0	0	0	0	0	0	0	0	0	0		3	0	0	3	2	3	0	16	57	8	15	4313	16	4	120	199	3	
7110	"Platinum, incl. palladium, rhodium, iridium, osmium and ruthenium, unwrought or in semi-manufactured ..."	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0		0	0	0	4498	0	0	1560	61	0	0	0	1626	0	0	39	0	13		2101	5309	5487	1293	2535	1966	8101	4738	5081	4675	8027	4203	4634	4290	2596	3705	3677	
7115	"Articles of precious metal or of metal clad with precious metal, n.e.s."	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0		0	0	0	2427	0	127	115	957	161	0	221	0	0	520	125	3265	2126		1829	2246	2294	4104	1297	4980	8715	4512	3823	5403	20427	25791	35094	8910	9124	4910	3404	
7203	"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		577	39	348	1346	7435	2234	11175	12258	3881	5444	1234	38515	24743	20267	0	4055	693		1847	8091	8697	2793	17471	10907	38119	34543	18945	99634	74569	140592	171171	76431	130190	75357	169027	
7209	"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, cold-rolled "cold-reduced", ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16718	33333	102060	66185	63393	90280	119758	62489	23528	10434	15711	18069	13933	30045	16270	12187	36003		95041	168187	271406	579741	511156	616180	629852	721087	401099	502307	568766	491248	499944	494521	365284	354293	539824	
7211	"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0		33	85	46	415	355	822	3660	2329	1766	534	16813	585	306	3724	113	909	1261		28344	46289	88047	119209	139195	142037	171599	280403	155090	230148	256706	251008	167331	69246	53891	50631	64050	
7222	"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		48913	22588	2273	13880	20851	67242	67758	55070	8527	7515	2841	8222	10353	10221	4273	3158	44911		12438	17125	26948	36839	52372	54266	90170	90497	56401	70403	106926	100748	97566	115389	108049	87295	97222	
7224	"Steel, alloy, other than stainless, in ingots or other primary forms, semi-finished products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		71	60	1012	1038	397	3930	21331	24915	291	8386	703	1791	1616	3279	984	3465	6603		2927	2906	4522	7116	12501	13191	32146	14046	12726	16821	32018	30101	27814	38465	34512	31353	86203	
7302	"Railway or tramway track construction material of iron or steel, the following : rails, check-rails ..."	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0		1495	9611	851	919	1297	4139	14141	10551	11923	11438	15171	13898	10207	7784	3359	8260	21114		4882	5838	15433	22721	39753	27483	47878	103737	84501	112720	92468	79346	69222	36795	31374	53630	54681	
7412	"Copper tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0		74	115	0	173	925	59	0	0	69	0	0	0	145	91	305	557	417		2187	3036	4121	7897	10798	18827	28548	30023	11745	18893	28114	25861	25940	27033	26872	24322	23794	
7414	"Cloth "incl. endless bands", grill and netting, of copper wire, and expanded metal, of copper ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		178	325	0	263	190	284	0	0	0	0	0	0	0	0	0	0	0		248	262	448	680	610	845	0	0	0	0	0	0	0	0	0	0	0	
7419	"Other articles of copper, n.e.s."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		92	666	863	436	562	3759	337	1944	99	576	164	871	0	513	97	3314	1297		3007	3281	4760	26812	18299	9550	15949	17732	12284	19192	24811	22491	25587	25023	28588	35992	41173	
7501	"Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy :"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3	17	43	43	22	29	0	11	30	69	360	77	50	23	33	21	
7507	"Tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves", of nickel"	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0		119	163	97	473	46	198	143	1506	427	386	100	514	654	1892	1753	2578	13		875	848	861	1100	891	1113	1666	1651	808	933	1702	786	722	1479	4389	1514	1615	
7608	"Aluminium tubes and pipes (excluding hollow profiles)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		87	186	131	1947	1120	165	69	385	553	739	178	78	261	2624	10201	3600	2351		5864	9670	13393	12262	9691	8070	17449	31330	18572	34638	53252	43479	41767	40540	35079	35928	41158	
7317	"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		226	227	325	1080	1060	565	1903	1625	255	345	437	840	809	1048	861	2242	1865		1120	1752	2709	4416	3882	3803	10891	9416	5151	6204	9165	9217	10210	11441	10876	9933	11061	
7319	"Sewing needles, knitting needles, bodkins, crochet hoods, embroidery stilettos and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		194	122	0	38	0	76	73	0	2192	73	2635	2556	220	0	515	80	87		1051	1137	1350	1417	1897	2010	2330	3039	1944	2631	2341	2575	2640	2302	2202	1954	2438	
7802	"Lead waste and scrap (excluding ashes and residues from lead production "heading No 2620", ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		178	63	94	929	741	2517	4512	5856	981	4948	6146	8920	6628	5540	3760	182	809		0	20	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
8423	"Weighing machinery, incl. weight-operated counting or checking machines (excluding balances ..."	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0		30	137	99	41	491	358	1729	58	528	273	425	121	60	141	174	451	449		9624	14545	14712	24806	27754	39886	42365	40901	24746	33865	43157	39068	42304	42565	37764	33145	29060	
8425	"Pulley tackle and hoists (other than skip hoists); winches and capstans; jacks"	0	0	0	0	0	0	36	14	0	0	0	0	0	0	0	3	0		272	1156	587	1171	708	2956	2261	5755	4407	5850	4806	3058	5435	4072	20981	8730	13089		6551	7879	11880	17766	31839	38098	44136	63958	36044	41767	54972	61361	72428	82565	72268	75476	73670	
8440	"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		87	428	0	43	32	62	50	0	0	233	353	64	568	130	694	742	178		5729	8826	14745	24078	28206	60756	54297	18362	9756	28359	34843	16899	17338	12614	12961	11515	9037	
8449	"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		173	0	0	0	0	539	0	0	0	0	0	32	0	0	0	201	1246		5178	1311	33674	21481	35078	6349	4548	26432	15499	60670	75942	39129	45121	26335	125876	32259	27704	
8451	"Machinery (excluding of heading 8450) for washing, cleaning, wringing, drying, ironing, pressing ..."	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0		238	1854	61	536	504	245	334	2173	1671	995	1320	1560	1577	1127	249	1770	1094		97161	254608	302325	272387	298842	218338	199338	149816	82678	174191	211253	262530	249128	241504	196181	197288	202100	
8457	"Machining centres, unit construction machines "single station" and multi-station transfer machines ..."	0	0	0	0	0	0	0	0	0	0	0	39	0	39	0	0	0		0	0	0	6051	176	4159	1712	0	0	0	0	30	0	80	0	50	870		38335	80144	86611	130933	181625	176648	213231	212256	66239	138248	231656	263682	254217	272875	268031	265425	258399	
8464	"Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials ..."	0	0	0	0	0	75	0	0	210	0	131	0	0	0	0	0	0		0	151	145	526	1109	483	505	231	289	556	574	249	646	610	474	3594	29402		33876	19132	26953	51101	49467	65819	87305	72895	33531	39135	104178	68208	105411	89469	61618	67007	58359	
8466	"Parts and accessories suitable for use solely or principally with the machine tools of heading ..."	0	0	0	1	2	0	0	2	1	1	0	0	1	44	4	0	0		346	104	347	217	823	446	740	1764	378	721	10032	2683	626	3026	239	746	1050		30143	35023	41024	70752	87077	94469	119637	137668	71831	95576	139916	140840	150393	163137	148483	148455	157747	
8471	"Automatic data-processing machines and units thereof; magnetic or optical readers, machines ..."	0	0	2	3	1	0	0	0	0	0	0	0	0	11	23	1	0		731	1494	777	5633	50551	62201	42180	28049	40174	45804	71601	87805	76951	43128	74093	49186	33820		539124	671213	865075	1211720	1730788	1996913	1775477	1698739	1752441	2105032	2198098	2361053	2651023	2715739	2200125	1894931	2008041	
8477	"Machinery for working rubber or plastics or for the manufacture of products from these materials, ..."	9	0	7	2	0	30	0	8	0	93	0	0	2	2	0	0	0		3644	337	210	1329	1776	817	4959	1225	143	3280	4687	1000	2019	2580	7197	2764	8767		141275	167977	257641	408299	421706	460149	486685	507079	315484	451863	691676	596366	526824	641009	576890	580682	583247	
0105	"Live poultry, "fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1356	983	3598	3894	5745	3417	3212	5003	13084	11623	12815	10551	9936	11065	13530	10211	11930		8367	8312	6323	7379	7793	8955	8082	14473	13659	16294	24863	28750	18850	18105	16452	10292	10054	
0201	"Meat of bovine animals, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		747	558	206	449	1487	960	1046	1917	1285	1485	1234	1057	157	2114	154	187	97		0	5	0	0	0	0	0	0	0	230253	509114	90230	20306	5258	55092	41636	45688	
0203	"Meat of swine, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	
0304	"Fish fillets and other fish meat, whether or not minced, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	38	270	601	1712	4160	203	859	877	1675	3499	4571	3912	4339	3409	3976	9719		929	1428	1868	4024	6517	10064	12509	14905	15051	26120	29362	26467	26972	26009	28869	23396	30218	
0306	"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine, ..."	0	0	0	0	0	218	236	141	1	0	0	69	0	0	5	0	0		6503	3033	13044	20655	34378	33805	45185	63378	60553	94400	44233	30662	7789	51004	70459	103146	240136		35	37	257	787	2717	1723	2174	2084	2407	3565	9636	6948	5634	9082	6856	3671	5220	
0505	"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	29	0	0	0	551	69	53	0	0	34	0	0	0	1	3		213	265	511	768	1227	1461	2018	1697	907	1283	2672	6439	7064	4012	3647	1827	2010	
0508	"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	66	0	0	60	0	347	0	0	0	0	0	0	0	0	0		144	197	435	941	527	420	778	1079	354	934	376	482	443	741	482	552	370	
0601	"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		28	0	57	103	142	0	0	0	0	0	135	34	0	0	0	0	0		994	861	1299	1521	2211	4125	5052	5387	4881	5560	6081	5805	7100	7381	9995	9093	6846	
0706	"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, fresh ..."	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0		2009	2813	2649	2147	2046	3070	2232	1250	1093	1212	1442	3137	1153	682	1136	3198	5436		0	0	5	0	13	0	3	15	7	7	6	5	7	23	0	0	1	
0807	"Melons, incl. watermelons, and papaws (papayas), fresh"	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0		2847	4676	4120	6450	7777	6975	7864	8493	13873	19379	20132	14955	6389	6095	7018	7529	1456		8	3	33	35	72	703	736	1310	1611	1129	3208	3469	4825	4406	3619	4467	5720	
0901	"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes ..."	0	0	0	0	0	0	0	60	11	0	0	0	0	0	0	2	0		712	470	645	294	821	1220	839	2240	2922	3562	5721	5825	7767	7846	7420	6019	6429		13337	13146	13426	18289	22973	26496	43370	46091	44183	58920	82673	96580	96501	109170	146799	130503	191808	
0903	"Mate"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	21	68	88	58	81	60	140	126	240	480	350	724	3180	2048	
1001	"Wheat and meslin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	88	30	0	0	729	1312	923	1069	1455	1637	0	0	40	160		49621	148010	277543	221868	25031	52624	570390	1483190	901858	655044	1623089	1125977	1289235	1545853	1103420	892409	1043332	
1108	"Starches; inulin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	112	41	314	1237	1585	4151	3878	3050	4406	4818	4078	4807	3229	2645	2753	3372		2411	6404	6832	7483	8581	9785	13230	14751	15040	14082	16868	17450	14172	16690	14129	14264	15472	
1210	"Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0		1045	1987	1666	2330	2203	1761	2430	2832	2601	2260	3282	3453	2575	1849	2141	2104	1604	
1402	"Vegetable materials of a kind used primarily as stuffing or as padding, e.g. kapok, vegetable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
1515	"Fixed vegetable fats and oils, incl. jojoba oil, and their fractions, whether or not refined, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0		14853	21606	28561	26991	29147	32958	67253	105814	95265	98692	108017	86428	93155	87675	81857	74429	60440		40630	65725	75264	75171	95586	93726	107832	150775	80218	68277	69777	53437	57063	36601	41644	60217	46003	
1517	"Margarine, other edible mixtures or preparations of animal or vegetable fats or oils and edible ..."	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	65	314	0	105	412	561	2729	329	279	688	1398	966	360	339	1246	2167		3128	3828	8263	11768	11909	12253	18073	18043	24899	21325	30515	23079	28365	44170	40792	33691	53234	
2617	"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1478	3065	0	0	0	93	0	0	0	0	0	0	0	0	0	0		219	189	0	64	2	4	11	16	22	352	110	193	232	189	132	136	1430	
