Product code	Product label	Turkey's imports from Saudi Arabia-Value in 2001	Turkey's imports from Saudi Arabia-Value in 2002	Turkey's imports from Saudi Arabia-Value in 2003	Turkey's imports from Saudi Arabia-Value in 2004	Turkey's imports from Saudi Arabia-Value in 2005	Turkey's imports from Saudi Arabia-Value in 2006	Turkey's imports from Saudi Arabia-Value in 2007	Turkey's imports from Saudi Arabia-Value in 2008	Turkey's imports from Saudi Arabia-Value in 2009	Turkey's imports from Saudi Arabia-Value in 2010	Turkey's imports from Saudi Arabia-Value in 2011	Turkey's imports from Saudi Arabia-Value in 2012	Turkey's imports from Saudi Arabia-Value in 2013	Turkey's imports from Saudi Arabia-Value in 2014	Turkey's imports from Saudi Arabia-Value in 2015	Turkey's imports from Saudi Arabia-Value in 2016	Turkey's imports from Saudi Arabia-Value in 2017	Saudi Arabia's exports to world- 	Saudi Arabia's exports to world-Value in 2001	Saudi Arabia's exports to world-Value in 2002	Saudi Arabia's exports to world-Value in 2003	Saudi Arabia's exports to world-Value in 2004	Saudi Arabia's exports to world-Value in 2005	Saudi Arabia's exports to world-Value in 2006	Saudi Arabia's exports to world-Value in 2007	Saudi Arabia's exports to world-Value in 2008	Saudi Arabia's exports to world-Value in 2009	Saudi Arabia's exports to world-Value in 2010	Saudi Arabia's exports to world-Value in 2011	Saudi Arabia's exports to world-Value in 2012	Saudi Arabia's exports to world-Value in 2013	Saudi Arabia's exports to world-Value in 2014	Saudi Arabia's exports to world-Value in 2015	Saudi Arabia's exports to world-Value in 2016	Saudi Arabia's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
1514	"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	150	225	30	130	27	0	0	0	0	29	0	0	0	49		4957	7259	5824	1990	6011	2490	416	15377	423	757	3270	369	151	2691	2558	2326	536	
1521	"Vegetable waxes, beeswax, other insect waxes and spermaceti, whether or not refined or coloured ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	82	54	0	0	0	60	0	0	0	0	0	0	0	24	72		355	400	510	979	1286	1795	1565	1534	2238	5488	4847	3046	2195	3270	2420	1650	2487	
1601	"Sausages and similar products, of meat, offal or blood; food preparations based on these products"	0	0	0	0	0	0	0	0	0	0	0	11	99	0	0	0	0		4863	8499	1966	41	0	92	132	92	858	39	170	352	17566	14966	11123	13285	11867		56	23	2	36	25	74	118	157	122	219	243	457	727	1194	2059	825	98	
1603	"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		41	0	0	81	0	0	0	64	467	0	0	0	0	0	0	3	2		0	0	1	1	0	3	4	0	1	84	44	57	61	19	13	11	17	
1702	"Other sugars, incl. chemically pure lactose, maltose, glucose and fructose, in solid form; ..."	0	0	0	0	0	0	0	0	0	1	0	0	0	0	91	0	0		145	570	1552	1749	3226	2798	3086	2407	2518	2281	2347	2334	3321	6883	3789	3659	11682		5739	8171	21384	15901	14419	14173	15278	24787	15632	20464	26114	24600	28708	30623	33586	42068	29053	
1803	"Cocoa paste, whether or not defatted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	51	0	0	0	0	0	0	0	0	160	0	0	0	1	0		543	1607	3241	4428	4269	4389	4719	4910	8405	10720	24775	24876	57183	76638	82197	71672	64338	
2004	"Vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		1276	4224	30575	16966	12242	13509	14492	15273	17370	15024	8236	6436	7839	11337	8961	5445	5726		552	303	281	956	685	412	793	1835	1852	873	1403	1431	1816	3291	8373	1178	1788	
2204	"Wine of fresh grapes, incl. fortified wines; grape must, partly fermented and of an actual ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				152	185	160	1550	2634	3238	3132	4561	3197	5610	7076	9281	9646	15528	11386	7024	8093	
2714	"Bitumen and asphalt, natural; bituminous or oil-shale and tar sands; asphaltites and asphaltic ..."	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0		3279	3685	5286	6260	14616	71265	81513	64633	8139	0	0	0	0	0	0	0	0		145	295	183	227	755	324	353	230	157	249	751	1617	828	401	890	1601	1244	
2802	"Sulphur, sublimed or precipitated; colloidal sulphur"	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0		63313	593	0	0	0	0	0	287	0	184	14262	13610	0	10225	4363	12890	88179		55	481	479	146	122	133	235	457	1633	938	358	533	264	179	103	348	1019	
2825	"Hydrazine and hydroxylamine and their inorganic salts; inorganic bases, metal oxides, hydroxides ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		51	1037	222	84	49	28	693	1942	2146	2353	8467	12059	22828	15193	216	272	63		4410	4121	5701	10952	12985	18266	20881	33566	15101	27418	28911	35832	33351	35013	36138	34989	33364	
2837	"Cyanides, cyanide oxides and complex cyanides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		518	500	34	677	617	34	97	1941	3257	14067	3357	8234	5335	3211	978	1	0		1839	2267	2765	1914	3744	6405	9105	13182	23027	27711	30961	36613	46838	42374	37407	38291	45502	
2842	"Salts of inorganic acids or peroxoacids, incl. aluminosilicates whether or not chemically defined ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		279	0	86	54	9009	459	779	631	71	637	29	193	811	91	183	6	51		2486	3069	4166	4700	7292	6616	8830	12659	8036	11890	13195	12715	12031	15594	12020	13868	14693	
2845	"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	75	407	2410	4370	252	3319	344	181	116	0	0	0	0	0	0		78	73	688	410	313	284	476	500	503	607	1940	2025	2501	2794	1887	1461	1760	
2853	"Inorganic compounds, incl. distilled or conductivity water and water of similar purity, n.e.s.; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	287	325	321	102	41	129	34	1136	549	78	38		0	0	0	0	0	0	307	255	304	602	660	1241	1698	969	1477	1393	1628	
2901	"Acyclic hydrocarbons"	0	0	0	24859	39164	0	13568	5287	0	10569	46905	0	0	0	0	0	0		273786	244857	295561	300279	388231	344187	463120	369131	439294	570971	1336623	1222323	859229	984422	522248	542342	561197		21674	12907	19648	72749	152332	69773	72128	45557	12742	44210	155484	87942	26256	252161	22366	22671	15524	
2908	"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	33	98	29	554	29	32	0	0	0	100	0	450	0	182	27		2105	2141	3237	3828	3878	5283	6908	9744	8677	4983	4647	4212	5821	6079	6166	4126	4002	
2516	"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not ..."	0	0	0	17	11	0	3	242	30	0	0	0	2	0	0	0	0		7000	11921	7482	2126	5209	8970	8127	9834	27416	2549	5697	6888	755	80	73	1	0		7281	8209	8568	15906	19292	21415	26968	23034	10567	6790	3258	5338	8506	7058	3200	2162	2395	
2525	"Mica, whether or not rifted into sheets or splittings; mica waste"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	51	0	0	35	0	0	0	0	0	5	18		131	79	237	351	541	553	460	456	458	436	624	427	627	617	476	595	550	
2603	"Copper ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	11399	71435	69170	84450	113836	177364		14680	13479	9348	4588	37067	27340	157	6155	1	362	35	354	230	43	6772	10	98	
2608	"Zinc ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	116	0	11380	8290	25459	27580	27225	48777	38236	37328	20837	15272		125	273	289	143	66	94	57	0	2	21	3	4	61	48	22	23	120	
2611	"Tungsten ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	5	0	0	0	0	0	0	2	15	3	5	0	0	0	
2703	"Peat, incl. peat litter, whether or not agglomerated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	89	1017	581	0	0	0	46	0	90	43	192	0	12		2362	3147	2886	4353	6211	5889	9263	12282	8171	12747	15395	14429	21320	19887	15209	15201	16873	
2930	"Organo-sulphur compounds"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0		73	0	3200	12740	8376	6895	15173	35227	8217	16811	16102	33458	11273	2032	93	709	134		24332	32235	44297	50742	45710	54055	60477	85434	85278	100606	106555	93234	94593	97229	108852	96907	93360	
3004	"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put ..."	0	0	0	0	0	11	454	1493	868	123	0	0	0	1	19	0	0		12196	16079	19114	24438	94119	87539	123600	129353	147797	185927	259041	235891	264932	280914	330395	295515	326625		814187	1128723	1579342	2146260	2235372	2344586	2684062	3354230	3124980	3292926	3240021	2738872	2822853	2875248	2642577	2610787	2717837	
3104	"Mineral or chemical potassic fertilisers (excluding those in tablets or similar forms, or in ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		35	0	36	120	58	80	43	246	1627	874	321	234	158	809	4094	2818	778		15818	19515	23965	32762	38582	33135	57918	57052	40317	54420	63095	72599	63762	65396	82589	57950	59886	
3207	"Prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes, ..."	0	0	0	0	0	0	22	15	0	0	0	0	1	0	0	0	0		4708	5840	9643	16106	16342	13595	22257	11882	13178	15672	11869	13064	14710	13592	10023	11167	11279		31401	38114	49512	59522	71175	82820	99798	105742	79392	104902	136994	136590	125917	110922	94399	90081	100014	
3212	"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		15813	13921	21163	14717	20684	21965	17095	25041	22543	24393	22478	28641	36066	12021	12753	24848	23989		9840	14060	20151	27809	30183	43124	59331	55509	39721	48147	55058	52523	55123	53294	46986	45165	53931	
3507	"Enzymes; prepared enzymes, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0		0	0	188	76	0	57	801	883	205	0	28	0	0	0	37	149	22		28209	36872	46046	55910	62373	61852	68415	72759	78534	83857	97136	96772	107594	119647	105297	100937	115304	
3602	"Prepared explosives (excluding propellent powders)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	3792	0	162	0	74	2094	3259	2941	2714	2673	8312	6212	3456	2059	3601		1836	849	485	1023	3697	1097	1996	2319	1774	4036	4012	2274	4561	1632	4002	2246	1453	
3707	"Chemical preparations for photographic uses (excluding varnishes, glues, adhesives and similar ..."	0	0	0	7	0	0	0	0	0	0	0	6	43	0	0	0	0		0	0	289	1197	332	197	290	198	742	895	205	61	360	257	49	272	945		29927	27317	35290	46065	47732	50252	51160	47512	42109	42754	50533	44559	48030	49150	40911	39188	38184	
3809	"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ..."	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0		905	1945	1647	791	1496	1369	3060	3905	4285	5402	6182	3396	8521	14960	27876	28525	41429		39988	55685	70590	81911	87154	90341	99480	98571	70151	82361	86281	85860	90918	86410	69538	60754	65543	
3810	"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		377	2426	4181	302	896	498	1082	3295	6527	47793	25024	347	1037	1726	2550	1706	2041		4598	5957	8452	9087	11383	13270	17481	17330	16073	17914	17654	16412	19111	16622	17621	16426	16621	
3825	"Residual products of the chemical or allied industries, n.e.s.; municipal waste; sewage sludge; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	135	458	291	808	811	9595	12527	1324	241	375	209	661	27	32	34	416		0	334	1	0	4	1	1	5	37	2	26	0	13	5	0	0	0	
3913	"Natural polymers, e.g. alginic acid, and modified natural polymers, e.g. hardened proteins, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0		80	315	591	1832	310	4409	3287	436	1754	197	688	1502	39	187	321	180	78		5959	7178	8175	10903	12372	11894	13825	15288	12098	16589	22190	20914	27376	28190	23437	23677	22033	
3918	"Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles; ..."	0	0	0	0	0	0	102	0	65	192	40	0	0	0	0	0	0		1293	1701	2829	6748	6834	4638	2031	2074	3708	6314	5012	5623	14706	12949	6108	3651	2863		13737	14651	19509	33094	41088	47038	56105	57089	41676	47788	58911	56946	72558	76273	69164	88605	88043	
4001	"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		114	252	822	1535	1643	5287	4119	4771	4505	6481	11401	11738	18088	11447	18784	5288	2468		55959	76729	117162	167595	192590	287709	321855	397758	202531	432165	724018	461134	396084	326238	256518	228051	345116	
4008	"Plates, sheets, strip, rods and profile shapes, of vulcanised rubber (excluding hard rubber)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		116	802	155	888	1340	575	786	802	366	463	1219	1393	1869	648	689	1127	9843		14806	16438	20317	27565	31002	37514	53328	54109	38706	50310	73454	71533	85627	82967	59752	58275	59946	
4103	"Other raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	28	2	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0		201	695	8269	3058	1340	191	0	0	0	0	0	0	122	215	352	156	61		4518	10814	11305	6082	5007	7487	10196	7913	4176	5752	11015	13616	13000	10147	3519	3013	2479	
4115	"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	682	2343	1090	455	124	0	0	0	0	0	75	0	15	1		0	4327	5190	4592	5509	6913	6096	4731	2832	2755	3581	3198	3143	3142	3620	3998	3363	
4203	"Articles of apparel and clothing accessories, of leather or composition leather (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0		0	0	0	131	594	2537	589	88	0	183	34	32	100	814	27	233	366		23108	23419	23074	23111	31983	56886	64427	112165	128704	126233	107618	132195	118188	107281	117319	81323	43087	
4304	"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	43	0	594	823	0	0	50	57	114	0	57	0	0	0	10	7		163	179	91	96	153	577	1569	1638	503	1354	620	399	276	511	509	463	529	
4409	"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped "tongued, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		748	555	1098	4366	3348	2111	2488	1690	1846	1635	403	221	387	563	1339	5247	3552		7055	6477	8342	9066	12508	13733	17105	16428	8228	12336	16229	14461	17824	20284	15709	16205	17899	
4414	"Wooden frames for paintings, photographs, mirrors or similar objects"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	143	0	0	55	0	49	28	0	48	0	0	0	65	50		742	681	1307	1310	1871	2165	2304	3031	1819	3320	3982	3091	3911	3654	3139	3030	3001	
4503	"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		32	0	3059	8908	3766	179	1391	55	1510	50	158	182	0	299	208	149	3053		1212	711	900	1911	2612	1730	1971	1841	1819	2397	2776	2971	2515	2167	2160	1634	1245	
4602	"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0		260	97	103	94	0	572	240	627	144	243	0	83	306	191	57	565	310		2657	2983	6455	11000	6731	7458	6907	8080	5984	8783	9379	8145	9406	9255	8431	7172	7146	
4702	"Chemical wood pulp, dissolving grades"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0		780	424	648	2756	6481	5058	3599	6147	979	1388	756	747	609	829	798	764	465	
4808	"Corrugated paper and paperboard "with or without glued flat surface sheets", creped, crinkled, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		268	588	2528	4974	10083	19284	44172	45975	40590	29064	24368	24295	27266	27730	24534	28496	28949		1275	1440	1840	3250	3630	3421	4051	4935	3939	5611	10088	7898	9093	8792	5665	5315	7288	
4816	"Carbon paper, self-copy paper and other copying or transfer papers, in rolls of a width of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		229	1358	4226	2065	462	404	374	742	950	1163	939	921	448	170	538	411	273		4185	5964	7692	11269	13607	13139	18383	17675	10342	14684	14688	15982	13789	13134	12204	11626	16475	
4902	"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ..."	0	0	7	7	49	65	67	56	61	23	366	0	0	0	0	0	0		85	208	1566	4112	3493	4225	4621	6036	5991	4215	2612	1937	2109	2105	725	890	444		13576	20787	20308	25584	23229	22645	27215	29824	21092	19444	16518	14865	14345	9154	8536	6709	4569	
4909	"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		93	0	117	0	317	31	0	38	195	269	559	2050	31	0	0	31	40		118	227	140	210	483	376	361	572	684	674	773	656	584	533	425	363	257	
5108	"Carded or combed yarn of fine animal hair (excluding that of wool or that put up for retail ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		32	75	0	0	0	0	0	0	0	0	0	0	0	0	29	63	0		21	50	109	441	409	1549	2318	1738	1508	2215	3169	3638	1878	2752	2743	3766	3293	
5109	"Yarn of wool or fine animal hair, put up for retail sale"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		420	0	39	733	0	27	110	61	33	0	205	29	69	71	0	155	1		283	135	137	89	12	321	693	1308	107	268	326	299	393	825	767	389	312	
5211	"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	62	127	84	0	92	0	718	194	0	0	40	0	0	0	44	5		16002	25334	28872	44400	32998	25272	62693	77094	93424	121192	122582	75964	90556	81080	67872	62352	51792	
5301	"Flax, raw or processed, but not spun; flax tow and waste, incl. yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	1		1359	2571	3078	2560	2316	2312	3331	2131	1479	3179	4249	3989	5861	5512	5575	6687	4107	
5302	"True hemp "Cannabis sativa L.", raw or processed, but not spun; tow and waste of true hemp, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1476	1439	0	474	218	585	845	0	104	3	0	1	0	1	5	3	69	
5405	"Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	81	72	37	0	71	82	228	0	98	532	613	315	646	403	81	42		8	12	30	35	61	185	146	116	7	75	14	44	6	10	5	26	20	
5406	"Man-made filament yarn, put up for retail sale (excluding sewing thread)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		81	47	156	1437	7753	4181	162	0	0	38	0	0	0	0	0	38	0		97	29	59	167	309	178	161	154	383	173	78	84	153	394	270	60	117	
5506	"Synthetic staple fibres, carded, combed or otherwise processed for spinning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		293	194	2719	15096	4868	4749	1767	1707	437	981	929	1197	289	67	0	998	188		4329	8034	8384	9313	12563	13014	12632	14151	11979	15986	24516	23289	20403	22066	16220	15417	18645	
5510	"Yarn of artificial staple fibres (excluding sewing thread and yarn put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		233	0	35	149	347	286	301	75	0	91	345	3818	5304	8311	8857	6964	4733		25635	50091	57282	108295	99082	119180	248108	154747	148678	241167	256311	188689	188349	149587	147901	143045	161411	
5704	"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		922	875	248	11445	24136	10050	11701	19873	23492	26147	19612	14887	11725	9042	12200	21006	9870		1075	1364	2391	4814	3959	3893	4185	3824	3164	3667	5941	4801	4018	3317	3515	5017	4708	
5803	"Gauze (excluding narrow woven fabrics of heading 5806)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		153	28	129	143	0	1517	0	0	0	33	0	0	0	0	0	0	0		123	76	76	90	148	64	122	431	167	273	330	265	467	32	78	47	34	
5905	"Textile wallcoverings"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		123	0	0	0	33	0	0	413	374	317	124	202	862	1739	2897	1593	216		61	157	188	201	263	394	1128	1565	649	781	861	672	1154	1698	976	678	844	
5907	"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4169	2550	700	1777	2441	1258	2422	7024	4094	0	61	259	150	677	636	171	27		4621	4791	4833	4210	5904	5455	6533	11129	10489	18729	18384	16950	20880	19046	15892	16490	15854	
6101	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	808	105	64	35	0	134	39	0	0	0	0	30	0	45	39	191		1107	872	1352	2946	1823	3254	5431	7866	7889	11438	13817	9459	11175	10154	9826	10649	14791	
6112	"Track-suits, ski-suits and swimwear, knitted or crocheted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	27	111	69	0	0	35	0	45	0	0	0	0	0	0	10	104		2859	1898	3853	7650	6621	8405	11048	16039	17947	24017	29686	24536	28216	30907	28904	31650	29170	
6114	"Special garments for professional, sporting or other purposes, n.e.s., knitted or crocheted"	0	1	0	3	0	1	0	0	0	0	3	0	12	0	0	0	0		733	596	801	1905	563	198	68	154	131	34	63	39	1224	1092	2862	6472	1680		1815	1181	2418	3853	7906	10110	12575	15162	11502	13598	9228	6197	6621	6684	7887	8982	10867	
6201	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0		43	219	487	154	105	417	97	438	101	55	84	345	279	650	162	702	715		9535	13799	24548	39689	41033	55343	89635	118001	119968	160945	177954	137267	157635	171780	158415	111651	146628	
6505	"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ..."	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0		621	343	1311	1407	3144	1763	1180	1653	3058	4959	3131	637	1532	7480	1502	2176	3444		2413	2685	4420	6181	11725	17836	22748	25573	22240	31435	39080	33442	37657	35411	36785	34874	29870	
6701	"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ..."	0	0	0	0	0	0	0	0	2	2	1	3	2	0	3	0	0		0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0		98	226	260	272	509	553	424	450	423	518	745	501	287	416	405	248	518	
6904	"Ceramic building bricks, flooring blocks, support or filler tiles and the like (excluding those ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		39	85	155	838	1893	7833	6397	7889	17733	3718	2483	2500	3341	5480	8505	4856	2856		28	254	147	230	752	666	943	449	255	115	135	373	2435	2289	2063	1069	902	
7009	"Glass mirrors, whether or not framed, incl. rear-view mirrors (excluding optical mirrors, optically ..."	0	0	0	0	0	0	0	0	0	12	1	131	0	0	0	26	0		836	797	154	803	954	41	541	2144	4058	4383	3514	8708	7611	3645	1656	1010	438		7382	10611	18132	32640	34198	40089	48102	52064	36053	51508	64755	57131	64141	72985	65269	58065	64948	
7010	"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a ..."	0	27	0	0	0	0	0	48	0	54	57	4	135	9	3	5	0		26778	16319	4428	3987	22802	25024	42057	42428	38487	40463	43901	50864	51318	43403	30145	25873	19063		12340	16363	26617	35335	51397	53110	58046	47821	40931	69041	63275	59692	126320	132596	76464	61358	59701	
7219	"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ..."	0	0	0	0	49	0	0	0	0	0	231	155	358	0	0	0	0		1154	1255	4380	7851	3167	3169	9234	18530	6473	9616	7527	3941	2809	3072	5085	7552	11100		102969	165451	248347	376470	471588	541656	819419	767627	511514	783938	925029	798642	999711	1043680	931976	770545	1040624	
7227	"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		139	127	652	1585	775	3554	1015	599	856	3155	3829	8556	3035	3050	1305	564	1324		11368	18464	23876	46101	40607	35284	44261	84171	26272	46531	66338	56515	59735	104077	123027	128155	98946	
7303	"Tubes, pipes and hollow profiles, of cast iron"	6141	24	2601	8541	296	0	4	0	0	0	0	0	0	0	0	1	0		20905	16125	41654	62108	64337	41024	34632	98133	58855	69861	77938	83511	64812	36922	62865	63665	33829		11786	19161	20566	12925	7092	6005	21624	7531	4096	5707	24439	9011	16234	15755	15812	24551	16092	
7316	"Anchors, grapnels and parts thereof, of iron or steel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	130	489	341	34	37	613	31	280	423	584	1833	646	120	359	1907		347	356	423	806	1248	2540	2660	2229	1912	931	613	837	381	673	456	490	345	
7803	"Lead bars, rods, profiles and wire, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1216	415	579	980	30	0	0	0	0	0	0	0	0	0	0	0	0		76	286	183	162	375	374	0	0	0	0	0	0	0	0	0	0	0	
7804	"Lead plates, sheets, strip and foil; lead powders and flakes (excluding grains of lead, and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	118	412	4570	929	4987	487	0	436	167	160	0	0	0	27	490	167		46	115	155	248	313	475	590	494	182	418	397	520	1514	497	1200	457	317	
8107	"Cadmium and articles thereof, n.e.s.; cadmium waste and scrap (excluding ash and residues containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0		14	29	39	23	18	47	92	91	77	65	93	49	57	42	145	11	34	
8113	"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	82	1590	16994	4122	0	0	0	0	0	0	0	329	25		250	280	442	889	1136	1443	1299	3480	1841	2924	4989	4973	5614	7200	11019	10183	12391	
